GeneID	LUAD_20N
CD74	128699483
CD81	707785860
CD9	876421440
CD97	10026413
CDC37	19067720
CDC42	302582134
CDC42BPA	1055580
CDC42BPB	8905803
CDC5L	97885868
CDH1	54438908
CDH13	96337038
CES1	434797816
CFH	70668560
CFL1	310459932
CHCHD2	101528126
CHCHD3	132315327
CHD4	7789546
CHERP	5071414
CHID1	7850553
CHMP4B	22262295
CHMP6	27568573
CHP1	73269679
CIB1	8915516
CISD1	180038666
CISD2	30829247
CKAP4	203994103
CKAP5	1909887
CKB	67638008
CLCC1	11371129
CLEC3B	23632418
CLIC1	53608257
CLIC4	28586165
CLINT1	45040305
CLIP1	1371197
CLPB	4761548
CLTB	150893530
CLTC	261051648
CLU	1351609038
CNDP2	32843536
CNN2	21635361
CNN3	25625987
CNOT1	2299481
CNP	33281566
CNPY2	57659866
CNPY3	11707474
COL12A1	364570715
COL14A1	333943220
COL15A1	71034938
COL18A1	195916722
COL1A1	682926839
COL1A2	1209973007
COL3A1	84612309
COL4A1	462632582
COL4A2	694613990
COL6A1	2144770099
COL6A2	NA
COL6A3	1838460809
COLGALT1	27081568
COMT	41180145
COPA	23531083
COPB1	19927940
COPB2	9803662
COPE	42879740
COPG1	8077720
COPS2	7326119
COPS3	11404602
COPS4	6044244
COQ5	5899891
COQ9	10016572
CORO1A	17781183
CORO1B	24423777
CORO1C	61359160
COTL1	3753722
COX4I1	123089091
COX5A	218804750
COX5B	223406087
COX6B1	147310435
COX7A2	253776965
CP	37282342
CPM	41704905
CPNE1	22362600
CPNE2	51149787
CPNE3	125912614
CPOX	7165336
CPSF1	2142151
CPSF3	2240510
CPT1A	31110465
CPT2	36623086
CRAT	5350617
CRELD1	25910659
CRIP2	174321680
CRKL	18846521
CROCC	18870081
CRYAB	159273023
CRYZ	19157354
CS	154035588
CSDE1	1523528
CSE1L	2637237
CSK	1881479
CSNK1A1	16433733
CSNK2A1	58816501
CSNK2A2	42122234
CSNK2B	46288628
CSPG4	65458232
CSRP1	267943875
CSRP2	32458242
CSTB	98262389
CTBP1	9683251
CTNNB1	150172357
CTNND1	137516595
CTSA	13489621
CTSB	60380752
CTSC	26106384
CTSD	288373192
CTSH	46081597
CTSS	10859814
CTSZ	25691655
CTTN	29443268
CUL3	1232448
CUX1	955054
CYB5A	740662820
CYB5B	171765863
CYB5R1	102549773
CYB5R3	598775639
CYBB	32801659
CYC1	132019524
CYFIP1	34544936
CYP20A1	21789945
CYP27A1	23747303
DAD1	473824264
DAG1	57932337
DARS	35503491
DARS2	4899607
DAZAP1	11269498
DBI	87664277
DBN1	61984321
DBNL	36528977
DBT	40179090
DCN	1191748386
DCTN1	38011215
DCTN2	113484489
DCTN4	4169644
DCXR	33550426
DDAH1	32208867
DDAH2	161582048
DDB1	17700835
DDOST	196910573
DDRGK1	19975769
DDX1	45517042
DDX17	51941242
DDX18	2041113
DDX23	12599767
DDX39B	76674869
DDX3X	26842214
DDX5	53209066
DDX6	28844259
DECR1	109423962
DEK	14279083
DERA	24663754
DHRS7	135316486
DHRS7B	20021783
DHX15	20494364
DHX30	3401688
DHX9	74322751
DIABLO	15927074
DIAPH1	2075155
DKC1	15842330
DLAT	53812987
DLD	121011434
DLST	212287229
DNM1L	5305008
DNM2	34594176
DNPEP	29976176
DOCK1	1503457
DOCK11	4913592
DOCK2	4238532
DOCK4	7469676
DOCK6	2880381
DOCK9	11067297
DPM1	33956937
DPT	NA
DPYSL2	278165525
DPYSL3	124770466
DST	1966049
DSTN	106283586
DTX3L	7178043
DTYMK	10737157
DUT	30431012
DYNC1H1	59549612
DYNC1I2	12670441
DYNC1LI1	9295892
DYNC1LI2	18803109
DYNLL1	391586566
DYNLRB1	88723393
DYSF	50608029
ECE1	20640318
ECH1	157410274
ECHDC1	8229438
ECHS1	134095915
ECI1	92239693
ECI2	14743310
ECM1	30907960
EDC4	5579449
EEA1	17460334
EEF1A1	283210853
EEF1B2	51296561
EEF1D	112779662
EEF1E1	28552018
EEF1G	58025903
EEF2	46974145
EEFSEC	2773019
EFEMP1	257623958
EFEMP2	65343290
EFHD2	27999019
EFR3A	4039506
EFTUD2	49323337
EGFR	18128616
EHD1	191242738
EHD2	907725442
EHD3	71558882
EHD4	82654113
EHHADH	3552042
EIF1	27734437
EIF2AK2	7077323
EIF2S1	45733603
EIF2S2	11684723
EIF2S3	59005152
EIF3A	40609609
EIF3B	35123978
EIF3C	19220641
EIF3D	8786588
EIF3E	23662858
EIF3F	44649669
EIF3G	11944858
EIF3H	22924636
EIF3I	24334121
EIF3L	20876548
EIF3M	16740138
EIF4A1	22553732
EIF4A2	25832351
EIF4A3	145941331
EIF5	6846037
EIF5A	146285781
EIF6	11746104
ELAVL1	26137764
ELMO1	21281882
ELMO2	7042154
ELMOD2	12259556
EMC1	13434882
EMC2	28226745
EMD	219462872
EMILIN1	577272124
EMILIN2	7566059
EML4	2436171
ENDOD1	77404861
ENG	50461308
ENO1	142789521
ENPP4	24900312
ENTPD1	154804207
EPB41	88008905
EPB41L1	11611410
EPB41L2	201200662
EPB41L3	12793747
EPCAM	61267870
EPHX1	603607194
EPN1	17856517
EPPK1	7718937
EPRS	18048806
EPS15	15136438
EPS15L1	8197511
EPS8L2	11477123
ERAP1	64257561
ERBB2IP	2098997
ERGIC1	141177238
ERGIC2	5882434
ERH	140138000
ERLEC1	11980507
ERLIN1	25206312
ERLIN2	211161317
ERMP1	31707141
ERO1L	15494887
ERP29	127581609
ERP44	115243483
ESD	3363688
ESYT1	181951366
ESYT2	55435074
ETFA	141501294
ETFB	90091476
ETFDH	15687495
ETHE1	29823853
EVL	8759730
EVPL	66110329
EWSR1	55348520
EXOC1	3950775
EXOC2	11292339
EXOC3	7158263
EXOC4	8672060
EXOC7	9105904
EXOC8	4206159
EZR	83354879
F11R	97122728
F13A1	103143748
F2	63820955
F9	11337134
FABP5	44000178
FAF2	25592709
FAHD1	34142661
FAHD2A	13338462
FAM120A	17951081
FAM129A	11894482
FAM129B	21948492
FAM21C	2383368
FAM3C	30949994
FAM49B	7406362
FAM98B	30310799
FARP1	21561518
FARSA	12133561
FARSB	7318198
FASN	5457452
FBL	86497417
FBLN1	241940223
FBLN2	272522835
FBLN5	467972769
FBN1	928752375
FBP1	18398057
FCGRT	56394232
FCHO2	5385036
FDPS	2592084
FDXR	14710877
FECH	26941712
FERMT2	45940408
FERMT3	13748393
FGA	867477819
FGB	1617912649
FGG	961239262
FH	108729961
FHL2	4894584
FHOD1	9673046
FKBP15	4165937
FKBP1A	102333420
FKBP2	65036148
FKBP3	15909424
FKBP8	22742827
FKBP9	6068747
FLII	15205578
FLNB	69437365
FLNC	51459168
FLOT1	207005515
FLOT2	181033728
FMNL1	36919948
FMNL2	6266083
FMR1	3827851
FN1	804896308
FNDC3A	4081952
FSCN1	18824137
FUBP1	15771910
FUBP3	11881977
FUS	71304788
FXR1	15960927
FYCO1	4338523
G3BP1	8127546
G6PD	15858760
GALNT2	7998337
GAPDH	441660008
GARS	1480433
GATD3A	129609998
GBA	6948602
GBAS	31225074
GBF1	667187
GBP1	6779869
GC	41413179
GCA	81106131
GCN1L1	5314306
GDI1	6170274
GDI2	49395683
GFM1	6719767
GGT5	22798836
GHDC	11757992
GID8	8448199
GIMAP1	110370823
GIMAP4	13547622
GIPC1	10964284
GIT2	7263724
GLG1	37073513
GLIPR2	86658626
GLO1	35840172
GLRX	24512643
GLS	23075437
GLUD1	331134933
GLYR1	12655017
GNB1	1159363511
GNB2	130822129
GNB2L1	130257092
GNB4	10976966
GNG12	525599276
GNG5	84913427
GNS	10239625
GOLGA2	6968756
GOLGA3	2466874
GOLGB1	6447997
GOLIM4	6523630
GORASP2	4940974
GOT2	166598163
GPC4	13281115
GPD1L	10588592
GPD2	78962774
GPI	27701234
GPNMB	16684059
GPR89B	7361681
GPX1	55960391
GPX3	361236479
GRB2	70555496
GRHPR	38855748
GRPEL1	476689869
GSN	768468043
GSPT1	2960059
GSR	30276564
GSTK1	173055969
GSTP1	353187005
GTF2I	12056255
GTPBP4	4936359
GUCY1B3	2656005
GYG1	18218182
GYS1	5452587
H1F0	NA
H1FX	76356892
H2AFV	1649232727
H2AFY	532498826
H3F3A	1421323061
H6PD	16646880
HACD3	62085631
HADH	195405535
HADHA	393339469
HADHB	380439692
HARS	5002811
HBA1	NA
HBB	NA
HBD	505988037
HCFC1	2427079
HDAC1	17802166
HDGF	23127888
HDLBP	14541993
HEBP2	6625714
HEXA	8654412
HEXB	24103547
HGS	15269277
HIBADH	77969670
HIBCH	29920642
HINT1	33911960
HINT2	84753732
HIP1	21333610
HIST1H1B	427850895
HIST1H1D	NA
HIST1H2BH	NA
HIST1H4A	NA
HIST2H2AA3	NA
HK1	45390840
HLA-A	195978557
HLA-B	34348154
HLA-C	49218509
HLA-DPA1	320329321
HLA-DRA	1399556598
HLA-DRB1	211694103
HLA-E	119438346
HM13	22967668
HMGB1	1008992709
HMGB2	557435989
HMGCL	26509003
HMOX1	12121939
HMOX2	35649066
HNRNPA0	43384757
HNRNPA1	73505341
HNRNPA2B1	369696689
HNRNPA3	208126914
HNRNPC	455173183
HNRNPD	103594134
HNRNPDL	18069096
HNRNPF	70430026
HNRNPH1	245872333
HNRNPH2	54174949
HNRNPH3	183607330
HNRNPK	239148441
HNRNPL	98473896
HNRNPM	156685403
HNRNPR	89396832
HNRNPU	99673498
HNRNPUL1	21536453
HNRNPUL2	35054890
HOOK3	4130808
HP1BP3	203527386
HPCAL1	122829067
HPRT1	1483439
HPX	99490119
HRAS	89053116
HRG	208742295
HSBP1	207559291
HSD17B10	198457946
HSD17B11	151257347
HSD17B12	238470490
HSD17B4	179561737
HSDL2	51072429
HSP90AA1	60578863
HSP90AB1	138223811
HSP90B1	470890005
HSPA1B	348823968
HSPA4	12628198
HSPA5	700910821
HSPA8	569143050
HSPA9	192272981
HSPB1	436982062
HSPD1	281180073
HSPE1	499706860
HSPG2	982179480
HSPH1	3067651
HUWE1	3587158
HYOU1	97512135
IARS	12530719
IARS2	33415984
IBA57	24224483
ICAM1	265363812
IDH1	23298369
IDH2	121525962
IDH3A	75160987
IDH3B	41584233
IDH3G	28764151
IFI16	19089156
IFI30	9523531
IFIT1	7090919
IGF2R	10916307
IGFBP7	71953965
IGHA1	327144759
IGHG1	1078727545
IGHG2	261838234
IGHG3	92055432
IGHG4	30126045
IGHM	211757267
IGHV3-7	81709183
IGJ	29920642
IGKC	NA
IGKV3-20	111096424
IGLC2	496852877
IGLL5	21185739
IK	8135497
IKBIP	12386117
ILF2	112080983
ILF3	82485404
ILK	72354332
ILVBL	29737036
IMMT	190773431
IMPDH2	23501388
INF2	10871910
IPO5	5951720
IPO7	3155453
IQGAP1	105075513
IQGAP2	5553738
ISOC2	36767313
ITCH	3320991
ITGA1	229588701
ITGA2	19694626
ITGA3	105555479
ITGA5	49250592
ITGA6	49937106
ITGAL	7434746
ITGAM	45873800
ITGAV	22236268
ITGAX	2716102
ITGB1	628429688
ITGB2	76514651
ITGB5	16488985
ITIH1	50312935
ITIH2	62414974
ITIH4	27946173
ITPR1	10117747
ITPR2	1849137
ITPR3	11576923
IVD	35243497
JAK1	8151386
JUP	53812987
KANK2	80627292
KARS	27177695
KCTD12	174793701
KDELC2	16415728
KDSR	28052118
KHDRBS1	66664163
KHSRP	22603461
KIAA0196	4126845
KIAA1033	3113574
KIF13B	7573353
KIF5B	13806252
KLC1	9190895
KNG1	39230106
KPNB1	64034994
KRT1	178594157
KRT10	101903428
KRT17	193881016
KRT18	382229742
KRT19	612617674
KRT2	65140723
KRT7	366202223
KRT8	545916675
KRT9	98082469
KTN1	39528211
LACTB	37851657
LAMA4	190280998
LAMA5	509131109
LAMB1	137862037
LAMB2	887501558
LAMC1	939450302
LAMP1	108030073
LAMTOR1	116830514
LAMTOR3	63587272
LAMTOR5	127025272
LANCL1	50762704
LAP3	52207343
LARS	12467159
LASP1	115995622
LBP	43154874
LBR	29701137
LCP1	31995904
LDHA	76977145
LDHB	126213752
LEMD2	49701654
LEMD3	6021890
LETM1	23048506
LGALS1	NA
LGALS3	1585487364
LGALS3BP	136896810
LGALS9	23792471
LIG3	2216769
LIMA1	44446838
LIMCH1	54525386
LIMS1	59280056
LIN7C	107377264
LLGL2	5245829
LMAN1	169247319
LMAN2	131103813
LMAN2L	11381971
LMCD1	39288909
LMNB1	244975647
LMNB2	493987811
LMO7	35886747
LNP	18149658
LNPEP	16856041
LONP1	44292000
LPCAT1	40288278
LPCAT2	10669357
LPP	114501652
LRP1	48514566
LRPAP1	22106958
LRPPRC	38771502
LRRC47	34191396
LRRC59	57006708
LRRFIP1	17187591
LRRFIP2	13699740
LSP1	21463806
LSS	22479023
LTA4H	17286975
LTBP1	52382267
LTBP2	61165877
LUC7L2	20923392
LUM	NA
LYN	21609659
LYZ	395091538
M6PR	34644238
MACF1	34044386
MAGOH	18475851
MANF	40014397
MAOA	362902385
MAOB	268903852
MAP1B	4466913
MAP1S	5220324
MAP4	24778609
MAPK1	37957455
MAPK3	21043037
MAPRE1	22052927
MARC2	39125320
MARCKS	137228775
MARS	15240209
MATR3	86831984
MCAM	144223206
MCCC1	18668730
MCCC2	29110063
MCU	41525722
MDH1	16288401
MDH2	419000039
ME2	30639548
MECP2	155609343
METAP2	7544970
METTL7A	248208595
MFAP2	1021711023
MFGE8	123625737
MFN2	8933872
MGAT1	19241942
MGST3	67975942
MIA2	2464551
MIA3	8166270
MIF	94182509
MLEC	64365617
MLLT4	12413403
MLYCD	8587361
MMP2	17362210
MMRN2	116547742
MNDA	120516760
MOGS	41468972
MPO	589821887
MPRIP	59638138
MPST	25079823
MRC2	24960853
MRE11A	5924223
MRPS22	11393417
MSN	573448101
MSRA	9276071
MTA2	9752361
MTAP	4484058
MTCH1	44973500
MTCH2	99879392
MT-CO2	167898813
MTDH	59820262
MTHFD1	6341294
MTOR	1534451
MTPN	30522489
MTX1	11440180
MTX2	40872527
MUC1	9844266
MUT	16253262
MVP	249022725
MYADM	357995448
MYCBP	18645865
MYDGF	53688088
MYH10	897376551
MYH11	1794049222
MYH14	282164440
MYH9	1556049185
MYL12B	NA
MYL6	2082357521
MYL6B	312894885
MYL9	337988058
MYLK	52539163
MYO18A	16452971
MYO1B	87510021
MYO1C	858212478
MYO1D	92799095
MYO1E	7476755
MYO1F	20778815
MYO1G	18340858
MYO5A	656273
MYO6	48438260
MYOF	89588063
NBAS	2796352
NCEH1	51685332
NCKAP1	22503149
NCL	112995471
NCLN	48080361
NCSTN	15442357
NDRG1	107599533
NDUFA10	52700280
NDUFA12	59191877
NDUFA13	136578358
NDUFA5	63931960
NDUFA6	31664404
NDUFA8	114998598
NDUFA9	56486765
NDUFAB1	74880639
NDUFB10	94988923
NDUFB4	60196038
NDUFB9	56826291
NDUFS1	80482784
NDUFS2	36479962
NDUFS3	73008920
NDUFS6	172163182
NDUFS8	19716327
NDUFV1	55790151
NDUFV2	57846513
NECAP2	4615188
NEK7	19760857
NFIC	31423355
NFKB1	5410595
NFS1	8728630
NHP2L1	14998067
NID1	781736211
NID2	247330110
NLRX1	3444942
NME1	37701622
NME2	236375900
NME3	91546067
NMT1	6706730
NNT	133144964
NOMO2	25523816
NONO	170079074
NOP56	26976368
NOP58	42063675
NPC2	81419317
NPEPPS	14792608
NPM1	255365335
NPTN	100494970
NRP1	42494219
NSF	14342078
NSFL1C	22826929
NT5E	121789964
NUCB1	237101094
NUCB2	21585707
NUDT21	36719977
NUMA1	57756104
NUP133	5791937
NUP155	13637501
NUP160	2118465
NUP205	4820107
NUP210	13309593
NUP35	14681012
NUP43	10401377
NUP54	9078550
NUP62	33325884
NUP88	450854
NUP93	15807222
NUP98	2691403
NUTF2	13973598
OAS2	6541502
OAT	13653959
OCIAD1	47284940
ODR4	6120577
OGDH	106715047
OGN	1926311772
OGT	1008226
OLA1	4443225
OLFML3	210022037
OPA1	43754888
ORM1	170944800
OS9	3871534
OSBPL8	12696974
OSTF1	38961286
OXCT1	25110545
OXSR1	10046164
P4HA1	10883169
P4HB	519116683
PA2G4	30352875
PABPC1	41119885
PABPN1	28411721
PACSIN2	31870122
PAFAH1B1	14919549
PAFAH1B2	27999019
PAICS	4087680
PAK2	5859534
PALLD	45809020
PAPSS2	41999953
PARK7	55609910
PARP1	66011199
PARP4	6414697
PARP9	4283725
PARVA	90253163
PBXIP1	20045328
PCBP1	78685784
PCBP2	60109840
PCCA	21740510
PCCB	29227281
PCK2	27271564
PCMT1	73382721
PCYOX1	294730608
PDCD6	112331413
PDCD6IP	54619681
PDE12	1375262
PDGFRB	45581479
PDHA1	81848611
PDHB	117115194
PDHX	12429049
PDIA3	659983189
PDIA4	133751323
PDIA5	68921494
PDIA6	343311154
PDLIM1	125052203
PDLIM5	26077955
PDLIM7	232986238
PDP1	13195581
PDPR	10703031
PDS5A	2280208
PDS5B	19670815
PDXK	14406089
PEBP1	140808978
PECAM1	465404767
PEF1	64472427
PELP1	7537612
PEX11B	13351302
PFDN5	16038195
PFKL	39954335
PFKM	5651841
PFKP	12298960
PFN1	317706760
PGAM1	94772611
PGD	6962169
PGK1	99299364
PGLYRP2	5468326
PGM1	5770088
PGM2	4526783
PGRMC1	221474365
PGRMC2	129285899
PHB	400671959
PHB2	335302473
PHGDH	14825039
PHIP	1121017
PI4K2A	5929841
PICALM	18361279
PIGK	4581790
PIGS	29480629
PIGT	4597551
PIP4K2A	16506656
PITRM1	7914473
PKM	123361063
PLCB3	6146006
PLD3	17910024
PLEC	329814141
PLEKHO2	22209794
PLG	194923250
PLIN3	6806918
PLOD1	8221156
PLOD3	3439607
PLRG1	8440321
PLS3	43568702
PLXDC2	22183986
PLXNB2	26176748
PML	64699168
PMPCA	4247359
PMPCB	6760408
PNN	15408571
PNP	6033228
PNPLA6	8431344
PNPT1	10314309
POFUT1	24194409
POLR2A	3058993
POLR2B	6377640
POLR2C	14097076
POLR2E	10927686
PON2	52462551
POR	64930885
POSTN	918525873
PPA1	21434885
PPA2	43086115
PPFIBP1	8182800
PPIA	775039476
PPIB	761385229
PPIL1	18282031
PPL	149834215
PPOX	6753776
PPP1CA	65677051
PPP1CB	18173484
PPP1R12A	19134431
PPP1R7	8741442
PPP1R9B	18913229
PPP2CA	17616760
PPP2R1A	44127662
PPP2R2A	8596261
PPP3CA	10250321
PPP3R1	7199271
PPT1	56047723
PRCP	18260582
PRDX1	378678307
PRDX2	246629502
PRDX3	177143641
PRDX4	77545383
PRDX5	309330223
PRDX6	142112247
PREB	33644149
PRELP	2025056752
PREP	1405075
PRKAA1	3311824
PRKACA	50687960
PRKAR1A	13067649
PRKAR2A	132618158
PRKCA	18303926
PRKCD	7873435
PRKCDBP	425630572
PRKCSH	112564306
PRKDC	34091576
PRKRA	20568004
PRMT1	11314198
PRPF19	54714202
PRPF40A	7964704
PRPF4B	7603630
PRPF6	11807558
PRPF8	29592159
PRPS1	25461493
PRPSAP1	13461979
PRPSAP2	16524378
PSAP	214986946
PSIP1	51222619
PSMA1	26405474
PSMA2	37129078
PSMA3	21138779
PSMA4	28087961
PSMA5	63367730
PSMA6	38167444
PSMA7	54908810
PSMB1	40515750
PSMB10	25944980
PSMB3	19416441
PSMB4	15014610
PSMB8	19263459
PSMC1	10293759
PSMC2	15547272
PSMC3	19508596
PSMC4	24720028
PSMC5	24837575
PSMC6	13942482
PSMD1	7674770
PSMD11	17075525
PSMD12	5697565
PSMD13	12824712
PSMD14	13447955
PSMD2	10219731
PSMD3	14357965
PSMD4	12844638
PSMD5	13910237
PSMD6	11820188
PSMD7	13608387
PSME1	95958191
PSME2	43934152
PSPC1	31072288
PTBP1	86165415
PTGES2	15320258
PTGES3	1774240
PTGFRN	10379588
PTGS1	31461577
PTK2	14263405
PTK7	25298377
PTPN1	27505598
PTPN11	1710439
PTPN23	1435388
PTPN6	1429581
PTPRA	14126947
PTPRC	50533480
PTPRJ	3885531
PTRF	NA
PUF60	12349937
PURA	171365053
PXDN	24992948
PXN	23868029
PYCARD	16236171
PYGB	29188227
PYGL	5380133
QARS	22770991
QDPR	16961716
QKI	18442366
QSOX1	15390001
RAB10	69053222
RAB11A	251328328
RAB14	218168696
RAB18	54354892
RAB1A	80796552
RAB1B	396975284
RAB21	77701899
RAB27A	59732020
RAB2A	109879332
RAB35	36843541
RAB3D	5202611
RAB3GAP1	3842397
RAB5B	49472056
RAB5C	220170712
RAB6A	181527384
RAB7A	271531561
RAB8A	29625698
RAB8B	36332657
RAB9A	18578683
RAC1	289495346
RAD21	26442310
RAD23B	52022440
RAD50	5702189
RAE1	20422461
RAI14	13880343
RALA	297879198
RALB	432422702
RALGAPB	2569920
RALY	100708727
RAN	85513131
RANBP2	2058609
RAP1A	161971384
RAP1B	539099870
RAP2B	118932255
RARS	28963709
RBBP4	19953486
RBBP7	55518205
RBM14	44195523
RBM25	6108943
RBM39	16270123
RBM8A	62620540
RBMX	43267803
RCC1	30196013
RCN1	143496830
RCN2	18715481
RDH11	58708081
RDH13	19001821
RDH14	9941094
RDX	118131132
RECQL	16218760
REEP5	262641216
RELA	17637940
RER1	57555562
RFTN1	40609609
RHOA	301343171
RHOG	146942948
RHOT2	6726172
RMDN3	16093116
RNF213	1136555
RNH1	30561432
RNPEP	2064794
RNPS1	41943521
ROCK1	4255694
ROCK2	6637459
RP2	19330599
RPA1	11196499
RPA3	50384352
RPL10	163504175
RPL10A	479454390
RPL11	68807467
RPL12	141801802
RPL13	385774035
RPL13A	76835663
RPL14	430018912
RPL15	81565740
RPL17	152404792
RPL18	277237318
RPL18A	252961267
RPL19	32166081
RPL22	244190322
RPL23A	217517709
RPL27A	101696153
RPL29	529106788
RPL3	109654322
RPL30	111599121
RPL32	168345768
RPL35	482217690
RPL35A	69697564
RPL4	325738667
RPL5	256895262
RPL6	275371157
RPL7	319025584
RPL7A	443971923
RPL8	169649151
RPL9	189265944
RPLP0	280142303
RPLP1	549355285
RPLP2	950488474
RPN1	256107490
RPN2	242650220
RPRD1B	14556622
RPS10	184135612
RPS11	138850305
RPS12	502644984
RPS13	205154500
RPS14	336705363
RPS15A	206416774
RPS16	108266444
RPS17	220864172
RPS18	228900466
RPS19	88549957
