GeneID	LUAD_02N
COPS2	11862828
COPS3	12598916
COPS4	21779098
COQ5	18479549
COQ9	20676084
CORO1A	40418230
CORO1B	26044865
CORO1C	141453507
COTL1	20559961
COX4I1	346811164
COX5A	141739460
COX5B	45379709
COX6B1	44473592
COX7A2	265152383
CP	168682530
CPM	29576184
CPNE1	77209631
CPNE2	21085963
CPNE3	135813338
CPOX	3248055
CPSF1	4211860
CPSF3	5639164
CPT1A	24716249
CPT2	55704527
CRAT	11934346
CRELD1	8465040
CRIP2	129752648
CRKL	11498631
CROCC	16878163
CRYAB	39554534
CRYZ	69935892
CS	270214395
CSDE1	3076741
CSE1L	7062226
CSK	5882805
CSNK1A1	9538895
CSNK2A1	35804315
CSNK2A2	17363254
CSNK2B	67212987
CSPG4	26555670
CSRP1	381648964
CSRP2	61392229
CSTB	177571224
CTBP1	30158042
CTNNB1	196496568
CTNND1	137037886
CTSA	23725917
CTSB	57564084
CTSC	26134170
CTSD	685988808
CTSH	148696202
CTSS	13575796
CTSZ	46900688
CTTN	34432106
CUL3	3520732
CUX1	2475277
CYB5A	NA
CYB5B	444743363
CYB5R1	136426781
CYB5R3	435928787
CYBB	92328252
CYC1	143357265
CYFIP1	39504315
CYP20A1	39452160
CYP27A1	124840040
DAD1	532513329
DAG1	38615446
DARS	66898381
DARS2	15588562
DAZAP1	18359473
DBI	25268974
DBN1	51935883
DBNL	13738950
DBT	49564616
DCN	2031807661
DCTN1	64919324
DCTN2	152612575
DCTN4	6374357
DCXR	60595250
DDAH1	91493628
DDAH2	250984601
DDB1	45112354
DDOST	222944813
DDRGK1	38420238
DDX1	48643071
DDX17	57663596
DDX18	9521248
DDX23	10361112
DDX39B	257377504
DDX3X	22509810
DDX5	51104160
DDX6	8325409
DECR1	288073304
DEK	12638815
DERA	10176997
DHRS7	212263340
DHRS7B	29133731
DHX15	54079667
DHX30	2786650
DHX9	146657796
DIABLO	66251207
DIAPH1	8980557
DKC1	31513720
DLAT	45844808
DLD	120738259
DLST	190606043
DNM1L	13589772
DNM2	27101916
DNPEP	35402807
DOCK1	2005220
DOCK11	3459591
DOCK2	6543140
DOCK4	11791286
DOCK6	2681107
DOCK9	6658271
DPM1	27963621
DPT	1634879700
DPYSL2	328710659
DPYSL3	72997478
DST	2399893
DSTN	128596021
DTX3L	6128485
DTYMK	10900265
DUT	15935017
DYNC1H1	62403891
DYNC1I2	23985344
DYNC1LI1	24548581
DYNC1LI2	61008151
DYNLL1	311390646
DYNLRB1	49283126
DYSF	52190191
ECE1	17907609
ECH1	230807215
ECHDC1	22129845
ECHS1	199502734
ECI1	115197985
ECI2	18339963
ECM1	31673420
EDC4	9239098
EEA1	37276690
EEF1A1	674775582
EEF1B2	26741549
EEF1D	180789081
EEF1E1	32194243
EEF1G	110995146
EEF2	107002331
EEFSEC	3708448
EFEMP1	166551458
EFEMP2	78311590
EFHD2	46237340
EFR3A	5769843
EFTUD2	58196457
EGFR	12274251
EHD1	163941573
EHD2	818556478
EHD3	32679323
EHD4	116156681
EHHADH	10579437
EIF1	5598262
EIF2AK2	2273362
EIF2S1	87766706
EIF2S2	2817601
EIF2S3	70525274
EIF3A	35276509
EIF3B	50016992
EIF3C	33393481
EIF3D	11851742
EIF3E	25034475
EIF3F	37869776
EIF3G	4378937
EIF3H	28935759
EIF3I	29226858
EIF3L	27208787
EIF3M	39350293
EIF4A1	101421498
EIF4A2	14337417
EIF4A3	89943602
EIF5	7007470
EIF5A	137342005
EIF6	109173703
ELAVL1	25148251
ELMO1	15853374
ELMO2	6568727
ELMOD2	14248101
EMC1	28099136
EMC2	16608768
EMD	158493891
EMILIN1	121216278
EMILIN2	9248932
EML4	10883875
ENDOD1	75054399
ENG	19543490
ENO1	364748356
ENPP4	9711999
ENTPD1	93794879
EPB41	104798171
EPB41L1	16077027
EPB41L2	156358552
EPB41L3	30762455
EPCAM	125645381
EPHX1	803168019
EPN1	43750463
EPPK1	33994252
EPRS	27208787
EPS15	25210346
EPS15L1	17553259
EPS8L2	12053737
ERAP1	33652300
ERBB2IP	4486249
ERGIC1	88266683
ERGIC2	4251646
ERH	225436066
ERLEC1	9693163
ERLIN1	29610492
ERLIN2	239272923
ERMP1	17291056
ERO1L	27758778
ERP29	141135384
ERP44	88787359
ESD	56364404
ESYT1	237323282
ESYT2	68407233
ETFA	245707785
ETFB	187567750
ETFDH	30050464
ETHE1	188088666
EVL	1771011
EVPL	120978125
EWSR1	10464616
EXOC1	5313015
EXOC2	7451380
EXOC3	5470616
EXOC4	13664058
EXOC7	12666413
EXOC8	8317975
EZR	237989370
F11R	134352927
F13A1	248744666
F2	106588512
F9	23084697
FABP5	171902530
FAF2	44169489
FAHD1	38125948
FAHD2A	31175008
FAM120A	14690949
FAM129A	38263409
FAM129B	50091882
FAM21C	2964623
FAM3C	22899222
FAM49B	22325652
FAM98B	16823784
FARP1	37922285
FARSA	20606063
FARSB	11828415
FASN	23493024
FBL	35071600
FBLN1	469064692
FBLN2	178046440
FBLN5	353778893
FBN1	385093054
FBP1	124270899
FCGRT	52438235
FCHO2	17195846
FDPS	9557109
FDXR	7361628
FECH	12151302
FERMT2	69086541
FERMT3	17016738
FGA	453238223
FGB	NA
FGG	1809177722
FH	112629949
FHL2	21534033
FHOD1	5738266
FKBP15	7912387
FKBP1A	71607514
FKBP2	86813059
FKBP3	10370944
FKBP8	26776749
FKBP9	17070946
FLII	41225301
FLNB	208274507
FLNC	47187886
FLOT1	174365035
FLOT2	204824779
FMNL1	9193648
FMNL2	4069812
FMR1	3351688
FN1	1197984059
FNDC3A	1565225
FSCN1	33304657
FUBP1	21362932
FUBP3	7076018
FUS	24662480
FXR1	5465080
FYCO1	5775076
G3BP1	8589012
G6PD	41898649
GALNT2	4847723
GAPDH	691535472
GARS	8000950
GATD3A	169110038
GBA	12139556
GBAS	69451464
GBF1	4408114
GBP1	11672934
GC	122958771
GCA	144998311
GCN1L1	5999123
GDI1	50659833
GDI2	112830921
GFM1	7199275
GGT5	32154537
GHDC	12004295
GID8	6397331
GIMAP1	86959928
GIMAP4	13478014
GIPC1	783179
GIT2	6175498
GLG1	27628749
GLIPR2	244854217
GLO1	33844632
GLRX	22203792
GLS	47562570
GLUD1	416700038
GLYR1	23646331
GNB1	722307344
GNB2	308135617
GNB2L1	236643127
GNB4	45703876
GNG12	1088765005
GNG5	525891608
GNS	14860327
GOLGA2	14814389
GOLGA3	8115676
GOLGB1	12544260
GOLIM4	9954835
GORASP2	32114333
GOT2	166037076
GPC4	15820910
GPD1L	30834302
GPD2	126733637
GPI	106800596
GPNMB	181714950
GPR89B	8061585
GPX1	140141177
GPX3	429263595
GRB2	97576540
GRHPR	38884177
GRPEL1	6993584
GSN	484159466
GSPT1	4941363
GSR	74256558
GSTK1	231459177
GSTP1	810557548
GTF2I	4971828
GTPBP4	990923
GUCY1B3	5556974
GYG1	17726160
GYS1	6422224
H1F0	146988335
H1FX	44295347
H2AFV	226780069
H2AFY	331292947
H3F3A	1468856922
H6PD	26874260
HACD3	72369788
HADH	116989038
HADHA	440312209
HADHB	144043731
HARS	8333208
HBA1	NA
HBB	NA
HBD	NA
HCFC1	4906815
HDAC1	5337811
HDGF	51774744
HDLBP	8929340
HEBP2	10423143
HEXA	14920428
HEXB	32318829
HGS	10157677
HIBADH	81469167
HIBCH	59132043
HINT1	35115723
HINT2	28443006
HIP1	36781997
HIST1H1B	88099197
HIST1H1D	1103849602
HIST1H2BH	NA
HIST1H4A	NA
HIST2H2AA3	NA
HK1	188608712
HLA-A	110229878
HLA-B	45134892
HLA-C	25343721
HLA-DPA1	112409395
HLA-DRA	1329775743
HLA-DRB1	146227277
HLA-E	42429624
HM13	44978721
HMGB1	658638617
HMGB2	38369959
HMGCL	86330074
HMOX1	40648268
HMOX2	36225382
HNRNPA0	83483426
HNRNPA1	74460257
HNRNPA2B1	422831269
HNRNPA3	148334441
HNRNPC	114253835
HNRNPD	124548649
HNRNPDL	17824656
HNRNPF	87613909
HNRNPH1	135220526
HNRNPH2	25796590
HNRNPH3	150084694
HNRNPK	264265025
HNRNPL	87461688
HNRNPM	96822544
HNRNPR	84538860
HNRNPU	81025428
HNRNPUL1	23521430
HNRNPUL2	65366305
HOOK3	8538325
HP1BP3	144672694
HPCAL1	183231129
HPRT1	22927575
HPX	278296041
HRAS	72495405
HRG	85863450
HSBP1	127257092
HSD17B10	425059979
HSD17B11	257377504
HSD17B12	209523534
HSD17B4	283127252
HSDL2	67719745
HSP90AA1	105219740
HSP90AB1	250317658
HSP90B1	599953349
HSPA1B	345475727
HSPA4	27381121
HSPA5	835581956
HSPA8	522758144
HSPA9	217306726
HSPB1	495449581
HSPD1	448878210
HSPE1	228800953
HSPG2	622866795
HSPH1	5041426
HUWE1	5450359
HYOU1	77621812
IARS	21026895
IARS2	52664635
IBA57	18524496
ICAM1	344164725
IDH1	72758418
IDH2	200050732
IDH3A	56703920
IDH3B	11417111
IDH3G	15918125
IFI16	5199163
IFI30	271950680
IFIT1	1934741
IGF2R	14529243
IGFBP7	13236878
IGHA1	787721552
IGHG1	NA
IGHG2	613206917
IGHG3	90588641
IGHG4	53612543
IGHM	1031628171
IGHV3-7	253281749
IGJ	160298063
IGKC	NA
IGKV3-20	45312202
IGLC2	628411400
IGLL5	64376200
IK	1734632
IKBIP	23844690
ILF2	186628422
ILF3	110293821
ILK	136727676
ILVBL	60595250
IMMT	295171154
IMPDH2	16912040
INF2	35616090
IPO5	25854962
IPO7	8099700
IQGAP1	251720784
IQGAP2	16731580
ISOC2	70054652
ITCH	3712305
ITGA1	110759265
ITGA2	54368141
ITGA3	82197093
ITGA5	30541289
ITGA6	29752020
ITGAL	8645013
ITGAM	68284211
ITGAV	42187631
ITGAX	11840662
ITGB1	476135974
ITGB2	61688148
ITGB5	19098352
ITIH1	64594202
ITIH2	111471430
ITIH4	38933338
ITPR1	9203163
ITPR2	2867157
ITPR3	22179307
IVD	67413872
JAK1	3875794
JUP	145323962
KANK2	143692365
KARS	41390901
KCTD12	241958182
KDELC2	16197871
KDSR	21062395
KHDRBS1	57966931
KHSRP	46644360
KIAA0196	8154780
KIAA1033	4756390
KIF13B	1444148
KIF5B	25546590
KLC1	9857179
KNG1	62599778
KPNB1	133715981
KRT1	981959858
KRT10	891180657
KRT17	388632342
KRT18	900523461
KRT19	1736648040
KRT2	340427996
KRT7	1851507623
KRT8	1574611698
KRT9	647800916
KTN1	50234206
LACTB	62500900
LAMA4	196976551
LAMA5	144371700
LAMB1	147341918
LAMB2	281188837
LAMC1	406684647
LAMP1	115933502
LAMTOR1	183757701
LAMTOR3	28697728
LAMTOR5	261786712
LANCL1	48360467
LAP3	106178113
LARS	9402235
LASP1	99078062
LBP	29980215
LBR	18241941
LCP1	157379772
LDHA	326158128
LDHB	226129239
LEMD2	36459998
LEMD3	3307283
LETM1	25299224
LGALS1	NA
LGALS3	1441967524
LGALS3BP	88621943
LGALS9	20582581
LIG3	2205079
LIMA1	23269900
LIMCH1	30086748
LIMS1	153018850
LIN7C	20306977
LLGL2	13451638
LMAN1	113277391
LMAN2	165603542
LMAN2L	11980958
LMCD1	16368238
LMNB1	339078408
LMNB2	394015880
LMO7	49066505
LNP	46706852
LNPEP	9447335
LONP1	65530815
LPCAT1	105458573
LPCAT2	28697728
LPP	105714215
LRP1	62810519
LRPAP1	20132157
LRPPRC	51621387
LRRC47	15621376
LRRC59	59563172
LRRFIP1	19610293
LRRFIP2	9790240
LSP1	43394526
LSS	41728250
LTA4H	79119421
LTBP1	7578240
LTBP2	80428256
LUC7L2	13112940
LUM	NA
LYN	26680194
LYZ	182712002
M6PR	66054344
MACF1	40706026
MAGOH	61788910
MANF	28270724
MAOA	560244110
MAOB	196022212
MAP1B	3070885
MAP1S	6771135
MAP4	24126181
MAPK1	153406545
MAPK3	22955586
MAPRE1	14309047
MARC2	64163265
MARCKS	67313774
MARS	24042169
MATR3	114845617
MCAM	61492212
MCCC1	40047091
MCCC2	55786892
MCU	85551050
MDH1	92603877
MDH2	703781207
ME2	62087978
MECP2	70170112
METAP2	12382078
METTL7A	545332637
MFAP2	99286766
MFGE8	49800628
MFN2	16714364
MGAT1	11660923
MGST3	420753757
MIA2	5960155
MIA3	6834824
MIF	91822811
MLEC	89265212
MLLT4	14233954
MLYCD	9392834
MMP2	22154793
MMRN2	101602925
MNDA	25580398
MOGS	52511575
MPO	173972743
MPRIP	42721184
MPST	46308942
MRC2	50583675
MRE11A	5417614
MRPS22	7471784
MSN	617834260
MSRA	15177526
MTA2	10765483
MTAP	17457245
MTCH1	28342911
MTCH2	294147976
MT-CO2	374848299
MTDH	45445386
MTHFD1	11638177
MTOR	3122996
MTPN	7627404
MTX1	10186809
MTX2	73116418
MUC1	29469277
MUT	20512375
MVP	233993519
MYADM	205433717
MYCBP	13006431
MYDGF	34517498
MYH10	716288769
MYH11	1494496639
MYH14	286046888
MYH9	2088285374
MYL12B	NA
MYL6	1604733077
MYL6B	352397242
MYL9	862855903
MYLK	43113566
MYO18A	13291902
MYO1B	104401106
MYO1C	535684103
MYO1D	86172675
MYO1E	1816377
MYO1F	9567128
MYO1G	20353244
MYO5A	3157726
MYO6	58107781
MYOF	161743626
NBAS	5481293
NCEH1	201089231
NCKAP1	24460083
NCL	62296715
NCLN	62899501
NCSTN	14844484
NDRG1	181268236
NDUFA10	104595776
NDUFA12	90406945
NDUFA13	126998052
NDUFA5	84817105
NDUFA6	32641530
NDUFA8	53927197
NDUFA9	48926204
NDUFAB1	111937876
NDUFB10	60457831
NDUFB4	85384205
NDUFB9	33519210
NDUFS1	108952774
NDUFS2	75477203
NDUFS3	164377869
NDUFS6	16592287
NDUFS8	27481090
NDUFV1	97374154
NDUFV2	46836823
NECAP2	7281316
NEK7	5005129
NFIC	19036355
NFKB1	6344979
NFS1	5019322
NHP2L1	39936535
NID1	669486490
NID2	324707213
NLRX1	10031341
NME1	67515349
NME2	254062141
NME3	68050866
NMT1	14498800
NNT	124017525
NOMO2	39606127
NONO	136131793
NOP56	38668608
NOP58	43688420
NPC2	95554262
NPEPPS	23355851
NPM1	450981104
NPTN	102180067
NRP1	19899512
NSF	96087923
NSFL1C	15786588
NT5E	39039448
NUCB1	108288262
NUCB2	38076054
NUDT21	58280965
NUMA1	108731353
NUP133	14705237
NUP155	25980184
NUP160	12980880
NUP205	15900431
NUP210	10623828
NUP35	2469247
NUP43	8405961
NUP54	22766372
NUP62	68520869
NUP88	6859950
NUP93	25236830
NUP98	13249803
NUTF2	34656545
OAS2	7802064
OAT	11160752
OCIAD1	103389281
ODR4	20923337
OGDH	202837649
OGN	1891272304
OGT	4931743
OLA1	4097646
OLFML3	327468906
OPA1	32926010
ORM1	734759081
OS9	8661651
OSBPL8	4622600
OSTF1	32803377
OXCT1	39719244
OXSR1	5357537
P4HA1	19185436
P4HB	563744590
PA2G4	76191136
PABPC1	8686719
PABPN1	12065600
PACSIN2	68161718
PAFAH1B1	43629164
PAFAH1B2	44048452
PAICS	10206663
PAK2	10938158
PALLD	20784878
PAPSS2	6285093
PARK7	98497327
PARP1	30673090
PARP4	7027559
PARP9	2587932
PARVA	173157072
PBXIP1	21290623
PCBP1	158832273
PCBP2	113512783
PCCA	25644914
PCCB	31593838
PCK2	91138309
PCMT1	65119389
PCYOX1	280194641
PDCD6	191520240
PDCD6IP	42126058
PDE12	2909748
PDGFRB	28232615
PDHA1	98886127
PDHB	153776614
PDHX	17888143
PDIA3	583111492
PDIA4	192563348
PDIA5	27283815
PDIA6	469064692
PDLIM1	122718170
PDLIM5	10297670
PDLIM7	123473984
PDP1	21876507
PDPR	16574657
PDS5A	4034073
PDS5B	13167853
PDXK	47033860
PEBP1	149758577
PECAM1	178476498
PEF1	38216526
PELP1	12212531
PEX11B	44920948
PFDN5	19970594
PFKL	45561755
PFKM	12705022
PFKP	31254299
PFN1	333994100
PGAM1	118724889
PGD	28065741
PGK1	359997898
PGLYRP2	8612387
PGM1	20901750
PGM2	20060507
PGRMC1	180299833
PGRMC2	217892884
PHB	386789968
PHB2	171530004
PHGDH	16420642
PHIP	2128034
PI4K2A	25735318
PICALM	54760001
PIGK	2241625
PIGS	19948707
PIGT	9375704
PIP4K2A	7000384
PITRM1	15243592
PKM	401104478
PLCB3	5366735
PLD3	50371191
PLEC	408634853
PLEKHO2	19014807
PLG	168224378
PLIN3	29910236
PLOD1	7432262
PLOD3	14130417
PLRG1	5877693
PLS3	116436227
PLXDC2	42070072
PLXNB2	37323152
PML	101770945
PMPCA	16438178
PMPCB	39658905
PNN	13346041
PNP	59823098
PNPLA6	14995775
PNPT1	9644341
POFUT1	17097196
POLR2A	6593240
POLR2B	9184370
POLR2C	13438871
POLR2E	18919268
PON2	104223580
POR	107219464
POSTN	369673616
PPA1	48713887
PPA2	194076678
PPFIBP1	7682672
PPIA	1151443020
PPIB	498182770
PPIL1	18675007
PPL	207191693
PPOX	7506474
PPP1CA	221090658
PPP1CB	37229795
PPP1R12A	9328688
PPP1R7	20260143
PPP1R9B	7234457
PPP2CA	33144257
PPP2R1A	154496627
PPP2R2A	8414112
PPP3CA	35276509
PPP3R1	21604070
PPT1	79664150
PRCP	21729392
PRDX1	551977429
PRDX2	571532817
PRDX3	761601387
PRDX4	129145807
PRDX5	297194311
PRDX6	271014215
PREB	23813939
PRELP	1181445214
PREP	2933396
PRKAA1	7585596
PRKACA	37526068
PRKAR1A	28898947
PRKAR2A	100221161
PRKCA	15638278
PRKCD	6180880
PRKCDBP	172737290
PRKCSH	349598339
PRKDC	43280996
PRKRA	11603868
PRMT1	17309611
PRPF19	178898209
PRPF40A	15883147
PRPF4B	5732569
PRPF6	7465506
PRPF8	38721465
PRPS1	166993150
PRPSAP1	11534045
PRPSAP2	36977342
PSAP	292156446
PSIP1	19370677
PSMA1	35162219
PSMA2	63099140
PSMA3	79397548
PSMA4	64273786
PSMA5	76334843
PSMA6	72878327
PSMA7	79964787
PSMB1	58470602
PSMB10	21581414
PSMB3	24213077
PSMB4	50302822
PSMB8	31553166
PSMC1	20749975
PSMC2	33263444
PSMC3	48434172
PSMC4	68625926
PSMC5	27446466
PSMC6	60734428
PSMD1	29505549
PSMD11	57289854
PSMD12	14720429
PSMD13	41953728
PSMD14	18457405
PSMD2	31990043
PSMD3	21628819
PSMD4	15521037
PSMD5	23785160
PSMD6	21410278
PSMD7	40205086
PSME1	100629924
PSME2	77761063
PSPC1	18283788
PTBP1	128064703
PTGES2	12435526
PTGES3	45779833
PTGFRN	14676928
PTGS1	22254344
PTK2	5405524
PTK7	18823834
PTPN1	82655817
PTPN11	3412293
PTPN23	3013117
PTPN6	8447430
PTPRA	5375847
PTPRC	59916963
PTPRJ	6587041
PTRF	NA
PUF60	25423267
PURA	25118983
PXDN	48022170
PXN	9530070
PYCARD	19078134
PYGB	80723015
PYGL	12966582
QARS	33909703
QDPR	23186735
QKI	12925710
QSOX1	9663622
RAB10	191077366
RAB11A	322174740
RAB14	310267836
RAB18	54852699
RAB1A	159165518
RAB1B	427133866
RAB21	154887364
RAB27A	41283458
RAB2A	302730923
RAB35	49942454
RAB3D	24857061
RAB3GAP1	2235423
RAB5B	53385768
RAB5C	242638158
RAB6A	95360088
RAB7A	309191905
RAB8A	65019939
RAB8B	43514902
RAB9A	22606158
RAC1	412531324
RAD21	33009501
RAD23B	58954344
RAD50	11922923
RAE1	10538207
RAI14	22105393
RALA	268537235
RALB	224774223
RALGAPB	4301691
RALY	51854397
RAN	67617014
RANBP2	4538969
RAP1A	229472100
RAP1B	940968918
RAP2B	56861842
RARS	48228292
RBBP4	36506676
RBBP7	40311586
RBM14	32966958
RBM25	40590673
RBM39	7920327
RBM8A	10475059
RBMX	16456663
RCC1	59304701
RCN1	146033383
RCN2	21929218
RDH11	61890822
RDH13	14413732
RDH14	25612742
RDX	152197475
RECQL	35343879
REEP5	254829801
RELA	11308411
RER1	53455486
RFTN1	71236543
RHOA	930914269
RHOG	175330339
RHOT2	18136354
RMDN3	94557524
RNF213	1281123
RNH1	197921244
RNPEP	13385737
RNPS1	56540231
ROCK1	5506339
ROCK2	12872300
RP2	4879142
RPA1	18201946
RPA3	33563438
RPL10	2363141
RPL10A	118214817
RPL11	70743938
RPL12	87130775
RPL13	28032105
RPL13A	19412336
RPL14	94000973
RPL15	4482314
RPL17	130637814
RPL18	56784727
RPL18A	15738317
RPL19	11815200
RPL22	70404293
RPL23A	82038443
RPL27A	110537284
RPL29	157730684
RPL3	6822657
RPL30	31441603
RPL32	23673615
RPL35	3082068
RPL35A	41499050
RPL4	9945083
RPL5	121464229
RPL6	93614776
RPL7	76932904
RPL7A	7740974
RPL8	12236285
RPL9	88458409
RPLP0	312577979
RPLP1	379970026
RPLP2	1007630939
RPN1	269424058
RPN2	455502292
RPRD1B	10973778
RPS10	22229450
RPS11	6450621
RPS12	313744821
RPS13	36367855
RPS14	203359887
RPS15A	139504677
RPS16	17177737
RPS17	73247520
RPS18	11947108
