GeneID	RNA.seq_LADC57
HS2ST1	2488
LINC01140	74
LMO4	1446
LOC105378833	0
LOC105378839	3
PKN2-AS1	12
PKN2	2430
GTF2B	746
KYAT3	782
RBMXL1	734
GBP3	1598
LOC105378841	45
GBP1	651
GBP2	1137
LOC112268267	291
LOC105378842	17
GBP7	11
GBP4	766
LOC107985076	4
GBP5	536
GBP6	40
GBP1P1	136
LOC105378844	23
LRRC8B	1237
LRRC8C	547
LRRC8C-DT	23
LOC107985743	0
101927952	5
LOC107985744	3
LOC101927975	2
LRRC8D	790
GEMIN8P4	37
ZNF326	1240
LOC105378849	0
LOC107985088	0
LINC02609	136
LINC02788	7
ZNF644	1327
HFM1	5
CDC7	357
LOC102723436	8
TGFBR3	797
BRDT	93
EPHX4	104
SETSIP	8
BTBD8	27
23285	263
C1orf146	3
GLMN	190
RPAP2	579
GFI1	68
EVI5	1058
RPL5	18469
DIPK1A	623
SNORD21	17
SNORA66	14
MTF2	577
TMED5	5372
CCDC18	296
LOC107985521	1
CCDC18-AS1	443
DR1	1646
FNBP1L	3941
BCAR3	359
BCAR3-AS1	27
LOC102723480	0
723788	4
TRR-TCT1-1	1
DNTTIP2	1336
GCLM	606
ABCA4	1091
LOC105378858	4
ARHGAP29	1171
ARHGAP29-AS1	0
105378859	2
ABCD3	3660
F3	2201
LOC105378861	16
SLC44A3-AS1	230
105378860	6
SLC44A3	1299
CNN3	4747
105378862	26
CNN3-DT	312
ALG14	233
LOC105378863	5
TLCD4	1146
TLCD4-RWDD3	147
LOC101928118	23
RWDD3	302
PTBP2	496
DPYD	1875
DPYD-AS1	95
LOC105378867	14
MIR137HG	0
SNX7	407
PLPPR5	2
PLPPR4	23
LINC01708	0
PALMD	322
FRRS1	282
AGL	1150
SLC35A3	1628
MFSD14A	1815
SASS6	482
TRMT13	966
LRRC39	271
DBT	1153
RTCA-AS1	28
RTCA	873
CDC14A	286
LOC105379827	0
GPR88	4
VCAM1	602
EXTL2	606
SLC30A7	749
DPH5	1244
LOC102606465	260
LOC101928334	6
LOC101928370	15
S1PR1	600
COL11A1	282
LOC101928436	4
RNPC3	500
AMY2B	505
ACTG1P4	17
AMY2A	28
AMY1A	406
AMY1B	297
LOC105378878	18
AMY1C	373
LOC100129138	0
PRMT6	600
NTNG1	10
VAV3	152
LINC02785	4
SLC25A24	1657
NBPF4	1
NBPF6	1
FAM102B	873
HENMT1	181
LOC105378890	5
PRPF38B	2519
STXBP3	1466
LOC105378891	1
AKNAD1	2
GPSM2	605
CLCC1	988
WDR47	480
TAF13	437
TMEM167B-DT	10
TMEM167B	2236
SCARNA2	12
C1orf194	20
ELAPOR1	1686
SARS1	3376
CELSR2	295
PSRC1	114
MYBPHL	83
SORT1	5892
PSMA5	1722
SYPL2	24
ATXN7L2	96
CYB561D1	235
AMIGO1	620
GNAI3	2053
GNAT2	5
AMPD2	983
GSTM4	444
GSTM2	751
GSTM1	70
GSTM5	35
GSTM3	940
EPS8L3	0
CSF1	1136
AHCYL1	5602
STRIP1	952
ALX3	133
UBL4B	0
SLC6A17	3
LINC02586	2
KCNC4	260
RBM15-AS1	20
RBM15	270
SLC16A4	1911
LAMTOR5	2503
LAMTOR5-AS1	25
PROK1	6
CYMP	102
CYMP-AS1	103
KCNA10	1
KCNA2	11
LOC107985174	10
KCNA3	1618
LOC105378901	3
CD53	1769
LRIF1	296
DRAM2	1690
CEPT1	1371
DENND2D	1292
107985180	3
CHI3L2	1486
CHIAP2	1209
CHIA	585
PIFO	964
OVGP1	151
WDR77	1766
ATP5PB	3538
C1orf162	741
TMIGD3	214
ADORA3	286
RAP1A	3228
LINC01160	17
LOC107985184	22
INKA2	187
INKA2-AS1	3
LOC101928718	3
DDX20	502
KCND3	360
LINC01750	20
LINC02884	39
CTTNBP2NL	974
WNT2B	188
ST7L	546
CAPZA1	4015
MOV10	2328
RHOC	1741
PPM1J	40
TAFA3	0
LINC01356	6
LINC01357	1
SLC16A1	264
AKR7A2P1	1
SLC16A1-AS1	9
LOC107985189	0
LRIG2-DT	7
LRIG2	639
LOC643441	15
MAGI3	912
PHTF1	541
RSBN1	958
AP4B1-AS1	134
PTPN22	277
BCL2L15	407
AP4B1	356
DCLRE1B	148
HIPK1-AS1	24
HIPK1	2660
OLFML3	375
SYT6	3
TRIM33	1938
BCAS2	1068
LOC105378914	2
DENND2C	111
AMPD1	16
NRAS	1087
CSDE1	14327
SIKE1	990
TSHB	3
TSPAN2	79
LINC01765	1
NGF	3
112268287	0
VANGL1	372
CASQ2	46
NHLH2	0
LINC01649	0
LOC101928977	0
SLC22A15	258
MAB21L3	58
LINC01779	0
ATP1A1	26137
ATP1A1-AS1	6572
LINC01762	2
LOC112268235	37
CD58	499
LOC105378925	1
IGSF3	2104
LOC105378924	12
CD2	469
PTGFRN	1011
CD101	552
LOC101929099	21
TTF2	343
TRIM45	194
VTCN1	15
MAN1A2	1377
TENT5C	1470
LOC105378929	0
GDAP2	980
WDR3	904
SPAG17	170
TBX15	42
LOC105378933	6
WARS2	560
WARS2-IT1	1
WARS2-AS1	234
LOC107985192	12
HSD3B2	0
LOC105378935	0
HSD3BP4	9
LINC00622	7
ZNF697	155
PHGDH	389
105378936	6
HMGCS2	63
REG4	0
NOTCH2	2098
SEC22B	3617
107985522	18
105378941	2
105378954	119
LOC101929788	2
NBPF8	895
107985523	29
PFN1P2	45
PDE4DIPP2	373
LOC107985524	51
NOTCH2NLR	45
NBPF26	818
RNVU1-19	1
LINC00623	310
LOC100996720	80
RNVU1-4	1
TRN-GTT11-1	4
LOC105369199	4
PDE4DIPP4	2
H3P4	27
FCGR1B	79
LOC100996318	8
H2BP1	14
FAM72B	24
SRGAP2C	398
LOC107985193	2
LINC02798	7
EMBP1	56
LINC01691	2
LOC105371175	22
LOC107985200	3
LOC107985201	2
LOC105369140	5
PDE4DIPP3	6
H2BP2	39
FCGR1CP	67
H3-2	99
FAM72C	13
SRGAP2D	162
LOC105371206	13
LINC02802	5
105373467	11
NBPF15	974
LOC105371211	1
LSP1P5	13
LOC105371216	13
SRGAP2B	461
LOC107985595	1
FAM72D	32
LOC101929805	6
LINC01145	406
LOC100996740	196
RNVU1-14	8
NBPF20	325
LOC105371312	71
NBPF25P	262
GPR89A	584
PDZK1	14
CD160	21
RNF115	1644
POLR3C	858
NUDT17	327
PIAS3	1361
ANKRD35	38
LOC107985593	5
ITGA10	240
PEX11B	1857
GNRHR2	386
RBM8A	2454
LIX1L-AS1	580
LIX1L	1400
POLR3GL	1710
ANKRD34A	102
TXNIP	14867
HJV	4
RNVU1-6	2
LINC01719	58
NBPF10	975
NOTCH2NLA	644
LOC105371254	7
NUDT4P2	277
SEC22B4P	234
PPIAL4H	2
LOC112268274	4
LOC100996756	53
LOC105371235	2
107985591	0
HYDIN2	85
NBPF12	1195
LOC728989	1
105371231	1
PRKAB2	851
CHD1L	2335
PDIA3P1	858
FMO5	4455
LINC00624	4
BCL9	850
ACP6	860
GJA5	443
GPR89B	625
PDZK1P1	10
LINC02804	23
PDE4DIPP1	5
NBPF11	915
LOC105371227	1
LOC101927468	14
LINC02806	0
LOC105371225	1
PDE4DIPP6	41
RNVU1-3	1
107985525	6
LINC01138	226
LOC105371224	171
NBPF14	1458
NOTCH2NLB	471
LOC105371223	12
NUDT4B	413
SEC22B3P	75
PDE4DIP	1948
LOC112268272	91
NBPF9	868
LOC101929790	3
LOC653513	114
SEC22B2P	133
NOTCH2NLC	472
NBPF19	1261
PPIAL4C	1
LINC00869	345
112268236	28
LOC644634	66
PDE4DIPP7	56
LOC105371406	33
FCGR1A	450
H2BC18	93
112268237	21
H3C13	11
H4C14	187
H3C14	3
H2AC18	440
H2BC20P	41
H2AC19	398
H3C15	3
112268238	215
H4C15	145
H2BC21	1048
H2AC20	17
H2AC21	1
BOLA1	493
SV2A	33
SF3B4	1645
MTMR11	248
OTUD7B	1156
105371427	15
VPS45	1135
