GeneID	RNA-seq_normal_lung19
GJB4	7
GJB3	24
GJA4	286
SMIM12	815
DLGAP3	33
GPR199P	42
TMEM35B	908
ZMYM6	517
ZMYM1	202
LOC105378644	4
SFPQ	8225
ZMYM4	1288
ZMYM4-AS1	27
KIAA0319L	3137
NCDN	659
TFAP2E	78
TFAP2E-AS1	14
PSMB2	1893
C1orf216	247
CLSPN	20
AGO4	1583
AGO1	990
AGO3	800
TEKT2	812
ADPRS	1057
COL8A2	228
TRAPPC3	1002
MAP7D1	5332
THRAP3	3614
SH3D21	128
EVA1B	659
STK40	2827
LSM10	399
OSCP1	751
MRPS15	874
CSF3R	5701
GRIK3	10
LINC01137	72
ZC3H12A	5884
MIR6732	15
MEAF6	1714
MIR5581	1
LOC105378649	33
SNIP1	471
DNALI1	1659
GNL2	1119
RSPO1	425
C1orf109	269
CDCA8	22
EPHA10	19
MANEAL	122
YRDC	591
C1orf122	745
MTF1	936
INPP5B	832
LOC105378651	24
SF3A3	1421
FHL3	174
UTP11	630
POU3F1	21
MIR3659HG	0
LOC105378657	4
RRAGC	1100
GJA9-MYCBP	440
MYCBP	434
LOC105378663	5
GJA9	6
RHBDL2	40
LOC105378662	8
AKIRIN1	2932
NDUFS5	2042
MACF1	13449
643314	274
105378950	1
BMP8A	58
OXCT2P1	16
PPIEL	63
PABPC4	2619
PABPC4-AS1	359
SNORA55	1
HEYL	506
NT5C1A	0
HPCAL4	6
PPIE	860
BMP8B	116
OXCT2	11
LOC101929536	5
105378951	1
LINC02811	2
105378665	1
TRIT1	387
MYCL	209
MYCL-AS1	16
MFSD2A	5603
CAP1	5274
PPT1	6198
RLF	912
TMCO2	1
ZMPSTE24	1390
COL9A2	434
107984945	7
SMAP2	2141
ZFP69B	23
ZFP69	53
LOC105378672	3
EXO5	149
ZNF684	55
RIMS3	152
LOC105378675	0
NFYC-AS1	107
NFYC	1282
KCNQ4	41
CITED4	329
CTPS1	588
SLFNL1-AS1	140
SLFNL1	61
SCMH1	1194
FOXO6	111
FOXO6-AS1	4
LOC105378678	1
EDN2	33
HIVEP3	626
GUCA2B	0
GUCA2A	1
FOXJ3	1408
RIMKLA	419
ZMYND12	206
CCDC30	570
PPCS	934
PPIH	311
YBX1	12487
CLDN19	4
P3H1	352
C1orf50	252
TMEM269-DT	4
TMEM269	0
LOC107984946	1
SVBP	228
ERMAP	514
ZNF691	121
LOC339539	0
SLC2A1	439
SLC2A1-AS1	6
FAM183A	706
EBNA1BP2	1020
CFAP57	646
LOC105378685	71
TMEM125	4702
C1orf210	496
TIE1	1737
MPL	29
LOC105378687	25
CDC20	27
ELOVL1	1736
MIR6734	3
LOC112268225	2
MED8	599
MED8-AS1	97
SZT2	1807
SZT2-AS1	57
HYI	886
PTPRF	10545
KDM4A	1416
KDM4A-AS1	145
ST3GAL3	509
ARTN	23
LOC105378688	3
LOC101929609	55
IPO13	499
DPH2	300
ATP6V0B	2669
B4GALT2	481
CCDC24	305
SLC6A9	356
LOC107984948	9
KLF17	22
DMAP1	619
ERI3	1064
ERI3-IT1	14
RNF220	1025
LOC107984950	308
TMEM53	272
ARMH1	169
LOC105378690	12
RNU5F-1	6
RNU5D-1	0
KIF2C	30
RPS8	23585
SNORD55	45
SNORD46	1
SNORD38A	12
SNORD38B	9
BEST4	28
PLK3	2220
DYNLT4	250
BTBD19	133
LOC107984952	26
PTCH2	72
EIF2B3	453
HECTD3	744
UROD	1155
ZSWIM5	304
LOC105378691	9
LINC01144	7
HPDL	7
MUTYH	256
TOE1	376
TESK2	244
CCDC163	41
MMACHC	1076
PRDX1	4126
AKR1A1	1889
NASP	1741
CCDC17	1302
GPBP1L1	2787
RPS15AP10	2
TMEM69	285
IPP	415
MAST2	684
P3R3URF-PIK3R3	420
PIK3R3	509
LOC101929626	7
TSPAN1	3154
POMGNT1	1721
LURAP1	31
RAD54L	57
LRRC41	1860
UQCRH	1476
NSUN4	704
FAAH	826
FAAHP1	20
LINC01398	3
DMBX1	0
MKNK1-AS1	130
MKNK1	980
MOB3C	1202
ATPAF1	1053
EFCAB14-AS1	153
EFCAB14	5423
LOC105378698	6
LOC105378699	7
CYP4B1	6984
CYP4Z2P	17
CYP4A11	3
CYP4X1	837
CYP4Z1	20
CYP4A22	1
LOC105378701	1
LINC00853	11
PDZK1IP1	941
TAL1	287
STIL	48
CMPK1	4585
LINC01389	10
FOXE3	0
FOXD2-AS1	26
FOXD2	13
LINC01738	0
TRABD2B	74
LINC02794	0
SKINT1L	4
SLC5A9	199
SPATA6	857
AGBL4	52
BEND5	151
ELAVL4	19
DMRTA2	4
LOC105378714	0
FAF1	1171
FAF1-AS1	2
CDKN2C	214
LINC01562	2
RNF11	4129
TTC39A	1198
TTC39A-AS1	34
EPS15	2219
EPS15-AS1	5
CALR4P	0
OSBPL9	2517
NRDC	2574
105378721	177
MIR761	14
RAB3B	6
TXNDC12	1631
KTI12	84
BTF3L4	1105
ZFYVE9	1574
CC2D1B	1604
ORC1	38
PRPF38A	1603
TUT4	992
GPX7	172
SHISAL2A	20
COA7	262
ZYG11B	920
ZYG11A	4
ECHDC2	1532
SCP2	4274
PODN	2595
SLC1A7	112
CPT2	600
CZIB	927
MAGOH	819
LOC100507564	15
LRP8	158
LOC105378728	2
LOC105378726	1
LOC105378731	1
105378730	0
LINC02812	10
GLIS1	16
NDC1	357
YIPF1	583
DIO1	54
HSPB11	408
LRRC42	546
LDLRAD1	1289
TMEM59	8280
TCEANC2	269
CDCP2	4
CYB5RL	190
MRPL37	879
SSBP3	2119
SSBP3-AS1	2
ACOT11	93
FAM151A	32
MROH7-TTC4	238
MROH7	36
TTC4	207
PARS2	39
TTC22	340
LEXM	7
DHCR24	28468
DHCR24-DT	47
TMEM61	82
BSND	6
PCSK9	959
USP24	1809
LOC100507634	7
LINC01767	4
PLPP3	6291
PRKAA2	145
FYB2	246
C8A	15
C8B	426
105378745	13
LOC112267900	112
DAB1	28
LOC107984960	3
OMA1	479
TACSTD2	11650
MYSM1	677
LOC112268263	7
LOC105378751	14
JUN	33219
LINC01135	16
LOC101926907	202
LINC02777	23
LINC01358	17
FGGY-DT	7
FGGY	405
LOC101926944	20
LOC105378758	0
HOOK1	823
CYP2J2	142
C1orf87	393
LINC01748	0
LOC101926964	1
LOC105378764	2
NFIA-AS2	6
NFIA	1164
NFIA-AS1	1
LOC107984964	19
MGC34796	1
TM2D1	683
PATJ	2486
LOC107984965	1
L1TD1	18
KANK4	372
USP1	1222
DOCK7	677
ANGPTL3	0
ATG4C	319
LINC00466	0
FOXD3-AS1	0
FOXD3	0
ALG6	256
ITGB3BP	282
LOC102724319	20
EFCAB7	212
DLEU2L	3
PGM1	2421
ROR1	956
ROR1-AS1	3
LOC105378773	1
UBE2U	1
LOC107984966	18
CACHD1	1432
RAVER2	848
JAK1	5114
LINC01359	2
MIR3671	7
AK4	121
DNAJC6	201
LOC102724416	7
LEPR	2011
LEPROT	3786
PDE4B	1065
LOC105378776	30
SGIP1	146
DYNLT5	233
DNAI4	907
MIER1	1451
SLC35D1	497
C1orf141	120
IL23R	3
IL12RB2	36
105378779	2
SERBP1	6467
GADD45A	4041
GNG12	3020
LOC105378781	0
GNG12-AS1	66
DIRAS3	190
WLS	2645
RPE65	2
DEPDC1	6
LRRC7	2
LRRC40	408
SRSF11	2941
ANKRD13C	681
HHLA3	217
HHLA3-AS1	1
CTH	166
PTGER3	182
ZRANB2-AS1	189
ZRANB2	1371
MIR186	6
ZRANB2-AS2	11
LOC105378795	8
NEGR1	616
LOC105378797	8
LOC105378798	0
LRRIQ3	30
FPGT-TNNI3K	67
FPGT	344
TNNI3K	24
105378805	1
ERICH3	1386
ERICH3-AS1	60
CRYZ	1073
TYW3	575
LHX8	1
SLC44A5	23
ACADM	1330
DLSTP1	7
RABGGTB	976
SNORD45C	5
SNORD45A	0
SNORD45B	5
MSH4	3
ST6GALNAC3	166
LOC105378807	7
ST6GALNAC5	969
PIGK	892
LOC105378808	1
AK5	15
ZZZ3	822
USP33	1903
MIGA1	939
NEXN-AS1	22
NEXN	1038
FUBP1	1636
DNAJB4	1269
GIPC2	283
LOC107984997	35
MGC27382	148
PTGFR	283
IFI44L	3488
IFI44	1951
ADGRL4	783
LOC107984998	0
LOC105378810	0
LINC01781	0
ADGRL2	2233
LOC101927434	0
LINC01361	0
107985037	3
LOC105378816	3
LINC01725	2
LOC101927560	5
107985041	6
TTLL7	509
PRKACB	779
107985046	9
SAMD13	16
UOX	0
DNASE2B	41
RPF1	777
GNG5	2408
SPATA1	151
CTBS	1189
LOC105378819	48
LINC01461	0
SSX2IP	326
LOC102724892	1
LPAR3	312
MCOLN2	177
MCOLN3	187
DNAI3	450
SYDE2	527
C1orf52	513
BCL10	835
LOC646626	93
DDAH1	3245
107985054	11
CCN1	41890
LOC107985057	7
LOC112268231	1
ZNHIT6	395
COL24A1	14
LINC02795	3
LOC105378825	4
ODF2L	1027
MIR7856	0
CLCA2	327
CLCA1	0
LOC105378827	0
CLCA4	4
CLCA4-AS1	33
CLCA3P	0
SH3GLB1	3394
SELENOF	4073
HS2ST1	1466
LINC01140	240
LMO4	1759
LOC105378833	3
LOC105378839	6
PKN2-AS1	7
PKN2	1672
GTF2B	1116
KYAT3	565
RBMXL1	1574
GBP3	2010
LOC105378841	33
GBP1	5015
GBP2	2773
LOC112268267	690
LOC105378842	7
GBP7	45
GBP4	3105
LOC107985076	22
GBP5	1580
GBP6	54
GBP1P1	139
LOC105378844	0
LRRC8B	828
LRRC8C	931
LRRC8C-DT	20
LOC107985743	2
101927952	3
LOC107985744	0
LOC101927975	0
LRRC8D	319
GEMIN8P4	5
ZNF326	691
LOC105378849	0
LOC107985088	0
LINC02609	92
LINC02788	0
ZNF644	1425
HFM1	49
CDC7	193
LOC102723436	3
TGFBR3	2008
BRDT	8
EPHX4	4
SETSIP	7
BTBD8	44
23285	184
C1orf146	1
GLMN	149
RPAP2	369
GFI1	62
EVI5	863
RPL5	20221
DIPK1A	214
SNORD21	2
SNORA66	3
MTF2	402
TMED5	2958
CCDC18	212
LOC107985521	0
CCDC18-AS1	171
DR1	1427
FNBP1L	1804
BCAR3	677
BCAR3-AS1	49
LOC102723480	1
723788	23
TRR-TCT1-1	5
DNTTIP2	1789
GCLM	812
ABCA4	20
LOC105378858	3
ARHGAP29	2580
ARHGAP29-AS1	1
105378859	2
ABCD3	1855
F3	10495
LOC105378861	4
SLC44A3-AS1	52
105378860	0
SLC44A3	553
CNN3	5381
105378862	33
CNN3-DT	156
ALG14	225
LOC105378863	1
TLCD4	716
TLCD4-RWDD3	110
LOC101928118	53
RWDD3	188
PTBP2	349
DPYD	2868
DPYD-AS1	145
LOC105378867	0
MIR137HG	0
SNX7	499
PLPPR5	0
PLPPR4	50
LINC01708	4
PALMD	1063
FRRS1	196
AGL	693
SLC35A3	1224
MFSD14A	1729
SASS6	279
TRMT13	313
LRRC39	61
DBT	926
RTCA-AS1	41
RTCA	649
CDC14A	776
LOC105379827	1
GPR88	11
VCAM1	1915
EXTL2	374
SLC30A7	432
DPH5	639
LOC102606465	63
LOC101928334	7
LOC101928370	32
S1PR1	3197
COL11A1	21
LOC101928436	1
RNPC3	239
AMY2B	226
ACTG1P4	5
AMY2A	13
AMY1A	397
AMY1B	243
LOC105378878	14
AMY1C	369
LOC100129138	0
PRMT6	282
NTNG1	263
VAV3	240
LINC02785	14
SLC25A24	1720
NBPF4	0
NBPF6	2
FAM102B	788
HENMT1	96
LOC105378890	5
PRPF38B	1764
STXBP3	1199
LOC105378891	1
AKNAD1	2
GPSM2	634
CLCC1	753
WDR47	767
TAF13	442
TMEM167B-DT	6
TMEM167B	1846
SCARNA2	16
C1orf194	597
ELAPOR1	1236
SARS1	3367
CELSR2	434
PSRC1	88
MYBPHL	39
SORT1	4092
PSMA5	1245
SYPL2	36
ATXN7L2	113
CYB561D1	338
AMIGO1	680
GNAI3	2725
GNAT2	5
AMPD2	900
GSTM4	533
GSTM2	712
GSTM1	979
GSTM5	1218
GSTM3	918
EPS8L3	2
CSF1	3471
AHCYL1	3905
STRIP1	750
ALX3	76
UBL4B	1
SLC6A17	10
LINC02586	2
KCNC4	214
RBM15-AS1	13
RBM15	256
SLC16A4	722
LAMTOR5	1550
LAMTOR5-AS1	9
PROK1	4
CYMP	0
CYMP-AS1	0
KCNA10	0
KCNA2	10
LOC107985174	12
KCNA3	736
LOC105378901	0
CD53	2887
LRIF1	373
DRAM2	915
CEPT1	1105
DENND2D	740
107985180	2
CHI3L2	2945
CHIAP2	1969
CHIA	191
PIFO	1821
OVGP1	24
WDR77	638
ATP5PB	2597
C1orf162	1303
TMIGD3	20
ADORA3	21
RAP1A	3463
LINC01160	5
LOC107985184	64
INKA2	497
INKA2-AS1	4
LOC101928718	3
DDX20	411
KCND3	144
LINC01750	20
LINC02884	54
CTTNBP2NL	1124
WNT2B	194
ST7L	480
CAPZA1	2973
MOV10	2239
RHOC	2090
PPM1J	34
TAFA3	0
LINC01356	1
LINC01357	0
SLC16A1	341
AKR7A2P1	1
SLC16A1-AS1	7
LOC107985189	0
LRIG2-DT	21
LRIG2	378
LOC643441	49
MAGI3	2596
PHTF1	550
RSBN1	738
AP4B1-AS1	105
PTPN22	344
BCL2L15	31
AP4B1	267
DCLRE1B	162
HIPK1-AS1	8
HIPK1	4843
OLFML3	1310
SYT6	1
TRIM33	1278
BCAS2	991
LOC105378914	1
DENND2C	175
AMPD1	16
NRAS	1706
CSDE1	16020
SIKE1	644
TSHB	2
TSPAN2	286
LINC01765	136
NGF	38
112268287	0
VANGL1	436
CASQ2	69
NHLH2	77
LINC01649	3
LOC101928977	1
SLC22A15	330
MAB21L3	16
LINC01779	2
ATP1A1	24359
ATP1A1-AS1	4282
LINC01762	0
LOC112268235	7
CD58	439
LOC105378925	2
IGSF3	2136
LOC105378924	5
CD2	249
PTGFRN	785
CD101	453
LOC101929099	31
TTF2	236
TRIM45	84
VTCN1	34
MAN1A2	1409
TENT5C	1522
LOC105378929	0
GDAP2	453
WDR3	611
SPAG17	769
TBX15	29
LOC105378933	0
WARS2	419
WARS2-IT1	2
WARS2-AS1	142
LOC107985192	2
HSD3B2	1
LOC105378935	1
HSD3BP4	15
LINC00622	28
ZNF697	255
PHGDH	1320
105378936	6
HMGCS2	1088
REG4	0
NOTCH2	3432
SEC22B	2383
107985522	9
105378941	3
105378954	229
LOC101929788	4
NBPF8	760
107985523	9
PFN1P2	17
PDE4DIPP2	601
LOC107985524	40
NOTCH2NLR	84
NBPF26	742
RNVU1-19	4
LINC00623	314
LOC100996720	105
RNVU1-4	0
TRN-GTT11-1	0
LOC105369199	3
PDE4DIPP4	12
H3P4	30
FCGR1B	178
LOC100996318	30
H2BP1	21
FAM72B	28
SRGAP2C	706
LOC107985193	1
LINC02798	14
EMBP1	12
LINC01691	1
LOC105371175	13
LOC107985200	28
LOC107985201	4
LOC105369140	0
PDE4DIPP3	9
H2BP2	45
FCGR1CP	138
H3-2	54
FAM72C	32
SRGAP2D	284
LOC105371206	41
LINC02802	5
105373467	3
NBPF15	591
LOC105371211	0
LSP1P5	7
LOC105371216	33
SRGAP2B	688
LOC107985595	2
FAM72D	44
LOC101929805	5
LINC01145	181
LOC100996740	104
RNVU1-14	7
NBPF20	305
LOC105371312	44
NBPF25P	194
GPR89A	282
PDZK1	8
CD160	27
RNF115	852
POLR3C	485
NUDT17	142
PIAS3	815
ANKRD35	129
LOC107985593	2
ITGA10	120
PEX11B	493
GNRHR2	290
RBM8A	2529
LIX1L-AS1	427
LIX1L	870
POLR3GL	817
ANKRD34A	20
TXNIP	15216
HJV	1
RNVU1-6	1
LINC01719	14
NBPF10	1112
NOTCH2NLA	619
LOC105371254	4
NUDT4P2	362
SEC22B4P	143
PPIAL4H	0
LOC112268274	1
LOC100996756	41
LOC105371235	1
107985591	1
HYDIN2	129
NBPF12	1048
LOC728989	4
105371231	0
PRKAB2	432
CHD1L	821
PDIA3P1	426
FMO5	1915
LINC00624	1
BCL9	539
ACP6	277
GJA5	665
GPR89B	268
PDZK1P1	3
LINC02804	11
PDE4DIPP1	1
NBPF11	570
LOC105371227	0
LOC101927468	14
LINC02806	4
LOC105371225	1
PDE4DIPP6	29
RNVU1-3	0
107985525	1
LINC01138	87
LOC105371224	102
NBPF14	1562
NOTCH2NLB	479
LOC105371223	3
NUDT4B	467
SEC22B3P	76
PDE4DIP	2068
LOC112268272	140
NBPF9	313
LOC101929790	2
LOC653513	196
SEC22B2P	130
NOTCH2NLC	441
NBPF19	1343
PPIAL4C	0
LINC00869	336
112268236	10
LOC644634	27
PDE4DIPP7	12
LOC105371406	6
FCGR1A	530
H2BC18	82
112268237	18
H3C13	5
H4C14	78
H3C14	4
H2AC18	297
H2BC20P	7
H2AC19	298
H3C15	4
112268238	93
H4C15	65
H2BC21	531
H2AC20	15
H2AC21	1
BOLA1	205
SV2A	61
SF3B4	1288
MTMR11	233
OTUD7B	1289
105371427	18
VPS45	745
PLEKHO1	1708
