GeneID	RNA-seq_LADC24
SMIM1	94
LRRC47	1219
CEP104	1147
DFFB	147
107984910	0
C1orf174	483
LINC01134	8
AJAP1	48
LOC107984911	15
NPHP4	710
KCNAB2	2033
CHD5	4
RPL22	8033
107985733	75
RNF207-AS1	17
RNF207	427
ICMT	2270
LINC00337	4
GPR153	390
ACOT7	688
HES2	189
ESPN	746
TNFRSF25	448
PLEKHG5	772
NOL9	346
TAS1R1	11
LOC107984912	2
ZBTB48	807
KLHL21	1307
LOC107984913	3
PHF13	705
THAP3	573
DNAJC11	902
CAMTA1-DT	7
CAMTA1	744
LOC105376689	62
VAMP3	3196
PER3	335
UTS2	8
TNFRSF9	152
PARK7	3658
ERRFI1	6877
LOC107984915	5
LINC01714	3
SLC45A1	53
RERE	3354
RERE-AS1	4
ENO1	18463
MIR6728	4
ENO1-AS1	5
CA6	1
SLC2A5	136
GPR157	565
MIR34AHG	333
MIR34A	10
LNCTAM34A	64
H6PD	2947
SPSB1	1456
LINC02606	23
SLC25A33	349
TMEM201	421
107985734	18
PIK3CD	1351
PIK3CD-AS1	0
PIK3CD-AS2	41
CLSTN1	5264
CTNNBIP1	1488
LOC105376717	147
LZIC	559
NMNAT1	211
RBP7	145
UBE4B	1204
KIF1B	1121
105376725	7
PGD	3715
CENPS-CORT	251
CENPS	250
CORT	12
DFFA	1070
PEX14	795
CASZ1	2012
LOC105376733	17
C1orf127	30
TARDBP	2930
MASP2	28
SRM	1100
EXOSC10	1488
EXOSC10-AS1	48
MTOR	1305
MTOR-AS1	27
ANGPTL7	24
UBIAD1	392
LOC105376739	34
LOC105376740	20
DISP3	23
112268221	1
FBXO2	292
FBXO44	657
FBXO6	549
MAD2L2	516
DRAXIN	36
AGTRAP	1365
C1orf167	384
MTHFR	1127
CLCN6	650
NPPA-AS1	134
NPPA	43
KIAA2013	1861
PLOD1	2131
MFN2	2528
MIIP	611
MIR6729	4
TNFRSF8	84
MIR7846	48
TNFRSF1B	3520
107984917	1
VPS13D	1806
SNORA59A	10
LINC02766	4
DHRS3	2681
MIR6730	4
AADACL4	1
C1orf158	343
LRRC38	0
PDPN	1076
PRDM2	1565
KAZN	830
LOC107985467	4
LOC105376759	1
LOC107985469	5
TMEM51-AS1	112
TMEM51	666
TMEM51-AS2	4
FHAD1	958
FHAD1-AS1	33
LOC101927441	35
EFHD2	3297
CTRC	3
CELA2A	1
CELA2B	16
CASP9	548
DNAJC16	602
AGMAT	37
DDI2	971
RSC1A1	129
PLEKHM2	2793
SLC25A34	79
SLC25A34-AS1	5
TMEM82	0
FBLIM1	1436
UQCRHL	34
FLJ37453	124
SPEN	1800
ZBTB17	1235
SRARP	15
HSPB7	291
CLCNKA	36
CLCNKB	34
FAM131C	7
EPHA2	3097
LOC101927479	53
ARHGEF19	475
ANO7L1	79
CPLANE2	137
FBXO42	834
SZRD1	2292
SPATA21	1325
NECAP2	2460
LINC01772	34
CROCCP3	141
RNU1-1	0
LINC01783	11
NBPF1	533
105376794	311
CROCCP2	333
MST1P2	179
LOC107985736	5
RNU1-3	0
ESPNP	2
MST1L	222
LOC112267871	23
LOC105376805	210
CROCC	2486
MFAP2	241
LOC105376806	84
ATP13A2	1742
SDHB	1400
PADI2	298
LINC02783	4
PADI1	12
PADI3	3
PADI4	86
PADI6	2
RCC2	2320
ARHGEF10L	1254
ACTL8	2
IGSF21	61
KLHDC7A	252
PAX7	6
ALDH4A1	560
IFFO2	1078
UBR4	2829
EMC1-AS1	41
EMC1	1043
MRTO4	624
AKR7L	8
AKR7A3	33
LOC100506730	80
AKR7A2	1225
SLC66A1	569
CAPZB	5528
MICOS10	451
MICOS10-NBL1	2287
RPS14P3	47
NBL1	2100
HTR6	2
TMCO4	888
RNF186	0
OTUD3	407
PLA2G2A	247
PLA2G5	127
PLA2G2D	292
PLA2G2F	0
PLA2G2C	0
UBXN10	2084
101928017	4
LOC105376825	64
VWA5B1	1
LINC01141	0
CAMK2N1	1069
MUL1	762
FAM43B	4
CDA	93
PINK1	1307
MIR6084	61
PINK1-AS	1387
DDOST	5210
KIF17	282
SH2D5	6
112268222	712
HP1BP3	2610
EIF4G3	1898
LOC105376830	5
LOC105376829	4
ECE1	5891
ECE1-AS1	12
NBPF3	280
ALPL	13535
LINC02596	1
RAP1GAP	1535
USP48	1312
LDLRAD2	1914
HSPG2	7838
LINC01635	3
LINC00339	353
CDC42-AS1	18
CDC42	7133
WNT4	194
LOC105376845	20
LOC105376850	15
LOC107985377	9
ZBTB40	1131
EPHA8	1
C1QA	7482
C1QC	9035
C1QB	12603
EPHB2	320
MIR4253	8
KDM1A	1388
LUZP1	1061
HTR1D	36
LINC01355	65
HNRNPR	2617
ZNF436	570
ZNF436-AS1	86
TCEA3	893
ASAP3	1041
E2F2	74
LOC101928163	2
LOC105376859	9
ID3	2674
MDS2	14
RPL11	16712
ELOA	1786
ELOA-AS1	231
PITHD1	1090
LOC105376860	259
LYPLA2	1783
GALE	1434
HMGCL	960
LOC105376861	1
FUCA1	3611
CNR2	21
PNRC2	2540
SRSF10	1676
LOC105376863	29
LOC107984931	9
MYOM3	9
IL22RA1	63
IFNLR1	187
LINC02800	0
GRHL3-AS1	2
GRHL3	18
STPG1	581
NIPAL3	1229
RCAN3AS	13
RCAN3	917
NCMAP-DT	64
NCMAP	322
SRRM1	2071
CLIC4	3781
RUNX3	980
107984932	2
RUNX3-AS1	37
SYF2	1314
RSRP1	1949
LOC105376882	0
RHD	31
TMEM50A	1809
RHCE	1166
MACO1	764
LDLRAP1	1224
MAN1C1	645
SELENON	5784
MTFR1L	892
LOC646471	175
AUNIP	226
PAQR7	468
STMN1	1645
MIR3917	184
PAFAH2	544
101928216	0
EXTL1	18
SLC30A2	6
TRIM63	2
PDIK1L	197
FAM110D	155
ZNF593	539
CNKSR1	1155
CATSPER4	1
ZPLD2P	18
CEP85	362
SH3BGRL3	5420
UBXN11	2908
CD52	797
CRYBG2	153
ZNF683	167
DHDDS	714
DHDDS-AS1	1
HMGN2	6785
RPS6KA1	2879
LOC101928728	21
ARID1A	2390
PIGV	407
ZDHHC18	1065
SFN	4814
GPN2	658
GPATCH3	255
NUDC	3365
NR0B2	199
KDF1	347
TRNP1	295
TENT5B	383
LOC101928391	27
SLC9A1	2038
WDTC1	3337
TMEM222	967
ACTG1P20	14
SYTL1	2449
MAP3K6	1933
FCN3	2173
CD164L2	548
GPR3	59
WASF2	3842
LOC105376892	8
AHDC1	1261
FGR	1597
LINC02574	0
IFI6	2262
FAM76A	349
STX12	2616
PPP1R8	933
THEMIS2	2059
RPA2	744
SMPDL3B	597
XKR8	316
EYA3	621
PTAFR	1290
DNAJC8	2091
ATP5IF1	1969
SESN2	753
MED18	155
PHACTR4	1155
RCC1	788
SNHG3	400
SNORA73A	3
SNORA73B	7
TRNAU1AP	535
SNHG12	568
SNORD99	8
SNORA61	65
SNORA44	30
SNORA16A	30
RAB42	172
TAF12	537
LINC01715	8
RNU11	0
GMEB1	340
YTHDF2	1848
OPRD1	22
EPB41	1482
TMEM200B	330
SRSF4	2808
MECR	323
PTPRU	2348
LOC105378617	107
MATN1	18
MATN1-AS1	49
LAPTM5	14462
MIR4420	10
LOC105378620	19
LINC01778	5
SDC3	3019
PUM1	2300
SNORD103A	2
SNORD103B	3
LOC107984935	3
NKAIN1	3
SNRNP40	725
ZCCHC17	597
FABP3	173
SERINC2	2025
LOC105378625	1
LOC105379772	22
LDC1P	0
LINC01226	2
LOC105378626	35
TINAGL1	3222
HCRTR1	231
PEF1	1748
PEF1-AS1	117
105378628	5
COL16A1	1151
LOC101929444	106
ADGRB2	133
SPOCD1	112
PTP4A2	5233
KHDRBS1	2597
TMEM39B	503
KPNA6	1716
TXLNA	1856
CCDC28B	100
TMEM234	597
IQCC	144
DCDC2B	379
EIF3I	3362
MTMR9LP	509
FAM167B	341
LCK	516
HDAC1	2043
MARCKSL1	2292
LOC105378629	2
TSSK3	120
FAM229A	116
BSDC1	2387
ZBTB8B	2
ZBTB8A	202
LOC102723870	3
ZBTB8OS	378
RBBP4	2293
SYNC	666
KIAA1522	4332
YARS1	1978
S100PBP	519
FNDC5	41
HPCA	59
TMEM54	1418
LOC105378632	1
RNF19B	1615
AK2	2872
AZIN2	160
112268224	2
TRIM62	234
ZNF362	999
A3GALT2	2
PHC2	3211
MIR3605	131
PHC2-AS1	0
ZSCAN20	68
CSMD2	193
105378640	1
LOC105378641	14
LOC105378642	4
GJB5	100
GJB4	51
GJB3	166
GJA4	744
SMIM12	862
DLGAP3	38
GPR199P	77
TMEM35B	921
ZMYM6	474
ZMYM1	147
LOC105378644	29
SFPQ	5821
ZMYM4	1135
ZMYM4-AS1	19
KIAA0319L	2944
NCDN	997
TFAP2E	97
TFAP2E-AS1	13
PSMB2	2063
C1orf216	307
CLSPN	111
AGO4	1021
AGO1	919
AGO3	559
TEKT2	1249
ADPRS	1259
COL8A2	251
TRAPPC3	1077
MAP7D1	3883
THRAP3	3212
SH3D21	614
EVA1B	714
STK40	2776
LSM10	604
OSCP1	1034
MRPS15	1246
CSF3R	5713
GRIK3	8
LINC01137	102
ZC3H12A	4245
MIR6732	21
MEAF6	1544
MIR5581	1
LOC105378649	31
SNIP1	330
DNALI1	2110
GNL2	1347
RSPO1	63
C1orf109	281
CDCA8	109
EPHA10	94
MANEAL	218
YRDC	433
C1orf122	875
MTF1	695
INPP5B	1058
LOC105378651	19
SF3A3	1357
FHL3	313
UTP11	782
POU3F1	41
MIR3659HG	3
LOC105378657	2
RRAGC	750
GJA9-MYCBP	531
MYCBP	526
LOC105378663	3
GJA9	6
RHBDL2	106
LOC105378662	16
AKIRIN1	1772
NDUFS5	1154
MACF1	7776
643314	159
105378950	0
BMP8A	97
OXCT2P1	6
PPIEL	138
PABPC4	3412
PABPC4-AS1	540
SNORA55	5
HEYL	708
NT5C1A	3
HPCAL4	26
PPIE	865
BMP8B	90
OXCT2	3
LOC101929536	4
105378951	7
LINC02811	5
105378665	4
TRIT1	416
MYCL	175
MYCL-AS1	16
MFSD2A	3244
CAP1	5022
PPT1	6722
RLF	585
TMCO2	1
ZMPSTE24	1107
COL9A2	453
107984945	12
SMAP2	2507
ZFP69B	44
ZFP69	103
LOC105378672	5
EXO5	118
ZNF684	70
RIMS3	159
LOC105378675	4
NFYC-AS1	114
NFYC	1256
KCNQ4	69
CITED4	163
CTPS1	603
SLFNL1-AS1	176
SLFNL1	81
SCMH1	877
FOXO6	62
FOXO6-AS1	8
LOC105378678	1
EDN2	571
HIVEP3	483
GUCA2B	1
GUCA2A	2
FOXJ3	1269
RIMKLA	314
ZMYND12	297
CCDC30	562
PPCS	915
PPIH	396
YBX1	11080
CLDN19	4
P3H1	738
C1orf50	197
TMEM269-DT	1
TMEM269	3
LOC107984946	1
SVBP	202
ERMAP	524
ZNF691	221
LOC339539	2
SLC2A1	2275
SLC2A1-AS1	8
FAM183A	601
EBNA1BP2	1511
CFAP57	726
LOC105378685	88
TMEM125	4540
C1orf210	496
TIE1	2784
MPL	34
LOC105378687	22
CDC20	257
ELOVL1	2485
MIR6734	3
LOC112268225	7
MED8	815
MED8-AS1	164
SZT2	1901
SZT2-AS1	126
HYI	706
PTPRF	8361
KDM4A	1364
KDM4A-AS1	210
ST3GAL3	389
ARTN	64
LOC105378688	9
LOC101929609	92
IPO13	939
DPH2	525
ATP6V0B	2662
B4GALT2	752
CCDC24	692
SLC6A9	684
LOC107984948	2
KLF17	7
DMAP1	821
ERI3	1280
ERI3-IT1	9
RNF220	970
LOC107984950	353
TMEM53	302
ARMH1	317
LOC105378690	48
RNU5F-1	0
RNU5D-1	0
KIF2C	127
RPS8	29912
SNORD55	55
SNORD46	10
SNORD38A	26
SNORD38B	26
BEST4	240
PLK3	1785
DYNLT4	469
BTBD19	118
LOC107984952	66
PTCH2	113
EIF2B3	453
HECTD3	1309
UROD	1374
ZSWIM5	194
LOC105378691	22
LINC01144	22
HPDL	7
MUTYH	411
TOE1	267
TESK2	194
CCDC163	22
MMACHC	1452
PRDX1	5844
AKR1A1	2617
NASP	2125
CCDC17	3530
GPBP1L1	2566
RPS15AP10	1
TMEM69	610
IPP	180
MAST2	1092
P3R3URF-PIK3R3	516
PIK3R3	598
LOC101929626	14
TSPAN1	8963
POMGNT1	1788
LURAP1	23
RAD54L	120
LRRC41	2192
UQCRH	1334
NSUN4	515
FAAH	923
FAAHP1	6
LINC01398	0
DMBX1	3
MKNK1-AS1	194
MKNK1	1118
MOB3C	798
ATPAF1	764
EFCAB14-AS1	120
EFCAB14	3982
LOC105378698	7
LOC105378699	6
CYP4B1	5392
CYP4Z2P	34
CYP4A11	3
CYP4X1	893
CYP4Z1	36
CYP4A22	9
LOC105378701	15
LINC00853	9
PDZK1IP1	1986
TAL1	386
STIL	115
CMPK1	2567
LINC01389	7
FOXE3	0
FOXD2-AS1	59
FOXD2	21
LINC01738	1
TRABD2B	57
LINC02794	0
SKINT1L	7
SLC5A9	469
SPATA6	603
AGBL4	79
BEND5	193
ELAVL4	10
DMRTA2	19
LOC105378714	0
FAF1	1136
FAF1-AS1	0
CDKN2C	281
LINC01562	1
RNF11	1770
TTC39A	973
TTC39A-AS1	20
EPS15	1678
EPS15-AS1	3
CALR4P	5
OSBPL9	1874
NRDC	2571
105378721	236
MIR761	13
RAB3B	18
TXNDC12	1754
KTI12	99
BTF3L4	1040
ZFYVE9	586
CC2D1B	1734
ORC1	53
PRPF38A	1070
TUT4	864
GPX7	259
SHISAL2A	19
COA7	275
ZYG11B	535
ZYG11A	3
ECHDC2	1519
SCP2	2867
PODN	1308
SLC1A7	36
CPT2	867
CZIB	708
MAGOH	363
LOC100507564	34
LRP8	223
LOC105378728	8
LOC105378726	6
LOC105378731	2
105378730	2
LINC02812	9
GLIS1	14
NDC1	350
YIPF1	611
DIO1	48
HSPB11	542
LRRC42	466
LDLRAD1	1734
TMEM59	6003
TCEANC2	311
CDCP2	6
CYB5RL	156
MRPL37	1063
SSBP3	1464
SSBP3-AS1	15
ACOT11	168
FAM151A	52
MROH7-TTC4	241
MROH7	37
TTC4	207
PARS2	75
TTC22	453
LEXM	10
DHCR24	25328
DHCR24-DT	27
TMEM61	50
BSND	2
PCSK9	459
USP24	1344
LOC100507634	18
LINC01767	7
PLPP3	3415
PRKAA2	145
FYB2	167
C8A	25
C8B	30
105378745	1
LOC112267900	8
DAB1	18
LOC107984960	1
OMA1	591
TACSTD2	11377
MYSM1	473
LOC112268263	19
LOC105378751	30
JUN	25177
LINC01135	15
LOC101926907	169
LINC02777	27
LINC01358	4
FGGY-DT	16
FGGY	227
LOC101926944	11
LOC105378758	1
HOOK1	438
CYP2J2	215
C1orf87	628
LINC01748	0
LOC101926964	3
LOC105378764	0
NFIA-AS2	11
NFIA	1049
NFIA-AS1	1
LOC107984964	7
MGC34796	2
TM2D1	463
PATJ	1089
LOC107984965	6
L1TD1	7
KANK4	173
USP1	626
DOCK7	555
ANGPTL3	0
ATG4C	258
LINC00466	1
FOXD3-AS1	23
FOXD3	2
ALG6	287
ITGB3BP	253
LOC102724319	13
EFCAB7	222
DLEU2L	2
PGM1	2147
ROR1	176
ROR1-AS1	7
LOC105378773	9
UBE2U	6
LOC107984966	17
CACHD1	2053
RAVER2	738
JAK1	4432
LINC01359	3
MIR3671	1
AK4	296
DNAJC6	132
LOC102724416	1
LEPR	1076
LEPROT	3322
PDE4B	1970
LOC105378776	6
SGIP1	118
DYNLT5	249
DNAI4	983
MIER1	729
SLC35D1	527
C1orf141	117
IL23R	2
IL12RB2	40
105378779	1
SERBP1	5037
GADD45A	2297
GNG12	2251
LOC105378781	0
GNG12-AS1	80
DIRAS3	82
WLS	1989
RPE65	0
DEPDC1	58
LRRC7	6
LRRC40	258
SRSF11	2465
ANKRD13C	521
HHLA3	215
HHLA3-AS1	0
CTH	122
PTGER3	22
ZRANB2-AS1	196
ZRANB2	1196
MIR186	3
ZRANB2-AS2	15
LOC105378795	21
NEGR1	263
LOC105378797	4
LOC105378798	1
LRRIQ3	40
FPGT-TNNI3K	64
FPGT	249
TNNI3K	26
105378805	0
ERICH3	1371
ERICH3-AS1	58
CRYZ	719
TYW3	396
LHX8	0
SLC44A5	102
ACADM	1058
DLSTP1	22
RABGGTB	1185
SNORD45C	11
SNORD45A	6
SNORD45B	4
MSH4	1
ST6GALNAC3	195
LOC105378807	1
ST6GALNAC5	270
PIGK	618
LOC105378808	1
AK5	15
ZZZ3	708
USP33	1429
MIGA1	376
NEXN-AS1	19
NEXN	491
FUBP1	1767
DNAJB4	633
GIPC2	199
LOC107984997	8
MGC27382	128
PTGFR	118
IFI44L	495
IFI44	794
ADGRL4	862
LOC107984998	7
LOC105378810	0
LINC01781	5
ADGRL2	2564
LOC101927434	0
LINC01361	0
107985037	4
LOC105378816	2
LINC01725	7
LOC101927560	4
107985041	4
TTLL7	307
PRKACB	797
107985046	5
SAMD13	17
UOX	1
DNASE2B	44
RPF1	781
GNG5	3151
SPATA1	138
CTBS	766
LOC105378819	31
LINC01461	2
SSX2IP	260
LOC102724892	1
LPAR3	448
MCOLN2	170
MCOLN3	154
DNAI3	489
SYDE2	158
C1orf52	434
BCL10	736
LOC646626	82
DDAH1	1751
107985054	2
CCN1	19355
LOC107985057	3
LOC112268231	2
ZNHIT6	465
COL24A1	55
LINC02795	34
LOC105378825	8
ODF2L	1025
MIR7856	0
CLCA2	675
CLCA1	0
LOC105378827	1
CLCA4	17
CLCA4-AS1	39
CLCA3P	0
SH3GLB1	2882
SELENOF	4019
HS2ST1	737
LINC01140	206
LMO4	1563
LOC105378833	2
LOC105378839	1
PKN2-AS1	11
PKN2	957
GTF2B	928
KYAT3	600
RBMXL1	590
GBP3	2979
LOC105378841	40
GBP1	3935
GBP2	2880
LOC112268267	512
LOC105378842	14
GBP7	9
GBP4	2783
LOC107985076	25
GBP5	1259
GBP6	233
GBP1P1	221
LOC105378844	5
LRRC8B	892
LRRC8C	733
LRRC8C-DT	18
LOC107985743	2
101927952	2
LOC107985744	3
LOC101927975	5
LRRC8D	546
GEMIN8P4	40
ZNF326	514
LOC105378849	3
LOC107985088	31
LINC02609	48
LINC02788	0
ZNF644	681
HFM1	5
CDC7	232
LOC102723436	5
TGFBR3	874
BRDT	1
EPHX4	25
SETSIP	5
BTBD8	16
23285	107
C1orf146	3
GLMN	83
RPAP2	373
GFI1	156
EVI5	579
RPL5	16080
DIPK1A	311
SNORD21	8
SNORA66	7
MTF2	385
TMED5	1271
CCDC18	168
LOC107985521	1
CCDC18-AS1	359
DR1	1114
FNBP1L	1297
BCAR3	616
BCAR3-AS1	58
LOC102723480	3
723788	25
TRR-TCT1-1	4
DNTTIP2	1497
GCLM	917
ABCA4	636
LOC105378858	3
ARHGAP29	2099
ARHGAP29-AS1	2
105378859	8
ABCD3	1598
F3	5604
LOC105378861	5
SLC44A3-AS1	119
105378860	1
SLC44A3	430
CNN3	5336
105378862	25
CNN3-DT	195
ALG14	229
LOC105378863	7
TLCD4	202
TLCD4-RWDD3	85
LOC101928118	85
RWDD3	104
PTBP2	267
DPYD	1571
DPYD-AS1	98
LOC105378867	1
MIR137HG	0
SNX7	611
PLPPR5	2
PLPPR4	89
LINC01708	17
PALMD	1616
FRRS1	208
AGL	489
SLC35A3	1095
MFSD14A	1251
SASS6	170
TRMT13	238
LRRC39	48
DBT	531
RTCA-AS1	33
RTCA	716
CDC14A	542
LOC105379827	32
GPR88	1
VCAM1	2597
EXTL2	227
SLC30A7	378
DPH5	611
LOC102606465	91
LOC101928334	18
LOC101928370	94
S1PR1	4074
COL11A1	15
LOC101928436	4
RNPC3	321
AMY2B	483
ACTG1P4	1
AMY2A	31
AMY1A	547
AMY1B	513
LOC105378878	18
AMY1C	550
LOC100129138	2
PRMT6	352
NTNG1	165
VAV3	579
LINC02785	8
SLC25A24	1053
NBPF4	0
NBPF6	3
FAM102B	736
HENMT1	171
LOC105378890	3
PRPF38B	1709
STXBP3	831
LOC105378891	2
AKNAD1	6
GPSM2	562
CLCC1	753
WDR47	628
TAF13	255
TMEM167B-DT	6
TMEM167B	1250
SCARNA2	3
C1orf194	683
ELAPOR1	1951
SARS1	3028
CELSR2	625
PSRC1	117
MYBPHL	47
SORT1	3192
PSMA5	1821
SYPL2	27
ATXN7L2	222
CYB561D1	258
AMIGO1	275
GNAI3	1768
GNAT2	11
AMPD2	1677
GSTM4	461
GSTM2	767
GSTM1	86
GSTM5	104
GSTM3	810
EPS8L3	91
CSF1	2172
AHCYL1	3251
STRIP1	842
ALX3	85
UBL4B	2
SLC6A17	11
LINC02586	8
KCNC4	331
RBM15-AS1	14
RBM15	217
SLC16A4	843
LAMTOR5	1467
LAMTOR5-AS1	7
PROK1	0
CYMP	10
CYMP-AS1	11
KCNA10	3
KCNA2	14
LOC107985174	12
KCNA3	368
LOC105378901	0
CD53	2343
LRIF1	230
DRAM2	1377
CEPT1	1006
DENND2D	1554
107985180	4
CHI3L2	669
CHIAP2	13
CHIA	20
PIFO	2609
OVGP1	74
WDR77	1070
ATP5PB	2845
C1orf162	1139
TMIGD3	51
ADORA3	70
RAP1A	2099
LINC01160	20
LOC107985184	41
INKA2	255
INKA2-AS1	4
LOC101928718	6
DDX20	351
KCND3	304
LINC01750	22
LINC02884	31
CTTNBP2NL	1034
WNT2B	277
ST7L	527
CAPZA1	2620
MOV10	3314
RHOC	3114
PPM1J	71
TAFA3	0
LINC01356	5
LINC01357	2
SLC16A1	200
AKR7A2P1	0
SLC16A1-AS1	14
LOC107985189	0
LRIG2-DT	5
LRIG2	319
LOC643441	53
MAGI3	1409
PHTF1	660
RSBN1	425
AP4B1-AS1	95
PTPN22	291
BCL2L15	165
AP4B1	340
DCLRE1B	245
HIPK1-AS1	23
HIPK1	3080
OLFML3	750
SYT6	2
TRIM33	768
BCAS2	667
LOC105378914	2
DENND2C	157
AMPD1	21
NRAS	1251
CSDE1	11290
SIKE1	508
TSHB	2
TSPAN2	274
LINC01765	90
NGF	20
112268287	3
VANGL1	601
CASQ2	244
NHLH2	46
LINC01649	8
LOC101928977	5
SLC22A15	341
MAB21L3	12
LINC01779	2
ATP1A1	17842
ATP1A1-AS1	4278
LINC01762	1
LOC112268235	24
CD58	386
LOC105378925	1
IGSF3	1358
LOC105378924	2
CD2	543
PTGFRN	914
CD101	500
LOC101929099	22
TTF2	326
TRIM45	109
VTCN1	289
MAN1A2	1111
TENT5C	1246
LOC105378929	3
GDAP2	427
WDR3	694
SPAG17	991
TBX15	8
LOC105378933	0
WARS2	409
WARS2-IT1	2
WARS2-AS1	183
LOC107985192	7
HSD3B2	0
LOC105378935	0
HSD3BP4	5
LINC00622	11
ZNF697	110
PHGDH	671
105378936	12
HMGCS2	167
REG4	1
NOTCH2	1993
SEC22B	2068
107985522	15
105378941	8
105378954	163
LOC101929788	1
NBPF8	621
107985523	10
PFN1P2	31
PDE4DIPP2	742
LOC107985524	61
NOTCH2NLR	34
NBPF26	599
RNVU1-19	2
LINC00623	220
LOC100996720	67
RNVU1-4	0
TRN-GTT11-1	2
LOC105369199	0
PDE4DIPP4	3
H3P4	34
FCGR1B	100
LOC100996318	5
H2BP1	26
FAM72B	28
SRGAP2C	348
LOC107985193	0
LINC02798	3
EMBP1	22
LINC01691	3
LOC105371175	1
LOC107985200	14
LOC107985201	2
LOC105369140	0
PDE4DIPP3	9
H2BP2	73
FCGR1CP	78
H3-2	101
FAM72C	34
SRGAP2D	179
LOC105371206	2
LINC02802	24
105373467	7
NBPF15	790
LOC105371211	1
LSP1P5	25
LOC105371216	3
SRGAP2B	495
LOC107985595	0
FAM72D	51
LOC101929805	5
LINC01145	242
LOC100996740	163
RNVU1-14	2
NBPF20	237
LOC105371312	38
NBPF25P	219
GPR89A	388
PDZK1	7
CD160	31
RNF115	987
POLR3C	778
NUDT17	227
PIAS3	1505
ANKRD35	194
LOC107985593	7
ITGA10	129
PEX11B	672
GNRHR2	251
RBM8A	1692
LIX1L-AS1	533
LIX1L	754
POLR3GL	697
ANKRD34A	41
TXNIP	11708
HJV	3
RNVU1-6	0
LINC01719	12
NBPF10	714
NOTCH2NLA	384
LOC105371254	11
NUDT4P2	328
SEC22B4P	60
PPIAL4H	1
LOC112268274	5
LOC100996756	42
LOC105371235	7
107985591	1
HYDIN2	149
NBPF12	805
LOC728989	17
105371231	0
PRKAB2	407
CHD1L	1082
PDIA3P1	467
FMO5	1198
LINC00624	0
BCL9	607
ACP6	481
GJA5	1582
GPR89B	354
PDZK1P1	2
LINC02804	17
PDE4DIPP1	4
NBPF11	481
LOC105371227	2
LOC101927468	13
LINC02806	4
LOC105371225	1
PDE4DIPP6	25
RNVU1-3	1
107985525	7
LINC01138	146
LOC105371224	235
NBPF14	934
NOTCH2NLB	207
LOC105371223	5
NUDT4B	466
SEC22B3P	26
PDE4DIP	2357
LOC112268272	70
NBPF9	351
LOC101929790	9
LOC653513	251
SEC22B2P	50
NOTCH2NLC	211
NBPF19	715
PPIAL4C	1
LINC00869	254
112268236	18
LOC644634	38
PDE4DIPP7	12
LOC105371406	2
FCGR1A	567
H2BC18	118
112268237	11
H3C13	6
H4C14	137
H3C14	12
H2AC18	612
H2BC20P	22
H2AC19	504
H3C15	13
112268238	170
H4C15	115
H2BC21	673
H2AC20	17
H2AC21	0
BOLA1	292
SV2A	121
SF3B4	1942
MTMR11	370
OTUD7B	653
105371427	12
VPS45	947
PLEKHO1	2017
LOC105371433	5
