GeneID	RNA-seq_LADC26
CAMTA1-DT	10
CAMTA1	600
LOC105376689	130
VAMP3	2173
PER3	254
UTS2	11
TNFRSF9	163
PARK7	4242
ERRFI1	8823
LOC107984915	0
LINC01714	4
SLC45A1	28
RERE	3001
RERE-AS1	10
ENO1	42547
MIR6728	2
ENO1-AS1	10
CA6	2
SLC2A5	426
GPR157	520
MIR34AHG	641
MIR34A	11
LNCTAM34A	32
H6PD	1956
SPSB1	1289
LINC02606	23
SLC25A33	343
TMEM201	443
107985734	18
PIK3CD	1378
PIK3CD-AS1	5
PIK3CD-AS2	26
CLSTN1	4789
CTNNBIP1	581
LOC105376717	74
LZIC	687
NMNAT1	250
RBP7	29
UBE4B	1159
KIF1B	1178
105376725	3
PGD	3500
CENPS-CORT	169
CENPS	161
CORT	22
DFFA	1702
PEX14	591
CASZ1	342
LOC105376733	0
C1orf127	18
TARDBP	4383
MASP2	62
SRM	3220
EXOSC10	1808
EXOSC10-AS1	63
MTOR	1505
MTOR-AS1	34
ANGPTL7	1
UBIAD1	550
LOC105376739	5
LOC105376740	0
DISP3	44
112268221	2
FBXO2	416
FBXO44	749
FBXO6	633
MAD2L2	846
DRAXIN	97
AGTRAP	1359
C1orf167	191
MTHFR	661
CLCN6	471
NPPA-AS1	97
NPPA	39
KIAA2013	1974
PLOD1	3261
MFN2	2535
MIIP	746
MIR6729	6
TNFRSF8	63
MIR7846	29
TNFRSF1B	2344
107984917	4
VPS13D	1070
SNORA59A	11
LINC02766	3
DHRS3	821
MIR6730	1
AADACL4	0
C1orf158	29
LRRC38	0
PDPN	1792
PRDM2	1236
KAZN	310
LOC107985467	0
LOC105376759	2
LOC107985469	0
TMEM51-AS1	77
TMEM51	698
TMEM51-AS2	2
FHAD1	125
FHAD1-AS1	23
LOC101927441	9
EFHD2	3124
CTRC	2
CELA2A	1
CELA2B	9
CASP9	357
DNAJC16	537
AGMAT	54
DDI2	1345
RSC1A1	119
PLEKHM2	2092
SLC25A34	81
SLC25A34-AS1	2
TMEM82	2
FBLIM1	1421
UQCRHL	67
FLJ37453	127
SPEN	1909
ZBTB17	1266
SRARP	0
HSPB7	52
CLCNKA	8
CLCNKB	5
FAM131C	0
EPHA2	1085
LOC101927479	40
ARHGEF19	527
ANO7L1	56
CPLANE2	82
FBXO42	807
SZRD1	2735
SPATA21	1630
NECAP2	2195
LINC01772	27
CROCCP3	96
RNU1-1	0
LINC01783	0
NBPF1	529
105376794	796
CROCCP2	527
MST1P2	163
LOC107985736	4
RNU1-3	0
ESPNP	0
MST1L	143
LOC112267871	0
LOC105376805	44
CROCC	868
MFAP2	790
LOC105376806	265
ATP13A2	2279
SDHB	1710
PADI2	534
LINC02783	3
PADI1	69
PADI3	16
PADI4	40
PADI6	1
RCC2	4556
ARHGEF10L	1163
ACTL8	3
IGSF21	36
KLHDC7A	67
PAX7	1
ALDH4A1	470
IFFO2	768
UBR4	3089
EMC1-AS1	57
EMC1	1159
MRTO4	1219
AKR7L	40
AKR7A3	278
LOC100506730	94
AKR7A2	1478
SLC66A1	456
CAPZB	5384
MICOS10	489
MICOS10-NBL1	2681
RPS14P3	61
NBL1	2461
HTR6	16
TMCO4	630
RNF186	0
OTUD3	599
PLA2G2A	59
PLA2G5	84
PLA2G2D	208
PLA2G2F	4
PLA2G2C	9
UBXN10	210
101928017	5
LOC105376825	22
VWA5B1	3
LINC01141	10
CAMK2N1	224
MUL1	714
FAM43B	18
CDA	41
PINK1	809
MIR6084	42
PINK1-AS	1019
DDOST	5995
KIF17	105
SH2D5	3
112268222	972
HP1BP3	3006
EIF4G3	2185
LOC105376830	6
LOC105376829	3
ECE1	7392
ECE1-AS1	23
NBPF3	235
ALPL	2838
LINC02596	2
RAP1GAP	346
USP48	1764
LDLRAD2	1964
HSPG2	6499
LINC01635	5
LINC00339	300
CDC42-AS1	6
CDC42	5882
WNT4	33
LOC105376845	2
LOC105376850	2
LOC107985377	1
ZBTB40	1199
EPHA8	3
C1QA	3482
C1QC	3933
C1QB	5044
EPHB2	599
MIR4253	11
KDM1A	2097
LUZP1	1082
HTR1D	9
LINC01355	347
HNRNPR	4575
ZNF436	485
ZNF436-AS1	62
TCEA3	219
ASAP3	399
E2F2	436
LOC101928163	10
LOC105376859	37
ID3	2220
MDS2	7
RPL11	19551
ELOA	1397
ELOA-AS1	174
PITHD1	1375
LOC105376860	375
LYPLA2	2124
GALE	1287
HMGCL	870
LOC105376861	0
FUCA1	1041
CNR2	89
PNRC2	2205
SRSF10	2399
LOC105376863	1
LOC107984931	0
MYOM3	1
IL22RA1	0
IFNLR1	124
LINC02800	0
GRHL3-AS1	1
GRHL3	16
STPG1	208
NIPAL3	712
RCAN3AS	8
RCAN3	682
NCMAP-DT	49
NCMAP	114
SRRM1	2198
CLIC4	2910
RUNX3	875
107984932	0
RUNX3-AS1	80
SYF2	1313
RSRP1	2792
LOC105376882	5
RHD	61
TMEM50A	1911
RHCE	1233
MACO1	842
LDLRAP1	1107
MAN1C1	426
SELENON	4199
MTFR1L	734
LOC646471	156
AUNIP	287
PAQR7	192
STMN1	1554
MIR3917	161
PAFAH2	611
101928216	6
EXTL1	23
SLC30A2	2
TRIM63	0
PDIK1L	351
FAM110D	113
ZNF593	764
CNKSR1	1055
CATSPER4	1
ZPLD2P	1
CEP85	664
SH3BGRL3	4980
UBXN11	1387
CD52	658
CRYBG2	41
ZNF683	417
DHDDS	1176
DHDDS-AS1	10
HMGN2	5178
RPS6KA1	1644
LOC101928728	31
ARID1A	2627
PIGV	407
ZDHHC18	1619
SFN	2833
GPN2	781
GPATCH3	322
NUDC	2723
NR0B2	6
KDF1	220
TRNP1	57
TENT5B	85
LOC101928391	14
SLC9A1	1418
WDTC1	1694
TMEM222	868
ACTG1P20	21
SYTL1	1705
MAP3K6	1629
FCN3	989
CD164L2	332
GPR3	89
WASF2	3667
LOC105376892	3
AHDC1	3308
FGR	1262
LINC02574	0
IFI6	1721
FAM76A	236
STX12	1387
PPP1R8	1256
THEMIS2	1605
RPA2	1454
SMPDL3B	1165
XKR8	297
EYA3	953
PTAFR	1412
DNAJC8	3026
ATP5IF1	1541
SESN2	560
MED18	211
PHACTR4	951
RCC1	2404
SNHG3	1346
SNORA73A	26
SNORA73B	33
TRNAU1AP	540
SNHG12	563
SNORD99	15
SNORA61	77
SNORA44	28
SNORA16A	23
RAB42	102
TAF12	869
LINC01715	8
RNU11	0
GMEB1	389
YTHDF2	1849
OPRD1	9
EPB41	1546
TMEM200B	311
SRSF4	3016
MECR	453
PTPRU	570
LOC105378617	10
MATN1	34
MATN1-AS1	84
LAPTM5	11479
MIR4420	5
LOC105378620	8
LINC01778	1
SDC3	2072
PUM1	1795
SNORD103A	4
SNORD103B	5
LOC107984935	4
NKAIN1	28
SNRNP40	1309
ZCCHC17	1026
FABP3	66
SERINC2	2007
LOC105378625	8
LOC105379772	20
LDC1P	1
LINC01226	2
LOC105378626	7
TINAGL1	746
HCRTR1	208
PEF1	1534
PEF1-AS1	123
105378628	2
COL16A1	3435
LOC101929444	85
ADGRB2	107
SPOCD1	329
PTP4A2	4414
KHDRBS1	3387
TMEM39B	592
KPNA6	2166
TXLNA	2831
CCDC28B	102
TMEM234	248
IQCC	98
DCDC2B	77
EIF3I	4014
MTMR9LP	478
FAM167B	243
LCK	750
HDAC1	2590
MARCKSL1	3927
LOC105378629	2
TSSK3	198
FAM229A	139
BSDC1	1967
ZBTB8B	0
ZBTB8A	94
LOC102723870	14
ZBTB8OS	529
RBBP4	2962
SYNC	819
KIAA1522	2774
YARS1	2939
S100PBP	767
FNDC5	15
HPCA	43
TMEM54	1324
LOC105378632	1
RNF19B	1628
AK2	3998
AZIN2	258
112268224	7
TRIM62	271
ZNF362	747
A3GALT2	6
PHC2	5319
MIR3605	196
PHC2-AS1	5
ZSCAN20	155
CSMD2	117
105378640	0
LOC105378641	1
LOC105378642	0
GJB5	13
GJB4	6
GJB3	38
GJA4	448
SMIM12	791
DLGAP3	49
GPR199P	107
TMEM35B	756
ZMYM6	643
ZMYM1	300
LOC105378644	3
SFPQ	8915
ZMYM4	1462
ZMYM4-AS1	17
KIAA0319L	1908
NCDN	1289
TFAP2E	130
TFAP2E-AS1	31
PSMB2	3089
C1orf216	426
CLSPN	421
AGO4	794
AGO1	754
AGO3	682
TEKT2	109
ADPRS	871
COL8A2	238
TRAPPC3	1203
MAP7D1	3416
THRAP3	3893
SH3D21	474
EVA1B	930
STK40	3077
LSM10	762
OSCP1	226
MRPS15	1368
CSF3R	3317
GRIK3	4
LINC01137	122
ZC3H12A	2360
MIR6732	16
MEAF6	1310
MIR5581	2
LOC105378649	43
SNIP1	368
DNALI1	339
GNL2	2139
RSPO1	16
C1orf109	541
CDCA8	890
EPHA10	351
MANEAL	507
YRDC	511
C1orf122	1207
MTF1	507
INPP5B	765
LOC105378651	10
SF3A3	2288
FHL3	385
UTP11	879
POU3F1	26
MIR3659HG	1
LOC105378657	0
RRAGC	791
GJA9-MYCBP	535
MYCBP	525
LOC105378663	3
GJA9	8
RHBDL2	93
LOC105378662	20
AKIRIN1	1925
NDUFS5	2043
MACF1	5329
643314	33
105378950	3
BMP8A	337
OXCT2P1	15
PPIEL	179
PABPC4	4083
PABPC4-AS1	672
SNORA55	5
HEYL	393
NT5C1A	0
HPCAL4	6
PPIE	1223
BMP8B	368
OXCT2	15
LOC101929536	10
105378951	35
LINC02811	33
105378665	17
TRIT1	620
MYCL	113
MYCL-AS1	7
MFSD2A	923
CAP1	6199
PPT1	6863
RLF	771
TMCO2	0
ZMPSTE24	1643
COL9A2	246
107984945	10
SMAP2	2648
ZFP69B	186
ZFP69	58
LOC105378672	10
EXO5	180
ZNF684	94
RIMS3	90
LOC105378675	3
NFYC-AS1	122
NFYC	1232
KCNQ4	22
CITED4	55
CTPS1	1026
SLFNL1-AS1	126
SLFNL1	66
SCMH1	624
FOXO6	21
FOXO6-AS1	1
LOC105378678	0
EDN2	61
HIVEP3	393
GUCA2B	0
GUCA2A	0
FOXJ3	1348
RIMKLA	30
ZMYND12	40
CCDC30	302
PPCS	1030
PPIH	769
YBX1	10594
CLDN19	0
P3H1	1168
C1orf50	179
TMEM269-DT	1
TMEM269	20
LOC107984946	5
SVBP	126
ERMAP	331
ZNF691	215
LOC339539	3
SLC2A1	5411
SLC2A1-AS1	39
FAM183A	67
EBNA1BP2	2699
CFAP57	113
LOC105378685	11
TMEM125	678
C1orf210	87
TIE1	961
MPL	7
LOC105378687	24
CDC20	2854
ELOVL1	2817
MIR6734	9
LOC112268225	28
MED8	1584
MED8-AS1	294
SZT2	1601
SZT2-AS1	132
HYI	476
PTPRF	8520
KDM4A	993
KDM4A-AS1	177
ST3GAL3	196
ARTN	43
LOC105378688	23
LOC101929609	79
IPO13	1014
DPH2	1498
ATP6V0B	3289
B4GALT2	2449
CCDC24	331
SLC6A9	812
LOC107984948	54
KLF17	21
DMAP1	782
ERI3	1641
ERI3-IT1	37
RNF220	1327
LOC107984950	487
TMEM53	330
ARMH1	145
LOC105378690	21
RNU5F-1	2
RNU5D-1	2
KIF2C	1635
RPS8	33458
SNORD55	97
SNORD46	12
SNORD38A	30
SNORD38B	47
BEST4	40
PLK3	1065
DYNLT4	137
BTBD19	195
LOC107984952	52
PTCH2	91
EIF2B3	793
HECTD3	2076
UROD	2476
ZSWIM5	80
LOC105378691	13
LINC01144	13
HPDL	15
MUTYH	641
TOE1	429
TESK2	260
CCDC163	106
MMACHC	2082
PRDX1	9328
AKR1A1	3525
NASP	3889
CCDC17	436
GPBP1L1	2898
RPS15AP10	11
TMEM69	1247
IPP	285
MAST2	2485
P3R3URF-PIK3R3	947
PIK3R3	1042
LOC101929626	25
TSPAN1	3638
POMGNT1	1705
LURAP1	23
RAD54L	405
LRRC41	2313
UQCRH	2680
NSUN4	718
FAAH	148
FAAHP1	4
LINC01398	0
DMBX1	3
MKNK1-AS1	194
MKNK1	1080
MOB3C	547
ATPAF1	1134
EFCAB14-AS1	90
EFCAB14	2931
LOC105378698	10
LOC105378699	0
CYP4B1	774
CYP4Z2P	8
CYP4A11	1
CYP4X1	92
CYP4Z1	3
CYP4A22	4
LOC105378701	9
LINC00853	22
PDZK1IP1	2552
TAL1	122
STIL	752
CMPK1	3938
LINC01389	58
FOXE3	4
FOXD2-AS1	156
FOXD2	47
LINC01738	0
TRABD2B	151
LINC02794	0
SKINT1L	5
SLC5A9	47
SPATA6	156
AGBL4	11
BEND5	85
ELAVL4	8
DMRTA2	0
LOC105378714	0
FAF1	1556
FAF1-AS1	1
CDKN2C	734
LINC01562	5
RNF11	1385
TTC39A	669
TTC39A-AS1	21
EPS15	1544
EPS15-AS1	6
CALR4P	2
OSBPL9	2049
NRDC	4115
105378721	407
MIR761	15
RAB3B	83
TXNDC12	3221
KTI12	214
BTF3L4	2073
ZFYVE9	345
CC2D1B	1521
ORC1	452
PRPF38A	1622
TUT4	974
GPX7	491
SHISAL2A	54
COA7	768
ZYG11B	616
ZYG11A	10
ECHDC2	1221
SCP2	2429
PODN	854
SLC1A7	33
CPT2	1056
CZIB	841
MAGOH	668
LOC100507564	55
LRP8	945
LOC105378728	25
LOC105378726	78
LOC105378731	4
105378730	15
LINC02812	17
GLIS1	9
NDC1	1621
YIPF1	1043
DIO1	18
HSPB11	612
LRRC42	906
LDLRAD1	166
TMEM59	4315
TCEANC2	419
CDCP2	6
CYB5RL	314
MRPL37	2411
SSBP3	1060
SSBP3-AS1	20
ACOT11	204
FAM151A	65
MROH7-TTC4	445
MROH7	14
TTC4	431
PARS2	135
TTC22	613
LEXM	16
DHCR24	11490
DHCR24-DT	61
TMEM61	115
BSND	6
PCSK9	100
USP24	1982
LOC100507634	32
LINC01767	12
PLPP3	1940
PRKAA2	192
FYB2	24
C8A	5
C8B	10
105378745	0
LOC112267900	2
DAB1	15
LOC107984960	3
OMA1	782
TACSTD2	1337
MYSM1	1224
LOC112268263	7
LOC105378751	12
JUN	8791
LINC01135	11
LOC101926907	59
LINC02777	14
LINC01358	30
FGGY-DT	25
FGGY	199
LOC101926944	3
LOC105378758	0
HOOK1	1069
CYP2J2	97
C1orf87	77
LINC01748	11
LOC101926964	4
LOC105378764	0
NFIA-AS2	3
NFIA	461
NFIA-AS1	1
LOC107984964	0
MGC34796	1
TM2D1	551
PATJ	1171
LOC107984965	4
L1TD1	13
KANK4	37
USP1	1265
DOCK7	998
ANGPTL3	2
ATG4C	522
LINC00466	0
FOXD3-AS1	21
FOXD3	1
ALG6	546
ITGB3BP	454
LOC102724319	2
EFCAB7	150
DLEU2L	3
PGM1	3267
ROR1	173
ROR1-AS1	16
LOC105378773	2
UBE2U	1
LOC107984966	1
CACHD1	294
RAVER2	313
JAK1	6586
LINC01359	5
MIR3671	3
AK4	221
DNAJC6	299
LOC102724416	6
LEPR	229
LEPROT	3069
PDE4B	2017
LOC105378776	0
SGIP1	222
DYNLT5	97
DNAI4	196
MIER1	1145
SLC35D1	674
C1orf141	10
IL23R	6
IL12RB2	57
105378779	14
SERBP1	10979
GADD45A	3264
GNG12	3702
LOC105378781	7
GNG12-AS1	80
DIRAS3	26
WLS	2783
RPE65	2
DEPDC1	589
LRRC7	4
LRRC40	681
SRSF11	4613
ANKRD13C	710
HHLA3	271
HHLA3-AS1	8
CTH	348
PTGER3	22
ZRANB2-AS1	271
ZRANB2	2313
MIR186	4
ZRANB2-AS2	8
LOC105378795	1
NEGR1	60
LOC105378797	0
LOC105378798	0
LRRIQ3	27
FPGT-TNNI3K	55
FPGT	420
TNNI3K	8
105378805	0
ERICH3	135
ERICH3-AS1	4
CRYZ	931
TYW3	907
LHX8	1
SLC44A5	248
ACADM	1392
DLSTP1	50
RABGGTB	2207
SNORD45C	40
SNORD45A	15
SNORD45B	16
MSH4	4
ST6GALNAC3	71
LOC105378807	0
ST6GALNAC5	301
PIGK	990
LOC105378808	5
AK5	3
ZZZ3	1059
USP33	1401
MIGA1	854
NEXN-AS1	55
NEXN	1028
FUBP1	2669
DNAJB4	514
GIPC2	34
LOC107984997	0
MGC27382	3
PTGFR	47
IFI44L	477
IFI44	824
ADGRL4	696
LOC107984998	2
LOC105378810	0
LINC01781	23
ADGRL2	870
LOC101927434	0
LINC01361	0
107985037	0
LOC105378816	4
LINC01725	0
LOC101927560	1
107985041	0
TTLL7	43
PRKACB	780
107985046	2
SAMD13	36
UOX	4
DNASE2B	7
RPF1	1144
GNG5	2608
SPATA1	88
CTBS	828
LOC105378819	28
LINC01461	1
SSX2IP	159
LOC102724892	0
LPAR3	46
MCOLN2	315
MCOLN3	46
DNAI3	95
SYDE2	187
C1orf52	792
BCL10	962
LOC646626	113
DDAH1	2194
107985054	15
CCN1	5663
LOC107985057	12
LOC112268231	1
ZNHIT6	981
COL24A1	120
LINC02795	28
LOC105378825	14
ODF2L	1627
MIR7856	1
CLCA2	98
CLCA1	1
LOC105378827	1
CLCA4	2
CLCA4-AS1	64
CLCA3P	6
SH3GLB1	4334
SELENOF	5548
HS2ST1	1376
LINC01140	107
LMO4	1948
LOC105378833	5
LOC105378839	0
PKN2-AS1	1
PKN2	957
GTF2B	979
KYAT3	617
RBMXL1	522
GBP3	2384
LOC105378841	23
GBP1	5088
GBP2	3268
LOC112268267	559
LOC105378842	2
GBP7	1
GBP4	2067
LOC107985076	23
GBP5	3297
GBP6	19
GBP1P1	160
LOC105378844	2
LRRC8B	828
LRRC8C	467
LRRC8C-DT	9
LOC107985743	4
101927952	4
LOC107985744	2
LOC101927975	4
LRRC8D	889
GEMIN8P4	24
ZNF326	1031
LOC105378849	0
LOC107985088	7
LINC02609	48
LINC02788	3
ZNF644	943
HFM1	4
CDC7	857
LOC102723436	11
TGFBR3	276
BRDT	1
EPHX4	17
SETSIP	10
BTBD8	18
23285	118
C1orf146	3
GLMN	229
RPAP2	672
GFI1	249
EVI5	610
RPL5	21722
DIPK1A	633
SNORD21	26
SNORA66	35
MTF2	803
TMED5	1985
CCDC18	376
LOC107985521	9
CCDC18-AS1	744
DR1	1589
FNBP1L	2092
BCAR3	695
BCAR3-AS1	52
LOC102723480	4
723788	14
TRR-TCT1-1	3
DNTTIP2	2341
GCLM	1354
ABCA4	993
LOC105378858	3
ARHGAP29	1711
ARHGAP29-AS1	2
105378859	7
ABCD3	1350
F3	2113
LOC105378861	7
SLC44A3-AS1	177
105378860	0
SLC44A3	499
CNN3	8684
105378862	22
CNN3-DT	161
ALG14	380
LOC105378863	1
TLCD4	85
TLCD4-RWDD3	89
LOC101928118	7
RWDD3	146
PTBP2	589
DPYD	1881
DPYD-AS1	227
LOC105378867	13
MIR137HG	22
SNX7	230
PLPPR5	0
PLPPR4	32
LINC01708	1
PALMD	236
FRRS1	254
AGL	569
SLC35A3	1456
MFSD14A	1294
SASS6	469
TRMT13	566
LRRC39	88
DBT	748
RTCA-AS1	12
RTCA	1008
CDC14A	262
LOC105379827	8
GPR88	12
VCAM1	919
EXTL2	458
SLC30A7	782
DPH5	1322
LOC102606465	117
LOC101928334	5
LOC101928370	16
S1PR1	710
COL11A1	1968
LOC101928436	0
RNPC3	479
AMY2B	332
ACTG1P4	11
AMY2A	16
AMY1A	268
AMY1B	236
LOC105378878	8
AMY1C	272
LOC100129138	0
PRMT6	164
NTNG1	20
VAV3	271
LINC02785	5
SLC25A24	1571
NBPF4	0
NBPF6	2
FAM102B	344
HENMT1	571
LOC105378890	20
PRPF38B	2277
STXBP3	968
LOC105378891	0
AKNAD1	2
GPSM2	1794
CLCC1	1155
WDR47	421
TAF13	585
TMEM167B-DT	4
TMEM167B	1755
SCARNA2	8
C1orf194	53
ELAPOR1	241
SARS1	3828
CELSR2	323
PSRC1	559
MYBPHL	7
SORT1	1554
PSMA5	3166
SYPL2	5
ATXN7L2	310
CYB561D1	466
AMIGO1	66
GNAI3	3240
GNAT2	43
AMPD2	2290
GSTM4	239
GSTM2	302
GSTM1	40
GSTM5	32
GSTM3	289
EPS8L3	6
CSF1	1368
AHCYL1	4224
STRIP1	723
ALX3	167
UBL4B	2
SLC6A17	21
LINC02586	3
KCNC4	314
RBM15-AS1	15
RBM15	276
SLC16A4	243
LAMTOR5	1328
LAMTOR5-AS1	8
PROK1	0
CYMP	4
CYMP-AS1	2
KCNA10	0
KCNA2	58
LOC107985174	13
KCNA3	416
LOC105378901	3
CD53	3445
LRIF1	837
DRAM2	1393
CEPT1	1300
DENND2D	1061
107985180	3
CHI3L2	361
CHIAP2	0
CHIA	4
PIFO	297
OVGP1	72
WDR77	1373
ATP5PB	3430
C1orf162	669
TMIGD3	76
ADORA3	37
RAP1A	2049
LINC01160	24
LOC107985184	35
INKA2	130
INKA2-AS1	5
LOC101928718	3
DDX20	643
KCND3	157
LINC01750	17
LINC02884	14
CTTNBP2NL	880
WNT2B	175
ST7L	592
CAPZA1	5906
MOV10	5020
RHOC	6217
PPM1J	488
TAFA3	10
LINC01356	2
LINC01357	0
SLC16A1	372
AKR7A2P1	0
SLC16A1-AS1	13
LOC107985189	4
LRIG2-DT	3
LRIG2	613
LOC643441	33
MAGI3	1308
PHTF1	626
RSBN1	512
AP4B1-AS1	200
PTPN22	350
BCL2L15	65
AP4B1	583
DCLRE1B	388
HIPK1-AS1	14
HIPK1	1720
OLFML3	635
SYT6	5
TRIM33	1066
BCAS2	1125
LOC105378914	2
DENND2C	35
AMPD1	47
NRAS	1787
CSDE1	14899
SIKE1	1262
TSHB	1
TSPAN2	148
LINC01765	14
NGF	4
112268287	0
VANGL1	752
CASQ2	13
NHLH2	19
LINC01649	0
LOC101928977	0
SLC22A15	154
MAB21L3	5
LINC01779	1
ATP1A1	10854
ATP1A1-AS1	2850
LINC01762	3
LOC112268235	127
CD58	499
LOC105378925	1
IGSF3	896
LOC105378924	2
CD2	982
PTGFRN	566
CD101	343
LOC101929099	65
TTF2	896
TRIM45	114
VTCN1	11
MAN1A2	1511
TENT5C	2843
LOC105378929	6
GDAP2	658
WDR3	1838
SPAG17	304
TBX15	10
LOC105378933	0
WARS2	429
WARS2-IT1	0
WARS2-AS1	211
LOC107985192	8
HSD3B2	0
LOC105378935	2
HSD3BP4	5
LINC00622	28
ZNF697	322
PHGDH	338
105378936	16
HMGCS2	2
REG4	0
NOTCH2	4037
SEC22B	4083
107985522	7
105378941	1
105378954	118
LOC101929788	1
NBPF8	661
107985523	3
PFN1P2	24
PDE4DIPP2	600
LOC107985524	42
NOTCH2NLR	21
NBPF26	751
RNVU1-19	0
LINC00623	198
LOC100996720	71
RNVU1-4	0
TRN-GTT11-1	6
LOC105369199	4
PDE4DIPP4	4
H3P4	12
FCGR1B	85
LOC100996318	11
H2BP1	7
FAM72B	216
SRGAP2C	386
LOC107985193	0
LINC02798	8
EMBP1	57
LINC01691	0
LOC105371175	10
LOC107985200	5
LOC107985201	2
LOC105369140	0
PDE4DIPP3	8
H2BP2	49
FCGR1CP	118
H3-2	58
FAM72C	195
SRGAP2D	184
LOC105371206	11
LINC02802	1
105373467	2
NBPF15	856
LOC105371211	0
LSP1P5	6
LOC105371216	13
SRGAP2B	485
LOC107985595	1
FAM72D	196
LOC101929805	5
LINC01145	197
LOC100996740	146
RNVU1-14	3
NBPF20	328
LOC105371312	32
NBPF25P	316
GPR89A	562
PDZK1	15
CD160	22
RNF115	946
POLR3C	930
NUDT17	258
PIAS3	1423
ANKRD35	78
LOC107985593	4
ITGA10	86
PEX11B	679
GNRHR2	349
RBM8A	2239
LIX1L-AS1	866
LIX1L	563
POLR3GL	664
ANKRD34A	57
TXNIP	15134
HJV	0
RNVU1-6	0
LINC01719	17
NBPF10	1319
NOTCH2NLA	386
LOC105371254	64
NUDT4P2	239
SEC22B4P	137
PPIAL4H	2
LOC112268274	3
LOC100996756	28
LOC105371235	1
107985591	0
HYDIN2	11
NBPF12	767
LOC728989	46
105371231	2
PRKAB2	852
CHD1L	2362
PDIA3P1	601
FMO5	196
LINC00624	0
BCL9	711
ACP6	418
GJA5	1195
GPR89B	457
PDZK1P1	7
LINC02804	28
PDE4DIPP1	9
NBPF11	732
LOC105371227	5
LOC101927468	1
LINC02806	1
LOC105371225	1
PDE4DIPP6	29
RNVU1-3	4
107985525	4
LINC01138	181
LOC105371224	116
NBPF14	1433
NOTCH2NLB	153
LOC105371223	23
NUDT4B	328
SEC22B3P	56
PDE4DIP	2270
LOC112268272	79
NBPF9	574
LOC101929790	3
LOC653513	114
SEC22B2P	89
NOTCH2NLC	233
NBPF19	1233
PPIAL4C	5
LINC00869	161
112268236	11
LOC644634	26
PDE4DIPP7	10
LOC105371406	0
FCGR1A	452
H2BC18	129
112268237	7
H3C13	25
H4C14	557
H3C14	130
H2AC18	2443
H2BC20P	229
H2AC19	2039
H3C15	107
112268238	826
H4C15	496
H2BC21	1524
H2AC20	82
H2AC21	10
BOLA1	506
SV2A	145
SF3B4	2321
MTMR11	677
OTUD7B	736
105371427	30
VPS45	1397
PLEKHO1	1684
