GeneID	LUAD_05N
APRT	15947472
AQR	4219253
ARAP1	757853
ARCN1	10990875
ARF1	104967789
ARF4	34418749
ARF6	19430318
ARHGAP1	17248983
ARHGAP18	10593130
ARHGDIA	160029803
ARHGDIB	15400373
ARHGEF1	5411012
ARHGEF17	1458954
ARL8A	172337829
ARL8B	58523326
ARMC10	4660774
ARPC1A	11929136
ARPC1B	56519914
ARPC2	118149526
ARPC3	96137802
ARPC4	134373217
ARPC5	93330754
ARPC5L	18311508
ARRB1	29870377
ASAH1	192124606
ASPH	41882135
ASPN	608973290
ATAD3A	14679834
ATIC	3177951
ATL2	2080471
ATL3	143578892
ATP13A1	9058592
ATP1A1	335384787
ATP1B1	367777831
ATP1B3	113232060
ATP2A2	98231480
ATP2A3	7841856
ATP2B1	8044570
ATP2B4	112371083
ATP2C1	4936533
ATP5A1	871566672
ATP5C1	255218280
ATP5D	566568253
ATP5F1	148927790
ATP5H	256034405
ATP5J	379396530
ATP5J2	219972517
ATP5L	240648695
ATP5O	316346425
ATP6V0A1	25098765
ATP6V0D1	36947312
ATP6V1A	56323150
ATP6V1B2	37799820
ATP6V1C1	8691960
ATP6V1E1	35044147
ATP6V1F	28883259
ATP6V1H	9892535
BAG3	10180101
BAG5	5555501
BAG6	2491040
BANF1	441552682
BASP1	27708890
BAX	14173937
BAZ1B	3425109
BCAM	580023381
BCAP31	356923965
BCAT2	39005679
BCKDHA	13906606
BCKDHB	11102711
BCKDK	7396597
BCL2L13	7281139
BCLAF1	11370978
BCS1L	8285123
BLVRA	5317118
BLVRB	87139951
BRK1	65920604
BSG	54386307
BST1	54891459
BUB3	52125356
C14orf159	24884973
C14orf166	40271094
C16orf58	4650583
C1QB	136055346
C1QBP	59962570
C1QC	159188826
C1S	18465215
C3	143975796
C4A	2087044
C4B	73421387
C4BPA	103840425
C5	6999375
C7	10158076
C8A	6118724
C9	71576625
CA1	549478304
CA2	90502365
CACYBP	7782567
CAD	2571998
CALD1	188812268
CALU	108959244
CAMK2D	29612069
CAMK2G	50903913
CAND1	11513402
CANX	232526553
CAP1	85874916
CAPG	148498150
CAPN1	46789619
CAPN2	57387610
CAPNS1	112851921
CAPRIN1	5653963
CAPZA1	92290919
CAPZA2	126969161
CAPZB	149336391
CARKD	10092772
CASK	11051737
CAST	34225959
CAT	417018251
CBR1	53311368
CBX1	34566932
CBX3	55463984
CBX5	25661771
CCAR1	11540808
CCAR2	18542297
CCDC22	2482846
CCDC47	56420434
CCDC6	4778072
CCT2	286988968
CCT3	207011472
CCT4	209648907
CCT5	216502284
CCT6A	208240967
CCT7	181537673
CCT8	198881425
CD14	242279376
CD151	148123475
CD163	27103658
CD2AP	7179990
CD44	84362456
CD47	186545968
CD55	168670289
CD59	1908839919
CD74	82044323
CD81	545721629
CD9	741510210
CD97	9761009
CDC37	26404198
CDC42	523630675
CDC42BPA	1009202
CDC42BPB	6218814
CDC5L	9107191
CDH1	36519198
CDH13	86776492
CES1	502204180
CFH	82223519
CHCHD2	30970361
CHCHD3	77817805
CHD4	9849084
CHERP	4140727
CHID1	16313211
CHMP4B	15667996
CHMP6	17588217
CHP1	87682274
CIB1	2130533
CISD1	175822373
CISD2	29910931
CKAP4	211548873
CKAP5	1210582
CKB	39842981
CLCC1	5859458
CLEC3B	25232851
CLIC1	55372612
CLIC4	31707822
CLINT1	27819189
CLIP1	2317058
CLPB	6159106
CLTB	121006240
CLTC	371316413
CNDP2	24287032
CNN2	75221634
CNN3	28206342
CNOT1	2235453
CNP	15332551
CNPY2	72145970
CNPY3	10147624
COL12A1	231053230
COL14A1	259537322
COL15A1	43914171
COL18A1	128167386
COL3A1	83848365
COL4A1	264175884
COL4A2	281440841
COL6A3	1520960616
COLGALT1	24578127
COMT	261414294
COPA	22214889
COPB1	24415064
COPB2	17764072
COPE	21104163
COPG1	19407201
COPS2	9914506
COPS3	8683113
COPS4	16939352
COQ5	12370272
COQ9	11821151
CORO1A	63272491
CORO1B	33285747
CORO1C	99768262
COTL1	26261364
COX4I1	274058130
COX5A	426512735
COX5B	226494049
COX6B1	101747688
COX7A2	375541859
CP	69948750
CPM	39652148
CPNE1	13776995
CPNE2	16675396
CPNE3	96982620
CPOX	8590242
CPSF1	1622533
CPSF3	4178934
CPT1A	17993643
CPT2	20762919
CRAT	5768196
CRELD1	8193237
CRIP2	196644592
CRKL	7691230
CROCC	12259127
CRYAB	91903525
CRYZ	37631437
CS	312406012
CSDE1	3174570
CSE1L	2552607
CSK	707699
CSNK1A1	6724636
CSNK2A1	40587561
CSNK2A2	30754213
CSNK2B	43786515
CSPG4	31570166
CSRP1	195025818
CSRP2	9148187
CTBP1	23014540
CTNNB1	187617927
CTNND1	165653718
CTSA	12736066
CTSB	111835553
CTSC	11090322
CTSD	499046080
CTSH	34471725
CTSS	55846195
CTSZ	106514283
CTTN	17846377
CUL3	2569359
CUX1	1328957
CYB5B	110220317
CYB5R1	160486372
CYB5R3	534746553
CYBB	27564523
CYC1	76039281
CYFIP1	26696946
CYP20A1	20324280
CYP27A1	40455544
DAD1	90713728
DAG1	23564420
DARS	29048232
DARS2	7715116
DAZAP1	49087521
DBI	164749640
DBN1	57594112
DBNL	20068762
DBT	36088491
DCTN1	41817894
DCTN2	120733757
DCTN4	8467832
DCXR	34123443
DDAH1	68340799
DDAH2	179924584
DDB1	19684891
DDOST	97822579
DDRGK1	19757602
DDX1	40718967
DDX17	66260459
DDX18	4192676
DDX23	15008607
DDX39B	145859343
DDX3X	24383260
DDX5	62112935
DDX6	25445788
DECR1	146244406
DEK	16029257
DERA	24645404
DHRS7	106985231
DHRS7B	22798775
DHX15	30030828
DHX30	1887546
DHX9	117040272
DIABLO	22383086
DIAPH1	1977859
DKC1	16655252
DLAT	50737508
DLD	108706008
DLST	139548212
DNM1L	5428356
DNM2	21786280
DNPEP	54575019
DOCK1	851454
DOCK11	3421402
DOCK2	3161644
DOCK4	9825969
DOCK6	2843553
DOCK9	7128865
DPM1	22352546
DPYSL2	431362055
DPYSL3	153452663
DST	1628063
DSTN	74763566
DTX3L	3486844
DTYMK	7365180
DUT	40091798
DYNC1H1	68721596
DYNC1I2	41753909
DYNC1LI1	18144928
DYNC1LI2	29129425
DYNLL1	320544259
DYNLRB1	92905948
DYSF	52321695
ECE1	18515747
ECH1	83507429
ECHDC1	11459583
ECHS1	210911229
ECI1	53572059
ECI2	22559754
ECM1	31309704
EDC4	5257982
EEA1	25625029
EEF1B2	56889224
EEF1D	109959532
EEF1E1	10354960
EEF1G	88461802
EEF2	43848243
EEFSEC	3468510
EFEMP1	135360729
EFEMP2	62578365
EFHD2	30673540
EFR3A	6914580
EFTUD2	41042128
EGFR	13095426
EHD1	133652133
EHD2	589189326
EHD3	45497783
EHD4	54681322
EHHADH	2307541
EIF1	92706199
EIF2AK2	3081869
EIF2S1	61222112
EIF2S2	10901588
EIF2S3	90137492
EIF3A	44761802
EIF3B	55274938
EIF3C	17042322
EIF3D	23807109
EIF3E	20817867
EIF3F	28329867
EIF3G	11807295
EIF3H	19336836
EIF3I	49170244
EIF3L	38473594
EIF3M	30923524
EIF4A1	55559144
EIF4A2	24675461
EIF4A3	205665661
EIF5	4760953
EIF5A	105208817
EIF6	52847198
ELAVL1	84022543
ELMO1	14027178
ELMO2	6805448
ELMOD2	25165700
EMC1	13826610
EMC2	16577670
EMD	101338545
EMILIN1	389353775
EMILIN2	22130258
EML4	4546621
ENDOD1	31524851
ENG	18613579
ENPP4	5846321
ENTPD1	100901927
EPB41	88835730
EPB41L1	12898250
EPB41L2	174709150
EPB41L3	15047283
EPCAM	32625620
EPN1	28637957
EPPK1	1973648
EPRS	19580909
EPS15	10532971
EPS15L1	8266305
EPS8L2	8355534
ERAP1	47573042
ERBB2IP	1012609
ERGIC1	130478241
ERGIC2	2674708
ERH	134694091
ERLEC1	4739599
ERLIN1	7143526
ERLIN2	131095123
ERMP1	20531587
ERO1L	31842611
ERP29	93547188
ERP44	59754293
ESD	19074480
ESYT1	192742053
ESYT2	64611416
ETFA	104503842
ETFB	122135441
ETFDH	10461019
ETHE1	50406362
EVL	12357123
EVPL	57090792
EWSR1	34678271
EXOC1	5345709
EXOC2	5689582
EXOC3	9303924
EXOC4	7467346
EXOC7	6572849
EXOC8	3435893
EZR	89383266
F11R	123565040
F13A1	58412492
F2	52671878
F9	11002201
FABP5	36622455
FAF2	24162616
FAHD1	18331625
FAHD2A	12913430
FAM120A	19940792
FAM129A	23099882
FAM129B	22889201
FAM21C	1579273
FAM3C	9077472
FAM49B	6974850
FAM98B	20665586
FARP1	13267255
FARSA	14853561
FARSB	11127525
FASN	3479608
FBL	40907439
FBLN1	227180678
FBLN2	68841094
FBLN5	173775667
FBN1	614093632
FBP1	37461469
FCGRT	17743355
FCHO2	8908932
FDPS	6537403
FDXR	13251817
FECH	22071656
FERMT2	48768994
FERMT3	4645844
FH	55944097
FHL2	5808944
FHOD1	6405694
FKBP15	8309386
FKBP2	78590478
FKBP3	26226739
FKBP8	5965917
FKBP9	10425515
FLII	21287098
FLNB	71299452
FLNC	14544769
FLOT1	133018418
FLOT2	115016934
FMNL1	2726624
FMNL2	1452896
FMR1	7356896
FNDC3A	1213256
FSCN1	12646503
FUBP1	24834417
FUBP3	21233293
FUS	130159993
FXR1	14396750
FYCO1	3877773
G3BP1	12838946
G6PD	21001545
GALNT2	5405907
GARS	2401085
GATD3A	76199049
GBA	6892038
GBAS	50817971
GBF1	2732281
GBP1	6524571
GC	83142596
GCA	50566772
GCN1L1	2342211
GDI1	5941624
GDI2	46257235
GFM1	6352338
GGT5	12330475
GHDC	12569048
GID8	3362319
GIMAP1	59853981
GIMAP4	10366504
GIPC1	6305980
GIT2	4246904
GLG1	24349474
GLIPR2	80375733
GLO1	23219556
GLRX	13496762
GLS	28596583
GLUD1	383360767
GLYR1	23648545
GNB1	1222084919
GNB2	459035509
GNB2L1	228768863
GNB4	50170685
GNG12	604160820
GNG5	150875851
GNS	10202520
GOLGA2	5602552
GOLGA3	10317368
GOLGB1	4998312
GOLIM4	8319163
GORASP2	27633048
GOT2	15552127
GPC4	13745957
GPD1L	13190854
GPD2	54786038
GPI	30295345
GPNMB	197697902
GPR89B	4921806
GPX1	106754386
GPX3	239205684
GRB2	72297015
GRHPR	41461551
GRPEL1	9738378
GSN	712701255
GSPT1	2212314
GSR	27496900
GSTK1	91129871
GSTP1	241443377
GTF2I	15305304
GTPBP4	2091571
GUCY1B3	1347595
GYG1	38139178
GYS1	6469115
H1FX	90916597
H2AFY	464788754
H6PD	27386538
HACD3	78744912
HADH	127263900
HADHA	339708211
HADHB	434086203
HARS	2777321
HCFC1	5192435
HDAC1	33776083
HDGF	27781459
HDLBP	16872497
HEBP2	5034887
HEXA	9416991
HEXB	23904823
HGS	16226173
HIBADH	79374949
HIBCH	23186705
HINT1	18219189
HINT2	81054418
HIP1	36890850
HK1	79520010
HLA-A	194960517
HLA-B	123603623
HLA-C	38249002
HLA-DPA1	191551049
HLA-DRB1	219547530
HLA-E	29373494
HM13	21315584
HMGB2	336912518
HMGCL	40211012
HMOX2	24447665
HNRNPA0	121851570
HNRNPA3	719581784
HNRNPC	365839358
HNRNPD	247325289
HNRNPDL	43197938
HNRNPF	105772126
HNRNPH1	393427257
HNRNPH2	76712539
HNRNPH3	101117827
HNRNPK	362220907
HNRNPL	166182427
HNRNPM	116725956
HNRNPR	117886312
HNRNPU	213617023
HNRNPUL1	18761053
HNRNPUL2	63152499
HOOK3	6086691
HP1BP3	189431193
HPCAL1	230276433
HPRT1	5738093
HPX	141031644
HRAS	68596099
HRG	283695056
HSBP1	58747697
HSD17B10	289371459
HSD17B11	219226757
HSD17B12	306076687
HSD17B4	176287715
HSDL2	45645024
HSP90AA1	84855358
HSP90AB1	135695179
HSPA1B	424129747
HSPA4	23618315
HSPA8	531068338
HSPA9	114475238
HSPD1	344045116
HSPG2	489522910
HSPH1	1951417
HUWE1	1449780
HYOU1	46183419
IARS	9086749
IARS2	23070415
IBA57	18416702
ICAM1	263161646
IDH1	23841883
IDH2	169152510
IDH3A	30629853
IDH3B	17183741
IDH3G	20198802
IFI16	12163010
IFIT1	5236926
IGF2R	8504869
IGFBP7	47184581
IGHG2	326496348
IGHG3	71151685
IGHG4	8382420
IGHM	598927649
IGHV3-7	24034237
IGKV3-20	32027180
IGLL5	40391773
IK	1658324
IKBIP	24097694
ILF2	95733848
ILF3	87513530
ILK	119289750
ILVBL	25131742
IMMT	154084126
IMPDH2	23707677
INF2	9426603
IPO5	8327442
IPO7	2587659
IQGAP1	141732860
IQGAP2	11407647
ISOC2	60067461
ITCH	3204700
ITGA1	147360966
ITGA2	19734312
ITGA3	81866939
ITGA5	28837976
ITGA6	30190319
ITGAL	5230792
ITGAM	24512096
ITGAV	27976246
ITGAX	9293668
ITGB1	642581766
ITGB2	78889472
ITGB5	17374306
ITIH1	37966197
ITIH2	51319809
ITIH4	21957112
ITPR1	5279143
ITPR2	1992231
ITPR3	11500199
IVD	62468662
JAK1	7310041
JUP	60681757
KANK2	130787734
KARS	34943256
KCTD12	204321209
KDELC2	8079684
KDSR	34996550
KHDRBS1	64122917
KHSRP	42978565
KIAA0196	4750978
KIAA1033	3274775
KIF13B	2644789
KIF5B	18738040
KLC1	5791878
KNG1	40331450
KPNB1	99557398
KRT1	25919170
KRT10	19240781
KRT17	101984773
KRT2	7303015
KRT9	3197796
KTN1	37398389
LACTB	36673883
LAMA4	116409454
LAMA5	252590250
LAMB1	127880797
LAMB2	527273426
LAMC1	584621364
LAMP1	59063104
LAMTOR1	75065777
LAMTOR3	94853764
LAMTOR5	145447031
LANCL1	33479325
LAP3	38024712
LARS	7791851
LASP1	128794903
LBP	28923778
LBR	14126036
LCP1	43127475
LDHB	104081736
LEMD2	18590138
LEMD3	5803375
LETM1	18122104
LGALS3BP	85697658
LGALS9	19657384
LIG3	1206547
LIMA1	44693301
LIMCH1	64726955
LIMS1	42352061
LIN7C	54101452
LLGL2	8749837
LMAN1	119585664
LMAN2	146959303
LMAN2L	13923339
LMCD1	31441717
LMNB1	262259932
LMNB2	473944545
LMO7	26808963
LNP	11982206
LNPEP	8142743
LONP1	29009332
LPCAT1	14764846
LPCAT2	15419093
LPP	157988648
LRP1	49493856
LRPAP1	26844014
LRPPRC	35450523
LRRC47	17162704
LRRC59	64003503
LRRFIP1	9982248
LRRFIP2	13299601
LSP1	19802285
LSS	13626555
LTA4H	27067018
LTBP1	9959947
LTBP2	22983577
LUC7L2	29333033
LYN	17950323
LYZ	395351973
M6PR	36569422
MACF1	44542320
MAGOH	24479017
MANF	112100883
MAOA	308617194
MAOB	265190346
MAP1B	349665
MAP1S	11219590
MAP4	34887178
MAPK1	69680896
MAPK3	29172104
MAPRE1	28968906
MARC2	69818294
MARCKS	56132835
MARS	8106496
MATR3	119887961
MCAM	61547380
MCCC1	17417387
MCCC2	21673320
MCU	41461551
MDH1	45049827
ME2	19555820
MECP2	77035142
METAP2	5706378
METTL7A	330865000
MFAP2	1044599784
MFGE8	34070414
MFN2	4524632
MGAT1	10965426
MGST3	73554620
MIA2	2855712
MIA3	2921474
MLEC	35719789
MLLT4	12678928
MLYCD	7273605
MMP2	10681021
MMRN2	66036553
MNDA	48683762
MOGS	25973125
MPO	121276455
MPRIP	44269825
MPST	14478500
MRC2	32074564
MRE11A	7121192
MRPS22	5291104
MSN	1356151408
MSRA	2493698
MTA2	5774007
MTAP	3668511
MTCH1	45431795
MTCH2	72007031
MT-CO2	257693656
MTDH	74618586
MTHFD1	8625676
MTOR	1859829
MTPN	1587972
MTX1	11766432
MTX2	31797723
MUC1	4295089
MUT	4433338
MVP	206367660
MYADM	113921281
MYCBP	33193977
MYDGF	49917251
MYH10	951765621
MYH14	198315438
MYL6B	1284885199
MYL9	509249308
MYLK	42009113
MYO18A	16136642
MYO1B	88057821
MYO1C	691473891
MYO1D	61433591
MYO1E	3382662
MYO1F	13436566
MYO1G	10952040
MYO5A	1639018
MYO6	37687705
MYOF	74304596
NBAS	2991312
NCEH1	60474042
NCKAP1	20453128
NCL	142805272
NCLN	26661465
NCSTN	2598709
NDRG1	52224677
NDUFA10	30153342
NDUFA12	70612308
NDUFA13	73152248
NDUFA5	31181112
NDUFA6	15985992
NDUFA8	122982171
NDUFA9	31885544
NDUFAB1	140629758
NDUFB10	64244345
NDUFB4	46501220
NDUFB9	44943471
NDUFS1	82752974
NDUFS2	44472167
NDUFS3	21590123
NDUFS6	149718407
NDUFS8	32209461
NDUFV1	39905186
NDUFV2	29214465
NECAP2	6848055
NEK7	13345927
NFIC	3780816
NFKB1	6412714
NFS1	5468352
NHP2L1	69403764
NID1	619412343
NID2	189985878
NLRX1	9222421
NME1	46343856
NME2	174219968
NME3	57189584
NMT1	8522704
NNT	98454752
NOMO2	18241459
NONO	290505140
NOP56	42547918
NOP58	45278569
NPEPPS	5252964
NPM1	155592694
NPTN	39592279
NRP1	29088046
NSF	22920381
NSFL1C	23127754
NT5E	63637894
NUCB1	67820495
NUCB2	41556166
NUDT21	36413803
NUMA1	67941456
NUP133	5719411
NUP155	10556192
NUP160	4041573
NUP205	190507410
NUP210	6768391
NUP35	13728245
NUP43	9903430
NUP54	9128598
NUP62	22586050
NUP88	5108679
NUP93	10125341
NUP98	5583883
NUTF2	17021061
OAS2	6319031
OAT	8551486
OCIAD1	67692895
ODR4	22738120
OGDH	96760771
OGT	3386147
OLA1	562829
OLFML3	284791124
OPA1	29492477
OS9	3846516
OSBPL8	4003165
OSTF1	9272515
OXCT1	12217754
OXSR1	6106172
P4HA1	17700200
PA2G4	66377614
PABPC1	53660149
PABPN1	20976077
PACSIN2	51409095
PAFAH1B1	11780034
PAFAH1B2	23409004
PAICS	6967106
PAK2	4170949
PALLD	41309026
PAPSS2	14712512
PARK7	109714558
PARP1	38703435
PARP4	3874294
PARP9	4415516
PARVA	42213141
PBXIP1	9200705
PCBP1	72591129
PCBP2	79846700
PCCA	14327598
PCCB	21130198
PCK2	23378708
PCMT1	38944823
PCYOX1	273053826
PDCD6	94618354
PDCD6IP	47975927
PDE12	2428069
PDGFRB	29778878
PDHA1	81233836
PDHB	59654336
PDHX	12412808
PDIA4	100439929
PDIA5	44403221
PDIA6	446416325
PDLIM1	188209035
PDLIM5	18906586
PDLIM7	57901303
PDP1	10742088
PDPR	10168385
PDS5A	5676918
PDS5B	14747687
PDXK	17352461
PEBP1	79215586
PECAM1	341323633
PEF1	43517132
PELP1	8159180
PEX11B	12959303
PFDN5	13793373
PFKL	43051302
PFKM	9673349
PFKP	6667866
PGAM1	48606089
PGD	21986975
PGLYRP2	3797455
PGM1	21052277
PGM2	2693773
PGRMC1	397404274
PGRMC2	102212110
PHB	321975908
PHB2	412321650
PHGDH	18490703
PHIP	741999
PI4K2A	14156441
PICALM	8710499
PIGK	7443643
PIGS	15100515
PIGT	6819862
PIP4K2A	11259337
PITRM1	13512089
PLCB3	8062565
PLD3	18170330
PLEC	251695630
PLEKHO2	27241067
PLG	168156139
PLIN3	15704598
PLOD1	3053446
PLOD3	10025731
PLRG1	10790908
PLS3	45729162
PLXDC2	32577356
PLXNB2	19172165
PML	61658449
PMPCA	6937699
PMPCB	10579776
PNN	10059183
PNP	4282356
PNPLA6	5056461
PNPT1	3707352
POFUT1	13331489
POLR2A	3648045
POLR2B	6434456
POLR2C	8071484
POLR2E	7699972
PON2	58206764
POR	73697079
PPA1	20041358
PPA2	58106243
PPFIBP1	14208776
PPIL1	15455646
PPL	72879288
PPOX	3789004
PPP1CA	137095096
PPP1CB	25588656
PPP1R12A	15513824
PPP1R7	7341742
PPP1R9B	11582077
PPP2CA	22044080
PPP2R1A	57703845
PPP2R2A	4533502
PPP3CA	10913358
PPP3R1	13020033
PPT1	16842014
PRCP	15235981
PRDX2	512907725
PRDX3	347039929
PRDX4	65802166
PRDX5	202652997
PRDX6	185491696
PREB	15159332
PREP	363850
PRKAA1	8486650
PRKACA	39303193
PRKAR1A	22311503
PRKAR2A	52023459
PRKCA	14502130
PRKCD	7039125
PRKCDBP	238468857
PRKCSH	214348835
PRKDC	41684610
PRKRA	28092508
PRMT1	14663437
PRPF19	78119537
PRPF40A	4714080
PRPF4B	3115994
PRPF6	6661102
PRPF8	26991888
PRPS1	162521087
PRPSAP1	17883518
PRPSAP2	23313847
PSAP	227948383
PSIP1	27899399
PSMA1	22414533
PSMA2	12245927
PSMA3	54993549
PSMA4	45127300
PSMA5	52498180
PSMA6	26444194
PSMA7	53839960
PSMB1	36200771
PSMB10	33579943
PSMB3	16978146
PSMB4	13481162
PSMB8	9776725
PSMC1	21870308
PSMC2	19454906
PSMC3	18034910
PSMC4	25065621
PSMC5	21156866
PSMC6	19383747
PSMD1	12178117
PSMD11	30544767
PSMD12	11358442
PSMD13	15082748
PSMD14	10413363
PSMD2	11487063
PSMD3	12515141
PSMD4	36250791
PSMD5	11645780
PSMD6	12797853
PSMD7	15836351
PSME1	63398189
PSME2	21930437
PSPC1	32855062
PTBP1	114206318
PTGES2	5903888
PTGES3	10605448
PTGFRN	17204853
PTGS1	23251106
PTK2	9376414
PTK7	12471272
PTPN1	17722032
PTPN11	29255101
PTPN23	2707013
PTPN6	2687987
PTPRA	5762237
PTPRC	47647973
PTPRJ	1350685
PUF60	18784858
PURA	118442014
PXDN	19966482
PXN	6379033
PYCARD	10617844
PYGB	49252209
PYGL	7579969
QARS	13710596
QDPR	22647288
QKI	20271171
QSOX1	14888525
RAB10	48447720
RAB11A	144699667
RAB14	127574117
RAB18	37742688
RAB1A	22186370
RAB1B	224947764
RAB21	39358582
RAB27A	19026193
RAB2A	124816979
RAB35	30113055
RAB3D	6648463
RAB3GAP1	224834
RAB5B	35396553
RAB5C	137782726
RAB6A	63031758
RAB7A	249168139
RAB8A	35823582
RAB8B	34371195
RAB9A	4330031
RAC1	319112181
RAD21	33386156
RAD23B	49750162
RAD50	4011900
RAE1	34517491
RAI14	9815294
RALA	177295467
RALB	296228767
RALGAPB	3913882
RALY	112622875
RAN	60258348
RANBP2	2814179
RAP1A	79678298
RAP1B	414572575
RAP2B	99125921
RARS	27276048
RBBP4	56226943
RBBP7	43315535
RBM14	32902222
RBM25	9138868
RBM39	19122085
RBM8A	16820745
RBMX	57279034
RCC1	30447822
RCN1	102450377
RCN2	19632263
RDH11	76363287
RDH13	4850198
RDH14	22615748
RDX	217167719
RECQL	15610136
REEP5	327945818
RELA	8939145
RER1	81556910
RFTN1	37513576
RHOA	212145923
RHOG	123287470
RHOT2	8919422
RMDN3	24317673
RNF213	620838
RNH1	60360838
RNPEP	2786285
RNPS1	20948989
ROCK1	3251138
ROCK2	7422072
RP2	23041163
RPA1	5078362
RPA3	28753323
RPL10	142068273
RPL10A	403539296
RPL11	229530030
RPL12	102681628
RPL13	239893305
RPL13A	152548505
RPL14	279205016
RPL15	65673787
RPL17	82943836
RPL18	183225208
RPL18A	77665864
RPL19	298556625
RPL22	292759825
RPL27A	109462649
RPL29	516466857
RPL3	103593803
RPL30	108457496
RPL32	157552532
RPL35	107232208
RPL35A	66993460
RPL4	223517094
RPL5	285869445
RPL6	297400153
RPL7	358655712
RPL7A	254360607
RPL8	225706322
RPL9	161704881
RPLP0	191044953
RPLP1	553457298
RPN1	134019514
RPN2	208937951
RPRD1B	10306082
RPS10	60994894
RPS11	139200288
RPS13	194460647
RPS14	302449536
RPS15A	309807826
RPS16	136398258
RPS17	307363302
RPS18	162957536
RPS19	196103062
RPS2	121571114
RPS20	350230012
RPS21	282499888
RPS24	97395874
RPS25	258620560
RPS28	233942806
RPS3	275619887
RPS3A	210296329
RPS4X	183826781
RPS5	131763787
RPS6	218514856
RPS6KA3	9925869
RPS7	182630767
RPS8	304867442
RPS9	329395796
RPSA	364075024
RRAS	495934417
RRBP1	25408841
RSL1D1	8869367
RSU1	97624687
RTCB	63765197
RTN3	12135392
RTN4	235418694
RUFY1	3557225
RUVBL1	64363077
RUVBL2	46643698
S100A13	291656361
S100A16	125417089
SACM1L	43382365
SAFB2	19990470
SAMHD1	82389507
SAMM50	32809430
SAR1A	17631099
SARS	8778749
SARS2	6929714
SBDS	14695792
SBF1	1278951
SCAMP1	63516874
SCAMP2	138867822
SCAMP3	77962682
SCARB2	61105228
SCCPDH	38191562
SCFD1	20123972
SCFD2	3264984
SCP2	89197929
SCPEP1	7022624
SCRIB	6952791
SDCBP	68196475
SDF2L1	27938212
SDHA	145071567
SDHB	100201594
SDPR	916923523
SEC11A	67348937
SEC13	58303063
SEC16A	1920693
SEC22B	132086238
SEC23A	30588323
SEC23B	14044567
SEC23IP	13221697
SEC24A	2314660
SEC24B	7810510
SEC24C	11246757
SEC31A	29412665
SEC61A1	51498323
SEC63	12109047
SEH1L	13958776
SEL1L	15888591
SEPTIN10	28406582
SEPTIN11	193889803
SEPTIN2	288163085
SEPTIN7	138186797
SEPTIN8	21208197
SEPTIN9	57998004
SERBP1	31975689
SERPINB1	27173514
SERPINB6	14140243
SERPINC1	140269953
SERPIND1	18265632
SERPINF1	27348204
SERPINF2	57805424
SERPING1	39785686
SET	2082700
SF3A1	24803783
SF3A2	21424659
SF3A3	34678271
SF3B1	40519223
SF3B2	32260321
SF3B3	37057527
