GeneID	RNA.seq_LADC33
STPG1	244
NIPAL3	1982
RCAN3AS	6
RCAN3	1060
NCMAP-DT	112
NCMAP	507
SRRM1	2917
CLIC4	8947
RUNX3	863
107984932	0
RUNX3-AS1	57
SYF2	1436
RSRP1	3727
LOC105376882	0
RHD	44
TMEM50A	2233
RHCE	1278
MACO1	1423
LDLRAP1	1118
MAN1C1	390
SELENON	5567
MTFR1L	691
LOC646471	252
AUNIP	200
PAQR7	560
STMN1	2768
MIR3917	316
PAFAH2	673
101928216	6
EXTL1	34
SLC30A2	3
TRIM63	12
PDIK1L	701
FAM110D	73
ZNF593	449
CNKSR1	899
CATSPER4	4
ZPLD2P	9
CEP85	549
SH3BGRL3	3492
UBXN11	1357
CD52	546
CRYBG2	72
ZNF683	80
DHDDS	943
DHDDS-AS1	14
HMGN2	6910
RPS6KA1	2033
LOC101928728	31
ARID1A	3764
PIGV	429
ZDHHC18	1468
SFN	3349
GPN2	879
GPATCH3	343
NUDC	1830
NR0B2	19
KDF1	429
TRNP1	111
TENT5B	111
LOC101928391	7
SLC9A1	1873
WDTC1	2293
TMEM222	849
ACTG1P20	45
SYTL1	2271
MAP3K6	2600
FCN3	505
CD164L2	161
GPR3	54
WASF2	4953
LOC105376892	5
AHDC1	1681
FGR	1019
LINC02574	0
IFI6	4403
FAM76A	396
STX12	2395
PPP1R8	1194
THEMIS2	1729
RPA2	1248
SMPDL3B	1210
XKR8	376
EYA3	978
PTAFR	2132
DNAJC8	2212
ATP5IF1	910
SESN2	623
MED18	290
PHACTR4	1709
RCC1	1287
SNHG3	342
SNORA73A	7
SNORA73B	10
TRNAU1AP	395
SNHG12	554
SNORD99	9
SNORA61	59
SNORA44	25
SNORA16A	47
RAB42	243
TAF12	609
LINC01715	5
RNU11	0
GMEB1	438
YTHDF2	2531
OPRD1	13
EPB41	2089
TMEM200B	376
SRSF4	2275
MECR	548
PTPRU	4460
LOC105378617	22
MATN1	43
MATN1-AS1	68
LAPTM5	11798
MIR4420	1
LOC105378620	20
LINC01778	6
SDC3	4845
PUM1	3169
SNORD103A	26
SNORD103B	15
LOC107984935	0
NKAIN1	33
SNRNP40	898
ZCCHC17	820
FABP3	506
SERINC2	6521
LOC105378625	2
LOC105379772	1
LDC1P	8
LINC01226	10
LOC105378626	72
TINAGL1	2505
HCRTR1	174
PEF1	1289
PEF1-AS1	82
105378628	8
COL16A1	2148
LOC101929444	70
ADGRB2	184
SPOCD1	478
PTP4A2	5730
KHDRBS1	3373
TMEM39B	596
KPNA6	2512
TXLNA	3235
CCDC28B	113
TMEM234	374
IQCC	172
DCDC2B	100
EIF3I	2530
MTMR9LP	411
FAM167B	179
LCK	534
HDAC1	2192
MARCKSL1	5412
LOC105378629	3
TSSK3	129
FAM229A	61
BSDC1	2224
ZBTB8B	1
ZBTB8A	427
LOC102723870	12
ZBTB8OS	447
RBBP4	3634
SYNC	1055
KIAA1522	4778
YARS1	1761
S100PBP	919
FNDC5	214
HPCA	35
TMEM54	1066
LOC105378632	3
RNF19B	1525
AK2	2860
AZIN2	186
112268224	10
TRIM62	332
ZNF362	1362
A3GALT2	1
PHC2	3433
MIR3605	138
PHC2-AS1	3
ZSCAN20	293
CSMD2	297
105378640	0
LOC105378641	0
LOC105378642	0
GJB5	176
GJB4	208
GJB3	482
GJA4	331
SMIM12	729
DLGAP3	14
GPR199P	98
TMEM35B	856
ZMYM6	929
ZMYM1	527
LOC105378644	2
SFPQ	9285
ZMYM4	1920
ZMYM4-AS1	39
KIAA0319L	3262
NCDN	1099
TFAP2E	113
TFAP2E-AS1	24
PSMB2	1784
C1orf216	981
CLSPN	1177
AGO4	2891
AGO1	3989
AGO3	2883
TEKT2	699
ADPRS	1930
COL8A2	1286
TRAPPC3	3385
MAP7D1	7553
THRAP3	6206
SH3D21	1795
EVA1B	1475
STK40	5903
LSM10	1558
OSCP1	600
MRPS15	2851
CSF3R	1652
GRIK3	701
LINC01137	386
ZC3H12A	2456
MIR6732	49
MEAF6	5108
MIR5581	62
LOC105378649	180
SNIP1	1788
DNALI1	2649
GNL2	4471
RSPO1	46
C1orf109	1847
CDCA8	756
EPHA10	1429
MANEAL	3014
YRDC	1322
C1orf122	2343
MTF1	2013
INPP5B	1634
LOC105378651	19
SF3A3	3825
FHL3	954
UTP11	1991
POU3F1	81
MIR3659HG	14
LOC105378657	0
RRAGC	2279
GJA9-MYCBP	1233
MYCBP	1173
LOC105378663	18
GJA9	48
RHBDL2	884
LOC105378662	179
AKIRIN1	5090
NDUFS5	5310
MACF1	34716
643314	1420
105378950	1
BMP8A	891
OXCT2P1	14
PPIEL	826
PABPC4	10049
PABPC4-AS1	2175
SNORA55	39
HEYL	835
NT5C1A	10
HPCAL4	84
PPIE	3224
BMP8B	1378
OXCT2	20
LOC101929536	40
105378951	151
LINC02811	56
105378665	21
TRIT1	1682
MYCL	1635
MYCL-AS1	178
MFSD2A	2040
CAP1	15602
PPT1	15721
RLF	2842
TMCO2	3
ZMPSTE24	7079
COL9A2	1658
107984945	9
SMAP2	3373
ZFP69B	674
ZFP69	558
LOC105378672	31
EXO5	719
ZNF684	439
RIMS3	3710
LOC105378675	18
NFYC-AS1	486
NFYC	3066
KCNQ4	121
CITED4	172
CTPS1	2313
SLFNL1-AS1	484
SLFNL1	138
SCMH1	2829
FOXO6	266
FOXO6-AS1	17
LOC105378678	2
EDN2	186
HIVEP3	708
GUCA2B	0
GUCA2A	6
FOXJ3	1397
RIMKLA	227
ZMYND12	41
CCDC30	364
PPCS	1172
PPIH	432
YBX1	7144
CLDN19	0
P3H1	1152
C1orf50	228
TMEM269-DT	4
TMEM269	10
LOC107984946	6
SVBP	172
ERMAP	483
ZNF691	275
LOC339539	0
SLC2A1	1484
SLC2A1-AS1	3
FAM183A	6
EBNA1BP2	976
CFAP57	30
LOC105378685	4
TMEM125	1659
C1orf210	239
TIE1	1729
MPL	27
LOC105378687	6
CDC20	164
ELOVL1	2189
MIR6734	7
LOC112268225	18
MED8	780
MED8-AS1	127
SZT2	1777
SZT2-AS1	121
HYI	443
PTPRF	8711
KDM4A	1027
KDM4A-AS1	143
ST3GAL3	245
ARTN	12
LOC105378688	17
LOC101929609	85
IPO13	723
DPH2	610
ATP6V0B	1792
B4GALT2	988
CCDC24	227
SLC6A9	322
LOC107984948	4
KLF17	3
DMAP1	588
ERI3	726
ERI3-IT1	34
RNF220	1046
LOC107984950	350
TMEM53	280
ARMH1	21
LOC105378690	3
RNU5F-1	0
RNU5D-1	0
KIF2C	195
RPS8	15558
SNORD55	99
SNORD46	4
SNORD38A	9
SNORD38B	7
BEST4	10
PLK3	447
DYNLT4	78
BTBD19	217
LOC107984952	22
PTCH2	63
EIF2B3	295
HECTD3	1176
UROD	1112
ZSWIM5	275
LOC105378691	14
LINC01144	13
HPDL	27
MUTYH	207
TOE1	267
TESK2	163
CCDC163	41
MMACHC	1067
PRDX1	4192
AKR1A1	2492
NASP	2248
CCDC17	33
GPBP1L1	2908
RPS15AP10	7
TMEM69	455
IPP	289
MAST2	1543
P3R3URF-PIK3R3	640
PIK3R3	738
LOC101929626	0
TSPAN1	1169
POMGNT1	1579
LURAP1	21
RAD54L	148
LRRC41	1862
UQCRH	1074
NSUN4	536
FAAH	426
FAAHP1	12
LINC01398	0
DMBX1	42
MKNK1-AS1	153
MKNK1	936
MOB3C	749
ATPAF1	563
EFCAB14-AS1	150
EFCAB14	3987
LOC105378698	15
LOC105378699	1
CYP4B1	3043
CYP4Z2P	16
CYP4A11	3
CYP4X1	510
CYP4Z1	28
CYP4A22	0
LOC105378701	18
LINC00853	11
PDZK1IP1	614
TAL1	376
STIL	191
CMPK1	4113
LINC01389	6
FOXE3	0
FOXD2-AS1	51
FOXD2	33
LINC01738	0
TRABD2B	154
LINC02794	6
SKINT1L	6
SLC5A9	305
SPATA6	267
AGBL4	13
BEND5	104
ELAVL4	16
DMRTA2	188
LOC105378714	13
FAF1	679
FAF1-AS1	6
CDKN2C	248
LINC01562	1
RNF11	2262
TTC39A	291
TTC39A-AS1	7
EPS15	2024
EPS15-AS1	0
CALR4P	0
OSBPL9	2222
NRDC	2640
105378721	253
MIR761	27
RAB3B	82
TXNDC12	1732
KTI12	128
BTF3L4	1105
ZFYVE9	595
CC2D1B	1334
ORC1	59
PRPF38A	1080
TUT4	1234
GPX7	312
SHISAL2A	28
COA7	741
ZYG11B	2129
ZYG11A	236
ECHDC2	5721
SCP2	10669
PODN	2120
SLC1A7	829
CPT2	2732
CZIB	1900
MAGOH	1378
LOC100507564	65
LRP8	370
LOC105378728	7
LOC105378726	24
LOC105378731	0
105378730	7
LINC02812	24
GLIS1	25
NDC1	640
YIPF1	739
DIO1	8
HSPB11	333
LRRC42	470
LDLRAD1	3
TMEM59	5969
TCEANC2	363
CDCP2	3
CYB5RL	203
MRPL37	1003
SSBP3	801
SSBP3-AS1	24
ACOT11	160
FAM151A	49
MROH7-TTC4	284
MROH7	30
TTC4	255
PARS2	118
TTC22	270
LEXM	8
DHCR24	34631
DHCR24-DT	38
TMEM61	443
BSND	2
PCSK9	335
USP24	6225
LOC100507634	49
LINC01767	26
PLPP3	5229
PRKAA2	1112
FYB2	271
C8A	30
C8B	203
105378745	8
LOC112267900	96
DAB1	130
LOC107984960	12
OMA1	1367
TACSTD2	55271
MYSM1	4929
LOC112268263	42
LOC105378751	57
JUN	14197
LINC01135	8
LOC101926907	268
LINC02777	64
LINC01358	8
FGGY-DT	23
FGGY	415
LOC101926944	41
LOC105378758	5
HOOK1	2436
CYP2J2	385
C1orf87	5
LINC01748	7
LOC101926964	2
LOC105378764	0
NFIA-AS2	8
NFIA	1526
NFIA-AS1	2
LOC107984964	0
MGC34796	1
TM2D1	1578
PATJ	5068
LOC107984965	2
L1TD1	49
KANK4	124
USP1	3025
DOCK7	1981
ANGPTL3	2
ATG4C	777
LINC00466	1
FOXD3-AS1	39
FOXD3	2
ALG6	1055
ITGB3BP	616
LOC102724319	1
EFCAB7	263
DLEU2L	21
PGM1	3976
ROR1	601
ROR1-AS1	27
LOC105378773	0
UBE2U	2
LOC107984966	5
CACHD1	787
RAVER2	734
JAK1	9049
LINC01359	15
MIR3671	12
AK4	2021
DNAJC6	149
LOC102724416	4
LEPR	1351
LEPROT	7033
PDE4B	605
LOC105378776	3
SGIP1	565
DYNLT5	47
DNAI4	97
MIER1	1377
SLC35D1	713
C1orf141	0
IL23R	5
IL12RB2	35
105378779	7
SERBP1	7159
GADD45A	1975
GNG12	3534
LOC105378781	7
GNG12-AS1	71
DIRAS3	55
WLS	2310
RPE65	0
DEPDC1	109
LRRC7	10
LRRC40	530
SRSF11	5264
ANKRD13C	806
HHLA3	209
HHLA3-AS1	15
CTH	98
PTGER3	52
ZRANB2-AS1	534
ZRANB2	4637
MIR186	115
ZRANB2-AS2	29
LOC105378795	11
NEGR1	527
LOC105378797	4
LOC105378798	0
LRRIQ3	6
FPGT-TNNI3K	142
FPGT	1076
TNNI3K	27
105378805	1
ERICH3	5
ERICH3-AS1	0
CRYZ	2457
TYW3	965
LHX8	85
SLC44A5	89
ACADM	1912
DLSTP1	82
RABGGTB	2046
SNORD45C	19
SNORD45A	44
SNORD45B	41
MSH4	14
ST6GALNAC3	150
LOC105378807	1
ST6GALNAC5	538
PIGK	1881
LOC105378808	5
AK5	51
ZZZ3	985
USP33	1673
MIGA1	685
NEXN-AS1	55
NEXN	1221
FUBP1	2770
DNAJB4	769
GIPC2	115
LOC107984997	24
MGC27382	31
PTGFR	66
IFI44L	1041
IFI44	1943
ADGRL4	846
LOC107984998	0
LOC105378810	0
LINC01781	0
ADGRL2	2290
LOC101927434	0
LINC01361	2
107985037	3
LOC105378816	2
LINC01725	4
LOC101927560	1
107985041	5
TTLL7	173
PRKACB	1635
107985046	1
SAMD13	44
UOX	3
DNASE2B	56
RPF1	604
GNG5	1590
SPATA1	110
CTBS	1076
LOC105378819	8
LINC01461	1
SSX2IP	397
LOC102724892	1
LPAR3	286
MCOLN2	440
MCOLN3	270
DNAI3	30
SYDE2	321
C1orf52	770
BCL10	603
LOC646626	76
DDAH1	1982
107985054	10
CCN1	4535
LOC107985057	9
LOC112268231	1
ZNHIT6	688
COL24A1	243
LINC02795	35
LOC105378825	16
ODF2L	1279
MIR7856	3
CLCA2	252
CLCA1	0
LOC105378827	5
CLCA4	4
CLCA4-AS1	18
CLCA3P	2
SH3GLB1	3560
SELENOF	4050
HS2ST1	1556
LINC01140	121
LMO4	1336
LOC105378833	0
LOC105378839	4
PKN2-AS1	5
PKN2	1735
GTF2B	593
KYAT3	717
RBMXL1	482
GBP3	2589
LOC105378841	25
GBP1	2921
GBP2	2425
LOC112268267	754
LOC105378842	5
GBP7	4
GBP4	2371
LOC107985076	2
GBP5	964
GBP6	60
GBP1P1	107
LOC105378844	3
LRRC8B	933
LRRC8C	957
LRRC8C-DT	9
LOC107985743	7
101927952	5
LOC107985744	3
LOC101927975	9
LRRC8D	803
GEMIN8P4	16
ZNF326	1168
LOC105378849	1
LOC107985088	14
LINC02609	54
LINC02788	1
ZNF644	1360
HFM1	16
CDC7	364
LOC102723436	1
TGFBR3	810
BRDT	1
EPHX4	85
SETSIP	9
BTBD8	24
23285	147
C1orf146	6
GLMN	190
RPAP2	618
GFI1	159
EVI5	774
RPL5	11661
DIPK1A	402
SNORD21	10
SNORA66	5
MTF2	782
TMED5	2895
CCDC18	357
LOC107985521	1
CCDC18-AS1	524
DR1	1958
FNBP1L	2892
BCAR3	651
BCAR3-AS1	60
LOC102723480	5
723788	5
TRR-TCT1-1	8
DNTTIP2	1258
GCLM	513
ABCA4	1337
LOC105378858	2
ARHGAP29	2254
ARHGAP29-AS1	3
105378859	3
ABCD3	1881
F3	1777
LOC105378861	1
SLC44A3-AS1	132
105378860	0
SLC44A3	472
CNN3	5184
105378862	28
CNN3-DT	106
ALG14	245
LOC105378863	0
TLCD4	240
TLCD4-RWDD3	102
LOC101928118	2
RWDD3	211
PTBP2	458
DPYD	2050
DPYD-AS1	159
LOC105378867	4
MIR137HG	1
SNX7	586
PLPPR5	8
PLPPR4	138
LINC01708	0
PALMD	393
FRRS1	299
AGL	651
SLC35A3	1238
MFSD14A	1398
SASS6	409
TRMT13	702
LRRC39	151
DBT	707
RTCA-AS1	23
RTCA	738
CDC14A	384
LOC105379827	2
GPR88	12
VCAM1	1677
EXTL2	515
SLC30A7	760
DPH5	869
LOC102606465	97
LOC101928334	7
LOC101928370	35
S1PR1	1680
COL11A1	4401
LOC101928436	5
RNPC3	660
AMY2B	491
ACTG1P4	25
AMY2A	11
AMY1A	116
AMY1B	85
LOC105378878	5
AMY1C	109
LOC100129138	0
PRMT6	364
NTNG1	99
VAV3	689
LINC02785	14
SLC25A24	1733
NBPF4	0
NBPF6	1
FAM102B	706
HENMT1	220
LOC105378890	7
PRPF38B	2101
STXBP3	1112
LOC105378891	2
AKNAD1	3
GPSM2	708
CLCC1	845
WDR47	450
TAF13	370
TMEM167B-DT	4
TMEM167B	1800
SCARNA2	5
C1orf194	2
ELAPOR1	80
SARS1	2350
CELSR2	536
PSRC1	140
MYBPHL	27
SORT1	3326
PSMA5	1406
SYPL2	23
ATXN7L2	176
CYB561D1	623
AMIGO1	159
GNAI3	2279
GNAT2	10
AMPD2	1228
GSTM4	410
GSTM2	332
GSTM1	30
GSTM5	118
GSTM3	481
EPS8L3	0
CSF1	1282
AHCYL1	3175
STRIP1	938
ALX3	97
UBL4B	2
SLC6A17	12
LINC02586	2
KCNC4	470
RBM15-AS1	6
RBM15	354
SLC16A4	226
LAMTOR5	897
LAMTOR5-AS1	2
PROK1	0
CYMP	16
CYMP-AS1	23
KCNA10	3
KCNA2	48
LOC107985174	16
KCNA3	1255
LOC105378901	1
CD53	2781
LRIF1	681
DRAM2	1154
CEPT1	1087
DENND2D	1200
107985180	8
CHI3L2	432
CHIAP2	98
CHIA	65
PIFO	153
OVGP1	63
WDR77	867
ATP5PB	2209
C1orf162	1023
TMIGD3	101
ADORA3	177
RAP1A	2331
LINC01160	12
LOC107985184	34
INKA2	241
INKA2-AS1	7
LOC101928718	3
DDX20	554
KCND3	147
LINC01750	12
LINC02884	2
CTTNBP2NL	1328
WNT2B	177
ST7L	465
CAPZA1	3742
MOV10	2809
RHOC	2692
PPM1J	106
TAFA3	2
LINC01356	3
LINC01357	0
SLC16A1	479
AKR7A2P1	1
SLC16A1-AS1	4
LOC107985189	1
LRIG2-DT	2
LRIG2	710
LOC643441	17
MAGI3	1064
PHTF1	565
RSBN1	792
AP4B1-AS1	223
PTPN22	671
BCL2L15	414
AP4B1	449
DCLRE1B	384
HIPK1-AS1	10
HIPK1	2590
OLFML3	1247
SYT6	8
TRIM33	1516
BCAS2	740
LOC105378914	0
DENND2C	95
AMPD1	15
NRAS	1734
CSDE1	12555
SIKE1	1088
TSHB	3
TSPAN2	380
LINC01765	0
NGF	34
112268287	0
VANGL1	738
CASQ2	18
NHLH2	9
LINC01649	3
LOC101928977	2
SLC22A15	300
MAB21L3	13
LINC01779	0
ATP1A1	10642
ATP1A1-AS1	2542
LINC01762	0
LOC112268235	81
CD58	536
LOC105378925	3
IGSF3	1141
LOC105378924	4
CD2	786
PTGFRN	1557
CD101	638
LOC101929099	40
TTF2	541
TRIM45	154
VTCN1	597
MAN1A2	1995
TENT5C	784
LOC105378929	2
GDAP2	735
WDR3	979
SPAG17	296
TBX15	52
LOC105378933	3
WARS2	274
WARS2-IT1	0
WARS2-AS1	137
LOC107985192	9
HSD3B2	0
LOC105378935	0
HSD3BP4	11
LINC00622	17
ZNF697	247
PHGDH	194
105378936	8
HMGCS2	43
REG4	0
NOTCH2	3868
SEC22B	2822
107985522	7
105378941	4
105378954	67
LOC101929788	0
NBPF8	1011
107985523	24
PFN1P2	58
PDE4DIPP2	744
LOC107985524	60
NOTCH2NLR	69
NBPF26	995
RNVU1-19	0
LINC00623	151
LOC100996720	50
RNVU1-4	0
TRN-GTT11-1	3
LOC105369199	1
PDE4DIPP4	2
H3P4	33
FCGR1B	105
LOC100996318	14
H2BP1	14
FAM72B	29
SRGAP2C	448
LOC107985193	3
LINC02798	9
EMBP1	96
LINC01691	0
LOC105371175	13
LOC107985200	12
LOC107985201	2
LOC105369140	2
PDE4DIPP3	4
H2BP2	82
FCGR1CP	92
H3-2	227
FAM72C	67
SRGAP2D	264
LOC105371206	6
LINC02802	17
105373467	8
NBPF15	1735
LOC105371211	0
LSP1P5	10
LOC105371216	7
SRGAP2B	540
LOC107985595	2
FAM72D	61
LOC101929805	12
LINC01145	308
LOC100996740	84
RNVU1-14	2
NBPF20	509
LOC105371312	150
NBPF25P	327
GPR89A	1150
PDZK1	62
CD160	40
RNF115	1504
POLR3C	1517
NUDT17	483
PIAS3	3466
ANKRD35	285
LOC107985593	7
ITGA10	195
PEX11B	1742
GNRHR2	558
RBM8A	2360
LIX1L-AS1	622
LIX1L	977
POLR3GL	1366
ANKRD34A	52
TXNIP	36359
HJV	1
RNVU1-6	3
LINC01719	47
NBPF10	1999
NOTCH2NLA	696
LOC105371254	33
NUDT4P2	370
SEC22B4P	117
PPIAL4H	2
LOC112268274	2
LOC100996756	33
LOC105371235	5
107985591	2
HYDIN2	63
NBPF12	2326
LOC728989	27
105371231	4
PRKAB2	1693
CHD1L	1689
PDIA3P1	564
FMO5	2875
LINC00624	10
BCL9	2176
ACP6	1298
GJA5	1636
GPR89B	1011
PDZK1P1	13
LINC02804	23
PDE4DIPP1	6
NBPF11	1444
LOC105371227	2
LOC101927468	13
LINC02806	3
LOC105371225	2
PDE4DIPP6	33
RNVU1-3	3
107985525	14
LINC01138	103
LOC105371224	125
NBPF14	2070
NOTCH2NLB	481
LOC105371223	10
NUDT4B	490
SEC22B3P	60
PDE4DIP	3553
LOC112268272	115
NBPF9	580
LOC101929790	0
LOC653513	144
SEC22B2P	109
NOTCH2NLC	349
NBPF19	1933
PPIAL4C	3
LINC00869	174
112268236	17
LOC644634	38
PDE4DIPP7	8
LOC105371406	7
FCGR1A	517
H2BC18	124
112268237	16
H3C13	6
H4C14	344
H3C14	22
H2AC18	471
H2BC20P	87
H2AC19	430
H3C15	15
112268238	300
H4C15	252
H2BC21	730
H2AC20	21
H2AC21	0
