GeneID	RNA.seq_LADC30
SNORA59A	14
LINC02766	6
DHRS3	769
MIR6730	2
AADACL4	0
C1orf158	5
LRRC38	0
PDPN	161
PRDM2	1580
KAZN	487
LOC107985467	19
LOC105376759	5
LOC107985469	5
TMEM51-AS1	55
TMEM51	366
TMEM51-AS2	3
FHAD1	77
FHAD1-AS1	17
LOC101927441	10
EFHD2	1415
CTRC	1
CELA2A	0
CELA2B	16
CASP9	891
DNAJC16	765
AGMAT	73
DDI2	2075
RSC1A1	288
PLEKHM2	1498
SLC25A34	51
SLC25A34-AS1	4
TMEM82	5
FBLIM1	1971
UQCRHL	42
FLJ37453	109
SPEN	1982
ZBTB17	975
SRARP	3
HSPB7	111
CLCNKA	54
CLCNKB	49
FAM131C	0
EPHA2	1297
LOC101927479	73
ARHGEF19	360
ANO7L1	57
CPLANE2	75
FBXO42	833
SZRD1	1903
SPATA21	1083
NECAP2	1467
LINC01772	59
CROCCP3	211
RNU1-1	0
LINC01783	5
NBPF1	453
105376794	395
CROCCP2	290
MST1P2	159
LOC107985736	13
RNU1-3	0
ESPNP	24
MST1L	149
LOC112267871	8
LOC105376805	131
CROCC	938
MFAP2	278
LOC105376806	108
ATP13A2	1272
SDHB	1546
PADI2	102
LINC02783	0
PADI1	3
PADI3	0
PADI4	10
PADI6	0
RCC2	4007
ARHGEF10L	887
ACTL8	5
IGSF21	70
KLHDC7A	212
PAX7	91
ALDH4A1	525
IFFO2	478
UBR4	5126
EMC1-AS1	90
EMC1	1363
MRTO4	838
AKR7L	41
AKR7A3	256
LOC100506730	90
AKR7A2	1037
SLC66A1	386
CAPZB	3575
MICOS10	599
MICOS10-NBL1	696
RPS14P3	57
NBL1	433
HTR6	2
TMCO4	1193
RNF186	27
OTUD3	434
PLA2G2A	74
PLA2G5	10
PLA2G2D	206
PLA2G2F	3
PLA2G2C	22
UBXN10	739
101928017	32
LOC105376825	23
VWA5B1	3
LINC01141	2
CAMK2N1	416
MUL1	721
FAM43B	14
CDA	96
PINK1	1066
MIR6084	35
PINK1-AS	1146
DDOST	7100
KIF17	57
SH2D5	0
112268222	1076
HP1BP3	3958
EIF4G3	3556
LOC105376830	7
LOC105376829	2
ECE1	3021
ECE1-AS1	27
NBPF3	214
ALPL	6744
LINC02596	1
RAP1GAP	1455
USP48	2182
LDLRAD2	3036
HSPG2	18644
LINC01635	10
LINC00339	239
CDC42-AS1	10
CDC42	7934
WNT4	117
LOC105376845	15
LOC105376850	17
LOC107985377	23
ZBTB40	1312
EPHA8	1
C1QA	1376
C1QC	1966
C1QB	1714
EPHB2	264
MIR4253	7
KDM1A	2081
LUZP1	1141
HTR1D	6
LINC01355	246
HNRNPR	4098
ZNF436	555
ZNF436-AS1	76
TCEA3	2291
ASAP3	520
E2F2	105
LOC101928163	3
LOC105376859	14
ID3	1742
MDS2	7
RPL11	16400
ELOA	1587
ELOA-AS1	205
PITHD1	802
LOC105376860	307
LYPLA2	1872
GALE	1325
HMGCL	699
LOC105376861	1
FUCA1	2594
CNR2	55
PNRC2	3183
SRSF10	3797
LOC105376863	22
LOC107984931	2
MYOM3	19
IL22RA1	4
IFNLR1	61
LINC02800	0
GRHL3-AS1	17
GRHL3	80
STPG1	351
NIPAL3	1471
RCAN3AS	7
RCAN3	1048
NCMAP-DT	70
NCMAP	65
SRRM1	2906
CLIC4	4394
RUNX3	489
107984932	0
RUNX3-AS1	25
SYF2	1733
RSRP1	3302
LOC105376882	10
RHD	36
TMEM50A	1909
RHCE	1029
MACO1	1620
LDLRAP1	1059
MAN1C1	313
SELENON	3399
MTFR1L	962
LOC646471	308
AUNIP	240
PAQR7	305
STMN1	1961
MIR3917	202
PAFAH2	868
101928216	4
EXTL1	17
SLC30A2	2
TRIM63	3
PDIK1L	656
FAM110D	142
ZNF593	615
CNKSR1	1405
CATSPER4	0
ZPLD2P	26
CEP85	1097
SH3BGRL3	2773
UBXN11	1078
CD52	368
CRYBG2	382
ZNF683	33
DHDDS	1162
DHDDS-AS1	20
HMGN2	5583
RPS6KA1	1384
LOC101928728	20
ARID1A	3689
PIGV	397
ZDHHC18	1196
SFN	5523
GPN2	930
GPATCH3	293
NUDC	1628
NR0B2	0
KDF1	449
TRNP1	21
TENT5B	20
LOC101928391	11
SLC9A1	685
WDTC1	1951
TMEM222	746
ACTG1P20	69
SYTL1	1533
MAP3K6	1475
FCN3	206
CD164L2	158
GPR3	56
WASF2	3367
LOC105376892	2
AHDC1	1204
FGR	264
LINC02574	0
IFI6	3205
FAM76A	386
STX12	2192
PPP1R8	1284
THEMIS2	1110
RPA2	1213
SMPDL3B	6266
XKR8	622
EYA3	569
PTAFR	362
DNAJC8	2006
ATP5IF1	1466
SESN2	225
MED18	271
PHACTR4	1429
RCC1	1499
SNHG3	1374
SNORA73A	35
SNORA73B	39
TRNAU1AP	427
SNHG12	516
SNORD99	9
SNORA61	56
SNORA44	18
SNORA16A	26
RAB42	53
TAF12	743
LINC01715	11
RNU11	0
GMEB1	449
YTHDF2	3653
OPRD1	1
EPB41	2462
TMEM200B	299
SRSF4	2249
MECR	517
PTPRU	2611
LOC105378617	0
MATN1	34
MATN1-AS1	54
LAPTM5	5648
MIR4420	6
LOC105378620	12
LINC01778	1
SDC3	1867
PUM1	3818
SNORD103A	19
SNORD103B	21
LOC107984935	4
NKAIN1	2
SNRNP40	944
ZCCHC17	970
FABP3	89
SERINC2	2896
LOC105378625	0
LOC105379772	0
LDC1P	0
LINC01226	5
LOC105378626	23
TINAGL1	1012
HCRTR1	157
PEF1	1154
PEF1-AS1	84
105378628	2
COL16A1	1189
LOC101929444	15
ADGRB2	136
SPOCD1	97
PTP4A2	9208
KHDRBS1	3668
TMEM39B	439
KPNA6	2724
TXLNA	2804
CCDC28B	74
TMEM234	300
IQCC	121
DCDC2B	90
EIF3I	3213
MTMR9LP	263
FAM167B	131
LCK	295
HDAC1	2516
MARCKSL1	1803
LOC105378629	7
TSSK3	184
FAM229A	84
BSDC1	2686
ZBTB8B	2
ZBTB8A	322
LOC102723870	8
ZBTB8OS	555
RBBP4	4622
SYNC	1307
KIAA1522	6743
YARS1	2021
S100PBP	721
FNDC5	28
HPCA	19
TMEM54	879
LOC105378632	6
RNF19B	2373
AK2	4993
AZIN2	287
112268224	11
TRIM62	195
ZNF362	828
A3GALT2	3
PHC2	3117
MIR3605	106
PHC2-AS1	2
ZSCAN20	173
CSMD2	51
105378640	0
LOC105378641	0
LOC105378642	3
GJB5	19
GJB4	1
GJB3	31
GJA4	711
SMIM12	734
DLGAP3	19
GPR199P	85
TMEM35B	736
ZMYM6	790
ZMYM1	445
LOC105378644	0
SFPQ	10729
ZMYM4	1970
ZMYM4-AS1	44
KIAA0319L	2394
NCDN	1280
TFAP2E	54
TFAP2E-AS1	14
PSMB2	2466
C1orf216	327
CLSPN	195
AGO4	1255
AGO1	945
AGO3	901
TEKT2	64
ADPRS	664
COL8A2	154
TRAPPC3	1128
MAP7D1	1678
THRAP3	5249
SH3D21	423
EVA1B	568
STK40	1395
LSM10	644
OSCP1	207
MRPS15	1527
CSF3R	243
GRIK3	19
LINC01137	259
ZC3H12A	627
MIR6732	19
MEAF6	1310
MIR5581	8
LOC105378649	50
SNIP1	502
DNALI1	182
GNL2	2085
RSPO1	1
C1orf109	632
CDCA8	233
EPHA10	341
MANEAL	69
YRDC	440
C1orf122	548
MTF1	597
INPP5B	663
LOC105378651	9
SF3A3	1633
FHL3	445
UTP11	888
POU3F1	3
MIR3659HG	0
LOC105378657	0
RRAGC	668
GJA9-MYCBP	663
MYCBP	641
LOC105378663	2
GJA9	20
RHBDL2	202
LOC105378662	33
AKIRIN1	1362
NDUFS5	2234
MACF1	5887
643314	206
105378950	0
BMP8A	671
OXCT2P1	18
PPIEL	388
PABPC4	3821
PABPC4-AS1	727
SNORA55	20
HEYL	1917
NT5C1A	2
HPCAL4	2
PPIE	1107
BMP8B	151
OXCT2	13
LOC101929536	5
105378951	30
LINC02811	8
105378665	6
TRIT1	552
MYCL	119
MYCL-AS1	17
MFSD2A	495
CAP1	5770
PPT1	6213
RLF	597
TMCO2	0
ZMPSTE24	2867
COL9A2	555
107984945	5
SMAP2	1744
ZFP69B	306
ZFP69	113
LOC105378672	12
EXO5	231
ZNF684	127
RIMS3	162
LOC105378675	6
NFYC-AS1	234
NFYC	1574
KCNQ4	47
CITED4	32
CTPS1	954
SLFNL1-AS1	226
SLFNL1	32
SCMH1	987
FOXO6	12
FOXO6-AS1	2
LOC105378678	1
EDN2	28
HIVEP3	189
GUCA2B	0
GUCA2A	0
FOXJ3	1702
RIMKLA	43
ZMYND12	115
CCDC30	542
PPCS	1626
PPIH	517
YBX1	6990
CLDN19	0
P3H1	862
C1orf50	307
TMEM269-DT	7
TMEM269	2
LOC107984946	2
SVBP	262
ERMAP	780
ZNF691	479
LOC339539	3
SLC2A1	4147
SLC2A1-AS1	27
FAM183A	168
EBNA1BP2	1829
CFAP57	101
LOC105378685	14
TMEM125	3470
C1orf210	571
TIE1	1134
MPL	14
LOC105378687	17
CDC20	442
ELOVL1	2736
MIR6734	11
LOC112268225	18
MED8	1124
MED8-AS1	204
SZT2	1730
SZT2-AS1	107
HYI	353
PTPRF	5913
KDM4A	1087
KDM4A-AS1	180
ST3GAL3	1274
ARTN	165
LOC105378688	17
LOC101929609	80
IPO13	861
DPH2	666
ATP6V0B	2549
B4GALT2	1013
CCDC24	611
SLC6A9	506
LOC107984948	8
KLF17	3
DMAP1	701
ERI3	937
ERI3-IT1	49
RNF220	1214
LOC107984950	393
TMEM53	325
ARMH1	68
LOC105378690	13
RNU5F-1	0
RNU5D-1	0
KIF2C	308
RPS8	24183
SNORD55	146
SNORD46	21
SNORD38A	44
SNORD38B	32
BEST4	19
PLK3	484
DYNLT4	47
BTBD19	91
LOC107984952	5
PTCH2	53
EIF2B3	667
HECTD3	1054
UROD	1206
ZSWIM5	128
LOC105378691	13
LINC01144	13
HPDL	36
MUTYH	233
TOE1	238
TESK2	118
CCDC163	46
MMACHC	3340
PRDX1	14222
AKR1A1	3176
NASP	2222
CCDC17	107
GPBP1L1	2970
RPS15AP10	6
TMEM69	837
IPP	587
MAST2	1145
P3R3URF-PIK3R3	479
PIK3R3	581
LOC101929626	11
TSPAN1	5938
POMGNT1	1990
LURAP1	10
RAD54L	125
LRRC41	3153
UQCRH	2564
NSUN4	905
FAAH	480
FAAHP1	6
LINC01398	0
DMBX1	10
MKNK1-AS1	153
MKNK1	1020
MOB3C	479
ATPAF1	1369
EFCAB14-AS1	120
EFCAB14	3892
LOC105378698	31
LOC105378699	3
CYP4B1	5314
CYP4Z2P	78
CYP4A11	4
CYP4X1	176
CYP4Z1	14
CYP4A22	2
LOC105378701	7
LINC00853	16
PDZK1IP1	1525
TAL1	160
STIL	236
CMPK1	7023
LINC01389	15
FOXE3	1
FOXD2-AS1	66
FOXD2	21
LINC01738	0
TRABD2B	39
LINC02794	4
SKINT1L	1
SLC5A9	498
SPATA6	311
AGBL4	46
BEND5	60
ELAVL4	3
DMRTA2	27
LOC105378714	2
FAF1	1003
FAF1-AS1	13
CDKN2C	310
LINC01562	0
RNF11	2101
TTC39A	520
TTC39A-AS1	11
EPS15	1967
EPS15-AS1	7
CALR4P	4
OSBPL9	4269
NRDC	3970
105378721	312
MIR761	38
RAB3B	12
TXNDC12	2164
KTI12	179
BTF3L4	2012
ZFYVE9	846
CC2D1B	1894
ORC1	110
PRPF38A	1260
TUT4	1084
GPX7	200
SHISAL2A	42
COA7	541
ZYG11B	1223
ZYG11A	8
ECHDC2	1652
SCP2	6043
PODN	854
SLC1A7	47
CPT2	1051
CZIB	733
MAGOH	565
LOC100507564	43
LRP8	874
LOC105378728	35
LOC105378726	38
LOC105378731	8
105378730	8
LINC02812	17
GLIS1	9
NDC1	875
YIPF1	871
DIO1	3
HSPB11	467
LRRC42	652
LDLRAD1	126
TMEM59	13506
TCEANC2	360
CDCP2	3
CYB5RL	263
MRPL37	1500
SSBP3	1080
SSBP3-AS1	31
ACOT11	268
FAM151A	77
MROH7-TTC4	305
MROH7	14
TTC4	293
PARS2	127
TTC22	756
LEXM	3
DHCR24	15563
DHCR24-DT	40
TMEM61	17
BSND	5
PCSK9	666
USP24	2942
LOC100507634	10
LINC01767	20
PLPP3	4275
PRKAA2	448
FYB2	84
C8A	31
C8B	181
105378745	0
LOC112267900	2
DAB1	6
LOC107984960	7
OMA1	631
TACSTD2	7467
MYSM1	1899
LOC112268263	19
LOC105378751	62
JUN	2956
LINC01135	4
LOC101926907	47
LINC02777	14
LINC01358	8
FGGY-DT	17
FGGY	299
LOC101926944	21
LOC105378758	3
HOOK1	1224
CYP2J2	114
C1orf87	52
LINC01748	1
LOC101926964	1
LOC105378764	1
NFIA-AS2	3
NFIA	909
NFIA-AS1	0
LOC107984964	0
MGC34796	0
TM2D1	642
PATJ	3305
LOC107984965	8
L1TD1	17
KANK4	23
USP1	1354
DOCK7	1030
ANGPTL3	10
ATG4C	506
LINC00466	0
FOXD3-AS1	15
FOXD3	5
ALG6	548
ITGB3BP	308
LOC102724319	1
EFCAB7	257
DLEU2L	17
PGM1	1829
ROR1	49
ROR1-AS1	1
LOC105378773	5
UBE2U	0
LOC107984966	1
CACHD1	98
RAVER2	419
JAK1	4437
LINC01359	3
MIR3671	6
AK4	59
DNAJC6	113
LOC102724416	9
LEPR	720
LEPROT	3648
PDE4B	717
LOC105378776	1
SGIP1	302
DYNLT5	18
DNAI4	144
MIER1	1148
SLC35D1	720
C1orf141	0
IL23R	5
IL12RB2	34
105378779	2
SERBP1	7483
GADD45A	485
GNG12	2465
LOC105378781	3
GNG12-AS1	21
DIRAS3	29
WLS	524
RPE65	2
DEPDC1	216
LRRC7	7
LRRC40	416
SRSF11	4349
ANKRD13C	643
HHLA3	119
HHLA3-AS1	7
CTH	201
PTGER3	51
ZRANB2-AS1	317
ZRANB2	2793
MIR186	43
ZRANB2-AS2	15
LOC105378795	6
NEGR1	64
LOC105378797	0
LOC105378798	0
LRRIQ3	24
FPGT-TNNI3K	119
FPGT	867
TNNI3K	31
105378805	0
ERICH3	50
ERICH3-AS1	5
CRYZ	3845
TYW3	799
LHX8	0
SLC44A5	1379
ACADM	1485
DLSTP1	68
RABGGTB	1691
SNORD45C	66
SNORD45A	48
SNORD45B	50
MSH4	0
ST6GALNAC3	110
LOC105378807	0
ST6GALNAC5	34
PIGK	1362
LOC105378808	6
AK5	2
ZZZ3	1102
USP33	1781
MIGA1	874
NEXN-AS1	15
NEXN	1239
FUBP1	4779
DNAJB4	588
GIPC2	57
LOC107984997	1
MGC27382	0
PTGFR	35
IFI44L	856
IFI44	1361
ADGRL4	1559
LOC107984998	2
LOC105378810	0
LINC01781	30
ADGRL2	2108
LOC101927434	0
LINC01361	14
107985037	51
LOC105378816	6
LINC01725	10
LOC101927560	7
107985041	21
TTLL7	110
PRKACB	2261
107985046	4
SAMD13	71
UOX	9
DNASE2B	1
RPF1	881
GNG5	3293
SPATA1	155
CTBS	1271
LOC105378819	32
LINC01461	3
SSX2IP	358
LOC102724892	1
LPAR3	23
MCOLN2	107
MCOLN3	23
DNAI3	73
SYDE2	271
C1orf52	841
BCL10	513
LOC646626	53
DDAH1	2635
107985054	9
CCN1	1253
LOC107985057	19
LOC112268231	11
ZNHIT6	738
COL24A1	271
LINC02795	14
LOC105378825	16
ODF2L	2101
MIR7856	8
CLCA2	4
CLCA1	0
LOC105378827	2
CLCA4	1
CLCA4-AS1	27
CLCA3P	3
SH3GLB1	3343
SELENOF	5538
HS2ST1	1045
LINC01140	94
LMO4	3673
LOC105378833	7
LOC105378839	0
PKN2-AS1	12
PKN2	3245
GTF2B	1709
KYAT3	807
RBMXL1	795
GBP3	2253
LOC105378841	22
GBP1	646
GBP2	1348
LOC112268267	439
LOC105378842	1
GBP7	1
GBP4	1296
LOC107985076	3
GBP5	652
GBP6	15
GBP1P1	28
LOC105378844	3
LRRC8B	1230
LRRC8C	578
LRRC8C-DT	11
LOC107985743	3
101927952	7
LOC107985744	2
LOC101927975	7
LRRC8D	990
GEMIN8P4	32
ZNF326	1326
LOC105378849	0
LOC107985088	0
LINC02609	15
LINC02788	4
ZNF644	2053
HFM1	42
CDC7	321
LOC102723436	7
TGFBR3	343
BRDT	4
EPHX4	88
SETSIP	15
BTBD8	50
23285	208
C1orf146	0
GLMN	240
RPAP2	905
GFI1	100
EVI5	862
RPL5	18411
DIPK1A	434
SNORD21	28
SNORA66	24
MTF2	920
TMED5	2603
CCDC18	344
LOC107985521	4
CCDC18-AS1	958
DR1	1626
FNBP1L	3114
BCAR3	343
BCAR3-AS1	67
LOC102723480	4
723788	3
TRR-TCT1-1	4
DNTTIP2	2878
GCLM	6464
ABCA4	71
LOC105378858	9
ARHGAP29	2007
ARHGAP29-AS1	1
105378859	0
ABCD3	2347
F3	9117
LOC105378861	71
SLC44A3-AS1	194
105378860	22
SLC44A3	1397
CNN3	2070
105378862	3
CNN3-DT	21
ALG14	341
LOC105378863	5
TLCD4	135
TLCD4-RWDD3	119
LOC101928118	7
RWDD3	297
PTBP2	737
DPYD	552
DPYD-AS1	27
LOC105378867	1
MIR137HG	0
SNX7	146
PLPPR5	0
PLPPR4	71
LINC01708	0
PALMD	297
FRRS1	231
AGL	1094
SLC35A3	2117
MFSD14A	1853
SASS6	558
TRMT13	1115
LRRC39	156
DBT	989
RTCA-AS1	29
RTCA	1046
CDC14A	182
LOC105379827	1
GPR88	26
VCAM1	2360
EXTL2	608
SLC30A7	1068
DPH5	1309
LOC102606465	165
LOC101928334	5
LOC101928370	24
S1PR1	1068
COL11A1	56
LOC101928436	2
RNPC3	879
AMY2B	663
ACTG1P4	17
AMY2A	43
AMY1A	1014
AMY1B	731
LOC105378878	37
AMY1C	938
LOC100129138	0
PRMT6	238
NTNG1	6
VAV3	695
LINC02785	11
SLC25A24	1378
NBPF4	4
NBPF6	4
FAM102B	673
HENMT1	384
LOC105378890	4
PRPF38B	2352
STXBP3	1259
LOC105378891	1
AKNAD1	2
GPSM2	852
CLCC1	1243
WDR47	447
TAF13	964
TMEM167B-DT	5
TMEM167B	2160
SCARNA2	1
C1orf194	50
ELAPOR1	4373
SARS1	2561
CELSR2	585
PSRC1	94
MYBPHL	5
SORT1	2423
PSMA5	2642
SYPL2	33
ATXN7L2	197
CYB561D1	271
AMIGO1	99
GNAI3	2361
GNAT2	9
AMPD2	1524
GSTM4	572
GSTM2	478
GSTM1	42
GSTM5	42
GSTM3	493
EPS8L3	14
CSF1	592
AHCYL1	5432
STRIP1	930
ALX3	86
UBL4B	2
SLC6A17	6
LINC02586	8
KCNC4	425
RBM15-AS1	25
RBM15	484
SLC16A4	4620
LAMTOR5	3447
LAMTOR5-AS1	11
PROK1	0
CYMP	1
CYMP-AS1	2
KCNA10	0
KCNA2	51
LOC107985174	5
KCNA3	668
LOC105378901	9
CD53	1645
LRIF1	487
DRAM2	1269
CEPT1	1278
DENND2D	1287
107985180	2
CHI3L2	119
CHIAP2	0
CHIA	14
PIFO	311
OVGP1	114
WDR77	1260
ATP5PB	3955
C1orf162	380
TMIGD3	62
ADORA3	53
RAP1A	2689
LINC01160	13
LOC107985184	31
INKA2	257
INKA2-AS1	5
LOC101928718	4
DDX20	670
KCND3	28
LINC01750	3
LINC02884	5
CTTNBP2NL	1503
WNT2B	246
ST7L	488
CAPZA1	5175
MOV10	2267
RHOC	2011
PPM1J	85
TAFA3	11
LINC01356	2
LINC01357	1
SLC16A1	242
AKR7A2P1	2
SLC16A1-AS1	10
LOC107985189	2
LRIG2-DT	0
LRIG2	658
LOC643441	19
MAGI3	1162
PHTF1	518
RSBN1	798
AP4B1-AS1	206
PTPN22	398
BCL2L15	861
AP4B1	512
DCLRE1B	323
HIPK1-AS1	6
HIPK1	2594
OLFML3	517
SYT6	2
TRIM33	1938
BCAS2	1223
LOC105378914	6
DENND2C	184
AMPD1	101
NRAS	2246
CSDE1	16799
SIKE1	1516
TSHB	1
TSPAN2	110
LINC01765	3
NGF	28
112268287	0
VANGL1	775
CASQ2	40
NHLH2	1
LINC01649	1
LOC101928977	1
SLC22A15	158
MAB21L3	57
LINC01779	0
ATP1A1	13123
ATP1A1-AS1	3137
LINC01762	2
LOC112268235	57
CD58	662
LOC105378925	3
IGSF3	1285
LOC105378924	20
CD2	305
PTGFRN	1217
CD101	498
LOC101929099	15
TTF2	697
TRIM45	400
VTCN1	12
MAN1A2	2697
TENT5C	1927
LOC105378929	53
GDAP2	890
WDR3	1548
SPAG17	388
TBX15	273
LOC105378933	7
WARS2	636
WARS2-IT1	4
WARS2-AS1	366
LOC107985192	21
HSD3B2	3
LOC105378935	1
HSD3BP4	14
LINC00622	16
ZNF697	346
PHGDH	228
105378936	7
HMGCS2	205
REG4	0
NOTCH2	2469
SEC22B	5137
107985522	9
105378941	6
105378954	66
LOC101929788	21
NBPF8	932
107985523	37
PFN1P2	89
PDE4DIPP2	462
LOC107985524	42
NOTCH2NLR	23
NBPF26	720
RNVU1-19	1
LINC00623	225
LOC100996720	51
RNVU1-4	2
TRN-GTT11-1	6
LOC105369199	8
PDE4DIPP4	5
H3P4	20
FCGR1B	43
LOC100996318	15
H2BP1	5
FAM72B	73
SRGAP2C	265
LOC107985193	2
LINC02798	3
EMBP1	19
LINC01691	1
LOC105371175	87
LOC107985200	9
LOC107985201	4
LOC105369140	2
PDE4DIPP3	0
H2BP2	50
FCGR1CP	25
H3-2	152
FAM72C	62
SRGAP2D	95
LOC105371206	64
LINC02802	16
105373467	5
NBPF15	1328
LOC105371211	6
LSP1P5	22
LOC105371216	64
SRGAP2B	271
LOC107985595	0
FAM72D	92
LOC101929805	9
LINC01145	488
LOC100996740	127
RNVU1-14	3
NBPF20	423
LOC105371312	148
NBPF25P	236
GPR89A	786
PDZK1	44
CD160	21
RNF115	1455
POLR3C	1174
NUDT17	299
PIAS3	1237
ANKRD35	58
LOC107985593	1
ITGA10	137
PEX11B	1247
GNRHR2	302
RBM8A	1937
LIX1L-AS1	538
LIX1L	674
POLR3GL	794
ANKRD34A	31
TXNIP	16731
HJV	1
RNVU1-6	0
LINC01719	23
NBPF10	771
NOTCH2NLA	449
LOC105371254	6
NUDT4P2	145
SEC22B4P	201
PPIAL4H	0
LOC112268274	2
LOC100996756	26
LOC105371235	6
107985591	6
HYDIN2	46
NBPF12	1341
LOC728989	5
105371231	0
PRKAB2	1308
CHD1L	2891
PDIA3P1	955
FMO5	1284
LINC00624	40
BCL9	2475
ACP6	1494
GJA5	740
GPR89B	718
PDZK1P1	24
LINC02804	39
PDE4DIPP1	2
NBPF11	1142
LOC105371227	0
LOC101927468	12
LINC02806	17
LOC105371225	10
PDE4DIPP6	69
RNVU1-3	5
107985525	21
LINC01138	255
LOC105371224	218
NBPF14	1087
NOTCH2NLB	674
LOC105371223	4
NUDT4B	207
SEC22B3P	88
PDE4DIP	2014
LOC112268272	79
NBPF9	1101
LOC101929790	34
LOC653513	91
SEC22B2P	141
NOTCH2NLC	462
NBPF19	1145
PPIAL4C	0
LINC00869	145
112268236	32
LOC644634	63
PDE4DIPP7	7
LOC105371406	2
FCGR1A	176
H2BC18	94
112268237	20
H3C13	28
H4C14	189
H3C14	16
H2AC18	1332
H2BC20P	133
H2AC19	1225
H3C15	16
112268238	239
H4C15	125
H2BC21	1913
H2AC20	13
H2AC21	2
BOLA1	463
SV2A	71
SF3B4	2521
MTMR11	328
OTUD7B	1273
