Ensembl_gene_id	p53_IR_3
ENSMUSG00000025433	7
ENSMUSG00000089762	375
ENSMUSG00000042349	13346
ENSMUSG00000027556	23
ENSMUSG00000032374	667
ENSMUSG00000094392	0
ENSMUSG00000090639	124
ENSMUSG00000018012	610
ENSMUSG00000028970	6445
ENSMUSG00000001281	347
ENSMUSG00000043618	1
ENSMUSG00000037907	470
ENSMUSG00000076614	463
ENSMUSG00000034282	111
ENSMUSG00000020326	43349
ENSMUSG00000020593	6030
ENSMUSG00000083670	6
ENSMUSG00000068566	145
ENSMUSG00000085791	6
ENSMUSG00000094526	13
ENSMUSG00000026649	637
ENSMUSG00000060143	170
ENSMUSG00000078377	0
ENSMUSG00000103034	17
ENSMUSG00000026581	3063
ENSMUSG00000041845	138
ENSMUSG00000025507	3663
ENSMUSG00000028420	178
ENSMUSG00000100405	0
ENSMUSG00000017400	36
ENSMUSG00000020788	1648
ENSMUSG00000079033	1170
ENSMUSG00000067586	128
ENSMUSG00000089739	144
ENSMUSG00000042156	771
ENSMUSG00000045092	943
ENSMUSG00000049044	287
ENSMUSG00000050621	0
ENSMUSG00000027297	34
ENSMUSG00000021668	8165
ENSMUSG00000025912	2669
ENSMUSG00000081254	0
ENSMUSG00000026443	60
ENSMUSG00000027863	469
ENSMUSG00000022996	268
ENSMUSG00000081051	127
ENSMUSG00000048188	17
ENSMUSG00000083287	113
ENSMUSG00000036995	376
ENSMUSG00000053279	12
ENSMUSG00000096577	85
ENSMUSG00000070572	39
ENSMUSG00000101167	789
ENSMUSG00000038623	581
ENSMUSG00000027663	6288
ENSMUSG00000079339	163
ENSMUSG00000060096	158
ENSMUSG00000024778	2078
ENSMUSG00000004655	28
ENSMUSG00000004098	11
ENSMUSG00000031785	475
ENSMUSG00000095079	10194
ENSMUSG00000006154	1129
ENSMUSG00000020990	15
ENSMUSG00000028737	5187
ENSMUSG00000003809	5751
ENSMUSG00000037725	1871
ENSMUSG00000082127	3
ENSMUSG00000055148	591
ENSMUSG00000032946	1124
ENSMUSG00000006360	438
ENSMUSG00000002007	473
ENSMUSG00000032496	172
ENSMUSG00000082099	1
ENSMUSG00000083365	136
ENSMUSG00000083558	136
ENSMUSG00000022899	1117
ENSMUSG00000040715	0
ENSMUSG00000044199	502
ENSMUSG00000106350	108
ENSMUSG00000062762	9161
ENSMUSG00000048644	183
ENSMUSG00000096472	64
ENSMUSG00000109489	234
ENSMUSG00000054612	444
ENSMUSG00000046818	379
ENSMUSG00000105645	36
ENSMUSG00000024521	4218
ENSMUSG00000020396	356
ENSMUSG00000020142	123
ENSMUSG00000031779	315
ENSMUSG00000032334	8
ENSMUSG00000013629	19919
ENSMUSG00000031258	312
ENSMUSG00000000903	154
ENSMUSG00000029322	1129
ENSMUSG00000058626	7
ENSMUSG00000025092	11
ENSMUSG00000034416	127
ENSMUSG00000021665	636
ENSMUSG00000043468	59
ENSMUSG00000018340	979
ENSMUSG00000082381	0
ENSMUSG00000034457	79
ENSMUSG00000022098	481
ENSMUSG00000090381	137
ENSMUSG00000078429	565
ENSMUSG00000098387	5
ENSMUSG00000096718	88
ENSMUSG00000020086	240
ENSMUSG00000031969	2027
ENSMUSG00000072082	2535
ENSMUSG00000041538	4548
ENSMUSG00000030000	12
ENSMUSG00000039395	1898
ENSMUSG00000030609	12888
ENSMUSG00000002799	503
ENSMUSG00000021913	101
ENSMUSG00000076670	40
ENSMUSG00000083728	1238
ENSMUSG00000032484	173
ENSMUSG00000036678	8555
ENSMUSG00000024900	773
ENSMUSG00000032908	128
ENSMUSG00000030427	50
ENSMUSG00000099241	485
ENSMUSG00000037552	432
ENSMUSG00000042821	133
ENSMUSG00000030084	7287
ENSMUSG00000039787	925
ENSMUSG00000022748	355
ENSMUSG00000025366	1335
ENSMUSG00000090877	428
ENSMUSG00000101111	5997
ENSMUSG00000096833	383
ENSMUSG00000038011	63
ENSMUSG00000033854	276
ENSMUSG00000091971	173
ENSMUSG00000067869	9
ENSMUSG00000026822	83
ENSMUSG00000028051	331
ENSMUSG00000034164	154
ENSMUSG00000026817	120
ENSMUSG00000029763	38028
ENSMUSG00000079359	26
ENSMUSG00000056071	1379
ENSMUSG00000032360	64
ENSMUSG00000031925	307
ENSMUSG00000025026	2313
ENSMUSG00000094708	0
ENSMUSG00000095937	0
ENSMUSG00000054385	27
ENSMUSG00000026879	379
ENSMUSG00000029866	9
ENSMUSG00000028211	45733
ENSMUSG00000025867	96
ENSMUSG00000038871	440
ENSMUSG00000072812	237
ENSMUSG00000044350	3846
ENSMUSG00000020641	450
ENSMUSG00000021703	560
ENSMUSG00000102918	432
ENSMUSG00000036902	411
ENSMUSG00000025780	111
ENSMUSG00000038670	1130
ENSMUSG00000074272	448
ENSMUSG00000027347	1085
ENSMUSG00000033644	200
ENSMUSG00000032135	717
ENSMUSG00000066607	68
ENSMUSG00000031562	360
ENSMUSG00000000884	970
ENSMUSG00000004842	129
ENSMUSG00000052331	2228
ENSMUSG00000021614	668
ENSMUSG00000076441	3642
ENSMUSG00000083165	21
ENSMUSG00000016526	374
ENSMUSG00000046169	424
ENSMUSG00000020034	727
ENSMUSG00000079575	34
ENSMUSG00000059647	58
ENSMUSG00000099809	0
ENSMUSG00000092340	36
ENSMUSG00000021624	1890
ENSMUSG00000057135	71
ENSMUSG00000025352	282
ENSMUSG00000106037	428
ENSMUSG00000074419	55
ENSMUSG00000079553	1001
ENSMUSG00000032818	3
ENSMUSG00000055093	393
ENSMUSG00000034903	326
ENSMUSG00000030737	246
ENSMUSG00000041936	2638
ENSMUSG00000018750	682
ENSMUSG00000052221	101
ENSMUSG00000036006	3628
ENSMUSG00000038042	2012
ENSMUSG00000046006	61
ENSMUSG00000020642	1074
ENSMUSG00000031453	2885
ENSMUSG00000063543	0
ENSMUSG00000037683	7
ENSMUSG00000098934	842
ENSMUSG00000019979	14330
ENSMUSG00000006576	27
ENSMUSG00000062554	59
ENSMUSG00000068397	42
ENSMUSG00000084383	42
ENSMUSG00000028008	29
ENSMUSG00000082604	67
ENSMUSG00000029385	544
ENSMUSG00000032698	577
ENSMUSG00000034620	3410
ENSMUSG00000056054	712
ENSMUSG00000081999	7
ENSMUSG00000000552	1530
ENSMUSG00000022686	1791
ENSMUSG00000080875	0
ENSMUSG00000082329	0
ENSMUSG00000073678	2172
ENSMUSG00000012017	173
ENSMUSG00000003873	9400
ENSMUSG00000005233	1373
ENSMUSG00000086965	562
ENSMUSG00000057191	849
ENSMUSG00000098021	3
ENSMUSG00000026167	521
ENSMUSG00000006800	1389
ENSMUSG00000021048	9277
ENSMUSG00000037972	3098
ENSMUSG00000021411	580
ENSMUSG00000066443	1425
ENSMUSG00000011008	286
ENSMUSG00000046341	0
ENSMUSG00000082691	108
ENSMUSG00000018909	691
ENSMUSG00000022353	829
ENSMUSG00000059479	693
ENSMUSG00000101059	0
ENSMUSG00000084838	86
ENSMUSG00000044309	226
ENSMUSG00000020108	5665
ENSMUSG00000023963	67
ENSMUSG00000036026	3705
ENSMUSG00000003484	620
ENSMUSG00000050243	0
ENSMUSG00000030407	2499
ENSMUSG00000051590	206
ENSMUSG00000063660	60
ENSMUSG00000108852	92
ENSMUSG00000094087	72
ENSMUSG00000041247	28
ENSMUSG00000078173	0
ENSMUSG00000044468	518
ENSMUSG00000028078	443
ENSMUSG00000028362	263
ENSMUSG00000021222	3308
ENSMUSG00000005107	1671
ENSMUSG00000068457	518
ENSMUSG00000047945	6127
ENSMUSG00000026728	1982
ENSMUSG00000083672	0
ENSMUSG00000082432	35
ENSMUSG00000020898	6749
ENSMUSG00000019872	280
ENSMUSG00000079362	76
ENSMUSG00000033722	355
ENSMUSG00000037822	2000
ENSMUSG00000058624	321
ENSMUSG00000001986	849
ENSMUSG00000082662	1
ENSMUSG00000052563	21
ENSMUSG00000055748	36
ENSMUSG00000029093	62
ENSMUSG00000049303	262
ENSMUSG00000020638	331
ENSMUSG00000073125	119
ENSMUSG00000071669	1741
ENSMUSG00000092329	660
ENSMUSG00000021384	272
ENSMUSG00000020089	1358
ENSMUSG00000027452	949
ENSMUSG00000074342	278
ENSMUSG00000049233	120
ENSMUSG00000074846	0
ENSMUSG00000007908	524
ENSMUSG00000101964	378
ENSMUSG00000026313	12132
ENSMUSG00000006589	4244
ENSMUSG00000036894	4135
ENSMUSG00000087635	0
ENSMUSG00000024399	2525
ENSMUSG00000083827	29
ENSMUSG00000037235	1887
ENSMUSG00000004110	1947
ENSMUSG00000020712	191
ENSMUSG00000058006	63165
ENSMUSG00000055707	3368
ENSMUSG00000038146	232
ENSMUSG00000039031	187
ENSMUSG00000076562	113
ENSMUSG00000058447	8
ENSMUSG00000007783	80
ENSMUSG00000096326	298
ENSMUSG00000051910	16
ENSMUSG00000045455	268
ENSMUSG00000076435	498
ENSMUSG00000038357	61
ENSMUSG00000003420	456
ENSMUSG00000004356	18626
ENSMUSG00000051378	650
ENSMUSG00000069622	46
ENSMUSG00000081926	0
ENSMUSG00000019823	963
ENSMUSG00000099366	0
ENSMUSG00000054191	14
ENSMUSG00000028717	16
ENSMUSG00000083626	5
ENSMUSG00000091712	104
ENSMUSG00000020447	29
ENSMUSG00000028655	38
ENSMUSG00000045165	598
ENSMUSG00000027562	1561
ENSMUSG00000099927	410
ENSMUSG00000036882	19
ENSMUSG00000089698	4
ENSMUSG00000040270	3241
ENSMUSG00000034795	396
ENSMUSG00000084836	21
ENSMUSG00000025403	4613
ENSMUSG00000029370	7
ENSMUSG00000041762	284
ENSMUSG00000034248	1401
ENSMUSG00000026390	3085
ENSMUSG00000034041	772
ENSMUSG00000079192	13
ENSMUSG00000033307	4136
ENSMUSG00000009739	328
ENSMUSG00000100514	19
ENSMUSG00000025795	600
ENSMUSG00000098692	549
ENSMUSG00000059791	310
ENSMUSG00000030790	493
ENSMUSG00000043873	101
ENSMUSG00000056602	1192
ENSMUSG00000053137	351
ENSMUSG00000031389	2792
ENSMUSG00000082101	4
ENSMUSG00000004929	714
ENSMUSG00000041736	270
ENSMUSG00000082570	14
ENSMUSG00000038065	112
ENSMUSG00000020669	247
ENSMUSG00000052684	3383
ENSMUSG00000007872	463
ENSMUSG00000002068	129
ENSMUSG00000020184	15111
ENSMUSG00000032265	500
ENSMUSG00000061356	8
ENSMUSG00000094840	8
ENSMUSG00000084261	49
ENSMUSG00000096544	6269
ENSMUSG00000022817	266
ENSMUSG00000011179	10358
ENSMUSG00000025364	13698
ENSMUSG00000018983	511
ENSMUSG00000042462	787
ENSMUSG00000031112	589
ENSMUSG00000034361	390
ENSMUSG00000064208	9
ENSMUSG00000027639	4785
ENSMUSG00000083061	0
ENSMUSG00000022475	648
ENSMUSG00000038351	1985
ENSMUSG00000038560	197
ENSMUSG00000094075	396
ENSMUSG00000069302	87
ENSMUSG00000040747	5736
ENSMUSG00000052544	104
ENSMUSG00000054720	448
ENSMUSG00000082653	74
ENSMUSG00000024588	332
ENSMUSG00000033544	583
ENSMUSG00000002944	1630
ENSMUSG00000010142	1373
ENSMUSG00000101188	5231
ENSMUSG00000031659	2793
ENSMUSG00000061742	201
ENSMUSG00000096144	22
ENSMUSG00000035711	1347
ENSMUSG00000069516	1984
ENSMUSG00000043102	41
ENSMUSG00000031802	156
ENSMUSG00000078636	917
ENSMUSG00000038295	84
ENSMUSG00000054619	75
ENSMUSG00000049892	168
ENSMUSG00000001348	930
ENSMUSG00000058019	49
ENSMUSG00000026853	214
ENSMUSG00000042121	741
ENSMUSG00000044534	115
ENSMUSG00000044083	131
ENSMUSG00000081788	15
ENSMUSG00000022964	235
ENSMUSG00000035960	2977
ENSMUSG00000034055	338
ENSMUSG00000049744	2186
ENSMUSG00000098650	336
ENSMUSG00000053931	862
ENSMUSG00000039908	120
ENSMUSG00000034401	185
ENSMUSG00000090223	10
ENSMUSG00000021983	98
ENSMUSG00000033036	6
ENSMUSG00000032776	706
ENSMUSG00000004568	3479
ENSMUSG00000048087	851
ENSMUSG00000025875	10
ENSMUSG00000026558	1826
ENSMUSG00000048078	111
ENSMUSG00000074575	69
ENSMUSG00000048807	172
ENSMUSG00000044456	1249
ENSMUSG00000051314	107
ENSMUSG00000024056	94
ENSMUSG00000041642	3388
ENSMUSG00000030577	7757
ENSMUSG00000028217	151
ENSMUSG00000024659	156
ENSMUSG00000022180	222
ENSMUSG00000019899	68
ENSMUSG00000092560	41
ENSMUSG00000044770	865
ENSMUSG00000054293	335
ENSMUSG00000022044	7
ENSMUSG00000059708	136
ENSMUSG00000059422	65
ENSMUSG00000085917	110
ENSMUSG00000037138	2191
ENSMUSG00000081441	6
ENSMUSG00000055612	958
ENSMUSG00000032902	525
ENSMUSG00000028914	299
ENSMUSG00000081569	5
ENSMUSG00000027219	2355
ENSMUSG00000013846	737
ENSMUSG00000022483	60
ENSMUSG00000033327	186
ENSMUSG00000035273	243
ENSMUSG00000028766	612
ENSMUSG00000109510	55
ENSMUSG00000062727	388
ENSMUSG00000054641	0
ENSMUSG00000024013	1947
ENSMUSG00000030256	3196
ENSMUSG00000028076	701
ENSMUSG00000036781	4544
ENSMUSG00000034792	1578
ENSMUSG00000022094	2802
ENSMUSG00000025980	7087
ENSMUSG00000035215	460
ENSMUSG00000032009	2374
ENSMUSG00000031613	616
ENSMUSG00000029106	2093
ENSMUSG00000021270	12252
ENSMUSG00000022428	767
ENSMUSG00000091228	2416
ENSMUSG00000083121	68
ENSMUSG00000073802	84
ENSMUSG00000074417	94
ENSMUSG00000025104	242
ENSMUSG00000019312	66
ENSMUSG00000000708	374
ENSMUSG00000037606	329
ENSMUSG00000061758	3412
ENSMUSG00000050600	1795
ENSMUSG00000029270	471
ENSMUSG00000094102	88
ENSMUSG00000094439	106
ENSMUSG00000101932	40
ENSMUSG00000032889	3
ENSMUSG00000031390	146
ENSMUSG00000021123	372
ENSMUSG00000021867	42
ENSMUSG00000072676	42
ENSMUSG00000005447	302
ENSMUSG00000014599	1689
ENSMUSG00000005732	3950
ENSMUSG00000100862	4825
ENSMUSG00000034245	52
ENSMUSG00000008843	3
ENSMUSG00000020183	715
ENSMUSG00000027858	175
ENSMUSG00000053801	1636
ENSMUSG00000035202	2686
ENSMUSG00000031146	265
ENSMUSG00000095514	27
ENSMUSG00000015968	141
ENSMUSG00000060791	715
ENSMUSG00000029463	1134
ENSMUSG00000003309	23
ENSMUSG00000040247	2427
ENSMUSG00000038175	1270
ENSMUSG00000022586	65
ENSMUSG00000020649	2059
ENSMUSG00000056144	3064
ENSMUSG00000097012	98
ENSMUSG00000039457	78
ENSMUSG00000053846	39
ENSMUSG00000030365	1075
ENSMUSG00000099703	480
ENSMUSG00000043415	298
ENSMUSG00000025743	1778
ENSMUSG00000024334	957
ENSMUSG00000025357	1954
ENSMUSG00000034868	1468
ENSMUSG00000078695	68
ENSMUSG00000050627	1683
ENSMUSG00000032890	298
ENSMUSG00000040711	135
ENSMUSG00000107539	25
ENSMUSG00000028069	1820
ENSMUSG00000023000	55
ENSMUSG00000040751	1150
ENSMUSG00000095210	290
ENSMUSG00000044197	331
ENSMUSG00000037638	268
ENSMUSG00000054263	208
ENSMUSG00000001027	311
ENSMUSG00000034126	2445
ENSMUSG00000001082	190
ENSMUSG00000006732	1985
ENSMUSG00000051727	116
ENSMUSG00000050666	81
ENSMUSG00000099702	4161
ENSMUSG00000062846	0
ENSMUSG00000075046	0
ENSMUSG00000021236	584
ENSMUSG00000040093	430
ENSMUSG00000020053	612
ENSMUSG00000034317	716
ENSMUSG00000041189	89
ENSMUSG00000044434	0
ENSMUSG00000058492	0
ENSMUSG00000001305	2149
ENSMUSG00000022075	781
ENSMUSG00000095704	28
ENSMUSG00000017969	61
ENSMUSG00000039084	96
ENSMUSG00000045868	8469
ENSMUSG00000031618	51
ENSMUSG00000005800	85
ENSMUSG00000024912	215
ENSMUSG00000078616	223
ENSMUSG00000027199	147
ENSMUSG00000010136	13
ENSMUSG00000042675	1194
ENSMUSG00000105043	15
ENSMUSG00000038058	602
ENSMUSG00000024401	354
ENSMUSG00000020534	1302
ENSMUSG00000091498	44
ENSMUSG00000038967	44
ENSMUSG00000107705	718
ENSMUSG00000055200	70
ENSMUSG00000010021	35
ENSMUSG00000040596	1608
ENSMUSG00000014453	3434
ENSMUSG00000034059	5
ENSMUSG00000031162	12
ENSMUSG00000008393	5615
ENSMUSG00000020798	213
ENSMUSG00000057541	2854
ENSMUSG00000015656	56481
ENSMUSG00000022517	1220
ENSMUSG00000066108	70
ENSMUSG00000038578	1711
ENSMUSG00000006356	781
ENSMUSG00000024901	96
ENSMUSG00000070471	61
ENSMUSG00000018168	6095
ENSMUSG00000093930	1068
ENSMUSG00000013707	433
ENSMUSG00000059743	621
ENSMUSG00000035049	3031
ENSMUSG00000035919	405
ENSMUSG00000020865	633
ENSMUSG00000005873	868
ENSMUSG00000052131	41
ENSMUSG00000034424	673
ENSMUSG00000047250	515
ENSMUSG00000028931	640
ENSMUSG00000048007	591
ENSMUSG00000099974	1537
ENSMUSG00000107951	19
ENSMUSG00000064168	220
ENSMUSG00000040990	1980
ENSMUSG00000026447	2935
ENSMUSG00000028436	1182
ENSMUSG00000051998	1180
ENSMUSG00000101750	10
ENSMUSG00000084362	43
ENSMUSG00000035179	119
ENSMUSG00000037601	3939
ENSMUSG00000078606	5973
ENSMUSG00000042606	1421
ENSMUSG00000094796	156
ENSMUSG00000038279	4157
ENSMUSG00000010048	1513
ENSMUSG00000046761	211
ENSMUSG00000057706	64
ENSMUSG00000018381	535
ENSMUSG00000030255	166
ENSMUSG00000019302	848
ENSMUSG00000060950	1258
ENSMUSG00000001588	2455
ENSMUSG00000029101	948
ENSMUSG00000036533	99
ENSMUSG00000040888	2644
ENSMUSG00000081094	62
ENSMUSG00000042210	401
ENSMUSG00000069792	160
ENSMUSG00000042129	792
ENSMUSG00000042354	3630
ENSMUSG00000020116	1497
ENSMUSG00000022659	22
ENSMUSG00000036944	349
ENSMUSG00000038963	74
ENSMUSG00000030313	1873
ENSMUSG00000049422	192
ENSMUSG00000005534	891
ENSMUSG00000054901	70
ENSMUSG00000038725	29
ENSMUSG00000030750	308
ENSMUSG00000047368	1007
ENSMUSG00000030657	743
ENSMUSG00000095366	18
ENSMUSG00000096850	18
ENSMUSG00000034394	149
ENSMUSG00000092261	14
ENSMUSG00000074497	2690
ENSMUSG00000025757	339
ENSMUSG00000029657	1717
ENSMUSG00000080941	0
ENSMUSG00000025491	65
ENSMUSG00000040710	4150
ENSMUSG00000029178	1630
ENSMUSG00000028633	1526
ENSMUSG00000037960	63
ENSMUSG00000029650	248
ENSMUSG00000036046	1686
ENSMUSG00000015176	4152
ENSMUSG00000026815	7
ENSMUSG00000042500	190
ENSMUSG00000022048	571
ENSMUSG00000078921	813
ENSMUSG00000070498	64
ENSMUSG00000082277	329
ENSMUSG00000039264	2019
ENSMUSG00000052087	536
ENSMUSG00000020781	3099
ENSMUSG00000068747	449
ENSMUSG00000057262	13
ENSMUSG00000055675	625
ENSMUSG00000020231	126
ENSMUSG00000015947	135
ENSMUSG00000023031	120
ENSMUSG00000004665	1987
ENSMUSG00000032035	8481
ENSMUSG00000042766	7
ENSMUSG00000038155	41
ENSMUSG00000049916	175
ENSMUSG00000096292	18
ENSMUSG00000096074	689
ENSMUSG00000031543	79
ENSMUSG00000069008	120
ENSMUSG00000035000	1842
ENSMUSG00000001056	1693
ENSMUSG00000098369	18
ENSMUSG00000039145	889
ENSMUSG00000076552	171
ENSMUSG00000106031	6
ENSMUSG00000032333	416
ENSMUSG00000074800	929
ENSMUSG00000019822	227
ENSMUSG00000061947	73
ENSMUSG00000021947	72
ENSMUSG00000032834	3433
ENSMUSG00000022237	1251
ENSMUSG00000082423	19
ENSMUSG00000000934	724
ENSMUSG00000096883	208
ENSMUSG00000015222	30
ENSMUSG00000022651	86
ENSMUSG00000099517	160
ENSMUSG00000020154	79
ENSMUSG00000093392	22
ENSMUSG00000079299	93
ENSMUSG00000038776	5195
ENSMUSG00000083979	9
ENSMUSG00000025201	10
ENSMUSG00000056612	2015
ENSMUSG00000035776	76
ENSMUSG00000026399	11785
ENSMUSG00000081058	208
ENSMUSG00000030872	2489
ENSMUSG00000040592	13604
ENSMUSG00000064288	258
ENSMUSG00000005718	557
ENSMUSG00000057337	4884
ENSMUSG00000055538	587
ENSMUSG00000020176	156
ENSMUSG00000030465	734
ENSMUSG00000026923	7880
ENSMUSG00000020592	1233
ENSMUSG00000021636	142
ENSMUSG00000067341	851
ENSMUSG00000059237	0
ENSMUSG00000030707	11869
ENSMUSG00000017390	30
ENSMUSG00000020681	150
ENSMUSG00000026712	2617
ENSMUSG00000053835	1824
ENSMUSG00000094862	8
ENSMUSG00000064317	609
ENSMUSG00000071036	299
ENSMUSG00000026904	25
ENSMUSG00000024030	1106
ENSMUSG00000080848	225
ENSMUSG00000004100	3717
ENSMUSG00000039783	2278
ENSMUSG00000074211	1969
ENSMUSG00000028545	332
ENSMUSG00000037278	301
ENSMUSG00000079225	1299
ENSMUSG00000026880	205
ENSMUSG00000031639	212
ENSMUSG00000054520	1123
ENSMUSG00000021303	41
ENSMUSG00000028410	2836
ENSMUSG00000102984	113
ENSMUSG00000026048	4501
ENSMUSG00000022351	916
ENSMUSG00000082829	25
ENSMUSG00000004105	133
ENSMUSG00000084106	148
ENSMUSG00000029299	1251
ENSMUSG00000026616	14725
ENSMUSG00000054932	37
ENSMUSG00000027381	7887
ENSMUSG00000006442	977
ENSMUSG00000085603	443
ENSMUSG00000020648	529
ENSMUSG00000069310	429
ENSMUSG00000096802	28
ENSMUSG00000038421	2916
ENSMUSG00000038352	701
ENSMUSG00000036565	685
ENSMUSG00000100801	24
ENSMUSG00000022610	53
ENSMUSG00000029036	3579
ENSMUSG00000069267	421
ENSMUSG00000101439	17
ENSMUSG00000113508	487
ENSMUSG00000090173	52
ENSMUSG00000040350	15689
ENSMUSG00000040345	723
ENSMUSG00000069274	441
ENSMUSG00000027072	4
ENSMUSG00000038508	146
ENSMUSG00000094951	139
ENSMUSG00000047751	46
ENSMUSG00000020328	3624
ENSMUSG00000041064	5
ENSMUSG00000101279	63
ENSMUSG00000031626	156
ENSMUSG00000028460	44
ENSMUSG00000005667	444
ENSMUSG00000063015	1769
ENSMUSG00000104765	46
ENSMUSG00000048895	1961
ENSMUSG00000047735	7768
ENSMUSG00000068014	21
ENSMUSG00000035863	438
ENSMUSG00000026825	206
ENSMUSG00000051504	284
ENSMUSG00000058258	1082
ENSMUSG00000081665	355
ENSMUSG00000019359	85
ENSMUSG00000078816	75
ENSMUSG00000001416	7618
ENSMUSG00000045629	7
ENSMUSG00000045349	57
ENSMUSG00000024177	333
ENSMUSG00000052749	2112
ENSMUSG00000021838	56
ENSMUSG00000078300	52
ENSMUSG00000035279	41
ENSMUSG00000032101	38
ENSMUSG00000026594	7579
ENSMUSG00000001552	295
ENSMUSG00000053553	533
ENSMUSG00000043004	929
ENSMUSG00000070337	62
ENSMUSG00000107724	81
ENSMUSG00000079224	114
ENSMUSG00000036853	203
ENSMUSG00000000811	465
ENSMUSG00000027076	485
ENSMUSG00000023243	237
ENSMUSG00000026170	192
ENSMUSG00000049314	8
ENSMUSG00000103735	2
ENSMUSG00000027187	1200
ENSMUSG00000019986	2040
ENSMUSG00000040809	126
ENSMUSG00000022750	2278
ENSMUSG00000094114	140
ENSMUSG00000032011	33
ENSMUSG00000047821	9
ENSMUSG00000071591	0
ENSMUSG00000030468	5493
ENSMUSG00000040276	157
ENSMUSG00000005043	389
ENSMUSG00000076525	51
ENSMUSG00000036353	97
ENSMUSG00000048621	306
ENSMUSG00000029413	435
ENSMUSG00000028825	23
ENSMUSG00000029372	71
ENSMUSG00000029752	70
ENSMUSG00000028937	324
ENSMUSG00000094051	76
ENSMUSG00000001228	488
ENSMUSG00000022018	191
ENSMUSG00000001467	1418
ENSMUSG00000026234	31315
ENSMUSG00000105277	9
ENSMUSG00000017737	87
ENSMUSG00000015316	702
ENSMUSG00000079620	4
ENSMUSG00000078439	48
ENSMUSG00000020564	780
ENSMUSG00000043419	41
ENSMUSG00000092618	115
ENSMUSG00000031467	2490
ENSMUSG00000056917	5281
ENSMUSG00000062901	5074
ENSMUSG00000036002	136
ENSMUSG00000024790	984
ENSMUSG00000058230	9831
ENSMUSG00000032436	695
ENSMUSG00000067547	509
ENSMUSG00000072235	457
ENSMUSG00000024246	1553
ENSMUSG00000054072	183
ENSMUSG00000006567	126
ENSMUSG00000057069	2052
ENSMUSG00000022468	48
ENSMUSG00000029338	389
