Ensembl_gene_id	p53_IR_2
ENSMUSG00000035443	1500
ENSMUSG00000024769	2992
ENSMUSG00000108929	22
ENSMUSG00000027330	148
ENSMUSG00000057886	0
ENSMUSG00000007379	1542
ENSMUSG00000076613	19574
ENSMUSG00000006587	164
ENSMUSG00000080977	66
ENSMUSG00000067719	137
ENSMUSG00000025433	8
ENSMUSG00000089762	148
ENSMUSG00000042349	8528
ENSMUSG00000027556	16
ENSMUSG00000032374	239
ENSMUSG00000094392	27
ENSMUSG00000090639	43
ENSMUSG00000018012	377
ENSMUSG00000028970	3340
ENSMUSG00000001281	347
ENSMUSG00000043618	0
ENSMUSG00000037907	317
ENSMUSG00000076614	941
ENSMUSG00000034282	185
ENSMUSG00000020326	20365
ENSMUSG00000020593	3279
ENSMUSG00000083670	84
ENSMUSG00000068566	175
ENSMUSG00000085791	39
ENSMUSG00000094526	11
ENSMUSG00000026649	246
ENSMUSG00000060143	30
ENSMUSG00000078377	0
ENSMUSG00000103034	7
ENSMUSG00000026581	2257
ENSMUSG00000041845	58
ENSMUSG00000025507	1790
ENSMUSG00000028420	155
ENSMUSG00000100405	0
ENSMUSG00000017400	60
ENSMUSG00000020788	1576
ENSMUSG00000079033	474
ENSMUSG00000067586	138
ENSMUSG00000089739	28
ENSMUSG00000042156	709
ENSMUSG00000045092	900
ENSMUSG00000049044	362
ENSMUSG00000050621	152
ENSMUSG00000027297	18
ENSMUSG00000021668	4647
ENSMUSG00000025912	1167
ENSMUSG00000081254	0
ENSMUSG00000026443	184
ENSMUSG00000027863	451
ENSMUSG00000022996	89
ENSMUSG00000081051	1540
ENSMUSG00000048188	121
ENSMUSG00000083287	61
ENSMUSG00000036995	188
ENSMUSG00000053279	7
ENSMUSG00000096577	3639
ENSMUSG00000070572	0
ENSMUSG00000101167	407
ENSMUSG00000038623	448
ENSMUSG00000027663	3894
ENSMUSG00000079339	100
ENSMUSG00000060096	242
ENSMUSG00000024778	1024
ENSMUSG00000004655	15
ENSMUSG00000004098	19
ENSMUSG00000031785	132
ENSMUSG00000095079	10446
ENSMUSG00000006154	822
ENSMUSG00000020990	10
ENSMUSG00000028737	2576
ENSMUSG00000003809	2472
ENSMUSG00000037725	992
ENSMUSG00000082127	64
ENSMUSG00000055148	371
ENSMUSG00000032946	1026
ENSMUSG00000006360	197
ENSMUSG00000002007	310
ENSMUSG00000032496	124
ENSMUSG00000082099	0
ENSMUSG00000083365	242
ENSMUSG00000083558	242
ENSMUSG00000022899	1554
ENSMUSG00000040715	0
ENSMUSG00000044199	280
ENSMUSG00000106350	189
ENSMUSG00000062762	4787
ENSMUSG00000048644	58
ENSMUSG00000096472	57
ENSMUSG00000109489	462
ENSMUSG00000054612	256
ENSMUSG00000046818	217
ENSMUSG00000105645	84
ENSMUSG00000024521	2331
ENSMUSG00000020396	261
ENSMUSG00000020142	73
ENSMUSG00000031779	111
ENSMUSG00000032334	4
ENSMUSG00000013629	10363
ENSMUSG00000031258	8504
ENSMUSG00000000903	84
ENSMUSG00000029322	770
ENSMUSG00000058626	13
ENSMUSG00000025092	32
ENSMUSG00000034416	54
ENSMUSG00000021665	360
ENSMUSG00000043468	238
ENSMUSG00000018340	844
ENSMUSG00000082381	38
ENSMUSG00000034457	71
ENSMUSG00000022098	196
ENSMUSG00000090381	66
ENSMUSG00000078429	454
ENSMUSG00000098387	44
ENSMUSG00000096718	0
ENSMUSG00000020086	203
ENSMUSG00000031969	771
ENSMUSG00000072082	1165
ENSMUSG00000041538	2429
ENSMUSG00000030000	20
ENSMUSG00000039395	812
ENSMUSG00000030609	7470
ENSMUSG00000002799	165
ENSMUSG00000021913	64
ENSMUSG00000076670	341
ENSMUSG00000083728	672
ENSMUSG00000032484	112
ENSMUSG00000036678	3911
ENSMUSG00000024900	537
ENSMUSG00000032908	129
ENSMUSG00000030427	53
ENSMUSG00000099241	371
ENSMUSG00000037552	363
ENSMUSG00000042821	82
ENSMUSG00000030084	3177
ENSMUSG00000039787	407
ENSMUSG00000022748	145
ENSMUSG00000025366	936
ENSMUSG00000090877	203
ENSMUSG00000101111	770
ENSMUSG00000096833	349
ENSMUSG00000038011	155
ENSMUSG00000033854	188
ENSMUSG00000091971	82
ENSMUSG00000067869	0
ENSMUSG00000026822	94
ENSMUSG00000028051	183
ENSMUSG00000034164	97
ENSMUSG00000026817	59
ENSMUSG00000029763	19373
ENSMUSG00000079359	485
ENSMUSG00000056071	1246
ENSMUSG00000032360	47
ENSMUSG00000031925	515
ENSMUSG00000025026	1743
ENSMUSG00000094708	0
ENSMUSG00000095937	0
ENSMUSG00000054385	37
ENSMUSG00000026879	260
ENSMUSG00000029866	16
ENSMUSG00000028211	17895
ENSMUSG00000025867	175
ENSMUSG00000038871	282
ENSMUSG00000072812	296
ENSMUSG00000044350	2169
ENSMUSG00000020641	258
ENSMUSG00000021703	369
ENSMUSG00000102918	162
ENSMUSG00000036902	169
ENSMUSG00000025780	114
ENSMUSG00000038670	2122
ENSMUSG00000074272	512
ENSMUSG00000027347	840
ENSMUSG00000033644	213
ENSMUSG00000032135	178
ENSMUSG00000066607	64
ENSMUSG00000031562	225
ENSMUSG00000000884	526
ENSMUSG00000004842	1370
ENSMUSG00000052331	2244
ENSMUSG00000021614	384
ENSMUSG00000076441	1593
ENSMUSG00000083165	23
ENSMUSG00000016526	302
ENSMUSG00000046169	248
ENSMUSG00000020034	575
ENSMUSG00000079575	42
ENSMUSG00000059647	0
ENSMUSG00000099809	0
ENSMUSG00000092340	22
ENSMUSG00000021624	1340
ENSMUSG00000057135	33
ENSMUSG00000025352	200
ENSMUSG00000106037	392
ENSMUSG00000074419	41
ENSMUSG00000079553	496
ENSMUSG00000032818	12
ENSMUSG00000055093	625
ENSMUSG00000034903	420
ENSMUSG00000030737	165
ENSMUSG00000041936	1143
ENSMUSG00000018750	664
ENSMUSG00000052221	34
ENSMUSG00000036006	2941
ENSMUSG00000038042	1196
ENSMUSG00000046006	63
ENSMUSG00000020642	548
ENSMUSG00000031453	2287
ENSMUSG00000063543	0
ENSMUSG00000037683	11
ENSMUSG00000098934	827
ENSMUSG00000019979	6821
ENSMUSG00000006576	23
ENSMUSG00000062554	8
ENSMUSG00000068397	239
ENSMUSG00000084383	239
ENSMUSG00000028008	81
ENSMUSG00000082604	80
ENSMUSG00000029385	345
ENSMUSG00000032698	442
ENSMUSG00000034620	1643
ENSMUSG00000056054	728
ENSMUSG00000081999	11
ENSMUSG00000000552	947
ENSMUSG00000022686	1265
ENSMUSG00000080875	0
ENSMUSG00000082329	4
ENSMUSG00000073678	1211
ENSMUSG00000012017	75
ENSMUSG00000003873	4046
ENSMUSG00000005233	531
ENSMUSG00000086965	263
ENSMUSG00000057191	458
ENSMUSG00000098021	31
ENSMUSG00000026167	170
ENSMUSG00000006800	755
ENSMUSG00000021048	4476
ENSMUSG00000037972	1592
ENSMUSG00000021411	378
ENSMUSG00000066443	336
ENSMUSG00000011008	209
ENSMUSG00000046341	22
ENSMUSG00000082691	42
ENSMUSG00000018909	591
ENSMUSG00000022353	771
ENSMUSG00000059479	407
ENSMUSG00000101059	0
ENSMUSG00000084838	129
ENSMUSG00000044309	97
ENSMUSG00000020108	2666
ENSMUSG00000023963	74
ENSMUSG00000036026	1837
ENSMUSG00000003484	405
ENSMUSG00000050243	58
ENSMUSG00000030407	1337
ENSMUSG00000051590	198
ENSMUSG00000063660	90
ENSMUSG00000108852	21
ENSMUSG00000094087	89
ENSMUSG00000041247	34
ENSMUSG00000078173	72
ENSMUSG00000044468	1098
ENSMUSG00000028078	314
ENSMUSG00000028362	217
ENSMUSG00000021222	1615
ENSMUSG00000005107	922
ENSMUSG00000068457	1237
ENSMUSG00000047945	2735
ENSMUSG00000026728	978
ENSMUSG00000083672	0
ENSMUSG00000082432	479
ENSMUSG00000020898	3320
ENSMUSG00000019872	234
ENSMUSG00000079362	0
ENSMUSG00000033722	224
ENSMUSG00000037822	1220
ENSMUSG00000058624	354
ENSMUSG00000001986	456
ENSMUSG00000082662	2
ENSMUSG00000052563	30
ENSMUSG00000055748	95
ENSMUSG00000029093	72
ENSMUSG00000049303	165
ENSMUSG00000020638	143
ENSMUSG00000073125	126
ENSMUSG00000071669	1381
ENSMUSG00000092329	189
ENSMUSG00000021384	183
ENSMUSG00000020089	602
ENSMUSG00000027452	664
ENSMUSG00000074342	268
ENSMUSG00000049233	55
ENSMUSG00000074846	9
ENSMUSG00000007908	182
ENSMUSG00000101964	190
ENSMUSG00000026313	6415
ENSMUSG00000006589	1411
ENSMUSG00000036894	2263
ENSMUSG00000087635	0
ENSMUSG00000024399	1609
ENSMUSG00000083827	24
ENSMUSG00000037235	1152
ENSMUSG00000004110	2651
ENSMUSG00000020712	128
ENSMUSG00000058006	35637
ENSMUSG00000055707	1471
ENSMUSG00000038146	128
ENSMUSG00000039031	143
ENSMUSG00000076562	87
ENSMUSG00000058447	29
ENSMUSG00000007783	62
ENSMUSG00000096326	442
ENSMUSG00000051910	27
ENSMUSG00000045455	116
ENSMUSG00000076435	441
ENSMUSG00000038357	35
ENSMUSG00000003420	251
ENSMUSG00000004356	9598
ENSMUSG00000051378	297
ENSMUSG00000069622	19
ENSMUSG00000081926	0
ENSMUSG00000019823	863
ENSMUSG00000099366	1
ENSMUSG00000054191	16
ENSMUSG00000028717	24
ENSMUSG00000083626	13
ENSMUSG00000091712	31
ENSMUSG00000020447	50
ENSMUSG00000028655	33
ENSMUSG00000045165	331
ENSMUSG00000027562	724
ENSMUSG00000099927	1062
ENSMUSG00000036882	39
ENSMUSG00000089698	48
ENSMUSG00000040270	2604
ENSMUSG00000034795	298
ENSMUSG00000084836	21
ENSMUSG00000025403	2632
ENSMUSG00000029370	21
ENSMUSG00000041762	204
ENSMUSG00000034248	799
ENSMUSG00000026390	1731
ENSMUSG00000034041	431
ENSMUSG00000079192	84
ENSMUSG00000033307	1950
ENSMUSG00000009739	376
ENSMUSG00000100514	27
ENSMUSG00000025795	429
ENSMUSG00000098692	344
ENSMUSG00000059791	213
ENSMUSG00000030790	240
ENSMUSG00000043873	133
ENSMUSG00000056602	1610
ENSMUSG00000053137	300
ENSMUSG00000031389	2006
ENSMUSG00000082101	20
ENSMUSG00000004929	378
ENSMUSG00000041736	116
ENSMUSG00000082570	9
ENSMUSG00000038065	116
ENSMUSG00000020669	93
ENSMUSG00000052684	2053
ENSMUSG00000007872	156
ENSMUSG00000002068	94
ENSMUSG00000020184	9300
ENSMUSG00000032265	359
ENSMUSG00000061356	42
ENSMUSG00000094840	28
ENSMUSG00000084261	43
ENSMUSG00000096544	5488
ENSMUSG00000022817	176
ENSMUSG00000011179	4884
ENSMUSG00000025364	7236
ENSMUSG00000018983	331
ENSMUSG00000042462	234
ENSMUSG00000031112	210
ENSMUSG00000034361	168
ENSMUSG00000064208	31
ENSMUSG00000027639	3768
ENSMUSG00000083061	0
ENSMUSG00000022475	518
ENSMUSG00000038351	949
ENSMUSG00000038560	70
ENSMUSG00000094075	643
ENSMUSG00000069302	35
ENSMUSG00000040747	2279
ENSMUSG00000052544	148
ENSMUSG00000054720	339
ENSMUSG00000082653	51
ENSMUSG00000024588	247
ENSMUSG00000033544	428
ENSMUSG00000002944	591
ENSMUSG00000010142	852
ENSMUSG00000101188	2610
ENSMUSG00000031659	2192
ENSMUSG00000061742	78
ENSMUSG00000096144	10
ENSMUSG00000035711	795
ENSMUSG00000069516	993
ENSMUSG00000043102	35
ENSMUSG00000031802	176
ENSMUSG00000078636	325
ENSMUSG00000038295	26
ENSMUSG00000054619	58
ENSMUSG00000049892	74
ENSMUSG00000001348	814
ENSMUSG00000058019	881
ENSMUSG00000026853	152
ENSMUSG00000042121	639
ENSMUSG00000044534	96
ENSMUSG00000044083	87
ENSMUSG00000081788	195
ENSMUSG00000022964	170
ENSMUSG00000035960	1415
ENSMUSG00000034055	198
ENSMUSG00000049744	2264
ENSMUSG00000098650	170
ENSMUSG00000053931	528
ENSMUSG00000039908	77
ENSMUSG00000034401	143
ENSMUSG00000090223	9
ENSMUSG00000021983	175
ENSMUSG00000033036	11
ENSMUSG00000032776	535
ENSMUSG00000004568	2979
ENSMUSG00000048087	689
ENSMUSG00000025875	17
ENSMUSG00000026558	1194
ENSMUSG00000048078	182
ENSMUSG00000074575	45
ENSMUSG00000048807	65
ENSMUSG00000044456	1028
ENSMUSG00000051314	120
ENSMUSG00000024056	67
ENSMUSG00000041642	3920
ENSMUSG00000030577	6051
ENSMUSG00000028217	190
ENSMUSG00000024659	97
ENSMUSG00000022180	164
ENSMUSG00000019899	76
ENSMUSG00000092560	26
ENSMUSG00000044770	832
ENSMUSG00000054293	191
ENSMUSG00000022044	72
ENSMUSG00000059708	74
ENSMUSG00000059422	120
ENSMUSG00000085917	103
ENSMUSG00000037138	2551
ENSMUSG00000081441	18
ENSMUSG00000055612	465
ENSMUSG00000032902	321
ENSMUSG00000028914	219
ENSMUSG00000081569	10
ENSMUSG00000027219	1099
ENSMUSG00000013846	1085
ENSMUSG00000022483	45
ENSMUSG00000033327	126
ENSMUSG00000035273	151
ENSMUSG00000028766	416
ENSMUSG00000109510	0
ENSMUSG00000062727	141
ENSMUSG00000054641	0
ENSMUSG00000024013	1045
ENSMUSG00000030256	1441
ENSMUSG00000028076	284
ENSMUSG00000036781	1815
ENSMUSG00000034792	671
ENSMUSG00000022094	1656
ENSMUSG00000025980	3639
ENSMUSG00000035215	116
ENSMUSG00000032009	1884
ENSMUSG00000031613	367
ENSMUSG00000029106	1436
ENSMUSG00000021270	6884
ENSMUSG00000022428	319
ENSMUSG00000091228	1045
ENSMUSG00000083121	34
ENSMUSG00000073802	57
ENSMUSG00000074417	62
ENSMUSG00000025104	355
ENSMUSG00000019312	65
ENSMUSG00000000708	331
ENSMUSG00000037606	301
ENSMUSG00000061758	1616
ENSMUSG00000050600	1772
ENSMUSG00000029270	295
ENSMUSG00000094102	60
ENSMUSG00000094439	68
ENSMUSG00000101932	31
ENSMUSG00000032889	3
ENSMUSG00000031390	123
ENSMUSG00000021123	411
ENSMUSG00000021867	13
ENSMUSG00000072676	13
ENSMUSG00000005447	127
ENSMUSG00000014599	851
ENSMUSG00000005732	2447
ENSMUSG00000100862	2456
ENSMUSG00000034245	38
ENSMUSG00000008843	3
ENSMUSG00000020183	399
ENSMUSG00000027858	89
ENSMUSG00000053801	740
ENSMUSG00000035202	2448
ENSMUSG00000031146	225
ENSMUSG00000095514	12
ENSMUSG00000015968	160
ENSMUSG00000060791	676
ENSMUSG00000029463	434
ENSMUSG00000003309	22
ENSMUSG00000040247	1242
ENSMUSG00000038175	896
ENSMUSG00000022586	309
ENSMUSG00000020649	764
ENSMUSG00000056144	1658
ENSMUSG00000097012	22
ENSMUSG00000039457	100
ENSMUSG00000053846	26
ENSMUSG00000030365	810
ENSMUSG00000099703	206
ENSMUSG00000043415	134
ENSMUSG00000025743	1114
ENSMUSG00000024334	764
ENSMUSG00000025357	2570
ENSMUSG00000034868	1662
ENSMUSG00000078695	50
ENSMUSG00000050627	848
ENSMUSG00000032890	207
ENSMUSG00000040711	959
ENSMUSG00000107539	36
ENSMUSG00000028069	1487
ENSMUSG00000023000	31
ENSMUSG00000040751	575
ENSMUSG00000095210	2676
ENSMUSG00000044197	281
ENSMUSG00000037638	157
ENSMUSG00000054263	199
ENSMUSG00000001027	301
ENSMUSG00000034126	1007
ENSMUSG00000001082	127
ENSMUSG00000006732	1105
ENSMUSG00000051727	127
ENSMUSG00000050666	28
ENSMUSG00000099702	24722
ENSMUSG00000062846	0
ENSMUSG00000075046	69
ENSMUSG00000021236	422
ENSMUSG00000040093	456
ENSMUSG00000020053	349
ENSMUSG00000034317	301
ENSMUSG00000041189	114
ENSMUSG00000044434	0
ENSMUSG00000058492	0
ENSMUSG00000001305	1302
ENSMUSG00000022075	531
ENSMUSG00000095704	3
ENSMUSG00000017969	32
ENSMUSG00000039084	74
ENSMUSG00000045868	7078
ENSMUSG00000031618	76
ENSMUSG00000005800	137
ENSMUSG00000024912	142
ENSMUSG00000078616	100
ENSMUSG00000027199	75
ENSMUSG00000010136	18
ENSMUSG00000042675	596
ENSMUSG00000105043	15
ENSMUSG00000038058	410
ENSMUSG00000024401	271
ENSMUSG00000020534	816
ENSMUSG00000091498	120
ENSMUSG00000038967	36
ENSMUSG00000107705	342
ENSMUSG00000055200	47
ENSMUSG00000010021	40
ENSMUSG00000040596	862
ENSMUSG00000014453	1887
ENSMUSG00000034059	16
ENSMUSG00000031162	21
ENSMUSG00000008393	1736
ENSMUSG00000020798	211
ENSMUSG00000057541	1927
ENSMUSG00000015656	29327
ENSMUSG00000022517	758
ENSMUSG00000066108	256
ENSMUSG00000038578	770
ENSMUSG00000006356	285
ENSMUSG00000024901	49
ENSMUSG00000070471	80
ENSMUSG00000018168	4920
ENSMUSG00000093930	667
ENSMUSG00000013707	273
ENSMUSG00000059743	318
ENSMUSG00000035049	1932
ENSMUSG00000035919	302
ENSMUSG00000020865	411
ENSMUSG00000005873	409
ENSMUSG00000052131	31
ENSMUSG00000034424	330
ENSMUSG00000047250	233
ENSMUSG00000028931	394
ENSMUSG00000048007	243
ENSMUSG00000099974	681
ENSMUSG00000107951	8
ENSMUSG00000064168	77
ENSMUSG00000040990	1834
ENSMUSG00000026447	1664
ENSMUSG00000028436	611
ENSMUSG00000051998	1314
ENSMUSG00000101750	44
ENSMUSG00000084362	16
ENSMUSG00000035179	194
ENSMUSG00000037601	1510
ENSMUSG00000078606	4105
ENSMUSG00000042606	915
ENSMUSG00000094796	62
ENSMUSG00000038279	2569
ENSMUSG00000010048	825
ENSMUSG00000046761	121
ENSMUSG00000057706	45
ENSMUSG00000018381	406
ENSMUSG00000030255	144
ENSMUSG00000019302	635
ENSMUSG00000060950	683
ENSMUSG00000001588	1951
ENSMUSG00000029101	419
ENSMUSG00000036533	71
ENSMUSG00000040888	1193
ENSMUSG00000081094	52
ENSMUSG00000042210	166
ENSMUSG00000069792	99
ENSMUSG00000042129	788
ENSMUSG00000042354	2375
ENSMUSG00000020116	838
ENSMUSG00000022659	56
ENSMUSG00000036944	339
ENSMUSG00000038963	39
ENSMUSG00000030313	1717
ENSMUSG00000049422	135
ENSMUSG00000005534	891
ENSMUSG00000054901	43
ENSMUSG00000038725	20
ENSMUSG00000030750	190
ENSMUSG00000047368	440
ENSMUSG00000030657	831
ENSMUSG00000095366	46
ENSMUSG00000096850	46
ENSMUSG00000034394	100
ENSMUSG00000092261	8
ENSMUSG00000074497	2409
ENSMUSG00000025757	243
ENSMUSG00000029657	932
ENSMUSG00000080941	0
ENSMUSG00000025491	110
ENSMUSG00000040710	2318
ENSMUSG00000029178	1287
ENSMUSG00000028633	883
ENSMUSG00000037960	45
ENSMUSG00000029650	178
ENSMUSG00000036046	946
ENSMUSG00000015176	3576
ENSMUSG00000026815	10
ENSMUSG00000042500	190
ENSMUSG00000022048	523
ENSMUSG00000078921	483
ENSMUSG00000070498	132
ENSMUSG00000082277	1656
ENSMUSG00000039264	1801
ENSMUSG00000052087	360
ENSMUSG00000020781	1383
ENSMUSG00000068747	318
ENSMUSG00000057262	0
ENSMUSG00000055675	704
ENSMUSG00000020231	84
ENSMUSG00000015947	73
ENSMUSG00000023031	77
ENSMUSG00000004665	1515
ENSMUSG00000032035	7905
ENSMUSG00000042766	13
ENSMUSG00000038155	25
ENSMUSG00000049916	113
ENSMUSG00000096292	22
ENSMUSG00000096074	851
ENSMUSG00000031543	130
ENSMUSG00000069008	299
ENSMUSG00000035000	1183
ENSMUSG00000001056	1054
ENSMUSG00000098369	17
ENSMUSG00000039145	708
ENSMUSG00000076552	86
ENSMUSG00000106031	4
ENSMUSG00000032333	261
ENSMUSG00000074800	207
ENSMUSG00000019822	140
ENSMUSG00000061947	365
ENSMUSG00000021947	51
ENSMUSG00000032834	1896
ENSMUSG00000022237	1234
ENSMUSG00000082423	16
ENSMUSG00000000934	497
ENSMUSG00000096883	93
ENSMUSG00000015222	48
ENSMUSG00000022651	99
ENSMUSG00000099517	91
ENSMUSG00000020154	129
ENSMUSG00000093392	0
ENSMUSG00000079299	39
ENSMUSG00000038776	2413
ENSMUSG00000083979	7
ENSMUSG00000025201	0
ENSMUSG00000056612	1091
ENSMUSG00000035776	85
ENSMUSG00000026399	7586
ENSMUSG00000081058	139
ENSMUSG00000030872	1576
ENSMUSG00000040592	6422
ENSMUSG00000064288	118
ENSMUSG00000005718	383
ENSMUSG00000057337	3043
ENSMUSG00000055538	262
ENSMUSG00000020176	69
ENSMUSG00000030465	453
ENSMUSG00000026923	4160
ENSMUSG00000020592	520
ENSMUSG00000021636	111
ENSMUSG00000067341	745
ENSMUSG00000059237	37
ENSMUSG00000030707	5265
ENSMUSG00000017390	34
ENSMUSG00000020681	212
ENSMUSG00000026712	1589
ENSMUSG00000053835	1098
ENSMUSG00000094862	2
ENSMUSG00000064317	243
ENSMUSG00000071036	165
ENSMUSG00000026904	18
ENSMUSG00000024030	845
ENSMUSG00000080848	686
ENSMUSG00000004100	2620
ENSMUSG00000039783	1071
ENSMUSG00000074211	1157
ENSMUSG00000028545	366
ENSMUSG00000037278	132
ENSMUSG00000079225	1361
ENSMUSG00000026880	131
ENSMUSG00000031639	111
ENSMUSG00000054520	716
ENSMUSG00000021303	32
ENSMUSG00000028410	1390
ENSMUSG00000102984	97
ENSMUSG00000026048	2773
ENSMUSG00000022351	531
ENSMUSG00000082829	24
ENSMUSG00000004105	109
ENSMUSG00000084106	248
ENSMUSG00000029299	693
ENSMUSG00000026616	10295
ENSMUSG00000054932	26
ENSMUSG00000027381	4270
ENSMUSG00000006442	667
ENSMUSG00000085603	715
ENSMUSG00000020648	316
ENSMUSG00000069310	218
ENSMUSG00000096802	38
ENSMUSG00000038421	1407
ENSMUSG00000038352	460
ENSMUSG00000036565	580
ENSMUSG00000100801	51
ENSMUSG00000022610	57
ENSMUSG00000029036	2140
ENSMUSG00000069267	268
ENSMUSG00000101439	40
ENSMUSG00000113508	649
ENSMUSG00000090173	47
ENSMUSG00000040350	8490
ENSMUSG00000040345	510
ENSMUSG00000069274	168
ENSMUSG00000027072	8
ENSMUSG00000038508	53
ENSMUSG00000094951	206
ENSMUSG00000047751	38
ENSMUSG00000020328	1693
ENSMUSG00000041064	16
ENSMUSG00000101279	43
ENSMUSG00000031626	148
ENSMUSG00000028460	26
ENSMUSG00000005667	235
ENSMUSG00000063015	997
ENSMUSG00000104765	80
ENSMUSG00000048895	873
ENSMUSG00000047735	4115
ENSMUSG00000068014	24
ENSMUSG00000035863	203
ENSMUSG00000026825	94
ENSMUSG00000051504	191
ENSMUSG00000058258	621
ENSMUSG00000081665	203
ENSMUSG00000019359	60
ENSMUSG00000078816	99
ENSMUSG00000001416	3893
ENSMUSG00000045629	14
ENSMUSG00000045349	49
ENSMUSG00000024177	147
ENSMUSG00000052749	1098
ENSMUSG00000021838	40
ENSMUSG00000078300	17
ENSMUSG00000035279	102
ENSMUSG00000032101	43
ENSMUSG00000026594	5198
ENSMUSG00000001552	268
ENSMUSG00000053553	440
ENSMUSG00000043004	604
ENSMUSG00000070337	80
ENSMUSG00000107724	68
ENSMUSG00000079224	13
ENSMUSG00000036853	108
ENSMUSG00000000811	254
ENSMUSG00000027076	275
ENSMUSG00000023243	168
ENSMUSG00000026170	139
ENSMUSG00000049314	6
ENSMUSG00000103735	1
ENSMUSG00000027187	926
ENSMUSG00000019986	933
ENSMUSG00000040809	59
ENSMUSG00000022750	907
ENSMUSG00000094114	32
ENSMUSG00000032011	26
ENSMUSG00000047821	13
ENSMUSG00000071591	0
ENSMUSG00000030468	2433
ENSMUSG00000040276	144
ENSMUSG00000005043	359
ENSMUSG00000076525	38
ENSMUSG00000036353	57
ENSMUSG00000048621	199
ENSMUSG00000029413	321
ENSMUSG00000028825	19
ENSMUSG00000029372	26
ENSMUSG00000029752	84
ENSMUSG00000028937	165
ENSMUSG00000094051	169
ENSMUSG00000001228	278
ENSMUSG00000022018	110
ENSMUSG00000001467	879
ENSMUSG00000026234	30278
ENSMUSG00000105277	9
ENSMUSG00000017737	84
ENSMUSG00000015316	415
ENSMUSG00000079620	58
ENSMUSG00000078439	39
ENSMUSG00000020564	769
ENSMUSG00000043419	21
ENSMUSG00000092618	76
ENSMUSG00000031467	1182
ENSMUSG00000056917	1803
ENSMUSG00000062901	2509
ENSMUSG00000036002	178
ENSMUSG00000024790	404
ENSMUSG00000058230	5769
ENSMUSG00000032436	337
ENSMUSG00000067547	266
ENSMUSG00000072235	338
ENSMUSG00000024246	774
ENSMUSG00000054072	121
ENSMUSG00000006567	36
ENSMUSG00000057069	1686
ENSMUSG00000022468	59
ENSMUSG00000029338	337
ENSMUSG00000094338	69
ENSMUSG00000091095	48
