Ensembl_gene_id	p53_mock_3
ENSMUSG00000055632	61
ENSMUSG00000054589	36
ENSMUSG00000028893	334
ENSMUSG00000076569	12296
ENSMUSG00000046480	11
ENSMUSG00000000308	0
ENSMUSG00000078889	0
ENSMUSG00000032128	3
ENSMUSG00000040447	673
ENSMUSG00000006445	181
ENSMUSG00000082016	72
ENSMUSG00000021185	556
ENSMUSG00000091694	42
ENSMUSG00000094127	312
ENSMUSG00000043099	25
ENSMUSG00000092528	182
ENSMUSG00000041773	191
ENSMUSG00000089999	0
ENSMUSG00000081087	31
ENSMUSG00000051839	73
ENSMUSG00000094622	17
ENSMUSG00000018428	72
ENSMUSG00000073400	29
ENSMUSG00000034818	47
ENSMUSG00000045659	149
ENSMUSG00000100863	60
ENSMUSG00000026532	160
ENSMUSG00000071141	0
ENSMUSG00000050821	31
ENSMUSG00000026582	176
ENSMUSG00000022416	4369
ENSMUSG00000093954	123
ENSMUSG00000078126	42
ENSMUSG00000081603	0
ENSMUSG00000076612	6894
ENSMUSG00000035443	166
ENSMUSG00000024769	322
ENSMUSG00000108929	230
ENSMUSG00000027330	1393
ENSMUSG00000057886	158
ENSMUSG00000007379	141
ENSMUSG00000076613	17266
ENSMUSG00000006587	11
ENSMUSG00000080977	0
ENSMUSG00000067719	93
ENSMUSG00000025433	221
ENSMUSG00000089762	7
ENSMUSG00000042349	1099
ENSMUSG00000027556	298
ENSMUSG00000032374	33
ENSMUSG00000094392	94
ENSMUSG00000090639	54
ENSMUSG00000018012	33
ENSMUSG00000028970	428
ENSMUSG00000001281	3498
ENSMUSG00000043618	1
ENSMUSG00000037907	17
ENSMUSG00000076614	1727
ENSMUSG00000034282	10
ENSMUSG00000020326	3559
ENSMUSG00000020593	732
ENSMUSG00000083670	0
ENSMUSG00000068566	1067
ENSMUSG00000085791	2
ENSMUSG00000094526	49
ENSMUSG00000026649	45
ENSMUSG00000060143	52
ENSMUSG00000078377	0
ENSMUSG00000103034	15
ENSMUSG00000026581	22997
ENSMUSG00000041845	2
ENSMUSG00000025507	182
ENSMUSG00000028420	3927
ENSMUSG00000100405	3
ENSMUSG00000017400	296
ENSMUSG00000020788	10826
ENSMUSG00000079033	78
ENSMUSG00000067586	1583
ENSMUSG00000089739	368
ENSMUSG00000042156	101
ENSMUSG00000045092	8313
ENSMUSG00000049044	1984
ENSMUSG00000050621	28
ENSMUSG00000027297	300
ENSMUSG00000021668	619
ENSMUSG00000025912	476
ENSMUSG00000081254	42
ENSMUSG00000026443	1
ENSMUSG00000027863	4303
ENSMUSG00000022996	15
ENSMUSG00000081051	2564
ENSMUSG00000048188	1
ENSMUSG00000083287	61
ENSMUSG00000036995	19
ENSMUSG00000053279	43
ENSMUSG00000096577	179
ENSMUSG00000070572	60
ENSMUSG00000101167	38
ENSMUSG00000038623	4562
ENSMUSG00000027663	778
ENSMUSG00000079339	1156
ENSMUSG00000060096	0
ENSMUSG00000024778	181
ENSMUSG00000004655	228
ENSMUSG00000004098	59
ENSMUSG00000031785	31
ENSMUSG00000095079	15950
ENSMUSG00000006154	3239
ENSMUSG00000020990	159
ENSMUSG00000028737	543
ENSMUSG00000003809	529
ENSMUSG00000037725	152
ENSMUSG00000082127	13
ENSMUSG00000055148	2218
ENSMUSG00000032946	7400
ENSMUSG00000006360	2565
ENSMUSG00000002007	2874
ENSMUSG00000032496	159
ENSMUSG00000082099	6
ENSMUSG00000083365	257
ENSMUSG00000083558	257
ENSMUSG00000022899	1286
ENSMUSG00000040715	28
ENSMUSG00000044199	2217
ENSMUSG00000106350	11
ENSMUSG00000062762	965
ENSMUSG00000048644	8
ENSMUSG00000096472	436
ENSMUSG00000109489	23
ENSMUSG00000054612	65
ENSMUSG00000046818	43
ENSMUSG00000105645	0
ENSMUSG00000024521	417
ENSMUSG00000020396	43
ENSMUSG00000020142	40
ENSMUSG00000031779	41
ENSMUSG00000032334	68
ENSMUSG00000013629	1542
ENSMUSG00000031258	813
ENSMUSG00000000903	622
ENSMUSG00000029322	7746
ENSMUSG00000058626	190
ENSMUSG00000025092	176
ENSMUSG00000034416	2
ENSMUSG00000021665	3298
ENSMUSG00000043468	5
ENSMUSG00000018340	6218
ENSMUSG00000082381	23
ENSMUSG00000034457	0
ENSMUSG00000022098	31
ENSMUSG00000090381	49
ENSMUSG00000078429	2507
ENSMUSG00000098387	0
ENSMUSG00000096718	189
ENSMUSG00000020086	13
ENSMUSG00000031969	162
ENSMUSG00000072082	265
ENSMUSG00000041538	20382
ENSMUSG00000030000	93
ENSMUSG00000039395	195
ENSMUSG00000030609	1239
ENSMUSG00000002799	24
ENSMUSG00000021913	3
ENSMUSG00000076670	389
ENSMUSG00000083728	111
ENSMUSG00000032484	124
ENSMUSG00000036678	727
ENSMUSG00000024900	2702
ENSMUSG00000032908	760
ENSMUSG00000030427	314
ENSMUSG00000099241	3366
ENSMUSG00000037552	2210
ENSMUSG00000042821	14
ENSMUSG00000030084	1267
ENSMUSG00000039787	64
ENSMUSG00000022748	58
ENSMUSG00000025366	6808
ENSMUSG00000090877	242
ENSMUSG00000101111	14000
ENSMUSG00000096833	743
ENSMUSG00000038011	3
ENSMUSG00000033854	20
ENSMUSG00000091971	91
ENSMUSG00000067869	0
ENSMUSG00000026822	57
ENSMUSG00000028051	27
ENSMUSG00000034164	683
ENSMUSG00000026817	4
ENSMUSG00000029763	3763
ENSMUSG00000079359	48
ENSMUSG00000056071	1022
ENSMUSG00000032360	313
ENSMUSG00000031925	1873
ENSMUSG00000025026	10407
ENSMUSG00000094708	0
ENSMUSG00000095937	0
ENSMUSG00000054385	261
ENSMUSG00000026879	2171
ENSMUSG00000029866	57
ENSMUSG00000028211	8690
ENSMUSG00000025867	383
ENSMUSG00000038871	342
ENSMUSG00000072812	74
ENSMUSG00000044350	523
ENSMUSG00000020641	464
ENSMUSG00000021703	1592
ENSMUSG00000102918	19
ENSMUSG00000036902	42
ENSMUSG00000025780	556
ENSMUSG00000038670	156
ENSMUSG00000074272	2259
ENSMUSG00000027347	4977
ENSMUSG00000033644	28
ENSMUSG00000032135	46
ENSMUSG00000066607	4
ENSMUSG00000031562	87
ENSMUSG00000000884	85
ENSMUSG00000004842	102
ENSMUSG00000052331	10518
ENSMUSG00000021614	90
ENSMUSG00000076441	482
ENSMUSG00000083165	96
ENSMUSG00000016526	39
ENSMUSG00000046169	1335
ENSMUSG00000020034	2459
ENSMUSG00000079575	16
ENSMUSG00000059647	0
ENSMUSG00000099809	0
ENSMUSG00000092340	261
ENSMUSG00000021624	8926
ENSMUSG00000057135	270
ENSMUSG00000025352	1687
ENSMUSG00000106037	2367
ENSMUSG00000074419	292
ENSMUSG00000079553	161
ENSMUSG00000032818	42
ENSMUSG00000055093	1540
ENSMUSG00000034903	1930
ENSMUSG00000030737	1099
ENSMUSG00000041936	266
ENSMUSG00000018750	4073
ENSMUSG00000052221	2
ENSMUSG00000036006	15366
ENSMUSG00000038042	299
ENSMUSG00000046006	414
ENSMUSG00000020642	2165
ENSMUSG00000031453	10517
ENSMUSG00000063543	0
ENSMUSG00000037683	127
ENSMUSG00000098934	4951
ENSMUSG00000019979	1859
ENSMUSG00000006576	80
ENSMUSG00000062554	64
ENSMUSG00000068397	54
ENSMUSG00000084383	54
ENSMUSG00000028008	2
ENSMUSG00000082604	12
ENSMUSG00000029385	2241
ENSMUSG00000032698	3013
ENSMUSG00000034620	399
ENSMUSG00000056054	536
ENSMUSG00000081999	0
ENSMUSG00000000552	371
ENSMUSG00000022686	7398
ENSMUSG00000080875	21
ENSMUSG00000082329	23
ENSMUSG00000073678	8139
ENSMUSG00000012017	13
ENSMUSG00000003873	1068
ENSMUSG00000005233	151
ENSMUSG00000086965	43
ENSMUSG00000057191	3343
ENSMUSG00000098021	122
ENSMUSG00000026167	50
ENSMUSG00000006800	197
ENSMUSG00000021048	1328
ENSMUSG00000037972	10770
ENSMUSG00000021411	2765
ENSMUSG00000066443	3590
ENSMUSG00000011008	1330
ENSMUSG00000046341	2
ENSMUSG00000082691	57
ENSMUSG00000018909	3242
ENSMUSG00000022353	3572
ENSMUSG00000059479	1706
ENSMUSG00000101059	0
ENSMUSG00000084838	127
ENSMUSG00000044309	595
ENSMUSG00000020108	1228
ENSMUSG00000023963	406
ENSMUSG00000036026	369
ENSMUSG00000003484	2432
ENSMUSG00000050243	0
ENSMUSG00000030407	291
ENSMUSG00000051590	871
ENSMUSG00000063660	364
ENSMUSG00000108852	0
ENSMUSG00000094087	673
ENSMUSG00000041247	187
ENSMUSG00000078173	0
ENSMUSG00000044468	1098
ENSMUSG00000028078	1899
ENSMUSG00000028362	52
ENSMUSG00000021222	371
ENSMUSG00000005107	368
ENSMUSG00000068457	387
ENSMUSG00000047945	946
ENSMUSG00000026728	5240
ENSMUSG00000083672	45
ENSMUSG00000082432	40
ENSMUSG00000020898	789
ENSMUSG00000019872	1337
ENSMUSG00000079362	73
ENSMUSG00000033722	39
ENSMUSG00000037822	6760
ENSMUSG00000058624	350
ENSMUSG00000001986	94
ENSMUSG00000082662	0
ENSMUSG00000052563	142
ENSMUSG00000055748	5
ENSMUSG00000029093	177
ENSMUSG00000049303	39
ENSMUSG00000020638	844
ENSMUSG00000073125	47
ENSMUSG00000071669	5415
ENSMUSG00000092329	386
ENSMUSG00000021384	1249
ENSMUSG00000020089	581
ENSMUSG00000027452	3444
ENSMUSG00000074342	1419
ENSMUSG00000049233	15
ENSMUSG00000074846	0
ENSMUSG00000007908	52
ENSMUSG00000101964	1215
ENSMUSG00000026313	1335
ENSMUSG00000006589	629
ENSMUSG00000036894	686
ENSMUSG00000087635	0
ENSMUSG00000024399	10206
ENSMUSG00000083827	123
ENSMUSG00000037235	5692
ENSMUSG00000004110	9592
ENSMUSG00000020712	35
ENSMUSG00000058006	11259
ENSMUSG00000055707	399
ENSMUSG00000038146	14
ENSMUSG00000039031	732
ENSMUSG00000076562	349
ENSMUSG00000058447	9
ENSMUSG00000007783	3
ENSMUSG00000096326	1933
ENSMUSG00000051910	44
ENSMUSG00000045455	172
ENSMUSG00000076435	2035
ENSMUSG00000038357	59
ENSMUSG00000003420	1629
ENSMUSG00000004356	2584
ENSMUSG00000051378	135
ENSMUSG00000069622	16
ENSMUSG00000081926	0
ENSMUSG00000019823	4373
ENSMUSG00000099366	0
ENSMUSG00000054191	80
ENSMUSG00000028717	100
ENSMUSG00000083626	0
ENSMUSG00000091712	3
ENSMUSG00000020447	4
ENSMUSG00000028655	16
ENSMUSG00000045165	2170
ENSMUSG00000027562	829
ENSMUSG00000099927	292
ENSMUSG00000036882	101
ENSMUSG00000089698	47
ENSMUSG00000040270	8799
ENSMUSG00000034795	99
ENSMUSG00000084836	107
ENSMUSG00000025403	1131
ENSMUSG00000029370	122
ENSMUSG00000041762	1011
ENSMUSG00000034248	3854
ENSMUSG00000026390	598
ENSMUSG00000034041	2579
ENSMUSG00000079192	95
ENSMUSG00000033307	1000
ENSMUSG00000009739	1258
ENSMUSG00000100514	53
ENSMUSG00000025795	2109
ENSMUSG00000098692	49
ENSMUSG00000059791	1089
ENSMUSG00000030790	78
ENSMUSG00000043873	796
ENSMUSG00000056602	4080
ENSMUSG00000053137	1754
ENSMUSG00000031389	10443
ENSMUSG00000082101	15
ENSMUSG00000004929	288
ENSMUSG00000041736	887
ENSMUSG00000082570	65
ENSMUSG00000038065	369
ENSMUSG00000020669	40
ENSMUSG00000052684	474
ENSMUSG00000007872	686
ENSMUSG00000002068	493
ENSMUSG00000020184	2177
ENSMUSG00000032265	1749
ENSMUSG00000061356	175
ENSMUSG00000094840	51
ENSMUSG00000084261	1
ENSMUSG00000096544	2272
ENSMUSG00000022817	1224
ENSMUSG00000011179	2320
ENSMUSG00000025364	3713
ENSMUSG00000018983	1725
ENSMUSG00000042462	312
ENSMUSG00000031112	1561
ENSMUSG00000034361	75
ENSMUSG00000064208	26
ENSMUSG00000027639	16425
ENSMUSG00000083061	34
ENSMUSG00000022475	2186
ENSMUSG00000038351	236
ENSMUSG00000038560	23
ENSMUSG00000094075	933
ENSMUSG00000069302	326
ENSMUSG00000040747	16104
ENSMUSG00000052544	444
ENSMUSG00000054720	1142
ENSMUSG00000082653	185
ENSMUSG00000024588	577
ENSMUSG00000033544	2105
ENSMUSG00000002944	2632
ENSMUSG00000010142	5036
ENSMUSG00000101188	2317
ENSMUSG00000031659	10039
ENSMUSG00000061742	19
ENSMUSG00000096144	77
ENSMUSG00000035711	3918
ENSMUSG00000069516	4761
ENSMUSG00000043102	127
ENSMUSG00000031802	705
ENSMUSG00000078636	1016
ENSMUSG00000038295	2
ENSMUSG00000054619	286
ENSMUSG00000049892	9
ENSMUSG00000001348	3626
ENSMUSG00000058019	153
ENSMUSG00000026853	826
ENSMUSG00000042121	2642
ENSMUSG00000044534	655
ENSMUSG00000044083	6
ENSMUSG00000081788	12
ENSMUSG00000022964	1041
ENSMUSG00000035960	842
ENSMUSG00000034055	1125
ENSMUSG00000049744	8360
ENSMUSG00000098650	925
ENSMUSG00000053931	2984
ENSMUSG00000039908	333
ENSMUSG00000034401	570
ENSMUSG00000090223	61
ENSMUSG00000021983	20
ENSMUSG00000033036	36
ENSMUSG00000032776	2018
ENSMUSG00000004568	7929
ENSMUSG00000048087	248
ENSMUSG00000025875	89
ENSMUSG00000026558	577
ENSMUSG00000048078	584
ENSMUSG00000074575	202
ENSMUSG00000048807	33
ENSMUSG00000044456	3994
ENSMUSG00000051314	629
ENSMUSG00000024056	427
ENSMUSG00000041642	10047
ENSMUSG00000030577	30387
ENSMUSG00000028217	811
ENSMUSG00000024659	343
ENSMUSG00000022180	510
ENSMUSG00000019899	41
ENSMUSG00000092560	0
ENSMUSG00000044770	2150
ENSMUSG00000054293	1171
ENSMUSG00000022044	0
ENSMUSG00000059708	397
ENSMUSG00000059422	25
ENSMUSG00000085917	470
ENSMUSG00000037138	7547
ENSMUSG00000081441	10
ENSMUSG00000055612	614
ENSMUSG00000032902	533
ENSMUSG00000028914	1128
ENSMUSG00000081569	35
ENSMUSG00000027219	6542
ENSMUSG00000013846	3224
ENSMUSG00000022483	4
ENSMUSG00000033327	206
ENSMUSG00000035273	846
ENSMUSG00000028766	219
ENSMUSG00000109510	0
ENSMUSG00000062727	1274
ENSMUSG00000054641	0
ENSMUSG00000024013	5493
ENSMUSG00000030256	685
ENSMUSG00000028076	2159
ENSMUSG00000036781	697
ENSMUSG00000034792	372
ENSMUSG00000022094	402
ENSMUSG00000025980	3454
ENSMUSG00000035215	61
ENSMUSG00000032009	9416
ENSMUSG00000031613	2548
ENSMUSG00000029106	5963
ENSMUSG00000021270	10162
ENSMUSG00000022428	145
ENSMUSG00000091228	904
ENSMUSG00000083121	244
ENSMUSG00000073802	12
ENSMUSG00000074417	363
ENSMUSG00000025104	1128
ENSMUSG00000019312	257
ENSMUSG00000000708	1395
ENSMUSG00000037606	1210
ENSMUSG00000061758	828
ENSMUSG00000050600	5730
ENSMUSG00000029270	1478
ENSMUSG00000094102	153
ENSMUSG00000094439	10
ENSMUSG00000101932	32
ENSMUSG00000032889	0
ENSMUSG00000031390	503
ENSMUSG00000021123	1371
ENSMUSG00000021867	73
ENSMUSG00000072676	73
ENSMUSG00000005447	616
ENSMUSG00000014599	249
ENSMUSG00000005732	1539
ENSMUSG00000100862	7622
ENSMUSG00000034245	228
ENSMUSG00000008843	39
ENSMUSG00000020183	1701
ENSMUSG00000027858	493
ENSMUSG00000053801	473
ENSMUSG00000035202	12835
ENSMUSG00000031146	1045
ENSMUSG00000095514	61
ENSMUSG00000015968	448
ENSMUSG00000060791	2685
ENSMUSG00000029463	157
ENSMUSG00000003309	95
ENSMUSG00000040247	6958
ENSMUSG00000038175	3749
ENSMUSG00000022586	39
ENSMUSG00000020649	406
ENSMUSG00000056144	8221
ENSMUSG00000097012	112
ENSMUSG00000039457	280
ENSMUSG00000053846	7
ENSMUSG00000030365	3131
ENSMUSG00000099703	124
ENSMUSG00000043415	657
ENSMUSG00000025743	6462
ENSMUSG00000024334	3868
ENSMUSG00000025357	5878
ENSMUSG00000034868	6748
ENSMUSG00000078695	243
ENSMUSG00000050627	4428
ENSMUSG00000032890	1216
ENSMUSG00000040711	220
ENSMUSG00000107539	0
ENSMUSG00000028069	603
ENSMUSG00000023000	4
ENSMUSG00000040751	3591
ENSMUSG00000095210	399
ENSMUSG00000044197	981
ENSMUSG00000037638	99
ENSMUSG00000054263	583
ENSMUSG00000001027	966
ENSMUSG00000034126	330
ENSMUSG00000001082	602
ENSMUSG00000006732	533
ENSMUSG00000051727	314
ENSMUSG00000050666	279
ENSMUSG00000099702	3115
ENSMUSG00000062846	0
ENSMUSG00000075046	0
ENSMUSG00000021236	1948
ENSMUSG00000040093	1196
ENSMUSG00000020053	1761
ENSMUSG00000034317	1711
ENSMUSG00000041189	341
ENSMUSG00000044434	0
ENSMUSG00000058492	0
ENSMUSG00000001305	665
ENSMUSG00000022075	2482
ENSMUSG00000095704	69
ENSMUSG00000017969	184
ENSMUSG00000039084	344
ENSMUSG00000045868	36284
ENSMUSG00000031618	229
ENSMUSG00000005800	31
ENSMUSG00000024912	24
ENSMUSG00000078616	505
ENSMUSG00000027199	372
ENSMUSG00000010136	97
ENSMUSG00000042675	1481
ENSMUSG00000105043	86
ENSMUSG00000038058	2032
ENSMUSG00000024401	394
ENSMUSG00000020534	542
ENSMUSG00000091498	16
ENSMUSG00000038967	135
ENSMUSG00000107705	1826
ENSMUSG00000055200	216
ENSMUSG00000010021	140
ENSMUSG00000040596	462
ENSMUSG00000014453	10264
ENSMUSG00000034059	12
ENSMUSG00000031162	69
ENSMUSG00000008393	822
ENSMUSG00000020798	661
ENSMUSG00000057541	920
ENSMUSG00000015656	44023
ENSMUSG00000022517	3389
ENSMUSG00000066108	21
ENSMUSG00000038578	4064
ENSMUSG00000006356	380
ENSMUSG00000024901	14
ENSMUSG00000070471	15
ENSMUSG00000018168	19261
ENSMUSG00000093930	1230
ENSMUSG00000013707	1543
ENSMUSG00000059743	578
ENSMUSG00000035049	805
ENSMUSG00000035919	1200
ENSMUSG00000020865	1935
ENSMUSG00000005873	2586
ENSMUSG00000052131	165
ENSMUSG00000034424	242
ENSMUSG00000047250	1418
ENSMUSG00000028931	1863
ENSMUSG00000048007	195
ENSMUSG00000099974	493
ENSMUSG00000107951	30
ENSMUSG00000064168	574
ENSMUSG00000040990	7428
ENSMUSG00000026447	6359
ENSMUSG00000028436	2562
ENSMUSG00000051998	5724
ENSMUSG00000101750	0
ENSMUSG00000084362	88
ENSMUSG00000035179	26
ENSMUSG00000037601	1323
ENSMUSG00000078606	21946
ENSMUSG00000042606	466
ENSMUSG00000094796	336
ENSMUSG00000038279	1532
ENSMUSG00000010048	500
ENSMUSG00000046761	46
ENSMUSG00000057706	193
ENSMUSG00000018381	1951
ENSMUSG00000030255	134
ENSMUSG00000019302	2844
ENSMUSG00000060950	390
ENSMUSG00000001588	8193
ENSMUSG00000029101	217
ENSMUSG00000036533	345
ENSMUSG00000040888	505
ENSMUSG00000081094	17
ENSMUSG00000042210	81
ENSMUSG00000069792	365
ENSMUSG00000042129	3044
ENSMUSG00000042354	1350
ENSMUSG00000020116	528
ENSMUSG00000022659	184
ENSMUSG00000036944	945
ENSMUSG00000038963	110
ENSMUSG00000030313	6298
ENSMUSG00000049422	553
ENSMUSG00000005534	2633
ENSMUSG00000054901	5
ENSMUSG00000038725	62
ENSMUSG00000030750	898
ENSMUSG00000047368	2346
ENSMUSG00000030657	2098
ENSMUSG00000095366	77
ENSMUSG00000096850	77
ENSMUSG00000034394	18
ENSMUSG00000092261	70
ENSMUSG00000074497	5253
ENSMUSG00000025757	1009
ENSMUSG00000029657	1610
ENSMUSG00000080941	0
ENSMUSG00000025491	83
ENSMUSG00000040710	11783
ENSMUSG00000029178	4874
ENSMUSG00000028633	616
ENSMUSG00000037960	258
ENSMUSG00000029650	951
ENSMUSG00000036046	4389
ENSMUSG00000015176	1695
ENSMUSG00000026815	30
ENSMUSG00000042500	526
ENSMUSG00000022048	2103
ENSMUSG00000078921	3083
ENSMUSG00000070498	14
ENSMUSG00000082277	202
ENSMUSG00000039264	6692
ENSMUSG00000052087	1662
ENSMUSG00000020781	510
ENSMUSG00000068747	1725
ENSMUSG00000057262	37
ENSMUSG00000055675	2188
ENSMUSG00000020231	355
ENSMUSG00000015947	542
ENSMUSG00000023031	326
ENSMUSG00000004665	7076
ENSMUSG00000032035	27356
ENSMUSG00000042766	49
ENSMUSG00000038155	156
ENSMUSG00000049916	46
ENSMUSG00000096292	59
ENSMUSG00000096074	1899
ENSMUSG00000031543	249
ENSMUSG00000069008	114
ENSMUSG00000035000	4601
ENSMUSG00000001056	913
ENSMUSG00000098369	17
ENSMUSG00000039145	2776
ENSMUSG00000076552	157
ENSMUSG00000106031	38
ENSMUSG00000032333	1163
ENSMUSG00000074800	1240
ENSMUSG00000019822	693
ENSMUSG00000061947	71
ENSMUSG00000021947	217
ENSMUSG00000032834	1112
ENSMUSG00000022237	399
ENSMUSG00000082423	7
ENSMUSG00000000934	177
ENSMUSG00000096883	54
ENSMUSG00000015222	97
ENSMUSG00000022651	50
ENSMUSG00000099517	666
ENSMUSG00000020154	297
ENSMUSG00000093392	0
ENSMUSG00000079299	10
ENSMUSG00000038776	2587
ENSMUSG00000083979	49
ENSMUSG00000025201	11
ENSMUSG00000056612	595
ENSMUSG00000035776	324
ENSMUSG00000026399	17315
ENSMUSG00000081058	841
ENSMUSG00000030872	6602
ENSMUSG00000040592	31804
ENSMUSG00000064288	894
ENSMUSG00000005718	185
ENSMUSG00000057337	10507
ENSMUSG00000055538	720
ENSMUSG00000020176	55
ENSMUSG00000030465	1563
ENSMUSG00000026923	1536
ENSMUSG00000020592	650
ENSMUSG00000021636	616
ENSMUSG00000067341	3072
ENSMUSG00000059237	7
ENSMUSG00000030707	31008
ENSMUSG00000017390	152
ENSMUSG00000020681	342
ENSMUSG00000026712	8099
ENSMUSG00000053835	4317
ENSMUSG00000094862	10
ENSMUSG00000064317	344
ENSMUSG00000071036	262
ENSMUSG00000026904	91
ENSMUSG00000024030	3579
ENSMUSG00000080848	993
ENSMUSG00000004100	1208
ENSMUSG00000039783	5214
ENSMUSG00000074211	353
ENSMUSG00000028545	1186
ENSMUSG00000037278	253
ENSMUSG00000079225	1164
ENSMUSG00000026880	719
ENSMUSG00000031639	703
ENSMUSG00000054520	3103
ENSMUSG00000021303	0
ENSMUSG00000028410	3784
ENSMUSG00000102984	275
ENSMUSG00000026048	846
ENSMUSG00000022351	630
ENSMUSG00000082829	88
ENSMUSG00000004105	280
ENSMUSG00000084106	198
ENSMUSG00000029299	4117
ENSMUSG00000026616	42889
ENSMUSG00000054932	152
ENSMUSG00000027381	1275
ENSMUSG00000006442	319
ENSMUSG00000085603	1367
ENSMUSG00000020648	225
ENSMUSG00000069310	1557
ENSMUSG00000096802	158
ENSMUSG00000038421	6985
ENSMUSG00000038352	1652
ENSMUSG00000036565	1795
ENSMUSG00000100801	72
ENSMUSG00000022610	242
ENSMUSG00000029036	1176
ENSMUSG00000069267	1712
ENSMUSG00000101439	7
ENSMUSG00000113508	125
ENSMUSG00000090173	148
ENSMUSG00000040350	5722
ENSMUSG00000040345	2092
ENSMUSG00000069274	1200
ENSMUSG00000027072	39
ENSMUSG00000038508	35
ENSMUSG00000094951	1358
ENSMUSG00000047751	3
ENSMUSG00000020328	580
ENSMUSG00000041064	66
ENSMUSG00000101279	124
ENSMUSG00000031626	505
ENSMUSG00000028460	155
ENSMUSG00000005667	413
ENSMUSG00000063015	4945
ENSMUSG00000104765	4
ENSMUSG00000048895	409
ENSMUSG00000047735	20338
ENSMUSG00000068014	75
ENSMUSG00000035863	85
ENSMUSG00000026825	29
ENSMUSG00000051504	258
ENSMUSG00000058258	690
ENSMUSG00000081665	939
ENSMUSG00000019359	45
ENSMUSG00000078816	168
ENSMUSG00000001416	3788
ENSMUSG00000045629	34
ENSMUSG00000045349	17
ENSMUSG00000024177	66
ENSMUSG00000052749	4473
ENSMUSG00000021838	160
ENSMUSG00000078300	16
ENSMUSG00000035279	9
ENSMUSG00000032101	129
ENSMUSG00000026594	20748
ENSMUSG00000001552	771
ENSMUSG00000053553	171
ENSMUSG00000043004	2605
ENSMUSG00000070337	4
ENSMUSG00000107724	275
ENSMUSG00000079224	118
ENSMUSG00000036853	451
ENSMUSG00000000811	142
ENSMUSG00000027076	226
ENSMUSG00000023243	755
ENSMUSG00000026170	588
ENSMUSG00000049314	49
ENSMUSG00000103735	40
ENSMUSG00000027187	3920
ENSMUSG00000019986	349
ENSMUSG00000040809	115
ENSMUSG00000022750	365
ENSMUSG00000094114	127
ENSMUSG00000032011	94
ENSMUSG00000047821	27
ENSMUSG00000071591	2
ENSMUSG00000030468	10662
ENSMUSG00000040276	581
ENSMUSG00000005043	1147
ENSMUSG00000076525	82
ENSMUSG00000036353	298
ENSMUSG00000048621	1185
ENSMUSG00000029413	1353
ENSMUSG00000028825	95
ENSMUSG00000029372	107
ENSMUSG00000029752	135
ENSMUSG00000028937	140
ENSMUSG00000094051	266
ENSMUSG00000001228	948
ENSMUSG00000022018	62
ENSMUSG00000001467	1301
ENSMUSG00000026234	12924
ENSMUSG00000105277	71
ENSMUSG00000017737	70
ENSMUSG00000015316	1452
ENSMUSG00000079620	4
ENSMUSG00000078439	126
ENSMUSG00000020564	2126
ENSMUSG00000043419	75
ENSMUSG00000092618	296
ENSMUSG00000031467	476
ENSMUSG00000056917	10296
ENSMUSG00000062901	9401
ENSMUSG00000036002	446
ENSMUSG00000024790	178
ENSMUSG00000058230	1623
ENSMUSG00000032436	1590
ENSMUSG00000067547	233
ENSMUSG00000072235	1686
ENSMUSG00000024246	281
ENSMUSG00000054072	867
ENSMUSG00000006567	67
