GeneID	RNA.seq_LADC20
DCLRE1B	537
HIPK1-AS1	5
HIPK1	2755
OLFML3	1272
SYT6	16
TRIM33	1546
BCAS2	994
LOC105378914	0
DENND2C	36
AMPD1	108
NRAS	2034
CSDE1	15262
SIKE1	1196
TSHB	0
TSPAN2	116
LINC01765	3
NGF	37
112268287	19
VANGL1	625
CASQ2	6
NHLH2	1
LINC01649	1
LOC101928977	0
SLC22A15	145
MAB21L3	13
LINC01779	1
ATP1A1	13546
ATP1A1-AS1	3358
LINC01762	2
LOC112268235	81
CD58	657
LOC105378925	12
IGSF3	1715
LOC105378924	7
CD2	1333
PTGFRN	636
CD101	323
LOC101929099	18
TTF2	680
TRIM45	132
VTCN1	189
MAN1A2	2254
TENT5C	3790
LOC105378929	11
GDAP2	895
WDR3	1225
SPAG17	512
TBX15	159
LOC105378933	10
WARS2	502
WARS2-IT1	0
WARS2-AS1	215
LOC107985192	12
HSD3B2	1
LOC105378935	1
HSD3BP4	4
LINC00622	6
ZNF697	218
PHGDH	149
105378936	5
HMGCS2	0
REG4	0
NOTCH2	7449
SEC22B	6622
107985522	14
105378941	6
105378954	41
LOC101929788	1
NBPF8	690
107985523	12
PFN1P2	34
PDE4DIPP2	997
LOC107985524	88
NOTCH2NLR	99
NBPF26	1290
RNVU1-19	0
LINC00623	127
LOC100996720	35
RNVU1-4	0
TRN-GTT11-1	1
LOC105369199	0
PDE4DIPP4	1
H3P4	45
FCGR1B	352
LOC100996318	35
H2BP1	12
FAM72B	123
SRGAP2C	464
LOC107985193	2
LINC02798	7
EMBP1	110
LINC01691	0
LOC105371175	4
LOC107985200	1
LOC107985201	0
LOC105369140	2
PDE4DIPP3	12
H2BP2	109
FCGR1CP	380
H3-2	106
FAM72C	149
SRGAP2D	220
LOC105371206	3
LINC02802	10
105373467	2
NBPF15	750
LOC105371211	0
LSP1P5	9
LOC105371216	3
SRGAP2B	507
LOC107985595	2
FAM72D	164
LOC101929805	5
LINC01145	256
LOC100996740	111
RNVU1-14	4
NBPF20	339
LOC105371312	52
NBPF25P	204
GPR89A	655
PDZK1	38
CD160	12
RNF115	948
POLR3C	938
NUDT17	219
PIAS3	1314
ANKRD35	30
LOC107985593	3
ITGA10	67
PEX11B	1327
GNRHR2	368
RBM8A	1878
LIX1L-AS1	578
LIX1L	1273
POLR3GL	1154
ANKRD34A	124
TXNIP	31782
HJV	0
RNVU1-6	0
LINC01719	10
NBPF10	1672
NOTCH2NLA	426
LOC105371254	37
NUDT4P2	260
SEC22B4P	231
PPIAL4H	0
LOC112268274	1
LOC100996756	17
LOC105371235	0
107985591	3
HYDIN2	30
NBPF12	1091
LOC728989	25
105371231	6
PRKAB2	1134
CHD1L	1706
PDIA3P1	564
FMO5	1994
LINC00624	1
BCL9	671
ACP6	665
GJA5	714
GPR89B	661
PDZK1P1	11
LINC02804	12
PDE4DIPP1	4
NBPF11	770
LOC105371227	3
LOC101927468	1
LINC02806	0
LOC105371225	0
PDE4DIPP6	29
RNVU1-3	2
107985525	16
LINC01138	95
LOC105371224	105
NBPF14	1624
NOTCH2NLB	353
LOC105371223	21
NUDT4B	360
SEC22B3P	111
PDE4DIP	2888
LOC112268272	40
NBPF9	347
LOC101929790	2
LOC653513	157
SEC22B2P	184
NOTCH2NLC	341
NBPF19	1989
PPIAL4C	3
LINC00869	248
112268236	10
LOC644634	21
PDE4DIPP7	13
LOC105371406	5
FCGR1A	1413
H2BC18	259
112268237	6
H3C13	10
H4C14	87
H3C14	4
H2AC18	156
H2BC20P	49
H2AC19	147
H3C15	2
112268238	87
H4C15	58
H2BC21	98
H2AC20	18
H2AC21	0
BOLA1	378
SV2A	160
SF3B4	1884
MTMR11	756
OTUD7B	956
105371427	26
