GeneID	RNA.seq_LADC18
ARID1A	4241
PIGV	302
ZDHHC18	1305
SFN	2933
GPN2	864
GPATCH3	333
NUDC	2654
NR0B2	209
KDF1	433
TRNP1	157
TENT5B	113
LOC101928391	2
SLC9A1	1630
WDTC1	1920
TMEM222	990
ACTG1P20	26
SYTL1	2501
MAP3K6	1650
FCN3	54
CD164L2	35
GPR3	102
WASF2	2916
LOC105376892	2
AHDC1	1758
FGR	1184
LINC02574	0
IFI6	8599
FAM76A	392
STX12	1779
PPP1R8	1222
THEMIS2	2426
RPA2	1304
SMPDL3B	897
XKR8	318
EYA3	872
PTAFR	1255
DNAJC8	2563
ATP5IF1	1927
SESN2	906
MED18	262
PHACTR4	2632
RCC1	2082
SNHG3	768
SNORA73A	11
SNORA73B	15
TRNAU1AP	926
SNHG12	1116
SNORD99	29
SNORA61	130
SNORA44	63
SNORA16A	72
RAB42	494
TAF12	553
LINC01715	6
RNU11	0
GMEB1	530
YTHDF2	2735
OPRD1	93
EPB41	3158
TMEM200B	626
SRSF4	3973
MECR	342
PTPRU	2397
LOC105378617	2
MATN1	27
MATN1-AS1	51
LAPTM5	14757
MIR4420	5
LOC105378620	27
LINC01778	10
SDC3	4629
PUM1	3341
SNORD103A	26
SNORD103B	16
LOC107984935	3
NKAIN1	5
SNRNP40	1022
ZCCHC17	723
FABP3	290
SERINC2	6062
LOC105378625	64
LOC105379772	81
LDC1P	13
LINC01226	27
LOC105378626	134
TINAGL1	1481
HCRTR1	179
PEF1	1582
PEF1-AS1	88
105378628	2
COL16A1	2444
LOC101929444	50
ADGRB2	190
SPOCD1	276
PTP4A2	7095
KHDRBS1	4947
TMEM39B	535
KPNA6	2048
TXLNA	2977
CCDC28B	247
TMEM234	346
IQCC	198
DCDC2B	99
EIF3I	2595
MTMR9LP	766
FAM167B	193
LCK	815
HDAC1	5568
MARCKSL1	7644
LOC105378629	5
TSSK3	181
FAM229A	78
BSDC1	2217
ZBTB8B	142
ZBTB8A	606
LOC102723870	2
ZBTB8OS	587
RBBP4	6505
SYNC	2040
KIAA1522	4186
YARS1	1980
S100PBP	1114
FNDC5	30
HPCA	34
TMEM54	611
LOC105378632	1
RNF19B	1002
AK2	3899
AZIN2	224
112268224	4
TRIM62	492
ZNF362	1885
A3GALT2	5
PHC2	3927
MIR3605	129
PHC2-AS1	16
ZSCAN20	162
CSMD2	71
105378640	2
LOC105378641	13
LOC105378642	2
GJB5	19
GJB4	6
GJB3	44
GJA4	390
SMIM12	699
DLGAP3	23
GPR199P	124
TMEM35B	564
ZMYM6	900
ZMYM1	528
LOC105378644	4
SFPQ	13524
ZMYM4	2099
ZMYM4-AS1	40
KIAA0319L	3645
NCDN	1638
TFAP2E	300
TFAP2E-AS1	33
PSMB2	2368
C1orf216	442
CLSPN	525
AGO4	1725
AGO1	1138
AGO3	1321
TEKT2	236
ADPRS	1022
COL8A2	583
TRAPPC3	1187
MAP7D1	2875
THRAP3	4899
SH3D21	769
EVA1B	508
STK40	1475
LSM10	615
OSCP1	199
MRPS15	1246
CSF3R	2123
GRIK3	379
LINC01137	134
ZC3H12A	1115
MIR6732	18
MEAF6	2357
MIR5581	10
LOC105378649	41
SNIP1	466
DNALI1	1443
GNL2	1668
RSPO1	3
C1orf109	449
CDCA8	471
EPHA10	379
MANEAL	511
YRDC	349
C1orf122	444
MTF1	688
INPP5B	964
LOC105378651	12
SF3A3	2208
FHL3	472
UTP11	782
POU3F1	8
MIR3659HG	1
LOC105378657	1
RRAGC	946
GJA9-MYCBP	334
MYCBP	321
LOC105378663	6
GJA9	13
RHBDL2	122
LOC105378662	20
AKIRIN1	1589
NDUFS5	1663
MACF1	8923
643314	192
105378950	3
BMP8A	779
OXCT2P1	145
PPIEL	447
PABPC4	3565
PABPC4-AS1	657
SNORA55	22
HEYL	587
NT5C1A	2
HPCAL4	56
PPIE	1168
BMP8B	376
OXCT2	184
LOC101929536	20
105378951	20
LINC02811	14
105378665	4
TRIT1	600
MYCL	189
MYCL-AS1	10
MFSD2A	971
CAP1	5566
PPT1	7229
RLF	906
TMCO2	0
ZMPSTE24	2286
COL9A2	5249
107984945	5
SMAP2	2038
ZFP69B	153
ZFP69	131
LOC105378672	4
EXO5	338
ZNF684	122
RIMS3	84
LOC105378675	2
NFYC-AS1	195
NFYC	1377
KCNQ4	22
CITED4	70
CTPS1	822
SLFNL1-AS1	248
SLFNL1	53
SCMH1	1122
FOXO6	365
FOXO6-AS1	18
LOC105378678	30
EDN2	436
HIVEP3	695
GUCA2B	0
GUCA2A	1
FOXJ3	2696
RIMKLA	481
ZMYND12	40
CCDC30	500
PPCS	1533
PPIH	670
YBX1	8871
CLDN19	0
P3H1	1179
C1orf50	237
TMEM269-DT	10
TMEM269	18
LOC107984946	4
SVBP	284
ERMAP	397
ZNF691	370
LOC339539	1
SLC2A1	1946
SLC2A1-AS1	4
FAM183A	58
EBNA1BP2	991
CFAP57	43
LOC105378685	6
TMEM125	2816
C1orf210	690
TIE1	1218
MPL	20
LOC105378687	14
CDC20	901
ELOVL1	2194
MIR6734	13
LOC112268225	13
MED8	1143
MED8-AS1	211
SZT2	2584
SZT2-AS1	186
HYI	583
PTPRF	11080
KDM4A	1232
KDM4A-AS1	189
ST3GAL3	474
ARTN	54
LOC105378688	42
LOC101929609	113
IPO13	1077
DPH2	641
ATP6V0B	3221
B4GALT2	906
CCDC24	598
SLC6A9	368
LOC107984948	2
KLF17	11
DMAP1	1217
ERI3	956
ERI3-IT1	46
RNF220	1201
LOC107984950	326
TMEM53	323
ARMH1	80
LOC105378690	10
RNU5F-1	0
RNU5D-1	0
KIF2C	698
RPS8	14915
SNORD55	49
SNORD46	16
SNORD38A	36
SNORD38B	27
BEST4	112
PLK3	973
DYNLT4	171
BTBD19	333
LOC107984952	47
PTCH2	118
EIF2B3	375
HECTD3	1169
UROD	1315
ZSWIM5	415
LOC105378691	20
LINC01144	20
HPDL	91
MUTYH	916
TOE1	392
TESK2	189
CCDC163	66
MMACHC	1298
PRDX1	4911
AKR1A1	4285
NASP	4405
CCDC17	136
GPBP1L1	3515
RPS15AP10	27
TMEM69	630
IPP	248
MAST2	2092
P3R3URF-PIK3R3	1376
PIK3R3	1566
LOC101929626	8
TSPAN1	1232
POMGNT1	1547
LURAP1	74
RAD54L	399
LRRC41	2572
UQCRH	1655
NSUN4	773
FAAH	1157
FAAHP1	8
LINC01398	2
DMBX1	136
MKNK1-AS1	190
MKNK1	1137
MOB3C	643
ATPAF1	789
EFCAB14-AS1	111
EFCAB14	3677
LOC105378698	38
LOC105378699	1
CYP4B1	886
CYP4Z2P	19
CYP4A11	0
CYP4X1	598
CYP4Z1	31
CYP4A22	1
LOC105378701	12
LINC00853	17
PDZK1IP1	1115
TAL1	85
STIL	568
CMPK1	6102
LINC01389	40
FOXE3	17
FOXD2-AS1	287
FOXD2	79
LINC01738	1
TRABD2B	92
LINC02794	2
SKINT1L	5
SLC5A9	43
SPATA6	482
AGBL4	81
BEND5	397
ELAVL4	14
DMRTA2	208
LOC105378714	4
FAF1	1143
FAF1-AS1	5
CDKN2C	2208
LINC01562	5
RNF11	1881
TTC39A	1315
TTC39A-AS1	20
EPS15	2026
EPS15-AS1	8
CALR4P	4
OSBPL9	2863
NRDC	4002
105378721	347
MIR761	32
RAB3B	236
TXNDC12	2239
KTI12	170
BTF3L4	1757
ZFYVE9	447
CC2D1B	1989
ORC1	324
PRPF38A	1613
TUT4	1921
GPX7	483
SHISAL2A	37
COA7	669
ZYG11B	1078
ZYG11A	33
ECHDC2	2315
SCP2	4168
PODN	1550
SLC1A7	121
CPT2	690
CZIB	765
MAGOH	623
LOC100507564	18
LRP8	394
LOC105378728	24
LOC105378726	13
LOC105378731	2
105378730	4
LINC02812	25
GLIS1	6
NDC1	1016
YIPF1	1042
DIO1	40
HSPB11	566
LRRC42	599
LDLRAD1	7
TMEM59	7069
TCEANC2	491
CDCP2	6
CYB5RL	282
MRPL37	1574
SSBP3	2035
SSBP3-AS1	47
ACOT11	116
FAM151A	33
MROH7-TTC4	307
MROH7	17
TTC4	293
PARS2	127
TTC22	359
LEXM	5
DHCR24	6139
DHCR24-DT	16
TMEM61	103
BSND	3
PCSK9	1108
USP24	2935
LOC100507634	32
LINC01767	16
PLPP3	3435
PRKAA2	557
FYB2	437
C8A	2
C8B	2
105378745	0
LOC112267900	4
DAB1	24
LOC107984960	4
OMA1	378
TACSTD2	4832
MYSM1	2375
LOC112268263	17
LOC105378751	25
JUN	15592
LINC01135	6
LOC101926907	111
LINC02777	15
LINC01358	10
FGGY-DT	20
FGGY	226
LOC101926944	24
LOC105378758	10
HOOK1	4252
CYP2J2	200
C1orf87	3
LINC01748	4
LOC101926964	1
LOC105378764	1
NFIA-AS2	6
NFIA	2010
NFIA-AS1	4
LOC107984964	1
MGC34796	0
TM2D1	738
PATJ	2145
LOC107984965	9
L1TD1	2
KANK4	864
USP1	2223
DOCK7	899
ANGPTL3	7
ATG4C	481
LINC00466	9
FOXD3-AS1	211
FOXD3	67
ALG6	709
ITGB3BP	634
LOC102724319	0
EFCAB7	412
DLEU2L	30
PGM1	2194
ROR1	420
ROR1-AS1	43
LOC105378773	633
UBE2U	887
LOC107984966	3
CACHD1	607
RAVER2	938
JAK1	4658
LINC01359	10
MIR3671	10
AK4	2139
DNAJC6	96
LOC102724416	2
LEPR	550
LEPROT	3311
PDE4B	982
LOC105378776	2
SGIP1	222
DYNLT5	49
DNAI4	185
MIER1	2175
SLC35D1	840
C1orf141	0
IL23R	12
IL12RB2	73
105378779	7
SERBP1	8787
GADD45A	4355
GNG12	2995
LOC105378781	0
GNG12-AS1	86
DIRAS3	47
WLS	2407
RPE65	0
DEPDC1	624
LRRC7	19
LRRC40	673
SRSF11	11381
ANKRD13C	1056
HHLA3	191
HHLA3-AS1	7
CTH	149
PTGER3	99
ZRANB2-AS1	403
ZRANB2	3879
MIR186	51
ZRANB2-AS2	2
LOC105378795	2
NEGR1	113
LOC105378797	0
LOC105378798	4
LRRIQ3	19
FPGT-TNNI3K	47
FPGT	430
TNNI3K	14
105378805	1
ERICH3	26
ERICH3-AS1	2
CRYZ	1759
TYW3	528
LHX8	0
SLC44A5	164
ACADM	1623
DLSTP1	40
RABGGTB	1718
SNORD45C	66
SNORD45A	18
SNORD45B	44
MSH4	1
ST6GALNAC3	228
LOC105378807	3
ST6GALNAC5	135
PIGK	1144
LOC105378808	3
AK5	66
ZZZ3	1366
USP33	2270
MIGA1	752
NEXN-AS1	20
NEXN	1624
FUBP1	3901
DNAJB4	707
GIPC2	60
LOC107984997	41
MGC27382	6
PTGFR	318
IFI44L	2470
IFI44	4658
ADGRL4	893
LOC107984998	2
LOC105378810	1
LINC01781	12
ADGRL2	1476
LOC101927434	0
LINC01361	0
107985037	2
LOC105378816	0
LINC01725	3
LOC101927560	3
107985041	5
TTLL7	265
PRKACB	1462
107985046	5
SAMD13	20
UOX	1
DNASE2B	8
RPF1	795
GNG5	2520
SPATA1	116
CTBS	967
LOC105378819	29
LINC01461	1
SSX2IP	785
LOC102724892	4
LPAR3	153
MCOLN2	324
MCOLN3	1111
DNAI3	17
SYDE2	360
C1orf52	1110
BCL10	661
LOC646626	71
DDAH1	4207
107985054	7
CCN1	3994
LOC107985057	18
LOC112268231	5
ZNHIT6	795
COL24A1	164
LINC02795	6
LOC105378825	15
ODF2L	2928
MIR7856	11
CLCA2	9
CLCA1	31
LOC105378827	1
CLCA4	4
CLCA4-AS1	39
CLCA3P	1
SH3GLB1	3464
SELENOF	4719
HS2ST1	1537
LINC01140	157
LMO4	1680
LOC105378833	6
LOC105378839	2
PKN2-AS1	1
PKN2	2121
GTF2B	800
KYAT3	864
RBMXL1	581
GBP3	482
LOC105378841	15
GBP1	2094
GBP2	2012
LOC112268267	713
LOC105378842	8
GBP7	3
GBP4	1619
LOC107985076	9
GBP5	1709
GBP6	18
GBP1P1	81
LOC105378844	18
LRRC8B	1485
LRRC8C	885
LRRC8C-DT	12
LOC107985743	4
101927952	13
LOC107985744	3
LOC101927975	1
LRRC8D	1096
GEMIN8P4	44
ZNF326	1992
LOC105378849	13
LOC107985088	95
LINC02609	36
LINC02788	1
ZNF644	2735
HFM1	14
CDC7	1069
LOC102723436	17
TGFBR3	791
BRDT	2
EPHX4	58
SETSIP	4
BTBD8	19
23285	133
C1orf146	5
GLMN	475
RPAP2	837
GFI1	249
EVI5	1065
RPL5	10863
DIPK1A	397
SNORD21	22
SNORA66	28
MTF2	1215
TMED5	3709
CCDC18	456
LOC107985521	3
CCDC18-AS1	539
DR1	1855
FNBP1L	3948
BCAR3	817
BCAR3-AS1	80
LOC102723480	1
723788	4
TRR-TCT1-1	6
DNTTIP2	1334
GCLM	600
ABCA4	23
LOC105378858	7
ARHGAP29	1482
ARHGAP29-AS1	0
105378859	0
ABCD3	4185
F3	1953
LOC105378861	10
SLC44A3-AS1	323
105378860	11
SLC44A3	1262
CNN3	5358
105378862	20
CNN3-DT	117
ALG14	239
LOC105378863	0
TLCD4	1146
TLCD4-RWDD3	209
LOC101928118	24
RWDD3	399
PTBP2	1155
DPYD	2190
DPYD-AS1	89
LOC105378867	9
MIR137HG	1
SNX7	914
PLPPR5	1
PLPPR4	113
LINC01708	2
PALMD	889
FRRS1	362
AGL	998
SLC35A3	2888
MFSD14A	1583
SASS6	738
TRMT13	1161
LRRC39	238
DBT	827
RTCA-AS1	27
RTCA	888
CDC14A	453
LOC105379827	5
GPR88	20
VCAM1	1385
EXTL2	695
SLC30A7	1301
DPH5	1470
LOC102606465	182
LOC101928334	7
LOC101928370	23
S1PR1	982
COL11A1	379
LOC101928436	0
RNPC3	750
AMY2B	566
ACTG1P4	10
AMY2A	12
AMY1A	75
AMY1B	54
LOC105378878	2
AMY1C	71
LOC100129138	0
PRMT6	740
NTNG1	11
VAV3	860
LINC02785	17
SLC25A24	2187
NBPF4	2
NBPF6	11
FAM102B	1479
HENMT1	921
LOC105378890	16
PRPF38B	3576
STXBP3	1577
LOC105378891	1
AKNAD1	1
GPSM2	1123
CLCC1	1352
WDR47	473
TAF13	430
TMEM167B-DT	2
TMEM167B	1509
SCARNA2	4
C1orf194	50
ELAPOR1	14522
SARS1	3002
CELSR2	790
PSRC1	339
MYBPHL	16
SORT1	2562
PSMA5	2435
SYPL2	202
ATXN7L2	733
CYB561D1	335
AMIGO1	248
GNAI3	2600
GNAT2	9
AMPD2	1584
GSTM4	448
GSTM2	682
GSTM1	1230
GSTM5	50
GSTM3	278
EPS8L3	19
CSF1	1379
AHCYL1	4521
STRIP1	1101
ALX3	360
UBL4B	50
SLC6A17	4
LINC02586	3
KCNC4	685
RBM15-AS1	10
RBM15	593
SLC16A4	276
LAMTOR5	1350
LAMTOR5-AS1	6
PROK1	0
CYMP	2206
CYMP-AS1	1995
KCNA10	0
KCNA2	108
LOC107985174	16
KCNA3	574
LOC105378901	1
CD53	3596
LRIF1	469
DRAM2	1669
CEPT1	1493
DENND2D	1627
107985180	8
CHI3L2	100
CHIAP2	0
CHIA	132
PIFO	309
OVGP1	173
WDR77	1480
ATP5PB	3184
C1orf162	705
TMIGD3	85
ADORA3	116
RAP1A	2497
LINC01160	17
LOC107985184	18
INKA2	310
INKA2-AS1	15
LOC101928718	19
DDX20	751
KCND3	98
LINC01750	3
LINC02884	15
CTTNBP2NL	1178
WNT2B	219
ST7L	524
CAPZA1	4903
MOV10	4100
RHOC	2386
PPM1J	22
TAFA3	0
LINC01356	1
LINC01357	1
SLC16A1	808
AKR7A2P1	2
SLC16A1-AS1	22
LOC107985189	3
LRIG2-DT	15
LRIG2	932
LOC643441	25
MAGI3	1310
PHTF1	649
RSBN1	883
AP4B1-AS1	305
PTPN22	593
BCL2L15	541
AP4B1	881
DCLRE1B	464
HIPK1-AS1	6
HIPK1	3587
OLFML3	372
SYT6	5
TRIM33	2560
BCAS2	1061
LOC105378914	6
DENND2C	78
AMPD1	46
NRAS	2524
CSDE1	13609
SIKE1	1377
TSHB	0
TSPAN2	189
LINC01765	2
NGF	28
112268287	1
VANGL1	789
CASQ2	4
NHLH2	110
LINC01649	1
LOC101928977	2
SLC22A15	477
MAB21L3	9
LINC01779	2
ATP1A1	13010
ATP1A1-AS1	3316
LINC01762	1
LOC112268235	85
CD58	640
LOC105378925	1
IGSF3	1913
LOC105378924	10
CD2	1031
PTGFRN	1608
CD101	761
LOC101929099	16
TTF2	606
TRIM45	449
VTCN1	107
MAN1A2	2276
TENT5C	1708
LOC105378929	52
GDAP2	806
WDR3	1027
SPAG17	300
TBX15	396
LOC105378933	9
WARS2	464
WARS2-IT1	2
WARS2-AS1	305
LOC107985192	55
HSD3B2	2
LOC105378935	1
HSD3BP4	3
LINC00622	21
ZNF697	292
PHGDH	789
105378936	31
HMGCS2	2
REG4	1
NOTCH2	4021
SEC22B	3506
107985522	15
105378941	4
105378954	129
LOC101929788	5
NBPF8	1618
107985523	33
PFN1P2	59
PDE4DIPP2	1273
LOC107985524	110
NOTCH2NLR	23
NBPF26	1065
RNVU1-19	1
LINC00623	332
LOC100996720	82
RNVU1-4	3
TRN-GTT11-1	5
LOC105369199	2
PDE4DIPP4	4
H3P4	79
FCGR1B	100
LOC100996318	29
H2BP1	27
FAM72B	152
SRGAP2C	657
LOC107985193	2
LINC02798	5
EMBP1	144
LINC01691	8
LOC105371175	5
LOC107985200	9
LOC107985201	4
LOC105369140	3
PDE4DIPP3	9
H2BP2	45
FCGR1CP	50
H3-2	68
FAM72C	74
SRGAP2D	219
LOC105371206	2
LINC02802	16
105373467	2
NBPF15	1654
LOC105371211	3
LSP1P5	17
LOC105371216	6
SRGAP2B	563
LOC107985595	4
FAM72D	103
LOC101929805	15
LINC01145	583
LOC100996740	226
RNVU1-14	3
NBPF20	471
LOC105371312	43
NBPF25P	362
GPR89A	656
PDZK1	51
CD160	30
RNF115	1422
POLR3C	1102
NUDT17	441
PIAS3	2569
ANKRD35	485
LOC107985593	27
ITGA10	131
PEX11B	1033
GNRHR2	603
RBM8A	3274
LIX1L-AS1	594
LIX1L	1058
POLR3GL	644
ANKRD34A	61
TXNIP	9624
HJV	0
RNVU1-6	0
LINC01719	17
NBPF10	1463
NOTCH2NLA	494
LOC105371254	5
NUDT4P2	352
SEC22B4P	234
PPIAL4H	2
LOC112268274	5
LOC100996756	47
LOC105371235	3
107985591	6
HYDIN2	299
NBPF12	1727
LOC728989	35
105371231	1
PRKAB2	1257
CHD1L	2179
PDIA3P1	858
FMO5	1223
LINC00624	7
BCL9	1135
ACP6	2239
GJA5	598
GPR89B	671
PDZK1P1	23
LINC02804	31
PDE4DIPP1	8
NBPF11	2098
LOC105371227	14
LOC101927468	68
LINC02806	20
LOC105371225	5
PDE4DIPP6	55
RNVU1-3	3
107985525	14
LINC01138	298
LOC105371224	234
NBPF14	2021
NOTCH2NLB	553
LOC105371223	8
NUDT4B	497
SEC22B3P	108
PDE4DIP	2480
LOC112268272	120
NBPF9	1068
LOC101929790	14
LOC653513	154
SEC22B2P	184
NOTCH2NLC	667
NBPF19	2253
PPIAL4C	2
LINC00869	435
112268236	40
LOC644634	82
PDE4DIPP7	27
LOC105371406	7
FCGR1A	671
H2BC18	168
112268237	26
H3C13	11
H4C14	95
H3C14	7
H2AC18	400
H2BC20P	109
H2AC19	406
H3C15	5
112268238	121
H4C15	71
H2BC21	570
H2AC20	47
