GeneID	RNA.seq_LADC71
LRRC40	775
SRSF11	7835
ANKRD13C	982
HHLA3	242
HHLA3-AS1	10
CTH	119
PTGER3	21
ZRANB2-AS1	309
ZRANB2	2989
MIR186	34
ZRANB2-AS2	2
LOC105378795	1
NEGR1	95
LOC105378797	0
LOC105378798	2
LRRIQ3	11
FPGT-TNNI3K	71
FPGT	503
TNNI3K	10
105378805	0
ERICH3	30
ERICH3-AS1	1
CRYZ	1335
TYW3	503
LHX8	95
SLC44A5	778
ACADM	1476
DLSTP1	51
RABGGTB	1411
SNORD45C	33
SNORD45A	18
SNORD45B	40
MSH4	13
ST6GALNAC3	205
LOC105378807	5
ST6GALNAC5	173
PIGK	1172
LOC105378808	2
AK5	6
ZZZ3	1089
USP33	1993
MIGA1	647
NEXN-AS1	16
NEXN	1185
FUBP1	4086
DNAJB4	527
GIPC2	45
LOC107984997	51
MGC27382	3
PTGFR	147
IFI44L	2997
IFI44	5525
ADGRL4	599
LOC107984998	1
LOC105378810	0
LINC01781	11
ADGRL2	1875
LOC101927434	0
LINC01361	3
107985037	2
LOC105378816	0
LINC01725	3
LOC101927560	3
107985041	12
TTLL7	194
PRKACB	1099
107985046	0
SAMD13	51
UOX	2
DNASE2B	20
RPF1	848
GNG5	2364
SPATA1	95
CTBS	712
LOC105378819	23
LINC01461	5
SSX2IP	753
LOC102724892	3
LPAR3	201
MCOLN2	276
MCOLN3	262
DNAI3	38
SYDE2	352
C1orf52	916
BCL10	915
LOC646626	103
DDAH1	3015
107985054	3
CCN1	3284
LOC107985057	8
LOC112268231	2
ZNHIT6	1028
COL24A1	702
LINC02795	16
LOC105378825	26
ODF2L	2601
MIR7856	7
CLCA2	226
CLCA1	0
LOC105378827	5
CLCA4	3
CLCA4-AS1	24
CLCA3P	1
SH3GLB1	2747
SELENOF	4600
HS2ST1	1737
LINC01140	89
LMO4	1767
LOC105378833	3
LOC105378839	0
PKN2-AS1	3
PKN2	1943
GTF2B	780
KYAT3	921
RBMXL1	707
GBP3	2074
LOC105378841	26
GBP1	1944
GBP2	2469
LOC112268267	738
LOC105378842	21
GBP7	8
GBP4	1510
LOC107985076	8
GBP5	1083
GBP6	61
GBP1P1	95
LOC105378844	8
LRRC8B	1199
LRRC8C	676
LRRC8C-DT	14
LOC107985743	3
101927952	3
LOC107985744	1
LOC101927975	4
LRRC8D	1185
GEMIN8P4	68
ZNF326	1612
LOC105378849	7
LOC107985088	31
LINC02609	45
LINC02788	1
ZNF644	1912
HFM1	19
CDC7	947
LOC102723436	12
TGFBR3	302
BRDT	1
EPHX4	123
SETSIP	11
BTBD8	25
23285	201
C1orf146	1
GLMN	299
RPAP2	754
GFI1	196
EVI5	633
RPL5	10756
DIPK1A	411
SNORD21	17
SNORA66	29
MTF2	1066
TMED5	2999
CCDC18	415
LOC107985521	6
CCDC18-AS1	424
DR1	1779
FNBP1L	4620
BCAR3	750
BCAR3-AS1	67
LOC102723480	15
723788	35
TRR-TCT1-1	4
DNTTIP2	1560
GCLM	538
ABCA4	117
LOC105378858	4
ARHGAP29	2301
ARHGAP29-AS1	3
105378859	8
ABCD3	2241
F3	1334
LOC105378861	1
SLC44A3-AS1	306
105378860	4
SLC44A3	1780
CNN3	3916
105378862	7
CNN3-DT	52
ALG14	332
LOC105378863	0
TLCD4	215
TLCD4-RWDD3	130
LOC101928118	5
RWDD3	266
PTBP2	942
DPYD	1873
DPYD-AS1	92
LOC105378867	9
MIR137HG	2
SNX7	839
PLPPR5	0
PLPPR4	63
LINC01708	0
PALMD	477
FRRS1	319
AGL	919
SLC35A3	1789
MFSD14A	1507
SASS6	622
TRMT13	928
LRRC39	219
DBT	774
RTCA-AS1	16
RTCA	641
CDC14A	261
LOC105379827	3
GPR88	13
VCAM1	730
EXTL2	570
SLC30A7	1029
DPH5	1157
LOC102606465	115
LOC101928334	8
LOC101928370	12
S1PR1	662
COL11A1	654
LOC101928436	0
RNPC3	665
AMY2B	577
ACTG1P4	32
AMY2A	18
AMY1A	138
AMY1B	103
LOC105378878	8
AMY1C	133
LOC100129138	0
PRMT6	791
NTNG1	33
VAV3	1319
LINC02785	10
SLC25A24	2562
NBPF4	3
NBPF6	14
FAM102B	1131
HENMT1	89
LOC105378890	3
PRPF38B	2460
STXBP3	1341
LOC105378891	0
AKNAD1	0
GPSM2	1091
CLCC1	1236
WDR47	390
TAF13	355
TMEM167B-DT	4
TMEM167B	1527
SCARNA2	2
C1orf194	23
ELAPOR1	2379
SARS1	2689
CELSR2	872
PSRC1	301
MYBPHL	56
SORT1	4034
PSMA5	2561
SYPL2	19
ATXN7L2	371
CYB561D1	376
AMIGO1	288
GNAI3	3232
GNAT2	7
AMPD2	1192
GSTM4	370
GSTM2	598
GSTM1	702
GSTM5	41
GSTM3	290
EPS8L3	17
CSF1	1415
AHCYL1	4167
STRIP1	1108
ALX3	244
UBL4B	11
SLC6A17	8
LINC02586	1
KCNC4	276
RBM15-AS1	9
RBM15	463
SLC16A4	394
LAMTOR5	1081
LAMTOR5-AS1	10
PROK1	5
CYMP	2
CYMP-AS1	6
KCNA10	0
KCNA2	21
LOC107985174	5
KCNA3	509
LOC105378901	9
CD53	2477
LRIF1	835
DRAM2	1112
CEPT1	1221
DENND2D	1811
107985180	5
CHI3L2	92
CHIAP2	1
CHIA	28
PIFO	311
OVGP1	89
WDR77	1182
ATP5PB	3299
C1orf162	559
TMIGD3	119
ADORA3	168
RAP1A	2275
LINC01160	12
LOC107985184	23
INKA2	153
INKA2-AS1	4
LOC101928718	5
DDX20	707
KCND3	87
LINC01750	1
LINC02884	18
CTTNBP2NL	1676
WNT2B	199
ST7L	515
CAPZA1	4761
MOV10	4921
RHOC	3704
PPM1J	27
TAFA3	3
LINC01356	9
LINC01357	0
SLC16A1	238
AKR7A2P1	0
SLC16A1-AS1	7
LOC107985189	4
LRIG2-DT	2
LRIG2	619
LOC643441	6
MAGI3	905
PHTF1	620
RSBN1	767
AP4B1-AS1	212
PTPN22	351
BCL2L15	658
AP4B1	575
DCLRE1B	489
HIPK1-AS1	4
HIPK1	2623
OLFML3	525
SYT6	13
TRIM33	1864
BCAS2	1019
LOC105378914	5
DENND2C	43
AMPD1	56
NRAS	2341
CSDE1	15021
SIKE1	1349
TSHB	2
TSPAN2	169
LINC01765	2
NGF	79
112268287	0
VANGL1	1181
CASQ2	12
NHLH2	1
LINC01649	1
LOC101928977	1
SLC22A15	247
MAB21L3	38
LINC01779	0
ATP1A1	14780
ATP1A1-AS1	3837
LINC01762	2
LOC112268235	72
CD58	626
LOC105378925	6
IGSF3	2430
LOC105378924	11
CD2	807
PTGFRN	2450
CD101	950
LOC101929099	17
TTF2	580
TRIM45	420
VTCN1	701
MAN1A2	2263
TENT5C	1554
LOC105378929	1
GDAP2	692
WDR3	1047
SPAG17	358
TBX15	168
LOC105378933	9
WARS2	493
WARS2-IT1	4
WARS2-AS1	298
LOC107985192	32
HSD3B2	2
LOC105378935	0
HSD3BP4	11
LINC00622	24
ZNF697	271
PHGDH	1463
105378936	32
HMGCS2	5
REG4	7
NOTCH2	4487
SEC22B	3209
107985522	9
105378941	2
105378954	78
LOC101929788	2
NBPF8	1028
107985523	14
PFN1P2	23
PDE4DIPP2	782
LOC107985524	62
NOTCH2NLR	19
NBPF26	877
RNVU1-19	19
LINC00623	221
LOC100996720	75
RNVU1-4	8
TRN-GTT11-1	3
LOC105369199	4
PDE4DIPP4	1
H3P4	15
FCGR1B	88
LOC100996318	12
H2BP1	4
FAM72B	101
SRGAP2C	333
LOC107985193	0
LINC02798	2
EMBP1	53
LINC01691	5
LOC105371175	7
LOC107985200	103
LOC107985201	50
LOC105369140	3
PDE4DIPP3	2
H2BP2	25
FCGR1CP	61
H3-2	21
FAM72C	83
SRGAP2D	124
LOC105371206	4
LINC02802	149
105373467	9
NBPF15	1357
LOC105371211	2
LSP1P5	172
LOC105371216	8
SRGAP2B	454
LOC107985595	4
FAM72D	106
LOC101929805	3
LINC01145	217
LOC100996740	202
RNVU1-14	27
NBPF20	434
LOC105371312	74
NBPF25P	317
GPR89A	820
PDZK1	42
CD160	24
RNF115	1511
POLR3C	1526
NUDT17	479
PIAS3	3739
ANKRD35	341
LOC107985593	6
ITGA10	210
PEX11B	1069
GNRHR2	514
RBM8A	2819
LIX1L-AS1	685
LIX1L	823
POLR3GL	983
ANKRD34A	76
TXNIP	20068
HJV	0
RNVU1-6	14
LINC01719	40
NBPF10	1744
NOTCH2NLA	596
LOC105371254	26
NUDT4P2	415
SEC22B4P	122
PPIAL4H	2
LOC112268274	12
LOC100996756	36
LOC105371235	12
107985591	1
HYDIN2	29
NBPF12	1447
LOC728989	11
105371231	0
PRKAB2	911
CHD1L	1723
PDIA3P1	1122
FMO5	1857
LINC00624	8
BCL9	2006
ACP6	1114
GJA5	835
GPR89B	841
PDZK1P1	15
LINC02804	19
PDE4DIPP1	1
NBPF11	1090
LOC105371227	1
LOC101927468	1
LINC02806	5
LOC105371225	1
PDE4DIPP6	35
RNVU1-3	6
107985525	2
LINC01138	201
LOC105371224	224
NBPF14	2336
NOTCH2NLB	524
LOC105371223	29
NUDT4B	556
SEC22B3P	59
PDE4DIP	3272
LOC112268272	33
NBPF9	1103
LOC101929790	7
LOC653513	99
SEC22B2P	113
NOTCH2NLC	416
NBPF19	1905
PPIAL4C	2
LINC00869	315
112268236	17
LOC644634	40
PDE4DIPP7	9
LOC105371406	2
FCGR1A	501
H2BC18	170
112268237	17
H3C13	7
H4C14	206
H3C14	21
H2AC18	973
H2BC20P	116
H2AC19	871
H3C15	19
112268238	256
H4C15	144
H2BC21	1585
H2AC20	62
H2AC21	3
BOLA1	532
SV2A	82
