GeneID	RNA.seq_LADC90
HYI	673
PTPRF	12287
KDM4A	1776
KDM4A-AS1	260
ST3GAL3	384
ARTN	26
LOC105378688	16
LOC101929609	105
IPO13	956
DPH2	544
ATP6V0B	3945
B4GALT2	902
CCDC24	490
SLC6A9	1135
LOC107984948	5
KLF17	2
DMAP1	747
ERI3	1348
ERI3-IT1	62
RNF220	1162
LOC107984950	375
TMEM53	287
ARMH1	60
LOC105378690	4
RNU5F-1	0
RNU5D-1	0
KIF2C	75
RPS8	14625
SNORD55	78
SNORD46	3
SNORD38A	15
SNORD38B	7
BEST4	11
PLK3	619
DYNLT4	85
BTBD19	211
LOC107984952	19
PTCH2	85
EIF2B3	431
HECTD3	1312
UROD	1421
ZSWIM5	341
LOC105378691	9
LINC01144	9
HPDL	6
MUTYH	386
TOE1	298
TESK2	243
CCDC163	41
MMACHC	1974
PRDX1	8302
AKR1A1	2872
NASP	1604
CCDC17	51
GPBP1L1	4201
RPS15AP10	21
TMEM69	616
IPP	572
MAST2	1435
P3R3URF-PIK3R3	951
PIK3R3	1144
LOC101929626	0
TSPAN1	2156
POMGNT1	3272
LURAP1	85
RAD54L	61
LRRC41	2927
UQCRH	1759
NSUN4	646
FAAH	805
FAAHP1	7
LINC01398	0
DMBX1	2
MKNK1-AS1	239
MKNK1	1546
MOB3C	771
ATPAF1	1092
EFCAB14-AS1	280
EFCAB14	7460
LOC105378698	32
LOC105378699	4
CYP4B1	9297
CYP4Z2P	73
CYP4A11	6
CYP4X1	1389
CYP4Z1	68
CYP4A22	4
LOC105378701	2
LINC00853	2
PDZK1IP1	1111
TAL1	268
STIL	143
CMPK1	5603
LINC01389	9
FOXE3	1
FOXD2-AS1	55
FOXD2	54
LINC01738	0
TRABD2B	115
LINC02794	5
SKINT1L	4
SLC5A9	183
SPATA6	763
AGBL4	6
BEND5	138
ELAVL4	30
DMRTA2	1
LOC105378714	0
FAF1	1087
FAF1-AS1	4
CDKN2C	571
LINC01562	1
RNF11	3611
TTC39A	1121
TTC39A-AS1	17
EPS15	3187
EPS15-AS1	8
CALR4P	0
OSBPL9	4113
NRDC	3240
105378721	298
MIR761	24
RAB3B	10
TXNDC12	2300
KTI12	114
BTF3L4	1619
ZFYVE9	1462
CC2D1B	1466
ORC1	33
PRPF38A	1265
TUT4	1302
GPX7	347
SHISAL2A	36
COA7	413
ZYG11B	1442
ZYG11A	4
ECHDC2	4296
SCP2	6327
PODN	2612
SLC1A7	131
CPT2	1252
CZIB	1101
MAGOH	483
LOC100507564	29
LRP8	420
LOC105378728	18
LOC105378726	14
LOC105378731	0
105378730	1
LINC02812	16
GLIS1	7
NDC1	727
YIPF1	1086
DIO1	59
HSPB11	653
LRRC42	651
LDLRAD1	6
TMEM59	17371
TCEANC2	552
CDCP2	1
CYB5RL	407
MRPL37	1353
SSBP3	2251
SSBP3-AS1	55
ACOT11	166
FAM151A	40
MROH7-TTC4	293
MROH7	32
TTC4	263
PARS2	125
TTC22	500
LEXM	17
DHCR24	20436
DHCR24-DT	15
TMEM61	86
BSND	5
PCSK9	250
USP24	3047
LOC100507634	14
LINC01767	4
PLPP3	2679
PRKAA2	196
FYB2	14
C8A	2
C8B	12
105378745	2
LOC112267900	9
DAB1	9
LOC107984960	8
OMA1	791
TACSTD2	9279
MYSM1	2015
LOC112268263	21
LOC105378751	45
JUN	14124
LINC01135	3
LOC101926907	37
LINC02777	31
LINC01358	2
FGGY-DT	6
FGGY	296
LOC101926944	27
LOC105378758	1
HOOK1	1469
CYP2J2	97
C1orf87	2
LINC01748	1
LOC101926964	2
LOC105378764	1
NFIA-AS2	3
NFIA	1520
NFIA-AS1	0
LOC107984964	0
MGC34796	0
TM2D1	984
PATJ	2674
LOC107984965	1
L1TD1	97
KANK4	71
USP1	1410
DOCK7	1355
ANGPTL3	2
ATG4C	682
LINC00466	3
FOXD3-AS1	9
FOXD3	1
ALG6	854
ITGB3BP	264
LOC102724319	2
EFCAB7	374
DLEU2L	41
PGM1	1939
ROR1	782
ROR1-AS1	5
LOC105378773	49
UBE2U	112
LOC107984966	13
CACHD1	2833
RAVER2	1106
JAK1	5844
LINC01359	13
MIR3671	15
AK4	60
DNAJC6	108
LOC102724416	3
LEPR	1629
LEPROT	4382
PDE4B	476
LOC105378776	10
SGIP1	442
DYNLT5	46
DNAI4	63
MIER1	1767
SLC35D1	899
C1orf141	0
IL23R	7
IL12RB2	33
105378779	2
SERBP1	9439
GADD45A	594
GNG12	4465
LOC105378781	2
GNG12-AS1	158
DIRAS3	168
WLS	4170
RPE65	0
DEPDC1	49
LRRC7	21
LRRC40	505
SRSF11	10242
ANKRD13C	982
HHLA3	186
HHLA3-AS1	14
CTH	175
PTGER3	63
ZRANB2-AS1	371
ZRANB2	3427
MIR186	79
ZRANB2-AS2	16
LOC105378795	6
NEGR1	674
LOC105378797	5
LOC105378798	0
LRRIQ3	3
FPGT-TNNI3K	73
FPGT	541
TNNI3K	13
105378805	9
ERICH3	6
ERICH3-AS1	0
CRYZ	2043
TYW3	993
LHX8	0
SLC44A5	17
ACADM	1917
DLSTP1	67
RABGGTB	1583
SNORD45C	13
SNORD45A	30
SNORD45B	32
MSH4	11
ST6GALNAC3	67
LOC105378807	1
ST6GALNAC5	205
PIGK	2560
LOC105378808	2
AK5	4
ZZZ3	1594
USP33	2382
MIGA1	1311
NEXN-AS1	52
NEXN	1571
FUBP1	2519
DNAJB4	1011
GIPC2	113
LOC107984997	17
MGC27382	18
PTGFR	108
IFI44L	2336
IFI44	3093
ADGRL4	867
LOC107984998	2
LOC105378810	0
LINC01781	2
ADGRL2	1905
LOC101927434	0
LINC01361	0
107985037	2
LOC105378816	0
LINC01725	5
LOC101927560	0
107985041	14
TTLL7	159
PRKACB	1418
107985046	3
SAMD13	55
UOX	3
DNASE2B	82
RPF1	800
GNG5	2552
SPATA1	142
CTBS	1396
LOC105378819	10
LINC01461	0
SSX2IP	607
LOC102724892	1
LPAR3	69
MCOLN2	343
MCOLN3	307
DNAI3	12
SYDE2	1381
C1orf52	1457
BCL10	456
LOC646626	46
DDAH1	4910
107985054	23
CCN1	8742
LOC107985057	10
LOC112268231	3
ZNHIT6	1017
COL24A1	148
LINC02795	10
LOC105378825	10
ODF2L	1385
MIR7856	4
CLCA2	20
CLCA1	1
LOC105378827	0
CLCA4	0
CLCA4-AS1	31
CLCA3P	0
SH3GLB1	4194
SELENOF	5823
HS2ST1	2430
LINC01140	414
LMO4	2360
LOC105378833	6
LOC105378839	7
PKN2-AS1	11
PKN2	2417
GTF2B	773
KYAT3	792
RBMXL1	674
GBP3	1715
LOC105378841	40
GBP1	1438
GBP2	1472
LOC112268267	472
LOC105378842	61
GBP7	36
GBP4	1875
LOC107985076	9
GBP5	912
GBP6	47
GBP1P1	118
LOC105378844	2
LRRC8B	1087
LRRC8C	1012
LRRC8C-DT	20
LOC107985743	9
101927952	10
LOC107985744	7
LOC101927975	10
LRRC8D	957
GEMIN8P4	53
ZNF326	1595
LOC105378849	0
LOC107985088	1
LINC02609	47
LINC02788	3
ZNF644	1790
HFM1	15
CDC7	224
LOC102723436	6
TGFBR3	1534
BRDT	0
EPHX4	19
SETSIP	5
BTBD8	34
23285	206
C1orf146	1
GLMN	269
RPAP2	1069
GFI1	142
EVI5	1240
RPL5	15019
DIPK1A	382
SNORD21	11
SNORA66	13
MTF2	813
TMED5	5445
CCDC18	488
LOC107985521	7
CCDC18-AS1	640
DR1	2786
FNBP1L	3747
BCAR3	627
BCAR3-AS1	55
LOC102723480	1
723788	14
TRR-TCT1-1	3
DNTTIP2	1181
GCLM	1040
ABCA4	496
LOC105378858	10
ARHGAP29	3280
ARHGAP29-AS1	0
105378859	1
ABCD3	3874
F3	1558
LOC105378861	6
SLC44A3-AS1	127
105378860	8
SLC44A3	1594
CNN3	6580
105378862	25
CNN3-DT	94
ALG14	281
LOC105378863	11
TLCD4	1181
TLCD4-RWDD3	192
LOC101928118	19
RWDD3	276
PTBP2	441
DPYD	2529
DPYD-AS1	127
LOC105378867	1
MIR137HG	0
SNX7	257
PLPPR5	1
PLPPR4	293
LINC01708	0
PALMD	530
FRRS1	427
AGL	1477
SLC35A3	1820
MFSD14A	1674
SASS6	448
TRMT13	1240
LRRC39	226
DBT	1441
RTCA-AS1	18
RTCA	985
CDC14A	371
LOC105379827	3
GPR88	15
VCAM1	696
EXTL2	642
SLC30A7	844
DPH5	1265
LOC102606465	120
LOC101928334	10
LOC101928370	13
S1PR1	1090
COL11A1	216
LOC101928436	1
RNPC3	1127
AMY2B	961
ACTG1P4	38
AMY2A	65
AMY1A	747
AMY1B	510
LOC105378878	52
AMY1C	646
LOC100129138	0
PRMT6	331
NTNG1	177
VAV3	256
LINC02785	25
SLC25A24	1579
NBPF4	0
NBPF6	1
FAM102B	623
HENMT1	152
LOC105378890	4
PRPF38B	2677
STXBP3	1366
LOC105378891	2
AKNAD1	2
GPSM2	1055
CLCC1	1755
WDR47	819
TAF13	463
TMEM167B-DT	8
TMEM167B	2460
SCARNA2	11
C1orf194	2
ELAPOR1	1842
SARS1	5162
CELSR2	1203
PSRC1	108
MYBPHL	13
SORT1	9376
PSMA5	2257
SYPL2	31
ATXN7L2	311
CYB561D1	574
AMIGO1	501
GNAI3	2120
GNAT2	23
AMPD2	1379
GSTM4	538
GSTM2	1332
GSTM1	132
GSTM5	182
GSTM3	5563
EPS8L3	5
CSF1	2112
AHCYL1	6211
STRIP1	1380
ALX3	176
UBL4B	1
SLC6A17	9
LINC02586	5
KCNC4	577
RBM15-AS1	13
RBM15	407
SLC16A4	683
LAMTOR5	1937
LAMTOR5-AS1	11
PROK1	8
CYMP	30
CYMP-AS1	23
KCNA10	1
KCNA2	43
LOC107985174	19
KCNA3	592
LOC105378901	4
CD53	2567
LRIF1	533
DRAM2	1972
CEPT1	1905
DENND2D	1803
107985180	15
CHI3L2	244
CHIAP2	6
CHIA	1
PIFO	132
OVGP1	88
WDR77	1040
ATP5PB	2886
C1orf162	1000
TMIGD3	147
ADORA3	316
RAP1A	3750
LINC01160	25
LOC107985184	41
INKA2	228
INKA2-AS1	2
LOC101928718	4
DDX20	578
KCND3	133
LINC01750	4
LINC02884	69
CTTNBP2NL	1201
WNT2B	258
ST7L	635
CAPZA1	3920
MOV10	3086
RHOC	2223
PPM1J	72
TAFA3	0
LINC01356	10
LINC01357	3
SLC16A1	257
AKR7A2P1	0
SLC16A1-AS1	11
LOC107985189	1
LRIG2-DT	16
LRIG2	1520
LOC643441	117
MAGI3	3358
PHTF1	892
RSBN1	1442
AP4B1-AS1	212
PTPN22	526
BCL2L15	230
AP4B1	494
DCLRE1B	361
HIPK1-AS1	8
HIPK1	3524
OLFML3	1244
SYT6	15
TRIM33	2548
BCAS2	1050
LOC105378914	3
DENND2C	71
AMPD1	20
NRAS	1677
CSDE1	18258
SIKE1	1303
TSHB	0
TSPAN2	161
LINC01765	0
NGF	26
112268287	0
VANGL1	772
CASQ2	114
NHLH2	70
LINC01649	10
LOC101928977	6
SLC22A15	1030
MAB21L3	6
LINC01779	4
ATP1A1	45637
ATP1A1-AS1	10358
LINC01762	0
LOC112268235	78
CD58	560
LOC105378925	4
IGSF3	1740
LOC105378924	11
CD2	659
PTGFRN	1150
CD101	520
LOC101929099	36
TTF2	408
TRIM45	205
VTCN1	14
MAN1A2	3201
TENT5C	4264
LOC105378929	2
GDAP2	880
WDR3	1240
SPAG17	419
TBX15	15
LOC105378933	1
WARS2	452
WARS2-IT1	6
WARS2-AS1	163
LOC107985192	26
HSD3B2	0
LOC105378935	0
HSD3BP4	19
LINC00622	21
ZNF697	279
PHGDH	706
105378936	32
HMGCS2	23
REG4	0
NOTCH2	4926
SEC22B	3450
107985522	9
105378941	2
105378954	104
LOC101929788	1
NBPF8	1002
107985523	23
PFN1P2	122
PDE4DIPP2	911
LOC107985524	60
NOTCH2NLR	44
NBPF26	1136
RNVU1-19	0
LINC00623	322
LOC100996720	75
RNVU1-4	4
TRN-GTT11-1	4
LOC105369199	10
PDE4DIPP4	7
H3P4	37
FCGR1B	99
LOC100996318	32
H2BP1	16
FAM72B	26
SRGAP2C	377
LOC107985193	1
LINC02798	7
EMBP1	20
LINC01691	0
LOC105371175	4
LOC107985200	4
LOC107985201	4
LOC105369140	11
PDE4DIPP3	7
H2BP2	54
FCGR1CP	142
H3-2	80
FAM72C	20
SRGAP2D	161
LOC105371206	4
LINC02802	10
105373467	6
NBPF15	633
LOC105371211	1
LSP1P5	9
LOC105371216	3
SRGAP2B	457
LOC107985595	2
FAM72D	32
LOC101929805	10
LINC01145	227
LOC100996740	98
RNVU1-14	6
NBPF20	439
LOC105371312	66
NBPF25P	300
GPR89A	637
PDZK1	67
CD160	40
RNF115	1107
POLR3C	773
NUDT17	267
PIAS3	1293
ANKRD35	87
LOC107985593	17
ITGA10	1747
PEX11B	1127
GNRHR2	409
RBM8A	2160
LIX1L-AS1	374
LIX1L	624
POLR3GL	851
ANKRD34A	26
TXNIP	16544
HJV	0
RNVU1-6	0
LINC01719	28
NBPF10	1554
NOTCH2NLA	546
LOC105371254	2
NUDT4P2	340
SEC22B4P	148
PPIAL4H	1
LOC112268274	6
LOC100996756	53
LOC105371235	0
107985591	0
HYDIN2	25
NBPF12	1900
LOC728989	17
105371231	0
PRKAB2	955
CHD1L	1585
PDIA3P1	705
FMO5	752
LINC00624	3
BCL9	721
ACP6	526
GJA5	1173
GPR89B	603
PDZK1P1	39
LINC02804	58
PDE4DIPP1	3
NBPF11	1152
LOC105371227	1
LOC101927468	3
LINC02806	0
LOC105371225	0
PDE4DIPP6	26
RNVU1-3	3
107985525	10
LINC01138	87
LOC105371224	103
NBPF14	1851
NOTCH2NLB	479
LOC105371223	2
NUDT4B	454
SEC22B3P	71
PDE4DIP	2579
LOC112268272	149
NBPF9	604
LOC101929790	3
LOC653513	129
SEC22B2P	116
NOTCH2NLC	410
NBPF19	1811
PPIAL4C	2
LINC00869	212
112268236	15
LOC644634	26
PDE4DIPP7	13
LOC105371406	10
FCGR1A	481
H2BC18	75
112268237	5
H3C13	1
H4C14	55
H3C14	1
H2AC18	105
H2BC20P	16
H2AC19	102
H3C15	1
112268238	61
H4C15	43
H2BC21	73
H2AC20	8
