GeneID	RNA-seq_LADC39
RERE	2782
RERE-AS1	6
ENO1	50617
MIR6728	6
ENO1-AS1	2
CA6	0
SLC2A5	774
GPR157	415
MIR34AHG	654
MIR34A	2
LNCTAM34A	59
H6PD	2937
SPSB1	2534
LINC02606	58
SLC25A33	276
TMEM201	455
107985734	19
PIK3CD	1328
PIK3CD-AS1	2
PIK3CD-AS2	97
CLSTN1	7785
CTNNBIP1	1554
LOC105376717	149
LZIC	1189
NMNAT1	379
RBP7	61
UBE4B	1465
KIF1B	1675
105376725	4
PGD	5556
CENPS-CORT	236
CENPS	243
CORT	13
DFFA	1267
PEX14	749
CASZ1	468
LOC105376733	0
C1orf127	68
TARDBP	4050
MASP2	74
SRM	1408
EXOSC10	1831
EXOSC10-AS1	67
MTOR	1642
MTOR-AS1	28
ANGPTL7	1
UBIAD1	556
LOC105376739	0
LOC105376740	0
DISP3	16
112268221	0
FBXO2	93
FBXO44	616
FBXO6	778
MAD2L2	763
DRAXIN	28
AGTRAP	1559
C1orf167	159
MTHFR	618
CLCN6	495
NPPA-AS1	87
NPPA	17
KIAA2013	2298
PLOD1	6836
MFN2	2816
MIIP	882
MIR6729	3
TNFRSF8	157
MIR7846	0
TNFRSF1B	3354
107984917	1
VPS13D	1507
SNORA59A	7
LINC02766	10
DHRS3	1783
MIR6730	2
AADACL4	0
C1orf158	3
LRRC38	1
PDPN	2279
PRDM2	1751
KAZN	512
LOC107985467	2
LOC105376759	4
LOC107985469	0
TMEM51-AS1	110
TMEM51	1794
TMEM51-AS2	4
FHAD1	377
FHAD1-AS1	74
LOC101927441	16
EFHD2	3072
CTRC	9
CELA2A	1
CELA2B	12
CASP9	422
DNAJC16	629
AGMAT	37
DDI2	1361
RSC1A1	127
PLEKHM2	3217
SLC25A34	80
SLC25A34-AS1	11
TMEM82	1
FBLIM1	2425
UQCRHL	32
FLJ37453	164
SPEN	1604
ZBTB17	1076
SRARP	0
HSPB7	298
CLCNKA	15
CLCNKB	47
FAM131C	17
EPHA2	1106
LOC101927479	35
ARHGEF19	1062
ANO7L1	106
CPLANE2	113
FBXO42	990
SZRD1	2812
SPATA21	1749
NECAP2	3013
LINC01772	35
CROCCP3	144
RNU1-1	0
LINC01783	11
NBPF1	1063
105376794	521
CROCCP2	415
MST1P2	147
LOC107985736	16
RNU1-3	0
ESPNP	17
MST1L	390
LOC112267871	22
LOC105376805	180
CROCC	1015
MFAP2	2321
LOC105376806	940
ATP13A2	1376
SDHB	1791
PADI2	239
LINC02783	5
PADI1	243
PADI3	8
PADI4	2
PADI6	1
RCC2	4822
ARHGEF10L	2604
ACTL8	2
IGSF21	347
KLHDC7A	358
PAX7	2
ALDH4A1	757
IFFO2	664
UBR4	3524
EMC1-AS1	87
EMC1	1627
MRTO4	896
AKR7L	23
AKR7A3	34
LOC100506730	110
AKR7A2	1614
SLC66A1	769
CAPZB	10050
MICOS10	878
MICOS10-NBL1	8830
RPS14P3	48
NBL1	8442
HTR6	3
TMCO4	801
RNF186	2
OTUD3	278
PLA2G2A	23
PLA2G5	149
PLA2G2D	61
PLA2G2F	3
PLA2G2C	4
UBXN10	577
101928017	10
LOC105376825	39
VWA5B1	2
LINC01141	8
CAMK2N1	1148
MUL1	1041
FAM43B	40
CDA	252
PINK1	1581
MIR6084	43
PINK1-AS	1666
DDOST	7871
KIF17	169
SH2D5	12
112268222	1375
HP1BP3	3551
EIF4G3	2606
LOC105376830	5
LOC105376829	4
ECE1	3327
ECE1-AS1	12
NBPF3	231
ALPL	3984
LINC02596	0
RAP1GAP	636
USP48	1840
LDLRAD2	4019
HSPG2	13968
LINC01635	13
LINC00339	426
CDC42-AS1	10
CDC42	10854
WNT4	58
LOC105376845	4
LOC105376850	14
LOC107985377	0
ZBTB40	691
EPHA8	8
C1QA	19153
C1QC	23705
C1QB	25800
EPHB2	587
MIR4253	13
KDM1A	1914
LUZP1	1013
HTR1D	36
LINC01355	247
HNRNPR	4161
ZNF436	1156
ZNF436-AS1	123
TCEA3	1049
ASAP3	1308
E2F2	131
LOC101928163	4
LOC105376859	5
ID3	2596
MDS2	9
RPL11	14388
ELOA	1442
ELOA-AS1	226
PITHD1	1478
LOC105376860	329
LYPLA2	2285
GALE	1396
HMGCL	1237
LOC105376861	1
FUCA1	6813
CNR2	0
PNRC2	3128
SRSF10	2988
LOC105376863	4
LOC107984931	3
MYOM3	22
IL22RA1	29
IFNLR1	270
LINC02800	0
GRHL3-AS1	18
GRHL3	62
STPG1	464
NIPAL3	910
RCAN3AS	6
RCAN3	857
NCMAP-DT	83
NCMAP	141
SRRM1	2436
CLIC4	10674
RUNX3	532
107984932	0
RUNX3-AS1	26
SYF2	1608
RSRP1	2505
LOC105376882	1
RHD	41
TMEM50A	3000
RHCE	1813
MACO1	1069
LDLRAP1	1060
MAN1C1	1060
SELENON	5602
MTFR1L	1017
LOC646471	193
AUNIP	299
PAQR7	538
STMN1	3068
MIR3917	324
PAFAH2	731
101928216	11
EXTL1	70
SLC30A2	13
TRIM63	3
PDIK1L	610
FAM110D	39
ZNF593	463
CNKSR1	547
CATSPER4	0
ZPLD2P	9
CEP85	504
SH3BGRL3	8924
UBXN11	1777
CD52	1079
CRYBG2	66
ZNF683	159
DHDDS	955
DHDDS-AS1	8
HMGN2	9706
RPS6KA1	2615
LOC101928728	45
ARID1A	2851
PIGV	515
ZDHHC18	1330
SFN	2637
GPN2	777
GPATCH3	365
NUDC	2893
NR0B2	5
KDF1	331
TRNP1	256
TENT5B	110
LOC101928391	6
SLC9A1	1750
WDTC1	2123
TMEM222	1031
ACTG1P20	21
SYTL1	1052
MAP3K6	1660
FCN3	28
CD164L2	176
GPR3	81
WASF2	3541
LOC105376892	3
AHDC1	1743
FGR	2235
LINC02574	1
IFI6	8215
FAM76A	410
STX12	2247
PPP1R8	1255
THEMIS2	2297
RPA2	1658
SMPDL3B	1161
XKR8	460
EYA3	596
PTAFR	1819
DNAJC8	2985
ATP5IF1	1542
SESN2	720
MED18	269
PHACTR4	1468
RCC1	1688
SNHG3	434
SNORA73A	9
SNORA73B	8
TRNAU1AP	644
SNHG12	1109
SNORD99	46
SNORA61	110
SNORA44	34
SNORA16A	53
RAB42	972
TAF12	893
LINC01715	10
RNU11	1
GMEB1	533
YTHDF2	2332
OPRD1	8
EPB41	1378
TMEM200B	549
SRSF4	2707
MECR	439
PTPRU	2073
LOC105378617	13
MATN1	39
MATN1-AS1	71
LAPTM5	31472
MIR4420	2
LOC105378620	7
LINC01778	8
SDC3	3972
PUM1	2943
SNORD103A	12
SNORD103B	9
LOC107984935	3
NKAIN1	2
SNRNP40	840
ZCCHC17	945
FABP3	1892
SERINC2	5090
LOC105378625	1
LOC105379772	0
LDC1P	0
LINC01226	0
LOC105378626	38
TINAGL1	605
HCRTR1	218
PEF1	1767
PEF1-AS1	121
105378628	10
COL16A1	6386
LOC101929444	54
ADGRB2	306
SPOCD1	344
PTP4A2	6226
KHDRBS1	4033
TMEM39B	712
KPNA6	2289
TXLNA	2703
CCDC28B	141
TMEM234	336
IQCC	138
DCDC2B	69
EIF3I	3584
MTMR9LP	468
FAM167B	147
LCK	356
HDAC1	2655
MARCKSL1	4211
LOC105378629	2
TSSK3	122
FAM229A	20
BSDC1	2162
ZBTB8B	9
ZBTB8A	380
LOC102723870	5
ZBTB8OS	470
RBBP4	3500
SYNC	1148
KIAA1522	2788
YARS1	2390
S100PBP	742
FNDC5	70
HPCA	41
TMEM54	833
LOC105378632	0
RNF19B	1345
AK2	3185
AZIN2	395
112268224	3
TRIM62	248
ZNF362	1311
A3GALT2	0
PHC2	4412
MIR3605	140
PHC2-AS1	5
ZSCAN20	204
CSMD2	456
105378640	0
LOC105378641	1
LOC105378642	0
GJB5	2
GJB4	3
GJB3	26
GJA4	405
SMIM12	919
DLGAP3	25
GPR199P	81
TMEM35B	1329
ZMYM6	729
ZMYM1	392
LOC105378644	2
SFPQ	6206
ZMYM4	1738
ZMYM4-AS1	22
KIAA0319L	1935
NCDN	1051
TFAP2E	109
TFAP2E-AS1	21
PSMB2	3225
C1orf216	706
CLSPN	218
AGO4	1377
AGO1	1091
AGO3	858
TEKT2	193
ADPRS	1105
COL8A2	6132
TRAPPC3	1714
MAP7D1	4941
THRAP3	3622
SH3D21	603
EVA1B	795
STK40	2024
LSM10	1011
OSCP1	263
MRPS15	1135
CSF3R	873
GRIK3	35
LINC01137	161
ZC3H12A	427
MIR6732	2
MEAF6	1999
MIR5581	2
LOC105378649	57
SNIP1	571
DNALI1	1375
GNL2	1370
RSPO1	14
C1orf109	581
CDCA8	239
EPHA10	158
MANEAL	322
YRDC	373
C1orf122	720
MTF1	509
INPP5B	743
LOC105378651	10
SF3A3	1767
FHL3	760
UTP11	752
POU3F1	11
MIR3659HG	4
LOC105378657	0
RRAGC	1419
GJA9-MYCBP	450
MYCBP	433
LOC105378663	6
GJA9	17
RHBDL2	165
LOC105378662	33
AKIRIN1	1575
NDUFS5	2394
MACF1	7780
643314	83
105378950	1
BMP8A	1361
OXCT2P1	16
PPIEL	262
PABPC4	3969
PABPC4-AS1	755
SNORA55	3
HEYL	922
NT5C1A	3
HPCAL4	48
PPIE	1133
BMP8B	210
OXCT2	19
LOC101929536	3
105378951	14
LINC02811	5
105378665	2
TRIT1	555
MYCL	143
MYCL-AS1	14
MFSD2A	427
CAP1	9821
PPT1	14281
RLF	997
TMCO2	0
ZMPSTE24	2750
COL9A2	743
107984945	17
SMAP2	2242
ZFP69B	118
ZFP69	159
LOC105378672	2
EXO5	274
ZNF684	143
RIMS3	252
LOC105378675	6
NFYC-AS1	173
NFYC	1485
KCNQ4	25
CITED4	26
CTPS1	711
SLFNL1-AS1	116
SLFNL1	23
SCMH1	779
FOXO6	107
FOXO6-AS1	8
LOC105378678	21
EDN2	200
HIVEP3	484
GUCA2B	0
GUCA2A	2
FOXJ3	1640
RIMKLA	224
ZMYND12	76
CCDC30	498
PPCS	1803
PPIH	576
YBX1	16261
CLDN19	0
P3H1	2278
C1orf50	301
TMEM269-DT	3
TMEM269	4
LOC107984946	2
SVBP	294
ERMAP	766
ZNF691	310
LOC339539	0
SLC2A1	4933
SLC2A1-AS1	26
FAM183A	44
EBNA1BP2	1374
CFAP57	66
LOC105378685	8
TMEM125	1084
C1orf210	285
TIE1	799
MPL	23
LOC105378687	14
CDC20	456
ELOVL1	3048
MIR6734	10
LOC112268225	12
MED8	1283
MED8-AS1	213
SZT2	1185
SZT2-AS1	114
HYI	379
PTPRF	6899
KDM4A	1133
KDM4A-AS1	185
ST3GAL3	370
ARTN	42
LOC105378688	15
LOC101929609	80
IPO13	1006
DPH2	608
ATP6V0B	4779
B4GALT2	1434
CCDC24	307
SLC6A9	475
LOC107984948	15
KLF17	2
DMAP1	752
ERI3	1376
ERI3-IT1	16
RNF220	1307
LOC107984950	403
TMEM53	430
ARMH1	90
LOC105378690	15
RNU5F-1	0
RNU5D-1	0
KIF2C	338
RPS8	23336
SNORD55	4
SNORD46	7
SNORD38A	23
SNORD38B	19
BEST4	34
PLK3	933
DYNLT4	90
BTBD19	255
LOC107984952	23
PTCH2	67
EIF2B3	634
HECTD3	1494
UROD	1733
ZSWIM5	173
LOC105378691	20
LINC01144	20
HPDL	22
MUTYH	377
TOE1	366
TESK2	333
CCDC163	40
MMACHC	2679
PRDX1	10774
AKR1A1	5037
NASP	2816
CCDC17	50
GPBP1L1	3236
RPS15AP10	6
TMEM69	813
IPP	267
MAST2	1578
P3R3URF-PIK3R3	409
PIK3R3	439
LOC101929626	10
TSPAN1	1701
POMGNT1	1790
LURAP1	58
RAD54L	167
LRRC41	2652
UQCRH	1828
NSUN4	589
FAAH	457
FAAHP1	12
LINC01398	0
DMBX1	29
MKNK1-AS1	309
MKNK1	1617
MOB3C	847
ATPAF1	1033
EFCAB14-AS1	99
EFCAB14	4604
LOC105378698	10
LOC105378699	1
CYP4B1	2554
CYP4Z2P	11
CYP4A11	0
CYP4X1	130
CYP4Z1	5
CYP4A22	0
LOC105378701	0
LINC00853	3
PDZK1IP1	474
TAL1	81
STIL	269
CMPK1	5345
LINC01389	9
FOXE3	7
FOXD2-AS1	148
FOXD2	31
LINC01738	1
TRABD2B	58
LINC02794	6
SKINT1L	0
SLC5A9	23
SPATA6	404
AGBL4	32
BEND5	118
ELAVL4	32
DMRTA2	41
LOC105378714	2
FAF1	1239
FAF1-AS1	3
CDKN2C	811
LINC01562	3
RNF11	2679
TTC39A	203
TTC39A-AS1	5
EPS15	2809
EPS15-AS1	6
CALR4P	1
OSBPL9	2756
NRDC	3773
105378721	347
MIR761	17
RAB3B	81
TXNDC12	2974
KTI12	159
BTF3L4	1988
ZFYVE9	503
CC2D1B	1510
ORC1	72
PRPF38A	1259
TUT4	854
GPX7	795
SHISAL2A	20
COA7	506
ZYG11B	1250
ZYG11A	34
ECHDC2	1279
SCP2	5484
PODN	6885
SLC1A7	407
CPT2	962
CZIB	1139
MAGOH	596
LOC100507564	29
LRP8	231
LOC105378728	8
LOC105378726	6
LOC105378731	3
105378730	3
LINC02812	31
GLIS1	68
NDC1	877
YIPF1	992
DIO1	9
HSPB11	584
LRRC42	750
LDLRAD1	29
TMEM59	9261
TCEANC2	401
CDCP2	9
CYB5RL	226
MRPL37	1592
SSBP3	1869
SSBP3-AS1	6
ACOT11	273
FAM151A	89
MROH7-TTC4	400
MROH7	48
TTC4	352
PARS2	176
TTC22	210
LEXM	6
DHCR24	5626
DHCR24-DT	19
TMEM61	79
BSND	2
PCSK9	457
USP24	1657
LOC100507634	20
LINC01767	6
PLPP3	2772
PRKAA2	53
FYB2	23
C8A	7
C8B	14
105378745	0
LOC112267900	1
DAB1	6
LOC107984960	3
OMA1	558
TACSTD2	5123
MYSM1	925
LOC112268263	5
LOC105378751	11
JUN	10163
LINC01135	6
LOC101926907	29
LINC02777	54
LINC01358	17
FGGY-DT	24
FGGY	336
LOC101926944	4
LOC105378758	0
HOOK1	544
CYP2J2	114
C1orf87	4
LINC01748	13
LOC101926964	2
LOC105378764	1
NFIA-AS2	7
NFIA	502
NFIA-AS1	1
LOC107984964	0
MGC34796	0
TM2D1	789
PATJ	956
LOC107984965	0
L1TD1	38
KANK4	161
USP1	1454
DOCK7	1190
ANGPTL3	5
ATG4C	697
LINC00466	1
FOXD3-AS1	11
FOXD3	1
ALG6	451
ITGB3BP	344
LOC102724319	1
EFCAB7	213
DLEU2L	15
PGM1	2318
ROR1	491
ROR1-AS1	25
LOC105378773	53
UBE2U	80
LOC107984966	1
CACHD1	244
RAVER2	449
JAK1	4962
LINC01359	5
MIR3671	1
AK4	889
DNAJC6	45
LOC102724416	0
LEPR	733
LEPROT	5035
PDE4B	695
LOC105378776	4
SGIP1	658
DYNLT5	123
DNAI4	228
MIER1	1377
SLC35D1	646
C1orf141	0
IL23R	16
IL12RB2	24
105378779	1
SERBP1	8068
GADD45A	1298
GNG12	3529
LOC105378781	0
GNG12-AS1	81
DIRAS3	56
WLS	2380
RPE65	1
DEPDC1	174
LRRC7	14
LRRC40	538
SRSF11	4273
ANKRD13C	968
HHLA3	245
HHLA3-AS1	3
CTH	147
PTGER3	118
ZRANB2-AS1	243
ZRANB2	2337
MIR186	20
ZRANB2-AS2	4
LOC105378795	4
NEGR1	1079
LOC105378797	7
LOC105378798	0
LRRIQ3	8
FPGT-TNNI3K	73
FPGT	617
TNNI3K	22
105378805	1
ERICH3	39
ERICH3-AS1	3
CRYZ	1578
TYW3	517
LHX8	1
SLC44A5	122
ACADM	1575
DLSTP1	24
RABGGTB	1540
SNORD45C	24
SNORD45A	6
SNORD45B	17
MSH4	13
ST6GALNAC3	57
LOC105378807	0
ST6GALNAC5	245
PIGK	1472
LOC105378808	2
AK5	150
ZZZ3	1160
USP33	1731
MIGA1	678
NEXN-AS1	39
NEXN	1302
FUBP1	2604
DNAJB4	663
GIPC2	62
LOC107984997	7
MGC27382	1
PTGFR	122
IFI44L	1074
IFI44	2036
ADGRL4	928
LOC107984998	5
LOC105378810	2
LINC01781	10
ADGRL2	1155
LOC101927434	0
LINC01361	3
107985037	3
LOC105378816	5
LINC01725	1
LOC101927560	2
107985041	7
TTLL7	144
PRKACB	1527
107985046	1
SAMD13	38
UOX	0
DNASE2B	40
RPF1	917
GNG5	2849
SPATA1	160
CTBS	1625
LOC105378819	41
LINC01461	2
SSX2IP	457
LOC102724892	0
LPAR3	44
MCOLN2	138
MCOLN3	336
DNAI3	51
SYDE2	143
C1orf52	781
BCL10	764
LOC646626	80
DDAH1	2403
107985054	13
CCN1	19110
LOC107985057	9
LOC112268231	2
ZNHIT6	736
COL24A1	441
LINC02795	6
LOC105378825	4
ODF2L	1153
MIR7856	1
CLCA2	12
CLCA1	0
LOC105378827	1
CLCA4	0
CLCA4-AS1	38
CLCA3P	0
SH3GLB1	4268
SELENOF	6440
HS2ST1	1973
LINC01140	232
LMO4	2305
LOC105378833	2
LOC105378839	0
PKN2-AS1	4
PKN2	1354
GTF2B	741
KYAT3	644
RBMXL1	515
GBP3	2148
LOC105378841	9
GBP1	1916
GBP2	2250
LOC112268267	517
LOC105378842	58
GBP7	31
GBP4	781
LOC107985076	8
GBP5	694
GBP6	43
GBP1P1	67
LOC105378844	1
LRRC8B	621
LRRC8C	813
LRRC8C-DT	17
LOC107985743	8
101927952	9
LOC107985744	1
LOC101927975	2
LRRC8D	1544
GEMIN8P4	46
ZNF326	760
LOC105378849	4
LOC107985088	19
LINC02609	68
LINC02788	1
ZNF644	1324
HFM1	20
CDC7	445
LOC102723436	1
TGFBR3	278
BRDT	42
EPHX4	34
SETSIP	4
BTBD8	18
23285	155
C1orf146	0
GLMN	218
RPAP2	531
GFI1	73
EVI5	934
RPL5	16837
DIPK1A	522
SNORD21	14
SNORA66	16
MTF2	722
TMED5	3089
CCDC18	291
LOC107985521	0
CCDC18-AS1	360
DR1	2195
FNBP1L	1779
BCAR3	625
BCAR3-AS1	48
LOC102723480	6
723788	21
TRR-TCT1-1	7
DNTTIP2	1445
GCLM	985
ABCA4	281
LOC105378858	4
ARHGAP29	1124
ARHGAP29-AS1	0
105378859	1
ABCD3	1686
F3	1201
LOC105378861	2
SLC44A3-AS1	348
105378860	1
SLC44A3	753
CNN3	8829
105378862	39
CNN3-DT	197
ALG14	375
LOC105378863	4
TLCD4	172
TLCD4-RWDD3	123
LOC101928118	2
RWDD3	248
PTBP2	620
DPYD	2140
DPYD-AS1	120
LOC105378867	12
MIR137HG	0
SNX7	857
PLPPR5	5
PLPPR4	492
LINC01708	0
PALMD	481
FRRS1	750
AGL	775
SLC35A3	1495
MFSD14A	1460
SASS6	526
TRMT13	568
LRRC39	197
DBT	625
RTCA-AS1	14
RTCA	940
CDC14A	236
LOC105379827	3
GPR88	170
VCAM1	8075
EXTL2	639
SLC30A7	837
DPH5	1161
LOC102606465	117
LOC101928334	1
LOC101928370	14
S1PR1	682
COL11A1	26561
LOC101928436	5
RNPC3	389
AMY2B	521
ACTG1P4	21
AMY2A	73
AMY1A	1273
AMY1B	917
LOC105378878	77
AMY1C	1140
LOC100129138	5
PRMT6	602
NTNG1	7
VAV3	897
LINC02785	13
SLC25A24	2296
NBPF4	0
NBPF6	3
FAM102B	1132
HENMT1	288
LOC105378890	6
PRPF38B	1854
STXBP3	1688
LOC105378891	5
AKNAD1	6
GPSM2	1077
CLCC1	1179
WDR47	551
TAF13	497
TMEM167B-DT	1
TMEM167B	2182
SCARNA2	1
C1orf194	86
ELAPOR1	823
SARS1	3450
CELSR2	662
PSRC1	174
MYBPHL	6
SORT1	4210
PSMA5	2434
SYPL2	20
ATXN7L2	123
CYB561D1	281
AMIGO1	137
GNAI3	3410
GNAT2	5
AMPD2	1482
GSTM4	790
GSTM2	816
GSTM1	1336
GSTM5	337
GSTM3	1384
EPS8L3	3
CSF1	2724
AHCYL1	4240
STRIP1	837
ALX3	107
UBL4B	1
SLC6A17	79
LINC02586	4
KCNC4	269
RBM15-AS1	24
RBM15	280
SLC16A4	294
LAMTOR5	1531
LAMTOR5-AS1	3
PROK1	1
CYMP	3
CYMP-AS1	2
KCNA10	3
KCNA2	22
LOC107985174	22
KCNA3	350
LOC105378901	8
CD53	5191
LRIF1	439
DRAM2	2158
CEPT1	1465
DENND2D	1480
107985180	9
CHI3L2	103
CHIAP2	0
CHIA	19
PIFO	417
OVGP1	66
WDR77	888
ATP5PB	3430
C1orf162	1354
TMIGD3	968
ADORA3	656
RAP1A	3354
LINC01160	9
LOC107985184	33
INKA2	240
INKA2-AS1	6
LOC101928718	8
DDX20	530
KCND3	166
LINC01750	20
LINC02884	21
CTTNBP2NL	1226
WNT2B	229
ST7L	483
CAPZA1	5410
MOV10	3788
RHOC	4547
PPM1J	50
TAFA3	7
LINC01356	5
LINC01357	2
SLC16A1	937
AKR7A2P1	2
SLC16A1-AS1	21
LOC107985189	2
LRIG2-DT	9
LRIG2	555
LOC643441	12
MAGI3	748
PHTF1	656
RSBN1	774
AP4B1-AS1	217
PTPN22	881
BCL2L15	438
AP4B1	480
DCLRE1B	497
HIPK1-AS1	10
HIPK1	2715
OLFML3	2164
SYT6	11
TRIM33	1342
BCAS2	1110
LOC105378914	2
DENND2C	68
AMPD1	53
NRAS	2153
CSDE1	16882
SIKE1	1087
TSHB	0
TSPAN2	176
LINC01765	1
NGF	98
112268287	0
VANGL1	648
CASQ2	40
NHLH2	1
LINC01649	0
LOC101928977	1
SLC22A15	451
MAB21L3	19
LINC01779	0
ATP1A1	12051
ATP1A1-AS1	3205
LINC01762	0
LOC112268235	79
CD58	848
LOC105378925	3
IGSF3	1290
LOC105378924	2
CD2	550
PTGFRN	2647
CD101	1293
LOC101929099	20
TTF2	430
TRIM45	234
VTCN1	192
MAN1A2	2130
TENT5C	1094
LOC105378929	2
GDAP2	592
WDR3	902
SPAG17	243
TBX15	305
LOC105378933	3
WARS2	446
WARS2-IT1	8
WARS2-AS1	195
LOC107985192	13
HSD3B2	2
LOC105378935	4
HSD3BP4	10
LINC00622	28
ZNF697	273
PHGDH	793
105378936	5
HMGCS2	8
REG4	0
NOTCH2	4868
SEC22B	3885
107985522	4
105378941	5
105378954	87
LOC101929788	0
NBPF8	662
107985523	17
PFN1P2	31
PDE4DIPP2	536
LOC107985524	41
NOTCH2NLR	30
NBPF26	493
RNVU1-19	0
LINC00623	134
LOC100996720	39
RNVU1-4	0
TRN-GTT11-1	2
LOC105369199	2
PDE4DIPP4	1
H3P4	18
FCGR1B	357
LOC100996318	21
H2BP1	9
FAM72B	56
SRGAP2C	736
LOC107985193	0
LINC02798	13
EMBP1	58
LINC01691	0
LOC105371175	4
LOC107985200	28
LOC107985201	4
LOC105369140	0
PDE4DIPP3	13
H2BP2	91
FCGR1CP	305
H3-2	111
FAM72C	60
SRGAP2D	337
LOC105371206	3
LINC02802	29
105373467	2
NBPF15	757
LOC105371211	0
LSP1P5	29
LOC105371216	2
SRGAP2B	782
LOC107985595	4
FAM72D	88
LOC101929805	3
LINC01145	260
LOC100996740	87
RNVU1-14	1
NBPF20	269
LOC105371312	44
NBPF25P	253
GPR89A	571
PDZK1	13
CD160	18
RNF115	1285
POLR3C	939
NUDT17	290
PIAS3	1612
ANKRD35	281
LOC107985593	18
ITGA10	159
PEX11B	1015
GNRHR2	328
RBM8A	1920
LIX1L-AS1	473
LIX1L	1364
POLR3GL	1095
ANKRD34A	53
TXNIP	22668
HJV	1
RNVU1-6	4
LINC01719	22
NBPF10	995
NOTCH2NLA	801
LOC105371254	12
NUDT4P2	346
SEC22B4P	160
PPIAL4H	0
LOC112268274	4
LOC100996756	59
LOC105371235	1
107985591	2
HYDIN2	46
NBPF12	675
LOC728989	11
105371231	13
PRKAB2	936
CHD1L	1526
PDIA3P1	759
FMO5	1651
LINC00624	14
BCL9	1020
ACP6	492
GJA5	4070
GPR89B	519
PDZK1P1	5
LINC02804	18
PDE4DIPP1	15
NBPF11	622
LOC105371227	3
LOC101927468	10
LINC02806	2
LOC105371225	2
PDE4DIPP6	22
RNVU1-3	0
107985525	6
LINC01138	94
LOC105371224	160
NBPF14	1231
NOTCH2NLB	782
LOC105371223	17
NUDT4B	483
SEC22B3P	83
PDE4DIP	2441
LOC112268272	89
NBPF9	427
LOC101929790	0
LOC653513	521
SEC22B2P	137
NOTCH2NLC	552
NBPF19	1060
PPIAL4C	0
LINC00869	164
112268236	13
LOC644634	45
PDE4DIPP7	16
LOC105371406	9
FCGR1A	1878
H2BC18	256
112268237	9
H3C13	5
H4C14	261
H3C14	12
H2AC18	728
H2BC20P	37
H2AC19	647
H3C15	11
112268238	260
H4C15	176
H2BC21	684
H2AC20	17
H2AC21	2
BOLA1	445
SV2A	277
SF3B4	2302
MTMR11	736
