GeneID	RNA-seq_normal_lung47
TP73-AS1	1631
CCDC27	1
SMIM1	113
LRRC47	2019
CEP104	1157
DFFB	268
107984910	12
C1orf174	656
LINC01134	13
AJAP1	70
LOC107984911	0
NPHP4	668
KCNAB2	3100
CHD5	15
RPL22	18091
107985733	75
RNF207-AS1	26
RNF207	455
ICMT	2825
LINC00337	0
GPR153	1105
ACOT7	819
HES2	45
ESPN	85
TNFRSF25	368
PLEKHG5	995
NOL9	962
TAS1R1	26
LOC107984912	3
ZBTB48	900
KLHL21	1423
LOC107984913	22
PHF13	450
THAP3	865
DNAJC11	1035
CAMTA1-DT	11
CAMTA1	1010
LOC105376689	80
VAMP3	5723
PER3	1682
UTS2	39
TNFRSF9	12
PARK7	5621
ERRFI1	6858
LOC107984915	0
LINC01714	8
SLC45A1	73
RERE	5535
RERE-AS1	12
ENO1	19515
MIR6728	1
ENO1-AS1	11
CA6	1
SLC2A5	33
GPR157	907
MIR34AHG	264
MIR34A	1
LNCTAM34A	40
H6PD	4874
SPSB1	1182
LINC02606	60
SLC25A33	358
TMEM201	353
107985734	18
PIK3CD	1087
PIK3CD-AS1	5
PIK3CD-AS2	41
CLSTN1	4062
CTNNBIP1	4036
LOC105376717	209
LZIC	1256
NMNAT1	414
RBP7	281
UBE4B	1523
KIF1B	1705
105376725	14
PGD	4277
CENPS-CORT	165
CENPS	183
CORT	7
DFFA	1767
PEX14	1099
CASZ1	1588
LOC105376733	8
C1orf127	38
TARDBP	4845
MASP2	292
SRM	962
EXOSC10	2220
EXOSC10-AS1	37
MTOR	1574
MTOR-AS1	22
ANGPTL7	353
UBIAD1	555
LOC105376739	7
LOC105376740	1
DISP3	6
112268221	1
FBXO2	308
FBXO44	974
FBXO6	542
MAD2L2	466
DRAXIN	9
AGTRAP	1735
C1orf167	559
MTHFR	2291
CLCN6	1210
NPPA-AS1	174
NPPA	51
KIAA2013	2603
PLOD1	2481
MFN2	4211
MIIP	959
MIR6729	6
TNFRSF8	73
MIR7846	23
TNFRSF1B	2364
107984917	6
VPS13D	3153
SNORA59A	17
LINC02766	31
DHRS3	4763
MIR6730	11
AADACL4	3
C1orf158	4
LRRC38	0
PDPN	3321
PRDM2	1589
KAZN	1304
LOC107985467	2
LOC105376759	4
LOC107985469	0
TMEM51-AS1	264
TMEM51	523
TMEM51-AS2	9
FHAD1	109
FHAD1-AS1	11
LOC101927441	22
EFHD2	4025
CTRC	10
CELA2A	19
CELA2B	83
CASP9	709
DNAJC16	563
AGMAT	34
DDI2	1318
RSC1A1	87
PLEKHM2	3661
SLC25A34	176
SLC25A34-AS1	15
TMEM82	7
FBLIM1	1187
UQCRHL	83
FLJ37453	296
SPEN	2381
ZBTB17	1340
SRARP	7
HSPB7	340
CLCNKA	18
CLCNKB	38
FAM131C	2
EPHA2	930
LOC101927479	31
ARHGEF19	508
ANO7L1	110
CPLANE2	133
FBXO42	1051
SZRD1	2738
SPATA21	1690
NECAP2	3585
LINC01772	106
CROCCP3	317
RNU1-1	1
LINC01783	6
NBPF1	843
105376794	687
CROCCP2	490
MST1P2	394
LOC107985736	47
RNU1-3	1
ESPNP	5
MST1L	558
LOC112267871	6
LOC105376805	351
CROCC	2015
MFAP2	307
LOC105376806	62
ATP13A2	1571
SDHB	1680
PADI2	161
LINC02783	0
PADI1	0
PADI3	0
PADI4	169
PADI6	0
RCC2	2351
ARHGEF10L	1451
ACTL8	0
IGSF21	113
KLHDC7A	136
PAX7	0
ALDH4A1	497
IFFO2	561
UBR4	4101
EMC1-AS1	51
EMC1	1560
MRTO4	874
AKR7L	26
AKR7A3	40
LOC100506730	118
AKR7A2	1522
SLC66A1	699
CAPZB	7195
MICOS10	1917
MICOS10-NBL1	7548
RPS14P3	62
NBL1	7095
HTR6	2
TMCO4	963
RNF186	1
OTUD3	617
PLA2G2A	149
PLA2G5	229
PLA2G2D	18
PLA2G2F	0
PLA2G2C	7
UBXN10	212
101928017	20
LOC105376825	16
VWA5B1	22
LINC01141	1
CAMK2N1	3814
MUL1	1355
FAM43B	24
CDA	136
PINK1	2383
MIR6084	250
PINK1-AS	2137
DDOST	5432
KIF17	526
SH2D5	1
112268222	1855
HP1BP3	4413
EIF4G3	1470
LOC105376830	4
LOC105376829	6
ECE1	4006
ECE1-AS1	20
NBPF3	101
ALPL	6559
LINC02596	8
RAP1GAP	2605
USP48	1969
LDLRAD2	2687
HSPG2	10102
LINC01635	12
LINC00339	413
CDC42-AS1	26
CDC42	10068
WNT4	131
LOC105376845	30
LOC105376850	0
LOC107985377	5
ZBTB40	1542
EPHA8	5
C1QA	18863
C1QC	12466
C1QB	18110
EPHB2	165
MIR4253	2
KDM1A	1629
LUZP1	859
HTR1D	2
LINC01355	180
HNRNPR	3886
ZNF436	535
ZNF436-AS1	80
TCEA3	1867
ASAP3	1577
E2F2	18
LOC101928163	0
LOC105376859	11
ID3	3072
MDS2	11
RPL11	38835
ELOA	2496
ELOA-AS1	323
PITHD1	1602
LOC105376860	154
LYPLA2	1440
GALE	1139
HMGCL	1404
LOC105376861	1
FUCA1	2065
CNR2	16
PNRC2	3908
SRSF10	3294
LOC105376863	4
LOC107984931	0
MYOM3	9
IL22RA1	48
IFNLR1	474
LINC02800	3
GRHL3-AS1	6
GRHL3	4
STPG1	262
NIPAL3	1522
RCAN3AS	4
RCAN3	629
NCMAP-DT	55
NCMAP	689
SRRM1	2906
CLIC4	8133
RUNX3	620
107984932	2
RUNX3-AS1	15
SYF2	2335
RSRP1	2457
LOC105376882	0
RHD	59
TMEM50A	2530
RHCE	1371
MACO1	1096
LDLRAP1	1986
MAN1C1	1364
SELENON	5231
MTFR1L	1203
LOC646471	242
AUNIP	225
PAQR7	543
STMN1	1937
MIR3917	116
PAFAH2	693
101928216	0
EXTL1	23
SLC30A2	9
TRIM63	30
PDIK1L	535
FAM110D	400
ZNF593	528
CNKSR1	1077
CATSPER4	1
ZPLD2P	12
CEP85	393
SH3BGRL3	4726
UBXN11	3287
CD52	4225
CRYBG2	495
ZNF683	34
DHDDS	742
DHDDS-AS1	25
HMGN2	10380
RPS6KA1	3866
LOC101928728	31
ARID1A	2618
PIGV	540
ZDHHC18	975
SFN	311
GPN2	1227
GPATCH3	461
NUDC	3049
NR0B2	115
KDF1	318
TRNP1	1153
TENT5B	2339
LOC101928391	18
SLC9A1	2565
WDTC1	3060
TMEM222	1499
ACTG1P20	25
SYTL1	1234
MAP3K6	3998
FCN3	7078
CD164L2	50
GPR3	57
WASF2	5674
LOC105376892	31
AHDC1	1231
FGR	3229
LINC02574	6
IFI6	5241
FAM76A	902
STX12	3719
PPP1R8	1328
THEMIS2	2633
RPA2	1488
SMPDL3B	600
XKR8	392
EYA3	814
PTAFR	1677
DNAJC8	3552
ATP5IF1	2533
SESN2	441
MED18	512
PHACTR4	1962
RCC1	481
SNHG3	462
SNORA73A	6
SNORA73B	5
TRNAU1AP	688
SNHG12	623
SNORD99	15
SNORA61	55
SNORA44	36
SNORA16A	31
RAB42	102
TAF12	668
LINC01715	19
RNU11	4
GMEB1	471
YTHDF2	2212
OPRD1	11
EPB41	1909
TMEM200B	516
SRSF4	3283
MECR	548
PTPRU	2388
LOC105378617	21
MATN1	14
MATN1-AS1	38
LAPTM5	16841
MIR4420	4
LOC105378620	46
LINC01778	3
SDC3	2416
PUM1	2270
SNORD103A	8
SNORD103B	4
LOC107984935	2
NKAIN1	0
SNRNP40	717
ZCCHC17	975
FABP3	624
SERINC2	1531
LOC105378625	0
LOC105379772	0
LDC1P	3
LINC01226	2
LOC105378626	62
TINAGL1	4367
HCRTR1	306
PEF1	2851
PEF1-AS1	131
105378628	4
COL16A1	2379
LOC101929444	17
ADGRB2	61
SPOCD1	303
PTP4A2	6585
KHDRBS1	3787
TMEM39B	492
KPNA6	2276
TXLNA	2081
CCDC28B	160
TMEM234	413
IQCC	122
DCDC2B	123
EIF3I	3610
MTMR9LP	1040
FAM167B	232
LCK	384
HDAC1	2603
MARCKSL1	1370
LOC105378629	0
TSSK3	371
FAM229A	222
BSDC1	2761
ZBTB8B	10
ZBTB8A	769
LOC102723870	11
ZBTB8OS	775
RBBP4	3089
SYNC	1412
KIAA1522	2774
YARS1	1772
S100PBP	835
FNDC5	63
HPCA	54
TMEM54	1137
LOC105378632	0
RNF19B	911
AK2	3433
AZIN2	123
112268224	6
TRIM62	197
ZNF362	1367
A3GALT2	3
PHC2	5480
MIR3605	158
PHC2-AS1	2
ZSCAN20	156
CSMD2	16
105378640	0
LOC105378641	5
LOC105378642	7
GJB5	3
GJB4	0
GJB3	54
GJA4	415
SMIM12	1206
DLGAP3	40
GPR199P	189
TMEM35B	1569
ZMYM6	852
ZMYM1	407
LOC105378644	0
SFPQ	9722
ZMYM4	1352
ZMYM4-AS1	10
KIAA0319L	4243
NCDN	714
TFAP2E	160
TFAP2E-AS1	47
PSMB2	2932
C1orf216	514
CLSPN	38
AGO4	1960
AGO1	1148
AGO3	1235
TEKT2	37
ADPRS	1047
COL8A2	604
TRAPPC3	1810
MAP7D1	5837
THRAP3	4715
SH3D21	426
EVA1B	1418
STK40	2388
LSM10	692
OSCP1	323
MRPS15	1373
CSF3R	6356
GRIK3	68
LINC01137	124
ZC3H12A	1139
MIR6732	3
MEAF6	2186
MIR5581	3
LOC105378649	30
SNIP1	608
DNALI1	768
GNL2	1418
RSPO1	465
C1orf109	415
CDCA8	27
EPHA10	13
MANEAL	137
YRDC	534
C1orf122	1190
MTF1	569
INPP5B	1950
LOC105378651	30
SF3A3	2341
FHL3	261
UTP11	824
POU3F1	14
MIR3659HG	0
LOC105378657	4
RRAGC	1314
GJA9-MYCBP	415
MYCBP	406
LOC105378663	4
GJA9	7
RHBDL2	22
LOC105378662	11
AKIRIN1	1893
NDUFS5	3158
MACF1	20762
643314	183
105378950	6
BMP8A	247
OXCT2P1	37
PPIEL	387
PABPC4	3359
PABPC4-AS1	380
SNORA55	9
HEYL	1142
NT5C1A	0
HPCAL4	51
PPIE	1574
BMP8B	184
OXCT2	27
LOC101929536	13
105378951	6
LINC02811	5
105378665	2
TRIT1	629
MYCL	370
MYCL-AS1	24
MFSD2A	5307
CAP1	7139
PPT1	10250
RLF	710
TMCO2	3
ZMPSTE24	1702
COL9A2	287
107984945	19
SMAP2	3597
ZFP69B	35
ZFP69	170
LOC105378672	10
EXO5	202
ZNF684	153
RIMS3	283
LOC105378675	3
NFYC-AS1	140
NFYC	1625
KCNQ4	64
CITED4	1177
CTPS1	538
SLFNL1-AS1	299
SLFNL1	208
SCMH1	1328
FOXO6	61
FOXO6-AS1	23
LOC105378678	1
EDN2	16
HIVEP3	746
GUCA2B	21
GUCA2A	25
FOXJ3	1758
RIMKLA	677
ZMYND12	69
CCDC30	427
PPCS	1717
PPIH	887
YBX1	19368
CLDN19	0
P3H1	812
C1orf50	359
TMEM269-DT	9
TMEM269	6
LOC107984946	3
SVBP	387
ERMAP	828
ZNF691	295
LOC339539	1
SLC2A1	298
SLC2A1-AS1	12
FAM183A	32
EBNA1BP2	1300
CFAP57	39
LOC105378685	3
TMEM125	7054
C1orf210	556
TIE1	3313
MPL	47
LOC105378687	26
CDC20	39
ELOVL1	3230
MIR6734	11
LOC112268225	11
MED8	956
MED8-AS1	132
SZT2	2994
SZT2-AS1	125
HYI	1461
PTPRF	10453
KDM4A	1684
KDM4A-AS1	210
ST3GAL3	709
ARTN	18
LOC105378688	27
LOC101929609	61
IPO13	803
DPH2	555
ATP6V0B	3562
B4GALT2	932
CCDC24	301
SLC6A9	523
LOC107984948	13
KLF17	31
DMAP1	1197
ERI3	1326
ERI3-IT1	28
RNF220	1749
LOC107984950	490
TMEM53	484
ARMH1	144
LOC105378690	11
RNU5F-1	0
RNU5D-1	1
KIF2C	49
RPS8	31898
SNORD55	71
SNORD46	5
SNORD38A	22
SNORD38B	20
BEST4	15
PLK3	821
DYNLT4	190
BTBD19	408
LOC107984952	67
PTCH2	42
EIF2B3	708
HECTD3	1619
UROD	2248
ZSWIM5	269
LOC105378691	23
LINC01144	23
HPDL	9
MUTYH	555
TOE1	421
TESK2	272
CCDC163	25
MMACHC	2449
PRDX1	8051
AKR1A1	2904
NASP	2643
CCDC17	148
GPBP1L1	4004
RPS15AP10	7
TMEM69	520
IPP	372
MAST2	1282
P3R3URF-PIK3R3	596
PIK3R3	641
LOC101929626	2
TSPAN1	415
POMGNT1	2174
LURAP1	26
RAD54L	99
LRRC41	2078
UQCRH	2909
NSUN4	825
FAAH	1340
FAAHP1	49
LINC01398	3
DMBX1	0
MKNK1-AS1	250
MKNK1	1946
MOB3C	1258
ATPAF1	1099
EFCAB14-AS1	77
EFCAB14	4937
LOC105378698	9
LOC105378699	8
CYP4B1	13912
CYP4Z2P	136
CYP4A11	11
CYP4X1	467
CYP4Z1	119
CYP4A22	19
LOC105378701	5
LINC00853	22
PDZK1IP1	1530
TAL1	1163
STIL	51
CMPK1	5444
LINC01389	13
FOXE3	0
FOXD2-AS1	40
FOXD2	17
LINC01738	7
TRABD2B	84
LINC02794	0
SKINT1L	11
SLC5A9	1459
SPATA6	569
AGBL4	7
BEND5	184
ELAVL4	9
DMRTA2	0
LOC105378714	0
FAF1	1263
FAF1-AS1	7
CDKN2C	481
LINC01562	3
RNF11	3588
TTC39A	983
TTC39A-AS1	32
EPS15	3099
EPS15-AS1	9
CALR4P	0
OSBPL9	4590
NRDC	3387
105378721	301
MIR761	15
RAB3B	6
TXNDC12	2381
KTI12	159
BTF3L4	1297
ZFYVE9	1954
CC2D1B	2320
ORC1	38
PRPF38A	1472
TUT4	1025
GPX7	303
SHISAL2A	27
COA7	348
ZYG11B	1175
ZYG11A	2
ECHDC2	4717
SCP2	5906
PODN	2545
SLC1A7	276
CPT2	1020
CZIB	1645
MAGOH	1018
LOC100507564	24
LRP8	120
LOC105378728	4
LOC105378726	6
LOC105378731	0
105378730	5
LINC02812	29
GLIS1	12
NDC1	518
YIPF1	673
DIO1	14
HSPB11	468
LRRC42	510
LDLRAD1	114
TMEM59	11926
TCEANC2	436
CDCP2	2
CYB5RL	313
MRPL37	1344
SSBP3	1851
SSBP3-AS1	37
ACOT11	129
FAM151A	34
MROH7-TTC4	399
MROH7	67
TTC4	339
PARS2	76
TTC22	619
LEXM	27
DHCR24	33075
DHCR24-DT	10
TMEM61	79
BSND	29
PCSK9	1201
USP24	2131
LOC100507634	24
LINC01767	2
PLPP3	6341
PRKAA2	123
FYB2	366
C8A	2
C8B	472
105378745	5
LOC112267900	31
DAB1	17
LOC107984960	11
OMA1	582
TACSTD2	9738
MYSM1	1379
LOC112268263	17
LOC105378751	40
JUN	20841
LINC01135	18
LOC101926907	152
LINC02777	70
LINC01358	10
FGGY-DT	22
FGGY	477
LOC101926944	25
LOC105378758	8
HOOK1	418
CYP2J2	86
C1orf87	36
LINC01748	1
LOC101926964	2
LOC105378764	2
NFIA-AS2	12
NFIA	1462
NFIA-AS1	10
LOC107984964	0
MGC34796	0
TM2D1	1045
PATJ	2829
LOC107984965	0
L1TD1	153
KANK4	392
USP1	1248
DOCK7	792
ANGPTL3	1
ATG4C	457
LINC00466	1
FOXD3-AS1	0
FOXD3	0
ALG6	339
ITGB3BP	418
LOC102724319	8
EFCAB7	284
DLEU2L	22
PGM1	5600
ROR1	1035
ROR1-AS1	2
LOC105378773	2
UBE2U	5
LOC107984966	13
CACHD1	985
RAVER2	957
JAK1	5094
LINC01359	10
MIR3671	10
AK4	103
DNAJC6	121
LOC102724416	4
LEPR	4362
LEPROT	6040
PDE4B	545
LOC105378776	66
SGIP1	454
DYNLT5	52
DNAI4	154
MIER1	1595
SLC35D1	467
C1orf141	1
IL23R	7
IL12RB2	46
105378779	7
SERBP1	6893
GADD45A	1065
GNG12	2737
LOC105378781	3
GNG12-AS1	80
DIRAS3	191
WLS	2250
RPE65	1
DEPDC1	8
LRRC7	21
LRRC40	612
SRSF11	7063
ANKRD13C	718
HHLA3	146
HHLA3-AS1	4
CTH	157
PTGER3	199
ZRANB2-AS1	285
ZRANB2	3256
MIR186	37
ZRANB2-AS2	20
LOC105378795	12
NEGR1	571
LOC105378797	7
LOC105378798	0
LRRIQ3	4
FPGT-TNNI3K	53
FPGT	466
TNNI3K	35
105378805	3
ERICH3	31
ERICH3-AS1	2
CRYZ	1790
TYW3	901
LHX8	0
SLC44A5	0
ACADM	1726
DLSTP1	40
RABGGTB	1826
SNORD45C	4
SNORD45A	14
SNORD45B	23
MSH4	13
ST6GALNAC3	351
LOC105378807	14
ST6GALNAC5	1466
PIGK	1529
LOC105378808	1
AK5	4
ZZZ3	945
USP33	2309
MIGA1	976
NEXN-AS1	108
NEXN	3123
FUBP1	1853
DNAJB4	1061
GIPC2	301
LOC107984997	12
MGC27382	51
PTGFR	314
IFI44L	1154
IFI44	2381
ADGRL4	1370
LOC107984998	0
LOC105378810	0
LINC01781	2
ADGRL2	5906
LOC101927434	8
LINC01361	0
107985037	0
LOC105378816	3
LINC01725	0
LOC101927560	1
107985041	7
TTLL7	973
PRKACB	1284
107985046	3
SAMD13	68
UOX	4
DNASE2B	86
RPF1	1221
GNG5	3610
SPATA1	178
CTBS	1218
LOC105378819	35
LINC01461	12
SSX2IP	426
LOC102724892	1
LPAR3	90
MCOLN2	599
MCOLN3	917
DNAI3	36
SYDE2	740
C1orf52	1288
BCL10	572
LOC646626	43
DDAH1	2456
107985054	8
CCN1	8287
LOC107985057	6
LOC112268231	1
ZNHIT6	693
COL24A1	42
LINC02795	17
LOC105378825	6
ODF2L	1556
MIR7856	6
CLCA2	3
CLCA1	0
LOC105378827	1
CLCA4	4
CLCA4-AS1	40
CLCA3P	2
SH3GLB1	3794
SELENOF	5776
HS2ST1	1320
LINC01140	472
LMO4	2445
LOC105378833	10
LOC105378839	21
PKN2-AS1	12
PKN2	2346
GTF2B	989
KYAT3	744
RBMXL1	529
GBP3	1142
LOC105378841	35
GBP1	1726
GBP2	2471
LOC112268267	542
LOC105378842	6
GBP7	17
GBP4	3115
LOC107985076	3
GBP5	661
GBP6	13
GBP1P1	165
LOC105378844	3
LRRC8B	550
LRRC8C	912
LRRC8C-DT	19
LOC107985743	1
101927952	10
LOC107985744	7
LOC101927975	19
LRRC8D	609
GEMIN8P4	13
ZNF326	1204
LOC105378849	2
LOC107985088	71
LINC02609	92
LINC02788	8
ZNF644	1289
HFM1	27
CDC7	240
LOC102723436	30
TGFBR3	3277
BRDT	0
EPHX4	16
SETSIP	7
BTBD8	18
23285	181
C1orf146	5
GLMN	255
RPAP2	526
GFI1	155
EVI5	1275
RPL5	27481
DIPK1A	193
SNORD21	7
SNORA66	14
MTF2	714
TMED5	3359
CCDC18	278
LOC107985521	0
CCDC18-AS1	786
DR1	1647
FNBP1L	2655
BCAR3	905
BCAR3-AS1	46
LOC102723480	1
723788	7
TRR-TCT1-1	4
DNTTIP2	1923
GCLM	604
ABCA4	28
LOC105378858	20
ARHGAP29	3862
ARHGAP29-AS1	2
105378859	2
ABCD3	2165
F3	6257
LOC105378861	11
SLC44A3-AS1	66
105378860	3
SLC44A3	1130
CNN3	8257
105378862	49
CNN3-DT	257
ALG14	338
LOC105378863	4
TLCD4	674
TLCD4-RWDD3	121
LOC101928118	15
RWDD3	406
PTBP2	792
DPYD	2300
DPYD-AS1	86
LOC105378867	2
MIR137HG	0
SNX7	810
PLPPR5	24
PLPPR4	60
LINC01708	0
PALMD	980
FRRS1	272
AGL	696
SLC35A3	1752
MFSD14A	1502
SASS6	442
TRMT13	605
LRRC39	137
DBT	1227
RTCA-AS1	19
RTCA	1064
CDC14A	489
LOC105379827	0
GPR88	1
VCAM1	477
EXTL2	700
SLC30A7	479
DPH5	970
LOC102606465	148
LOC101928334	11
LOC101928370	87
S1PR1	3102
COL11A1	14
LOC101928436	4
RNPC3	551
AMY2B	1220
ACTG1P4	41
AMY2A	61
AMY1A	51
AMY1B	23
LOC105378878	0
AMY1C	51
LOC100129138	0
PRMT6	368
NTNG1	532
VAV3	363
LINC02785	46
SLC25A24	1586
NBPF4	0
NBPF6	0
FAM102B	736
HENMT1	240
LOC105378890	9
PRPF38B	2449
STXBP3	1794
LOC105378891	12
AKNAD1	22
GPSM2	993
CLCC1	1094
WDR47	502
TAF13	409
TMEM167B-DT	6
TMEM167B	2183
SCARNA2	19
C1orf194	31
ELAPOR1	204
SARS1	5001
CELSR2	329
PSRC1	383
MYBPHL	124
SORT1	7238
PSMA5	2239
SYPL2	52
ATXN7L2	213
CYB561D1	826
AMIGO1	636
GNAI3	2147
GNAT2	23
AMPD2	871
GSTM4	504
GSTM2	1313
GSTM1	229
GSTM5	926
GSTM3	1944
EPS8L3	5
CSF1	1492
AHCYL1	4224
STRIP1	1190
ALX3	145
UBL4B	0
SLC6A17	9
LINC02586	24
KCNC4	569
RBM15-AS1	11
RBM15	234
SLC16A4	713
LAMTOR5	2143
LAMTOR5-AS1	13
PROK1	5
CYMP	1
CYMP-AS1	2
KCNA10	8
KCNA2	20
LOC107985174	16
KCNA3	536
LOC105378901	1
CD53	4081
LRIF1	284
DRAM2	2105
CEPT1	1661
DENND2D	1025
107985180	3
CHI3L2	3245
CHIAP2	3562
CHIA	298
PIFO	243
OVGP1	71
WDR77	696
ATP5PB	3707
C1orf162	2322
TMIGD3	112
ADORA3	156
RAP1A	4660
LINC01160	41
LOC107985184	74
INKA2	743
INKA2-AS1	7
LOC101928718	6
DDX20	570
KCND3	172
LINC01750	9
LINC02884	115
CTTNBP2NL	957
WNT2B	363
ST7L	392
CAPZA1	3991
MOV10	3715
RHOC	3886
PPM1J	56
TAFA3	0
LINC01356	5
LINC01357	1
SLC16A1	380
AKR7A2P1	1
SLC16A1-AS1	12
LOC107985189	5
LRIG2-DT	11
LRIG2	1037
LOC643441	148
MAGI3	2006
PHTF1	467
RSBN1	806
AP4B1-AS1	143
PTPN22	404
BCL2L15	44
AP4B1	599
DCLRE1B	312
HIPK1-AS1	14
HIPK1	2165
OLFML3	2996
SYT6	5
TRIM33	1347
BCAS2	960
LOC105378914	4
DENND2C	332
AMPD1	35
NRAS	1580
CSDE1	21248
SIKE1	926
TSHB	4
TSPAN2	230
LINC01765	5
NGF	11
112268287	0
VANGL1	379
CASQ2	128
NHLH2	12
LINC01649	8
LOC101928977	3
SLC22A15	397
MAB21L3	15
LINC01779	15
ATP1A1	35088
ATP1A1-AS1	6740
LINC01762	11
LOC112268235	79
CD58	840
LOC105378925	0
IGSF3	1701
LOC105378924	8
CD2	585
PTGFRN	545
CD101	583
LOC101929099	64
TTF2	405
TRIM45	204
VTCN1	6
MAN1A2	1414
TENT5C	983
LOC105378929	2
GDAP2	437
WDR3	676
SPAG17	45
TBX15	20
LOC105378933	0
WARS2	366
WARS2-IT1	1
WARS2-AS1	186
LOC107985192	8
HSD3B2	0
LOC105378935	6
HSD3BP4	15
LINC00622	87
ZNF697	198
PHGDH	800
105378936	15
HMGCS2	1254
REG4	1
NOTCH2	2768
SEC22B	2821
107985522	27
105378941	6
105378954	340
LOC101929788	0
NBPF8	1232
107985523	22
PFN1P2	46
PDE4DIPP2	579
LOC107985524	46
NOTCH2NLR	64
NBPF26	889
RNVU1-19	6
LINC00623	455
LOC100996720	64
RNVU1-4	2
TRN-GTT11-1	15
LOC105369199	3
PDE4DIPP4	2
H3P4	18
FCGR1B	184
LOC100996318	27
H2BP1	11
FAM72B	30
SRGAP2C	1092
LOC107985193	12
LINC02798	14
EMBP1	26
LINC01691	1
LOC105371175	20
LOC107985200	15
LOC107985201	1
LOC105369140	5
PDE4DIPP3	140
H2BP2	38
FCGR1CP	170
H3-2	88
FAM72C	42
SRGAP2D	277
LOC105371206	60
LINC02802	11
105373467	4
NBPF15	1186
LOC105371211	1
LSP1P5	17
LOC105371216	39
SRGAP2B	1022
LOC107985595	7
FAM72D	58
LOC101929805	8
LINC01145	349
LOC100996740	170
RNVU1-14	4
NBPF20	389
LOC105371312	60
NBPF25P	354
GPR89A	496
PDZK1	34
CD160	105
RNF115	2245
POLR3C	1010
NUDT17	250
PIAS3	972
ANKRD35	236
LOC107985593	17
ITGA10	1000
PEX11B	1050
GNRHR2	286
RBM8A	2695
LIX1L-AS1	393
LIX1L	1270
POLR3GL	1431
ANKRD34A	35
TXNIP	61164
HJV	1
RNVU1-6	0
LINC01719	6
NBPF10	1312
NOTCH2NLA	547
LOC105371254	12
NUDT4P2	277
SEC22B4P	233
PPIAL4H	3
LOC112268274	2
LOC100996756	122
LOC105371235	2
107985591	0
HYDIN2	73
NBPF12	1374
LOC728989	8
105371231	1
PRKAB2	1058
CHD1L	1381
PDIA3P1	535
FMO5	8293
LINC00624	3
BCL9	354
ACP6	584
GJA5	1514
GPR89B	491
PDZK1P1	22
LINC02804	39
PDE4DIPP1	8
NBPF11	839
LOC105371227	2
LOC101927468	21
LINC02806	5
LOC105371225	0
PDE4DIPP6	37
RNVU1-3	4
107985525	12
LINC01138	173
LOC105371224	139
NBPF14	1685
NOTCH2NLB	494
LOC105371223	6
NUDT4B	416
SEC22B3P	96
PDE4DIP	2212
LOC112268272	318
NBPF9	825
LOC101929790	0
LOC653513	242
SEC22B2P	169
NOTCH2NLC	435
NBPF19	1554
PPIAL4C	4
LINC00869	371
112268236	27
LOC644634	61
PDE4DIPP7	120
LOC105371406	107
FCGR1A	892
H2BC18	76
112268237	9
H3C13	1
H4C14	52
H3C14	2
H2AC18	201
H2BC20P	13
H2AC19	206
H3C15	2
112268238	72
H4C15	42
H2BC21	328
H2AC20	14
