GeneID	RNA-seq_normal_lung34
PGM1	2410
ROR1	676
ROR1-AS1	6
LOC105378773	0
UBE2U	1
LOC107984966	13
CACHD1	1310
RAVER2	947
JAK1	4077
LINC01359	11
MIR3671	10
AK4	188
DNAJC6	60
LOC102724416	5
LEPR	2207
LEPROT	3356
PDE4B	1934
LOC105378776	54
SGIP1	400
DYNLT5	114
DNAI4	63
MIER1	1501
SLC35D1	315
C1orf141	0
IL23R	4
IL12RB2	65
105378779	10
SERBP1	6471
GADD45A	10561
GNG12	2674
LOC105378781	1
GNG12-AS1	95
DIRAS3	235
WLS	1867
RPE65	2
DEPDC1	13
LRRC7	17
LRRC40	423
SRSF11	4512
ANKRD13C	577
HHLA3	126
HHLA3-AS1	2
CTH	133
PTGER3	126
ZRANB2-AS1	201
ZRANB2	2492
MIR186	9
ZRANB2-AS2	12
LOC105378795	5
NEGR1	504
LOC105378797	6
LOC105378798	0
LRRIQ3	1
FPGT-TNNI3K	40
FPGT	207
TNNI3K	27
105378805	2
ERICH3	27
ERICH3-AS1	1
CRYZ	1040
TYW3	513
LHX8	0
SLC44A5	4
ACADM	1038
DLSTP1	5
RABGGTB	1468
SNORD45C	8
SNORD45A	5
SNORD45B	8
MSH4	14
ST6GALNAC3	154
LOC105378807	22
ST6GALNAC5	832
PIGK	1056
LOC105378808	1
AK5	12
ZZZ3	529
USP33	1116
MIGA1	474
NEXN-AS1	51
NEXN	2026
FUBP1	2203
DNAJB4	3362
GIPC2	224
LOC107984997	5
MGC27382	64
PTGFR	211
IFI44L	1142
IFI44	2461
ADGRL4	1895
LOC107984998	2
LOC105378810	0
LINC01781	6
ADGRL2	2733
LOC101927434	1
LINC01361	0
107985037	1
LOC105378816	2
LINC01725	2
LOC101927560	2
107985041	6
TTLL7	657
PRKACB	822
107985046	5
SAMD13	23
UOX	1
DNASE2B	35
RPF1	1055
GNG5	3695
SPATA1	246
CTBS	647
LOC105378819	32
LINC01461	2
SSX2IP	274
LOC102724892	0
LPAR3	37
MCOLN2	567
MCOLN3	340
DNAI3	18
SYDE2	455
C1orf52	902
BCL10	1768
LOC646626	130
DDAH1	1673
107985054	22
CCN1	29244
LOC107985057	1
LOC112268231	0
ZNHIT6	416
COL24A1	24
LINC02795	18
LOC105378825	9
ODF2L	884
MIR7856	0
CLCA2	14
CLCA1	0
LOC105378827	0
CLCA4	1
CLCA4-AS1	38
CLCA3P	2
SH3GLB1	3510
SELENOF	4438
HS2ST1	824
LINC01140	462
LMO4	1827
LOC105378833	7
LOC105378839	8
PKN2-AS1	7
PKN2	1135
GTF2B	1736
KYAT3	577
RBMXL1	938
GBP3	2230
LOC105378841	95
GBP1	6908
GBP2	4621
LOC112268267	826
LOC105378842	2
GBP7	6
GBP4	2881
LOC107985076	6
GBP5	1241
GBP6	11
GBP1P1	321
LOC105378844	2
LRRC8B	943
LRRC8C	1430
LRRC8C-DT	17
LOC107985743	4
101927952	2
LOC107985744	2
LOC101927975	2
LRRC8D	194
GEMIN8P4	19
ZNF326	863
LOC105378849	0
LOC107985088	0
LINC02609	88
LINC02788	0
ZNF644	1179
HFM1	19
CDC7	432
LOC102723436	9
TGFBR3	1898
BRDT	2
EPHX4	26
SETSIP	3
BTBD8	9
23285	93
C1orf146	2
GLMN	183
RPAP2	375
GFI1	139
EVI5	968
RPL5	23050
DIPK1A	193
SNORD21	11
SNORA66	22
MTF2	413
TMED5	3001
CCDC18	196
LOC107985521	2
CCDC18-AS1	322
DR1	1355
FNBP1L	1368
BCAR3	921
BCAR3-AS1	48
LOC102723480	1
723788	10
TRR-TCT1-1	1
DNTTIP2	3682
GCLM	1343
ABCA4	31
LOC105378858	8
ARHGAP29	1969
ARHGAP29-AS1	32
105378859	3
ABCD3	1132
F3	9831
LOC105378861	4
SLC44A3-AS1	113
105378860	4
SLC44A3	784
CNN3	7682
105378862	35
CNN3-DT	198
ALG14	208
LOC105378863	2
TLCD4	330
TLCD4-RWDD3	39
LOC101928118	8
RWDD3	171
PTBP2	627
DPYD	1841
DPYD-AS1	60
LOC105378867	13
MIR137HG	0
SNX7	573
PLPPR5	15
PLPPR4	48
LINC01708	0
PALMD	939
FRRS1	185
AGL	425
SLC35A3	969
MFSD14A	1666
SASS6	524
TRMT13	291
LRRC39	71
DBT	498
RTCA-AS1	13
RTCA	578
CDC14A	444
LOC105379827	4
GPR88	5
VCAM1	6218
EXTL2	462
SLC30A7	788
DPH5	1087
LOC102606465	114
LOC101928334	7
LOC101928370	129
S1PR1	6072
COL11A1	7
LOC101928436	2
RNPC3	187
AMY2B	524
ACTG1P4	6
AMY2A	38
AMY1A	54
AMY1B	33
LOC105378878	1
AMY1C	65
LOC100129138	2
PRMT6	164
NTNG1	331
VAV3	292
LINC02785	19
SLC25A24	1000
NBPF4	3
NBPF6	2
FAM102B	647
HENMT1	167
LOC105378890	3
PRPF38B	1986
STXBP3	1286
LOC105378891	4
AKNAD1	15
GPSM2	544
CLCC1	641
WDR47	683
TAF13	574
TMEM167B-DT	0
TMEM167B	1971
SCARNA2	23
C1orf194	28
ELAPOR1	261
SARS1	4918
CELSR2	220
PSRC1	65
MYBPHL	47
SORT1	3188
PSMA5	1731
SYPL2	40
ATXN7L2	237
CYB561D1	369
AMIGO1	474
GNAI3	3138
GNAT2	5
AMPD2	970
GSTM4	369
GSTM2	1248
GSTM1	763
GSTM5	857
GSTM3	1517
EPS8L3	1
CSF1	9879
AHCYL1	3151
STRIP1	755
ALX3	74
UBL4B	0
SLC6A17	8
LINC02586	7
KCNC4	408
RBM15-AS1	11
RBM15	401
SLC16A4	702
LAMTOR5	2157
LAMTOR5-AS1	5
PROK1	5
CYMP	1
CYMP-AS1	1
KCNA10	1
KCNA2	2
LOC107985174	12
KCNA3	845
LOC105378901	2
CD53	3222
LRIF1	195
DRAM2	1415
CEPT1	1207
DENND2D	927
107985180	3
CHI3L2	2317
CHIAP2	258
CHIA	74
PIFO	136
OVGP1	56
WDR77	680
ATP5PB	2694
C1orf162	1246
TMIGD3	21
ADORA3	8
RAP1A	4125
LINC01160	31
LOC107985184	70
INKA2	362
INKA2-AS1	8
LOC101928718	3
DDX20	294
KCND3	120
LINC01750	14
LINC02884	46
CTTNBP2NL	1277
WNT2B	340
ST7L	426
CAPZA1	3463
MOV10	3905
RHOC	4781
PPM1J	40
TAFA3	0
LINC01356	9
LINC01357	2
SLC16A1	1053
AKR7A2P1	12
SLC16A1-AS1	11
LOC107985189	10
LRIG2-DT	18
LRIG2	468
LOC643441	83
MAGI3	1331
PHTF1	577
RSBN1	640
AP4B1-AS1	127
PTPN22	440
BCL2L15	22
AP4B1	341
DCLRE1B	184
HIPK1-AS1	20
HIPK1	3082
OLFML3	1566
SYT6	1
TRIM33	949
BCAS2	1088
LOC105378914	20
DENND2C	500
AMPD1	21
NRAS	1423
CSDE1	16729
SIKE1	503
TSHB	1
TSPAN2	224
LINC01765	4
NGF	126
112268287	0
VANGL1	168
CASQ2	192
NHLH2	84
LINC01649	0
LOC101928977	3
SLC22A15	168
MAB21L3	5
LINC01779	5
ATP1A1	25311
ATP1A1-AS1	5248
LINC01762	3
LOC112268235	43
CD58	683
LOC105378925	4
IGSF3	1576
LOC105378924	0
CD2	487
PTGFRN	389
CD101	379
LOC101929099	32
TTF2	162
TRIM45	90
VTCN1	3
MAN1A2	806
TENT5C	1313
LOC105378929	0
GDAP2	411
WDR3	536
SPAG17	48
TBX15	13
LOC105378933	0
WARS2	516
WARS2-IT1	6
WARS2-AS1	179
LOC107985192	7
HSD3B2	0
LOC105378935	2
HSD3BP4	16
LINC00622	54
ZNF697	435
PHGDH	475
105378936	1
HMGCS2	7
REG4	2
NOTCH2	2191
SEC22B	1999
107985522	20
105378941	4
105378954	238
LOC101929788	2
NBPF8	886
107985523	6
PFN1P2	45
PDE4DIPP2	363
LOC107985524	40
NOTCH2NLR	62
NBPF26	674
RNVU1-19	7
LINC00623	336
LOC100996720	72
RNVU1-4	5
TRN-GTT11-1	1
LOC105369199	7
PDE4DIPP4	6
H3P4	15
FCGR1B	130
LOC100996318	22
H2BP1	9
FAM72B	51
SRGAP2C	882
LOC107985193	7
LINC02798	7
EMBP1	6
LINC01691	1
LOC105371175	35
LOC107985200	14
LOC107985201	3
LOC105369140	0
PDE4DIPP3	6
H2BP2	28
FCGR1CP	70
H3-2	47
FAM72C	64
SRGAP2D	208
LOC105371206	134
LINC02802	41
105373467	7
NBPF15	731
LOC105371211	2
LSP1P5	51
LOC105371216	123
SRGAP2B	623
LOC107985595	3
FAM72D	102
LOC101929805	5
LINC01145	165
LOC100996740	110
RNVU1-14	7
NBPF20	277
LOC105371312	27
NBPF25P	311
GPR89A	347
PDZK1	23
CD160	69
RNF115	999
POLR3C	591
NUDT17	144
PIAS3	489
ANKRD35	204
LOC107985593	1
ITGA10	411
PEX11B	342
GNRHR2	211
RBM8A	3367
LIX1L-AS1	655
LIX1L	757
POLR3GL	829
ANKRD34A	16
TXNIP	8364
HJV	0
RNVU1-6	10
LINC01719	0
NBPF10	969
NOTCH2NLA	546
LOC105371254	7
NUDT4P2	300
SEC22B4P	189
PPIAL4H	1
LOC112268274	5
LOC100996756	72
LOC105371235	0
107985591	2
HYDIN2	46
NBPF12	630
LOC728989	15
105371231	1
PRKAB2	393
CHD1L	858
PDIA3P1	384
FMO5	1015
LINC00624	0
BCL9	327
ACP6	175
GJA5	1298
GPR89B	293
PDZK1P1	8
LINC02804	15
PDE4DIPP1	1
NBPF11	376
LOC105371227	2
LOC101927468	14
LINC02806	1
LOC105371225	0
PDE4DIPP6	30
RNVU1-3	2
107985525	12
LINC01138	169
LOC105371224	101
NBPF14	1243
NOTCH2NLB	430
LOC105371223	1
NUDT4B	449
SEC22B3P	83
PDE4DIP	1627
LOC112268272	219
NBPF9	361
LOC101929790	1
LOC653513	178
SEC22B2P	120
NOTCH2NLC	458
NBPF19	1218
PPIAL4C	2
LINC00869	332
112268236	9
LOC644634	31
PDE4DIPP7	21
LOC105371406	8
FCGR1A	541
H2BC18	44
112268237	8
H3C13	3
H4C14	42
H3C14	3
H2AC18	434
H2BC20P	14
H2AC19	433
H3C15	2
112268238	68
H4C15	26
H2BC21	433
H2AC20	33
H2AC21	0
BOLA1	246
SV2A	102
SF3B4	1417
MTMR11	331
OTUD7B	1728
105371427	7
VPS45	839
