GeneID	RNA-seq_LADC50
RERE-AS1	8
ENO1	137712
MIR6728	11
ENO1-AS1	18
CA6	2
SLC2A5	767
GPR157	344
MIR34AHG	244
MIR34A	0
LNCTAM34A	50
H6PD	2294
SPSB1	1910
LINC02606	16
SLC25A33	478
TMEM201	765
107985734	51
PIK3CD	562
PIK3CD-AS1	1
PIK3CD-AS2	115
CLSTN1	9425
CTNNBIP1	2452
LOC105376717	266
LZIC	1775
NMNAT1	377
RBP7	21
UBE4B	1772
KIF1B	2178
105376725	2
PGD	9329
CENPS-CORT	567
CENPS	577
CORT	35
DFFA	1506
PEX14	1189
CASZ1	1033
LOC105376733	2
C1orf127	48
TARDBP	6046
MASP2	44
SRM	2176
EXOSC10	3002
EXOSC10-AS1	74
MTOR	2239
MTOR-AS1	26
ANGPTL7	1
UBIAD1	705
LOC105376739	0
LOC105376740	0
DISP3	19
112268221	1
FBXO2	162
FBXO44	653
FBXO6	839
MAD2L2	1957
DRAXIN	83
AGTRAP	2718
C1orf167	172
MTHFR	807
CLCN6	495
NPPA-AS1	78
NPPA	25
KIAA2013	3876
PLOD1	6936
MFN2	3519
MIIP	1253
MIR6729	3
TNFRSF8	21
MIR7846	0
TNFRSF1B	1281
107984917	0
VPS13D	1322
SNORA59A	16
LINC02766	3
DHRS3	1648
MIR6730	0
AADACL4	0
C1orf158	22
LRRC38	0
PDPN	1144
PRDM2	1255
KAZN	495
LOC107985467	0
LOC105376759	0
LOC107985469	1
TMEM51-AS1	89
TMEM51	1766
TMEM51-AS2	2
FHAD1	236
FHAD1-AS1	101
LOC101927441	13
EFHD2	3594
CTRC	0
CELA2A	0
CELA2B	10
CASP9	751
DNAJC16	800
AGMAT	113
DDI2	1306
RSC1A1	112
PLEKHM2	2393
SLC25A34	43
SLC25A34-AS1	5
TMEM82	0
FBLIM1	3900
UQCRHL	107
FLJ37453	211
SPEN	1294
ZBTB17	1773
SRARP	0
HSPB7	122
CLCNKA	51
CLCNKB	82
FAM131C	8
EPHA2	2017
LOC101927479	42
ARHGEF19	2743
ANO7L1	137
CPLANE2	212
FBXO42	1317
SZRD1	3846
SPATA21	2682
NECAP2	2984
LINC01772	21
CROCCP3	67
RNU1-1	0
LINC01783	6
NBPF1	632
105376794	479
CROCCP2	350
MST1P2	64
LOC107985736	8
RNU1-3	0
ESPNP	58
MST1L	61
LOC112267871	21
LOC105376805	337
CROCC	830
MFAP2	902
LOC105376806	315
ATP13A2	3166
SDHB	2594
PADI2	1183
LINC02783	18
PADI1	65
PADI3	3
PADI4	4
PADI6	5
RCC2	9845
ARHGEF10L	1452
ACTL8	0
IGSF21	306
KLHDC7A	831
PAX7	6
ALDH4A1	981
IFFO2	650
UBR4	2812
EMC1-AS1	79
EMC1	2809
MRTO4	1409
AKR7L	41
AKR7A3	40
LOC100506730	171
AKR7A2	2689
SLC66A1	1103
CAPZB	11537
MICOS10	1756
MICOS10-NBL1	4801
RPS14P3	34
NBL1	3862
HTR6	6
TMCO4	1139
RNF186	0
OTUD3	306
PLA2G2A	470
PLA2G5	58
PLA2G2D	97
PLA2G2F	1
PLA2G2C	3
UBXN10	882
101928017	42
LOC105376825	15
VWA5B1	1
LINC01141	0
CAMK2N1	869
MUL1	1569
FAM43B	4
CDA	38
PINK1	1039
MIR6084	25
PINK1-AS	1797
DDOST	14449
KIF17	53
SH2D5	1
112268222	1423
HP1BP3	2497
EIF4G3	2296
LOC105376830	1
LOC105376829	2
ECE1	7121
ECE1-AS1	5
NBPF3	355
ALPL	1725
LINC02596	0
RAP1GAP	4169
USP48	2039
LDLRAD2	1894
HSPG2	3931
LINC01635	11
LINC00339	394
CDC42-AS1	23
CDC42	14490
WNT4	16
LOC105376845	10
LOC105376850	3
LOC107985377	0
ZBTB40	648
EPHA8	4
C1QA	6777
C1QC	8735
C1QB	9277
EPHB2	2487
MIR4253	38
KDM1A	4016
LUZP1	1072
HTR1D	13
LINC01355	190
HNRNPR	5289
ZNF436	681
ZNF436-AS1	65
TCEA3	3581
ASAP3	1730
E2F2	353
LOC101928163	2
LOC105376859	3
ID3	1711
MDS2	0
RPL11	17807
ELOA	2057
ELOA-AS1	259
PITHD1	1593
LOC105376860	687
LYPLA2	5932
GALE	3943
HMGCL	1752
LOC105376861	6
FUCA1	4742
CNR2	1
PNRC2	4027
SRSF10	3865
LOC105376863	17
LOC107984931	2
MYOM3	6
IL22RA1	173
IFNLR1	265
LINC02800	0
GRHL3-AS1	28
GRHL3	115
STPG1	686
NIPAL3	743
RCAN3AS	9
RCAN3	1122
NCMAP-DT	74
NCMAP	377
SRRM1	2649
CLIC4	5927
RUNX3	250
107984932	0
RUNX3-AS1	12
SYF2	2102
RSRP1	2714
LOC105376882	1
RHD	19
TMEM50A	3630
RHCE	2458
MACO1	2154
LDLRAP1	1740
MAN1C1	399
SELENON	5060
MTFR1L	841
LOC646471	95
AUNIP	333
PAQR7	709
STMN1	22893
MIR3917	1856
PAFAH2	966
101928216	2
EXTL1	25
SLC30A2	2
TRIM63	0
PDIK1L	890
FAM110D	41
ZNF593	1155
CNKSR1	1241
CATSPER4	2
ZPLD2P	1
CEP85	815
SH3BGRL3	9146
UBXN11	1935
CD52	230
CRYBG2	48
ZNF683	42
DHDDS	1201
DHDDS-AS1	13
HMGN2	28481
RPS6KA1	2791
LOC101928728	36
ARID1A	3076
PIGV	573
ZDHHC18	1278
SFN	9034
GPN2	1375
GPATCH3	493
NUDC	5911
NR0B2	4
KDF1	988
TRNP1	331
TENT5B	112
LOC101928391	12
SLC9A1	1508
WDTC1	2499
TMEM222	1546
ACTG1P20	5
SYTL1	1599
MAP3K6	1607
FCN3	70
CD164L2	76
GPR3	124
WASF2	3577
LOC105376892	2
AHDC1	1868
FGR	532
LINC02574	1
IFI6	17118
FAM76A	426
STX12	1877
PPP1R8	1752
THEMIS2	934
RPA2	2966
SMPDL3B	1270
XKR8	432
EYA3	730
PTAFR	977
DNAJC8	5244
ATP5IF1	3307
SESN2	761
MED18	337
PHACTR4	2244
RCC1	3224
SNHG3	368
SNORA73A	1
SNORA73B	12
TRNAU1AP	1164
SNHG12	805
SNORD99	31
SNORA61	111
SNORA44	15
SNORA16A	20
RAB42	314
TAF12	1371
LINC01715	18
RNU11	1
GMEB1	629
YTHDF2	3849
OPRD1	14
EPB41	1632
TMEM200B	448
SRSF4	3488
MECR	687
PTPRU	1165
LOC105378617	0
MATN1	10
MATN1-AS1	35
LAPTM5	14038
MIR4420	1
LOC105378620	8
LINC01778	12
SDC3	9234
PUM1	2786
SNORD103A	4
SNORD103B	3
LOC107984935	1
NKAIN1	2
SNRNP40	1581
ZCCHC17	1311
FABP3	314
SERINC2	12730
LOC105378625	4
LOC105379772	0
LDC1P	0
LINC01226	0
LOC105378626	22
TINAGL1	863
HCRTR1	351
PEF1	2867
PEF1-AS1	106
105378628	4
COL16A1	1751
LOC101929444	17
ADGRB2	764
SPOCD1	330
PTP4A2	9593
KHDRBS1	6910
TMEM39B	1043
KPNA6	2988
TXLNA	3516
CCDC28B	160
TMEM234	509
IQCC	309
DCDC2B	108
EIF3I	6268
MTMR9LP	233
FAM167B	218
LCK	221
HDAC1	6239
MARCKSL1	24738
LOC105378629	0
TSSK3	130
FAM229A	53
BSDC1	2667
ZBTB8B	52
ZBTB8A	388
LOC102723870	8
ZBTB8OS	1062
RBBP4	7420
SYNC	2659
KIAA1522	6734
YARS1	3267
S100PBP	1299
FNDC5	41
HPCA	60
TMEM54	1620
LOC105378632	2
RNF19B	1199
AK2	4801
AZIN2	131
112268224	0
TRIM62	403
ZNF362	1485
A3GALT2	0
PHC2	7520
MIR3605	179
PHC2-AS1	5
ZSCAN20	202
CSMD2	49
105378640	0
LOC105378641	0
LOC105378642	0
GJB5	110
GJB4	2
GJB3	200
GJA4	190
SMIM12	1196
DLGAP3	8
GPR199P	33
TMEM35B	788
ZMYM6	558
ZMYM1	493
LOC105378644	3
SFPQ	9714
ZMYM4	2316
ZMYM4-AS1	7
KIAA0319L	4860
NCDN	1894
TFAP2E	34
TFAP2E-AS1	12
PSMB2	7330
C1orf216	511
CLSPN	823
AGO4	707
AGO1	1038
AGO3	737
TEKT2	309
ADPRS	1831
COL8A2	783
TRAPPC3	2554
MAP7D1	4589
THRAP3	4070
SH3D21	348
EVA1B	631
STK40	2054
LSM10	1217
OSCP1	745
MRPS15	2811
CSF3R	405
GRIK3	2
LINC01137	349
ZC3H12A	997
MIR6732	3
MEAF6	3192
MIR5581	2
LOC105378649	52
SNIP1	675
DNALI1	3290
GNL2	2741
RSPO1	1
C1orf109	579
CDCA8	831
EPHA10	57
MANEAL	512
YRDC	682
C1orf122	1495
MTF1	628
INPP5B	489
LOC105378651	4
SF3A3	3132
FHL3	435
UTP11	1492
POU3F1	9
MIR3659HG	2
LOC105378657	0
RRAGC	1214
GJA9-MYCBP	979
MYCBP	957
LOC105378663	6
GJA9	19
RHBDL2	318
LOC105378662	55
AKIRIN1	2743
NDUFS5	3659
MACF1	5881
643314	17
105378950	0
BMP8A	351
OXCT2P1	26
PPIEL	156
PABPC4	2936
PABPC4-AS1	449
SNORA55	0
HEYL	191
NT5C1A	5
HPCAL4	54
PPIE	2110
BMP8B	244
OXCT2	36
LOC101929536	11
105378951	5
LINC02811	14
105378665	4
TRIT1	1041
MYCL	111
MYCL-AS1	7
MFSD2A	871
CAP1	6983
PPT1	13132
RLF	835
TMCO2	0
ZMPSTE24	2907
COL9A2	1153
107984945	2
SMAP2	1743
ZFP69B	107
ZFP69	175
LOC105378672	3
EXO5	509
ZNF684	175
RIMS3	193
LOC105378675	1
NFYC-AS1	152
NFYC	1772
KCNQ4	12
CITED4	64
CTPS1	1765
SLFNL1-AS1	168
SLFNL1	25
SCMH1	1100
FOXO6	621
FOXO6-AS1	14
LOC105378678	34
EDN2	81
HIVEP3	508
GUCA2B	0
GUCA2A	0
FOXJ3	2168
RIMKLA	436
ZMYND12	39
CCDC30	606
PPCS	2268
PPIH	982
YBX1	15170
CLDN19	0
P3H1	1620
C1orf50	464
TMEM269-DT	4
TMEM269	17
LOC107984946	3
SVBP	458
ERMAP	631
ZNF691	431
LOC339539	0
SLC2A1	6032
SLC2A1-AS1	14
FAM183A	10
EBNA1BP2	2882
CFAP57	87
LOC105378685	12
TMEM125	2831
C1orf210	826
TIE1	582
MPL	12
LOC105378687	10
CDC20	2365
ELOVL1	3380
MIR6734	9
LOC112268225	10
MED8	1634
MED8-AS1	330
SZT2	960
SZT2-AS1	93
HYI	526
PTPRF	9141
KDM4A	1243
KDM4A-AS1	230
ST3GAL3	689
ARTN	20
LOC105378688	15
LOC101929609	59
IPO13	1509
DPH2	972
ATP6V0B	5827
B4GALT2	2027
CCDC24	701
SLC6A9	308
LOC107984948	20
KLF17	7
DMAP1	1776
ERI3	2302
ERI3-IT1	35
RNF220	1568
LOC107984950	512
TMEM53	841
ARMH1	124
LOC105378690	16
RNU5F-1	1
RNU5D-1	3
KIF2C	1781
RPS8	22634
SNORD55	39
SNORD46	2
SNORD38A	22
SNORD38B	18
BEST4	27
PLK3	848
DYNLT4	88
BTBD19	110
LOC107984952	35
PTCH2	32
EIF2B3	1104
HECTD3	1562
UROD	2828
ZSWIM5	248
LOC105378691	13
LINC01144	13
HPDL	64
MUTYH	657
TOE1	551
TESK2	148
CCDC163	36
MMACHC	3326
PRDX1	11193
AKR1A1	8315
NASP	8654
CCDC17	65
GPBP1L1	3227
RPS15AP10	2
TMEM69	851
IPP	291
MAST2	2487
P3R3URF-PIK3R3	2330
PIK3R3	2459
LOC101929626	28
TSPAN1	8230
POMGNT1	2191
LURAP1	12
RAD54L	605
LRRC41	2943
UQCRH	4688
NSUN4	875
FAAH	1101
FAAHP1	15
LINC01398	0
DMBX1	16
MKNK1-AS1	178
MKNK1	1010
MOB3C	633
ATPAF1	1754
EFCAB14-AS1	40
EFCAB14	2913
LOC105378698	4
LOC105378699	0
CYP4B1	120
CYP4Z2P	3
CYP4A11	0
CYP4X1	1347
CYP4Z1	59
CYP4A22	2
LOC105378701	2
LINC00853	11
PDZK1IP1	3976
TAL1	33
STIL	701
CMPK1	8450
LINC01389	24
FOXE3	14
FOXD2-AS1	200
FOXD2	26
LINC01738	0
TRABD2B	35
LINC02794	2
SKINT1L	3
SLC5A9	55
SPATA6	475
AGBL4	62
BEND5	404
ELAVL4	4
DMRTA2	522
LOC105378714	36
FAF1	2223
FAF1-AS1	2
CDKN2C	726
LINC01562	4
RNF11	2499
TTC39A	1142
TTC39A-AS1	9
EPS15	1477
EPS15-AS1	3
CALR4P	3
OSBPL9	2766
NRDC	4901
105378721	600
MIR761	9
RAB3B	79
TXNDC12	4556
KTI12	216
BTF3L4	3012
ZFYVE9	153
CC2D1B	2431
ORC1	314
PRPF38A	2057
TUT4	767
GPX7	386
SHISAL2A	8
COA7	729
ZYG11B	918
ZYG11A	111
ECHDC2	1096
SCP2	7318
PODN	879
SLC1A7	42
CPT2	1411
CZIB	1282
MAGOH	1264
LOC100507564	33
LRP8	489
LOC105378728	15
LOC105378726	4
LOC105378731	1
105378730	0
LINC02812	7
GLIS1	1
NDC1	1318
YIPF1	2048
DIO1	6
HSPB11	1560
LRRC42	1671
LDLRAD1	6
TMEM59	11960
TCEANC2	431
CDCP2	1
CYB5RL	244
MRPL37	3534
SSBP3	2370
SSBP3-AS1	9
ACOT11	212
FAM151A	84
MROH7-TTC4	626
MROH7	7
TTC4	623
PARS2	198
TTC22	271
LEXM	0
DHCR24	20323
DHCR24-DT	20
TMEM61	65
BSND	5
PCSK9	1509
USP24	1420
LOC100507634	10
LINC01767	2
PLPP3	1458
PRKAA2	229
FYB2	23
C8A	63
C8B	13
105378745	0
LOC112267900	1
DAB1	5
LOC107984960	1
OMA1	486
TACSTD2	8591
MYSM1	417
LOC112268263	2
LOC105378751	8
JUN	8017
LINC01135	10
LOC101926907	65
LINC02777	31
LINC01358	7
FGGY-DT	7
FGGY	322
LOC101926944	7
LOC105378758	1
HOOK1	939
CYP2J2	141
C1orf87	0
LINC01748	1
LOC101926964	0
LOC105378764	0
NFIA-AS2	5
NFIA	1563
NFIA-AS1	0
LOC107984964	0
MGC34796	0
TM2D1	941
PATJ	1103
LOC107984965	3
L1TD1	13
KANK4	13
USP1	2333
DOCK7	646
ANGPTL3	2
ATG4C	467
LINC00466	0
FOXD3-AS1	15
FOXD3	1
ALG6	730
ITGB3BP	748
LOC102724319	2
EFCAB7	306
DLEU2L	4
PGM1	2311
ROR1	286
ROR1-AS1	49
LOC105378773	11
UBE2U	14
LOC107984966	3
CACHD1	1035
RAVER2	586
JAK1	2602
LINC01359	0
MIR3671	0
AK4	1683
DNAJC6	58
LOC102724416	3
LEPR	512
LEPROT	2194
PDE4B	254
LOC105378776	0
SGIP1	108
DYNLT5	37
DNAI4	211
MIER1	1136
SLC35D1	437
C1orf141	0
IL23R	2
IL12RB2	29
105378779	1
SERBP1	10355
GADD45A	858
GNG12	2130
LOC105378781	1
GNG12-AS1	131
DIRAS3	56
WLS	3901
RPE65	1
DEPDC1	454
LRRC7	5
LRRC40	660
SRSF11	4009
ANKRD13C	864
HHLA3	389
HHLA3-AS1	2
CTH	169
PTGER3	32
ZRANB2-AS1	129
ZRANB2	1760
MIR186	1
ZRANB2-AS2	9
LOC105378795	0
NEGR1	52
LOC105378797	0
LOC105378798	0
LRRIQ3	26
FPGT-TNNI3K	55
FPGT	537
TNNI3K	25
105378805	1
ERICH3	14
ERICH3-AS1	1
CRYZ	952
TYW3	379
LHX8	40
SLC44A5	30
ACADM	1809
DLSTP1	34
RABGGTB	1394
SNORD45C	5
SNORD45A	8
SNORD45B	9
MSH4	0
ST6GALNAC3	237
LOC105378807	0
ST6GALNAC5	644
PIGK	1281
LOC105378808	0
AK5	4
ZZZ3	827
USP33	1120
MIGA1	483
NEXN-AS1	21
NEXN	883
FUBP1	3189
DNAJB4	355
GIPC2	284
LOC107984997	10
MGC27382	1
PTGFR	32
IFI44L	1094
IFI44	3420
ADGRL4	409
LOC107984998	0
LOC105378810	0
LINC01781	6
ADGRL2	876
LOC101927434	0
LINC01361	2
107985037	0
LOC105378816	1
LINC01725	4
LOC101927560	2
107985041	6
TTLL7	113
PRKACB	590
107985046	1
SAMD13	49
UOX	0
DNASE2B	1
RPF1	1013
GNG5	4041
SPATA1	138
CTBS	677
LOC105378819	14
LINC01461	3
SSX2IP	724
LOC102724892	0
LPAR3	21
MCOLN2	111
MCOLN3	68
DNAI3	60
SYDE2	126
C1orf52	634
BCL10	905
LOC646626	62
DDAH1	2245
107985054	2
CCN1	3811
LOC107985057	5
LOC112268231	1
ZNHIT6	697
COL24A1	167
LINC02795	12
LOC105378825	8
ODF2L	1338
MIR7856	0
CLCA2	172
CLCA1	0
LOC105378827	6
CLCA4	5
CLCA4-AS1	18
CLCA3P	7
SH3GLB1	3112
SELENOF	6277
HS2ST1	1508
LINC01140	61
LMO4	2305
LOC105378833	6
LOC105378839	0
PKN2-AS1	5
PKN2	1155
GTF2B	909
KYAT3	978
RBMXL1	447
GBP3	1204
LOC105378841	8
GBP1	1793
GBP2	3237
LOC112268267	465
LOC105378842	20
GBP7	7
GBP4	726
LOC107985076	5
GBP5	683
GBP6	185
GBP1P1	214
LOC105378844	3
LRRC8B	956
LRRC8C	390
LRRC8C-DT	2
LOC107985743	0
101927952	1
LOC107985744	1
LOC101927975	3
LRRC8D	1250
GEMIN8P4	33
ZNF326	958
LOC105378849	1
LOC107985088	11
LINC02609	46
LINC02788	1
ZNF644	1409
HFM1	11
CDC7	1469
LOC102723436	36
TGFBR3	179
BRDT	2
EPHX4	96
SETSIP	12
BTBD8	3
23285	91
C1orf146	0
GLMN	364
RPAP2	593
GFI1	42
EVI5	451
RPL5	12989
DIPK1A	500
SNORD21	8
SNORA66	19
MTF2	944
TMED5	2988
CCDC18	290
LOC107985521	0
CCDC18-AS1	163
DR1	1674
FNBP1L	3480
BCAR3	412
BCAR3-AS1	38
LOC102723480	3
723788	8
TRR-TCT1-1	0
DNTTIP2	2050
GCLM	612
ABCA4	114
LOC105378858	2
ARHGAP29	923
ARHGAP29-AS1	1
105378859	2
ABCD3	2616
F3	592
LOC105378861	0
SLC44A3-AS1	174
105378860	1
SLC44A3	726
CNN3	5926
105378862	18
CNN3-DT	86
ALG14	452
LOC105378863	0
TLCD4	199
TLCD4-RWDD3	93
LOC101928118	1
RWDD3	343
PTBP2	805
DPYD	2017
DPYD-AS1	79
LOC105378867	0
MIR137HG	0
SNX7	1254
PLPPR5	5
PLPPR4	30
LINC01708	0
PALMD	995
FRRS1	470
AGL	741
SLC35A3	1542
MFSD14A	1053
SASS6	666
TRMT13	412
LRRC39	122
DBT	550
RTCA-AS1	20
RTCA	1042
CDC14A	168
LOC105379827	1
GPR88	20
VCAM1	1512
EXTL2	547
SLC30A7	798
DPH5	1204
LOC102606465	241
LOC101928334	0
LOC101928370	1
S1PR1	279
COL11A1	3954
LOC101928436	5
RNPC3	211
AMY2B	282
ACTG1P4	5
AMY2A	37
AMY1A	961
AMY1B	675
LOC105378878	20
AMY1C	866
LOC100129138	0
PRMT6	304
NTNG1	1
VAV3	828
LINC02785	14
SLC25A24	2163
NBPF4	0
NBPF6	1
FAM102B	617
HENMT1	507
LOC105378890	6
PRPF38B	1534
STXBP3	1178
LOC105378891	7
AKNAD1	4
GPSM2	1138
CLCC1	1227
WDR47	332
TAF13	597
TMEM167B-DT	1
TMEM167B	1628
SCARNA2	3
C1orf194	39
ELAPOR1	2064
SARS1	3118
CELSR2	306
PSRC1	591
MYBPHL	2
SORT1	3926
PSMA5	4886
SYPL2	6
ATXN7L2	220
CYB561D1	335
AMIGO1	210
GNAI3	3665
GNAT2	6
AMPD2	993
GSTM4	659
GSTM2	575
GSTM1	2024
GSTM5	81
GSTM3	1098
EPS8L3	0
CSF1	1741
AHCYL1	3508
STRIP1	774
ALX3	75
UBL4B	1
SLC6A17	42
LINC02586	0
KCNC4	98
RBM15-AS1	15
RBM15	400
SLC16A4	227
LAMTOR5	2116
LAMTOR5-AS1	1
PROK1	1
CYMP	0
CYMP-AS1	0
KCNA10	0
KCNA2	6
LOC107985174	2
KCNA3	196
LOC105378901	2
CD53	2437
LRIF1	531
DRAM2	1673
CEPT1	936
DENND2D	1084
107985180	3
CHI3L2	51
CHIAP2	0
CHIA	0
PIFO	451
OVGP1	34
WDR77	1017
ATP5PB	5017
C1orf162	562
TMIGD3	212
ADORA3	194
RAP1A	2716
LINC01160	4
LOC107985184	26
INKA2	110
INKA2-AS1	3
LOC101928718	3
DDX20	571
KCND3	57
LINC01750	5
LINC02884	3
CTTNBP2NL	913
WNT2B	123
ST7L	355
CAPZA1	6045
MOV10	6139
RHOC	6709
PPM1J	25
TAFA3	1
LINC01356	5
LINC01357	1
SLC16A1	355
AKR7A2P1	0
SLC16A1-AS1	4
LOC107985189	1
LRIG2-DT	6
LRIG2	457
LOC643441	2
MAGI3	391
PHTF1	617
RSBN1	446
AP4B1-AS1	135
PTPN22	213
BCL2L15	353
AP4B1	523
DCLRE1B	494
HIPK1-AS1	7
HIPK1	1881
OLFML3	592
SYT6	5
TRIM33	1205
BCAS2	1773
LOC105378914	1
DENND2C	40
AMPD1	42
NRAS	1912
CSDE1	14410
SIKE1	947
TSHB	0
TSPAN2	169
LINC01765	2
NGF	21
112268287	0
VANGL1	851
CASQ2	31
NHLH2	0
LINC01649	0
LOC101928977	0
SLC22A15	102
MAB21L3	19
LINC01779	0
ATP1A1	15564
ATP1A1-AS1	4397
LINC01762	3
LOC112268235	35
CD58	599
LOC105378925	9
IGSF3	1489
LOC105378924	7
CD2	396
PTGFRN	2070
CD101	1281
LOC101929099	19
TTF2	380
TRIM45	290
VTCN1	48
MAN1A2	1326
TENT5C	1168
LOC105378929	2
GDAP2	698
WDR3	906
SPAG17	304
TBX15	874
LOC105378933	14
WARS2	823
WARS2-IT1	1
WARS2-AS1	397
LOC107985192	32
HSD3B2	1
LOC105378935	0
HSD3BP4	1
LINC00622	15
ZNF697	178
PHGDH	2354
105378936	13
HMGCS2	0
REG4	0
NOTCH2	4577
SEC22B	6624
107985522	17
105378941	2
105378954	256
LOC101929788	3
NBPF8	729
107985523	13
PFN1P2	16
PDE4DIPP2	324
LOC107985524	26
NOTCH2NLR	92
NBPF26	584
RNVU1-19	0
LINC00623	774
LOC100996720	170
RNVU1-4	2
TRN-GTT11-1	8
LOC105369199	1
PDE4DIPP4	0
H3P4	7
FCGR1B	136
LOC100996318	8
H2BP1	4
FAM72B	225
SRGAP2C	651
LOC107985193	2
LINC02798	14
EMBP1	183
LINC01691	2
LOC105371175	17
LOC107985200	39
LOC107985201	8
LOC105369140	2
PDE4DIPP3	8
H2BP2	48
FCGR1CP	112
H3-2	59
FAM72C	145
SRGAP2D	158
LOC105371206	12
LINC02802	46
105373467	3
NBPF15	618
LOC105371211	0
LSP1P5	67
LOC105371216	12
SRGAP2B	411
LOC107985595	0
FAM72D	161
LOC101929805	2
LINC01145	296
LOC100996740	374
RNVU1-14	3
NBPF20	258
LOC105371312	30
NBPF25P	323
GPR89A	1024
PDZK1	18
CD160	14
RNF115	1749
POLR3C	1719
NUDT17	447
PIAS3	1965
ANKRD35	187
LOC107985593	5
ITGA10	57
PEX11B	1443
GNRHR2	502
RBM8A	4318
LIX1L-AS1	1500
LIX1L	1134
POLR3GL	1436
ANKRD34A	58
TXNIP	8261
HJV	1
RNVU1-6	0
LINC01719	8
NBPF10	947
NOTCH2NLA	668
LOC105371254	51
NUDT4P2	421
SEC22B4P	268
PPIAL4H	1
LOC112268274	3
LOC100996756	2
LOC105371235	1
107985591	2
HYDIN2	31
NBPF12	540
LOC728989	10
105371231	0
PRKAB2	720
CHD1L	2068
PDIA3P1	1299
FMO5	1587
LINC00624	2
BCL9	1293
ACP6	1293
GJA5	880
GPR89B	933
PDZK1P1	10
LINC02804	24
PDE4DIPP1	4
NBPF11	711
LOC105371227	7
LOC101927468	11
LINC02806	4
LOC105371225	1
PDE4DIPP6	48
RNVU1-3	5
107985525	5
LINC01138	307
LOC105371224	454
NBPF14	1295
NOTCH2NLB	187
LOC105371223	44
NUDT4B	641
SEC22B3P	157
PDE4DIP	2724
LOC112268272	143
NBPF9	534
LOC101929790	1
LOC653513	161
SEC22B2P	271
NOTCH2NLC	291
NBPF19	795
PPIAL4C	0
LINC00869	735
112268236	16
LOC644634	66
PDE4DIPP7	13
LOC105371406	2
FCGR1A	987
H2BC18	101
112268237	11
H3C13	8
H4C14	587
H3C14	63
H2AC18	3442
H2BC20P	107
H2AC19	3116
H3C15	60
112268238	851
H4C15	457
H2BC21	2024
H2AC20	74
