GeneID	RNA-seq_normal_lung42
RBP7	108
UBE4B	998
KIF1B	1791
105376725	6
PGD	1737
CENPS-CORT	97
CENPS	102
CORT	16
DFFA	1319
PEX14	629
CASZ1	2000
LOC105376733	6
C1orf127	7
TARDBP	4273
MASP2	164
SRM	835
EXOSC10	1871
EXOSC10-AS1	30
MTOR	1223
MTOR-AS1	12
ANGPTL7	153
UBIAD1	505
LOC105376739	0
LOC105376740	1
DISP3	21
112268221	3
FBXO2	191
FBXO44	593
FBXO6	463
MAD2L2	486
DRAXIN	8
AGTRAP	1134
C1orf167	353
MTHFR	1404
CLCN6	702
NPPA-AS1	85
NPPA	25
KIAA2013	1827
PLOD1	1992
MFN2	3487
MIIP	672
MIR6729	5
TNFRSF8	150
MIR7846	26
TNFRSF1B	2690
107984917	8
VPS13D	1897
SNORA59A	10
LINC02766	19
DHRS3	1859
MIR6730	3
AADACL4	0
C1orf158	2
LRRC38	0
PDPN	1607
PRDM2	1592
KAZN	1080
LOC107985467	0
LOC105376759	0
LOC107985469	0
TMEM51-AS1	244
TMEM51	758
TMEM51-AS2	14
FHAD1	65
FHAD1-AS1	16
LOC101927441	13
EFHD2	2812
CTRC	6
CELA2A	17
CELA2B	64
CASP9	632
DNAJC16	500
AGMAT	27
DDI2	1120
RSC1A1	57
PLEKHM2	2654
SLC25A34	113
SLC25A34-AS1	4
TMEM82	0
FBLIM1	1164
UQCRHL	70
FLJ37453	198
SPEN	1763
ZBTB17	1184
SRARP	5
HSPB7	516
CLCNKA	17
CLCNKB	30
FAM131C	3
EPHA2	1248
LOC101927479	16
ARHGEF19	196
ANO7L1	47
CPLANE2	76
FBXO42	801
SZRD1	1958
SPATA21	1250
NECAP2	2925
LINC01772	54
CROCCP3	257
RNU1-1	1
LINC01783	3
NBPF1	687
105376794	641
CROCCP2	442
MST1P2	155
LOC107985736	22
RNU1-3	1
ESPNP	1
MST1L	162
LOC112267871	1
LOC105376805	149
CROCC	1611
MFAP2	228
LOC105376806	59
ATP13A2	1298
SDHB	1249
PADI2	88
LINC02783	0
PADI1	0
PADI3	0
PADI4	27
PADI6	4
RCC2	1988
ARHGEF10L	764
ACTL8	0
IGSF21	46
KLHDC7A	73
PAX7	0
ALDH4A1	413
IFFO2	457
UBR4	2670
EMC1-AS1	36
EMC1	955
MRTO4	704
AKR7L	9
AKR7A3	22
LOC100506730	88
AKR7A2	947
SLC66A1	405
CAPZB	5411
MICOS10	1879
MICOS10-NBL1	8011
RPS14P3	78
NBL1	7540
HTR6	1
TMCO4	596
RNF186	4
OTUD3	391
PLA2G2A	99
PLA2G5	231
PLA2G2D	40
PLA2G2F	1
PLA2G2C	2
UBXN10	273
101928017	12
LOC105376825	21
VWA5B1	45
LINC01141	0
CAMK2N1	4996
MUL1	879
FAM43B	12
CDA	37
PINK1	1725
MIR6084	123
PINK1-AS	1719
DDOST	3206
KIF17	658
SH2D5	3
112268222	1655
HP1BP3	3677
EIF4G3	1379
LOC105376830	4
LOC105376829	8
ECE1	5547
ECE1-AS1	9
NBPF3	243
ALPL	1183
LINC02596	1
RAP1GAP	248
USP48	1592
LDLRAD2	1958
HSPG2	5335
LINC01635	6
LINC00339	304
CDC42-AS1	28
CDC42	7693
WNT4	54
LOC105376845	5
LOC105376850	0
LOC107985377	0
ZBTB40	1130
EPHA8	0
C1QA	7280
C1QC	4936
C1QB	6281
EPHB2	127
MIR4253	1
KDM1A	1209
LUZP1	1633
HTR1D	4
LINC01355	254
HNRNPR	3612
ZNF436	541
ZNF436-AS1	70
TCEA3	1071
ASAP3	1072
E2F2	18
LOC101928163	0
LOC105376859	8
ID3	6462
MDS2	7
RPL11	26688
ELOA	1437
ELOA-AS1	180
PITHD1	1191
LOC105376860	102
LYPLA2	1369
GALE	496
HMGCL	813
LOC105376861	2
FUCA1	927
CNR2	11
PNRC2	4077
SRSF10	3098
LOC105376863	0
LOC107984931	0
MYOM3	0
IL22RA1	39
IFNLR1	143
LINC02800	0
GRHL3-AS1	0
GRHL3	8
STPG1	240
NIPAL3	1238
RCAN3AS	2
RCAN3	467
NCMAP-DT	43
NCMAP	28
SRRM1	2389
CLIC4	8606
RUNX3	518
107984932	2
RUNX3-AS1	14
SYF2	2037
RSRP1	2498
LOC105376882	10
RHD	34
TMEM50A	2032
RHCE	1128
MACO1	890
LDLRAP1	1146
MAN1C1	883
SELENON	3957
MTFR1L	969
LOC646471	142
AUNIP	160
PAQR7	499
STMN1	1632
MIR3917	91
PAFAH2	444
101928216	1
EXTL1	13
SLC30A2	1
TRIM63	9
PDIK1L	276
FAM110D	714
ZNF593	499
CNKSR1	569
CATSPER4	1
ZPLD2P	9
CEP85	181
SH3BGRL3	3637
UBXN11	1459
CD52	1541
CRYBG2	121
ZNF683	81
DHDDS	531
DHDDS-AS1	10
HMGN2	7073
RPS6KA1	2021
LOC101928728	7
ARID1A	1990
PIGV	367
ZDHHC18	778
SFN	567
GPN2	889
GPATCH3	293
NUDC	2884
NR0B2	108
KDF1	188
TRNP1	868
TENT5B	578
LOC101928391	16
SLC9A1	954
WDTC1	2017
TMEM222	953
ACTG1P20	27
SYTL1	885
MAP3K6	2152
FCN3	9510
CD164L2	10
GPR3	78
WASF2	4054
LOC105376892	17
AHDC1	919
FGR	1054
LINC02574	1
IFI6	6517
FAM76A	516
STX12	3494
PPP1R8	956
THEMIS2	1195
RPA2	1230
SMPDL3B	236
XKR8	363
EYA3	641
PTAFR	806
DNAJC8	3004
ATP5IF1	2015
SESN2	319
MED18	340
PHACTR4	1707
RCC1	303
SNHG3	253
SNORA73A	1
SNORA73B	6
TRNAU1AP	494
SNHG12	442
SNORD99	15
SNORA61	40
SNORA44	25
SNORA16A	15
RAB42	46
TAF12	616
LINC01715	9
RNU11	1
GMEB1	498
YTHDF2	1601
OPRD1	6
EPB41	1357
TMEM200B	619
SRSF4	3605
MECR	322
PTPRU	1146
LOC105378617	55
MATN1	18
MATN1-AS1	42
LAPTM5	6884
MIR4420	3
LOC105378620	11
LINC01778	1
SDC3	2983
PUM1	2146
SNORD103A	11
SNORD103B	4
LOC107984935	5
NKAIN1	9
SNRNP40	743
ZCCHC17	759
FABP3	143
SERINC2	443
LOC105378625	0
LOC105379772	0
LDC1P	0
LINC01226	2
LOC105378626	38
TINAGL1	3369
HCRTR1	182
PEF1	2381
PEF1-AS1	87
105378628	4
COL16A1	1948
LOC101929444	12
ADGRB2	38
SPOCD1	170
PTP4A2	4921
KHDRBS1	3536
TMEM39B	475
KPNA6	1756
TXLNA	1784
CCDC28B	129
TMEM234	293
IQCC	88
DCDC2B	80
EIF3I	2819
MTMR9LP	1365
FAM167B	792
LCK	386
HDAC1	2595
MARCKSL1	2521
LOC105378629	4
TSSK3	307
FAM229A	261
BSDC1	1913
ZBTB8B	2
ZBTB8A	489
LOC102723870	5
ZBTB8OS	543
RBBP4	2348
SYNC	1022
KIAA1522	1245
YARS1	1319
S100PBP	704
FNDC5	141
HPCA	44
TMEM54	654
LOC105378632	1
RNF19B	1404
AK2	2650
AZIN2	164
112268224	4
TRIM62	132
ZNF362	1309
A3GALT2	5
PHC2	3384
MIR3605	74
PHC2-AS1	0
ZSCAN20	101
CSMD2	19
105378640	0
LOC105378641	0
LOC105378642	7
GJB5	9
GJB4	1
GJB3	6
GJA4	1945
SMIM12	828
DLGAP3	28
GPR199P	180
TMEM35B	1424
ZMYM6	699
ZMYM1	400
LOC105378644	3
SFPQ	8863
ZMYM4	1101
ZMYM4-AS1	8
KIAA0319L	2401
NCDN	575
TFAP2E	115
TFAP2E-AS1	16
PSMB2	2295
C1orf216	387
CLSPN	28
AGO4	1434
AGO1	938
AGO3	1039
TEKT2	35
ADPRS	958
COL8A2	166
TRAPPC3	1183
MAP7D1	6229
THRAP3	3749
SH3D21	398
EVA1B	1845
STK40	2225
LSM10	541
OSCP1	208
MRPS15	863
CSF3R	1026
GRIK3	5
LINC01137	89
ZC3H12A	798
MIR6732	5
MEAF6	1706
MIR5581	3
LOC105378649	24
SNIP1	451
DNALI1	603
GNL2	1298
RSPO1	326
C1orf109	284
CDCA8	20
EPHA10	8
MANEAL	92
YRDC	486
C1orf122	890
MTF1	585
INPP5B	958
LOC105378651	14
SF3A3	1778
FHL3	207
UTP11	660
POU3F1	8
MIR3659HG	3
LOC105378657	3
RRAGC	988
GJA9-MYCBP	319
MYCBP	316
LOC105378663	1
GJA9	3
RHBDL2	23
LOC105378662	8
AKIRIN1	1829
NDUFS5	2094
MACF1	26352
643314	216
105378950	5
BMP8A	176
OXCT2P1	22
PPIEL	206
PABPC4	2451
PABPC4-AS1	258
SNORA55	1
HEYL	2116
NT5C1A	2
HPCAL4	120
PPIE	1225
BMP8B	179
OXCT2	29
LOC101929536	1
105378951	1
LINC02811	1
105378665	1
TRIT1	421
MYCL	102
MYCL-AS1	7
MFSD2A	590
CAP1	4465
PPT1	6144
RLF	737
TMCO2	4
ZMPSTE24	1376
COL9A2	147
107984945	5
SMAP2	892
ZFP69B	44
ZFP69	131
LOC105378672	1
EXO5	140
ZNF684	105
RIMS3	389
LOC105378675	4
NFYC-AS1	86
NFYC	1403
KCNQ4	109
CITED4	555
CTPS1	276
SLFNL1-AS1	175
SLFNL1	93
SCMH1	1011
FOXO6	77
FOXO6-AS1	5
LOC105378678	0
EDN2	20
HIVEP3	484
GUCA2B	12
GUCA2A	15
FOXJ3	1717
RIMKLA	521
ZMYND12	31
CCDC30	281
PPCS	1023
PPIH	728
YBX1	13675
CLDN19	0
P3H1	623
C1orf50	221
TMEM269-DT	4
TMEM269	6
LOC107984946	14
SVBP	355
ERMAP	644
ZNF691	217
LOC339539	0
SLC2A1	208
SLC2A1-AS1	8
FAM183A	23
EBNA1BP2	1113
CFAP57	59
LOC105378685	4
TMEM125	3979
C1orf210	203
TIE1	7302
MPL	61
LOC105378687	36
CDC20	11
ELOVL1	2089
MIR6734	6
LOC112268225	18
MED8	770
MED8-AS1	120
SZT2	1802
SZT2-AS1	91
HYI	932
PTPRF	5119
KDM4A	1040
KDM4A-AS1	155
ST3GAL3	541
ARTN	33
LOC105378688	17
LOC101929609	34
IPO13	710
DPH2	349
ATP6V0B	2184
B4GALT2	560
CCDC24	198
SLC6A9	342
LOC107984948	12
KLF17	38
DMAP1	1009
ERI3	873
ERI3-IT1	22
RNF220	1281
LOC107984950	298
TMEM53	173
ARMH1	90
LOC105378690	7
RNU5F-1	3
RNU5D-1	3
KIF2C	25
RPS8	23147
SNORD55	39
SNORD46	12
SNORD38A	26
SNORD38B	38
BEST4	19
PLK3	1686
DYNLT4	189
BTBD19	228
LOC107984952	97
PTCH2	38
EIF2B3	469
HECTD3	886
UROD	1600
ZSWIM5	162
LOC105378691	10
LINC01144	10
HPDL	3
MUTYH	478
TOE1	339
TESK2	246
CCDC163	57
MMACHC	1758
PRDX1	5256
AKR1A1	1923
NASP	2200
CCDC17	65
GPBP1L1	2510
RPS15AP10	9
TMEM69	342
IPP	274
MAST2	1010
P3R3URF-PIK3R3	998
PIK3R3	1095
LOC101929626	0
TSPAN1	149
POMGNT1	1505
LURAP1	33
RAD54L	80
LRRC41	1372
UQCRH	2315
NSUN4	551
FAAH	646
FAAHP1	52
LINC01398	0
DMBX1	0
MKNK1-AS1	125
MKNK1	1102
MOB3C	1030
ATPAF1	773
EFCAB14-AS1	40
EFCAB14	3645
LOC105378698	5
LOC105378699	1
CYP4B1	11755
CYP4Z2P	72
CYP4A11	6
CYP4X1	298
CYP4Z1	58
CYP4A22	9
LOC105378701	2
LINC00853	11
PDZK1IP1	821
TAL1	1595
STIL	33
CMPK1	4728
LINC01389	14
FOXE3	1
FOXD2-AS1	41
FOXD2	9
LINC01738	6
TRABD2B	91
LINC02794	4
SKINT1L	11
SLC5A9	840
SPATA6	378
AGBL4	1
BEND5	178
ELAVL4	0
DMRTA2	0
LOC105378714	0
FAF1	851
FAF1-AS1	8
CDKN2C	274
LINC01562	7
RNF11	3632
TTC39A	123
TTC39A-AS1	2
EPS15	2609
EPS15-AS1	10
CALR4P	4
OSBPL9	2872
NRDC	2528
105378721	192
MIR761	5
RAB3B	0
TXNDC12	1909
KTI12	79
BTF3L4	988
ZFYVE9	1347
CC2D1B	1655
ORC1	9
PRPF38A	1532
TUT4	738
GPX7	196
SHISAL2A	17
COA7	313
ZYG11B	970
ZYG11A	0
ECHDC2	2372
SCP2	3304
PODN	1162
SLC1A7	56
CPT2	545
CZIB	1369
MAGOH	902
LOC100507564	7
LRP8	54
LOC105378728	0
LOC105378726	6
LOC105378731	1
105378730	9
LINC02812	6
GLIS1	7
NDC1	342
YIPF1	556
DIO1	1
HSPB11	414
LRRC42	427
LDLRAD1	95
TMEM59	8262
TCEANC2	313
CDCP2	0
CYB5RL	165
MRPL37	990
SSBP3	1697
SSBP3-AS1	40
ACOT11	61
FAM151A	12
MROH7-TTC4	312
MROH7	51
TTC4	265
PARS2	53
TTC22	208
LEXM	2
DHCR24	8279
DHCR24-DT	7
TMEM61	51
BSND	3
PCSK9	208
USP24	1412
LOC100507634	10
LINC01767	2
PLPP3	6548
PRKAA2	139
FYB2	194
C8A	5
C8B	117
105378745	2
LOC112267900	21
DAB1	61
LOC107984960	5
OMA1	474
TACSTD2	10196
MYSM1	1211
LOC112268263	16
LOC105378751	16
JUN	28746
LINC01135	3
LOC101926907	42
LINC02777	38
LINC01358	18
FGGY-DT	11
FGGY	188
LOC101926944	12
LOC105378758	0
HOOK1	182
CYP2J2	45
C1orf87	9
LINC01748	2
LOC101926964	3
LOC105378764	6
NFIA-AS2	7
NFIA	1476
NFIA-AS1	8
LOC107984964	0
MGC34796	0
TM2D1	934
PATJ	1775
LOC107984965	9
L1TD1	64
KANK4	383
USP1	1173
DOCK7	638
ANGPTL3	5
ATG4C	507
LINC00466	0
FOXD3-AS1	1
FOXD3	4
ALG6	311
ITGB3BP	228
LOC102724319	2
EFCAB7	224
DLEU2L	9
PGM1	2571
ROR1	547
ROR1-AS1	14
LOC105378773	0
UBE2U	1
LOC107984966	3
CACHD1	622
RAVER2	1900
JAK1	4486
LINC01359	26
MIR3671	7
AK4	189
DNAJC6	150
LOC102724416	3
LEPR	3839
LEPROT	4495
PDE4B	1957
LOC105378776	20
SGIP1	1048
DYNLT5	167
DNAI4	133
MIER1	1950
SLC35D1	356
C1orf141	2
IL23R	8
IL12RB2	18
105378779	5
SERBP1	6150
GADD45A	3136
GNG12	2945
LOC105378781	2
GNG12-AS1	124
DIRAS3	188
WLS	1905
RPE65	4
DEPDC1	6
LRRC7	39
LRRC40	621
SRSF11	5250
ANKRD13C	794
HHLA3	138
HHLA3-AS1	6
CTH	326
PTGER3	101
ZRANB2-AS1	187
ZRANB2	2769
MIR186	8
ZRANB2-AS2	5
LOC105378795	3
NEGR1	759
LOC105378797	11
LOC105378798	0
LRRIQ3	9
FPGT-TNNI3K	50
FPGT	412
TNNI3K	31
105378805	10
ERICH3	18
ERICH3-AS1	1
CRYZ	977
TYW3	765
LHX8	0
SLC44A5	3
ACADM	1411
DLSTP1	23
RABGGTB	1080
SNORD45C	3
SNORD45A	4
SNORD45B	13
MSH4	22
ST6GALNAC3	246
LOC105378807	1
ST6GALNAC5	909
PIGK	970
LOC105378808	1
AK5	6
ZZZ3	939
USP33	1876
MIGA1	895
NEXN-AS1	41
NEXN	2324
FUBP1	1886
DNAJB4	2023
GIPC2	675
LOC107984997	2
MGC27382	8
PTGFR	40
IFI44L	3073
IFI44	3676
ADGRL4	2776
LOC107984998	3
LOC105378810	0
LINC01781	0
ADGRL2	6601
LOC101927434	9
LINC01361	2
107985037	1
LOC105378816	0
LINC01725	3
LOC101927560	3
107985041	2
TTLL7	769
PRKACB	1031
107985046	3
SAMD13	29
UOX	0
DNASE2B	31
RPF1	999
GNG5	2328
SPATA1	119
CTBS	767
LOC105378819	17
LINC01461	0
SSX2IP	299
LOC102724892	3
LPAR3	59
MCOLN2	555
MCOLN3	887
DNAI3	41
SYDE2	578
C1orf52	1164
BCL10	604
LOC646626	36
DDAH1	1566
107985054	7
CCN1	15043
LOC107985057	14
LOC112268231	2
ZNHIT6	695
COL24A1	60
LINC02795	11
LOC105378825	1
ODF2L	1793
MIR7856	0
CLCA2	6
CLCA1	1
LOC105378827	2
CLCA4	0
CLCA4-AS1	35
CLCA3P	0
SH3GLB1	3718
SELENOF	4107
HS2ST1	989
LINC01140	479
LMO4	2265
LOC105378833	2
LOC105378839	12
PKN2-AS1	10
PKN2	1865
GTF2B	813
KYAT3	551
RBMXL1	630
GBP3	1943
LOC105378841	55
GBP1	4949
GBP2	3691
LOC112268267	624
LOC105378842	9
GBP7	24
GBP4	7765
LOC107985076	8
GBP5	1009
GBP6	15
GBP1P1	309
LOC105378844	3
LRRC8B	405
LRRC8C	964
LRRC8C-DT	12
LOC107985743	5
101927952	9
LOC107985744	1
LOC101927975	21
LRRC8D	224
GEMIN8P4	9
ZNF326	1022
LOC105378849	0
LOC107985088	3
LINC02609	63
LINC02788	3
ZNF644	1328
HFM1	33
CDC7	186
LOC102723436	4
TGFBR3	3150
BRDT	0
EPHX4	33
SETSIP	5
BTBD8	8
23285	190
C1orf146	8
GLMN	227
RPAP2	500
GFI1	94
EVI5	842
RPL5	19037
DIPK1A	173
SNORD21	21
SNORA66	16
MTF2	674
TMED5	2025
CCDC18	212
LOC107985521	1
CCDC18-AS1	408
DR1	1564
FNBP1L	1814
BCAR3	823
BCAR3-AS1	27
LOC102723480	0
723788	14
TRR-TCT1-1	1
DNTTIP2	2139
GCLM	510
ABCA4	31
LOC105378858	5
ARHGAP29	6104
ARHGAP29-AS1	2
105378859	13
ABCD3	1260
F3	1129
LOC105378861	1
SLC44A3-AS1	28
105378860	0
SLC44A3	320
CNN3	6663
105378862	52
CNN3-DT	212
ALG14	196
LOC105378863	7
TLCD4	121
TLCD4-RWDD3	73
LOC101928118	1
RWDD3	353
PTBP2	701
DPYD	2080
DPYD-AS1	77
LOC105378867	9
MIR137HG	1
SNX7	597
PLPPR5	0
PLPPR4	92
LINC01708	0
PALMD	3282
FRRS1	530
AGL	697
SLC35A3	1699
MFSD14A	1365
SASS6	517
TRMT13	645
LRRC39	142
DBT	788
RTCA-AS1	15
RTCA	785
CDC14A	719
LOC105379827	7
GPR88	3
VCAM1	1337
EXTL2	544
SLC30A7	523
DPH5	930
LOC102606465	157
LOC101928334	13
LOC101928370	58
S1PR1	5270
COL11A1	11
LOC101928436	3
RNPC3	353
AMY2B	943
ACTG1P4	33
AMY2A	45
AMY1A	50
AMY1B	19
LOC105378878	0
AMY1C	49
LOC100129138	3
PRMT6	251
NTNG1	468
VAV3	574
LINC02785	30
SLC25A24	1502
NBPF4	0
NBPF6	1
FAM102B	625
HENMT1	142
LOC105378890	9
PRPF38B	1968
STXBP3	1784
LOC105378891	7
AKNAD1	24
GPSM2	820
CLCC1	811
WDR47	677
TAF13	391
TMEM167B-DT	5
TMEM167B	1713
SCARNA2	43
C1orf194	17
ELAPOR1	55
SARS1	3700
CELSR2	185
PSRC1	77
MYBPHL	25
SORT1	3533
PSMA5	1633
SYPL2	39
ATXN7L2	174
CYB561D1	331
AMIGO1	459
GNAI3	2160
GNAT2	10
AMPD2	698
GSTM4	393
GSTM2	1092
GSTM1	212
GSTM5	547
GSTM3	1320
EPS8L3	0
CSF1	3842
AHCYL1	2548
STRIP1	881
ALX3	91
UBL4B	0
SLC6A17	13
LINC02586	2
KCNC4	502
RBM15-AS1	20
RBM15	211
SLC16A4	525
LAMTOR5	1540
LAMTOR5-AS1	3
PROK1	0
CYMP	0
CYMP-AS1	0
KCNA10	0
KCNA2	15
LOC107985174	5
KCNA3	465
LOC105378901	3
CD53	1680
LRIF1	302
DRAM2	1220
CEPT1	1362
DENND2D	478
107985180	2
CHI3L2	443
CHIAP2	52
CHIA	57
PIFO	133
OVGP1	104
WDR77	477
ATP5PB	2617
C1orf162	1171
TMIGD3	16
ADORA3	28
RAP1A	3889
LINC01160	19
LOC107985184	55
INKA2	595
INKA2-AS1	8
LOC101928718	20
DDX20	436
KCND3	80
LINC01750	13
LINC02884	34
CTTNBP2NL	1589
WNT2B	574
ST7L	503
CAPZA1	3305
MOV10	4419
RHOC	4520
PPM1J	22
TAFA3	1
LINC01356	2
LINC01357	1
SLC16A1	315
AKR7A2P1	2
SLC16A1-AS1	21
LOC107985189	4
LRIG2-DT	9
LRIG2	801
LOC643441	97
MAGI3	1485
PHTF1	440
RSBN1	785
AP4B1-AS1	153
PTPN22	249
BCL2L15	49
AP4B1	663
DCLRE1B	319
HIPK1-AS1	15
HIPK1	2669
OLFML3	1998
SYT6	0
TRIM33	1393
BCAS2	952
LOC105378914	1
DENND2C	235
AMPD1	16
NRAS	1338
CSDE1	19613
SIKE1	749
TSHB	4
TSPAN2	501
LINC01765	11
NGF	73
112268287	0
VANGL1	346
CASQ2	190
NHLH2	2
LINC01649	0
LOC101928977	0
SLC22A15	194
MAB21L3	4
LINC01779	1
ATP1A1	10946
ATP1A1-AS1	2159
LINC01762	5
LOC112268235	81
CD58	693
LOC105378925	0
IGSF3	504
LOC105378924	1
CD2	488
PTGFRN	292
CD101	293
LOC101929099	26
TTF2	208
TRIM45	194
VTCN1	3
MAN1A2	1057
TENT5C	466
LOC105378929	0
GDAP2	380
WDR3	562
SPAG17	40
TBX15	36
LOC105378933	0
WARS2	245
WARS2-IT1	9
WARS2-AS1	193
LOC107985192	19
HSD3B2	0
LOC105378935	12
HSD3BP4	29
LINC00622	181
ZNF697	284
PHGDH	491
105378936	6
HMGCS2	32
REG4	0
NOTCH2	2024
SEC22B	2109
107985522	6
105378941	3
105378954	140
LOC101929788	1
NBPF8	686
107985523	8
PFN1P2	23
PDE4DIPP2	506
LOC107985524	45
NOTCH2NLR	12
NBPF26	557
RNVU1-19	2
LINC00623	324
LOC100996720	47
RNVU1-4	5
TRN-GTT11-1	1
LOC105369199	1
PDE4DIPP4	0
H3P4	12
FCGR1B	139
LOC100996318	9
H2BP1	7
FAM72B	27
SRGAP2C	1045
LOC107985193	4
LINC02798	7
EMBP1	10
LINC01691	1
LOC105371175	12
LOC107985200	28
LOC107985201	9
LOC105369140	1
PDE4DIPP3	11
H2BP2	15
FCGR1CP	100
H3-2	30
FAM72C	35
SRGAP2D	296
LOC105371206	47
LINC02802	25
105373467	8
NBPF15	1098
LOC105371211	0
LSP1P5	32
LOC105371216	32
SRGAP2B	1011
LOC107985595	9
FAM72D	53
LOC101929805	4
LINC01145	293
LOC100996740	136
RNVU1-14	7
NBPF20	247
LOC105371312	23
NBPF25P	317
GPR89A	319
PDZK1	21
CD160	63
RNF115	1049
POLR3C	604
NUDT17	240
PIAS3	825
ANKRD35	190
LOC107985593	5
ITGA10	487
PEX11B	635
GNRHR2	196
RBM8A	2119
LIX1L-AS1	324
LIX1L	1415
POLR3GL	992
ANKRD34A	33
TXNIP	20769
HJV	0
RNVU1-6	4
LINC01719	1
NBPF10	853
NOTCH2NLA	425
LOC105371254	3
NUDT4P2	171
SEC22B4P	181
PPIAL4H	3
LOC112268274	2
LOC100996756	58
LOC105371235	2
107985591	0
HYDIN2	43
NBPF12	792
LOC728989	7
105371231	0
PRKAB2	691
CHD1L	922
PDIA3P1	479
FMO5	291
LINC00624	0
BCL9	307
ACP6	179
GJA5	3808
GPR89B	282
PDZK1P1	9
LINC02804	21
PDE4DIPP1	3
NBPF11	580
LOC105371227	4
LOC101927468	14
LINC02806	4
LOC105371225	2
PDE4DIPP6	32
RNVU1-3	0
107985525	8
LINC01138	151
LOC105371224	116
NBPF14	1068
NOTCH2NLB	560
LOC105371223	5
NUDT4B	256
SEC22B3P	73
PDE4DIP	1302
LOC112268272	224
NBPF9	670
LOC101929790	1
LOC653513	183
SEC22B2P	95
NOTCH2NLC	436
NBPF19	940
PPIAL4C	7
LINC00869	313
112268236	19
LOC644634	62
PDE4DIPP7	20
LOC105371406	16
FCGR1A	459
H2BC18	38
112268237	0
H3C13	1
H4C14	44
H3C14	6
H2AC18	186
H2BC20P	17
H2AC19	187
H3C15	5
112268238	71
H4C15	40
H2BC21	318
H2AC20	19
H2AC21	2
BOLA1	304
SV2A	99
SF3B4	1146
MTMR11	597
OTUD7B	982
105371427	9
VPS45	979
PLEKHO1	2811
