GeneID	RNA-seq_LADC45
107985733	96
RNF207-AS1	13
RNF207	366
ICMT	2802
LINC00337	0
GPR153	513
ACOT7	283
HES2	27
ESPN	26
TNFRSF25	141
PLEKHG5	255
NOL9	443
TAS1R1	4
LOC107984912	3
ZBTB48	329
KLHL21	1883
LOC107984913	10
PHF13	297
THAP3	536
DNAJC11	805
CAMTA1-DT	11
CAMTA1	497
LOC105376689	7
VAMP3	2013
PER3	161
UTS2	53
TNFRSF9	145
PARK7	4818
ERRFI1	681
LOC107984915	0
LINC01714	0
SLC45A1	27
RERE	2107
RERE-AS1	10
ENO1	18365
MIR6728	4
ENO1-AS1	10
CA6	18
SLC2A5	394
GPR157	337
MIR34AHG	355
MIR34A	2
LNCTAM34A	78
H6PD	6217
SPSB1	331
LINC02606	20
SLC25A33	326
TMEM201	247
107985734	8
PIK3CD	1352
PIK3CD-AS1	9
PIK3CD-AS2	6
CLSTN1	16500
CTNNBIP1	386
LOC105376717	40
LZIC	804
NMNAT1	247
RBP7	45
UBE4B	976
KIF1B	1551
105376725	3
PGD	2454
CENPS-CORT	135
CENPS	139
CORT	11
DFFA	954
PEX14	743
CASZ1	430
LOC105376733	0
C1orf127	26
TARDBP	3466
MASP2	79
SRM	1038
EXOSC10	1367
EXOSC10-AS1	78
MTOR	1913
MTOR-AS1	35
ANGPTL7	1
UBIAD1	500
LOC105376739	0
LOC105376740	0
DISP3	1
112268221	0
FBXO2	1034
FBXO44	974
FBXO6	620
MAD2L2	577
DRAXIN	71
AGTRAP	2540
C1orf167	290
MTHFR	1089
CLCN6	488
NPPA-AS1	84
NPPA	23
KIAA2013	4939
PLOD1	4329
MFN2	2793
MIIP	409
MIR6729	2
TNFRSF8	48
MIR7846	0
TNFRSF1B	17885
107984917	27
VPS13D	2589
SNORA59A	10
LINC02766	5
DHRS3	2592
MIR6730	1
AADACL4	0
C1orf158	0
LRRC38	0
PDPN	95
PRDM2	1593
KAZN	1217
LOC107985467	0
LOC105376759	9
LOC107985469	17
TMEM51-AS1	39
TMEM51	288
TMEM51-AS2	2
FHAD1	185
FHAD1-AS1	121
LOC101927441	20
EFHD2	6340
CTRC	5
CELA2A	9
CELA2B	58
CASP9	2121
DNAJC16	756
AGMAT	49
DDI2	1430
RSC1A1	176
PLEKHM2	1285
SLC25A34	64
SLC25A34-AS1	7
TMEM82	0
FBLIM1	294
UQCRHL	21
FLJ37453	249
SPEN	3422
ZBTB17	703
SRARP	0
HSPB7	34
CLCNKA	22
CLCNKB	9
FAM131C	1
EPHA2	936
LOC101927479	122
ARHGEF19	68
ANO7L1	68
CPLANE2	67
FBXO42	729
SZRD1	2198
SPATA21	1194
NECAP2	1132
LINC01772	32
CROCCP3	190
RNU1-1	1
LINC01783	0
NBPF1	430
105376794	733
CROCCP2	395
MST1P2	151
LOC107985736	6
RNU1-3	0
ESPNP	0
MST1L	58
LOC112267871	0
LOC105376805	37
CROCC	447
MFAP2	23
LOC105376806	8
ATP13A2	3035
SDHB	1690
PADI2	54
LINC02783	0
PADI1	2
PADI3	4
PADI4	0
PADI6	0
RCC2	2965
ARHGEF10L	287
ACTL8	4
IGSF21	37
KLHDC7A	610
PAX7	0
ALDH4A1	219
IFFO2	314
UBR4	5204
EMC1-AS1	155
EMC1	2956
MRTO4	361
AKR7L	9
AKR7A3	30
LOC100506730	42
AKR7A2	738
SLC66A1	358
CAPZB	3167
MICOS10	542
MICOS10-NBL1	503
RPS14P3	20
NBL1	276
HTR6	0
TMCO4	1664
RNF186	162
OTUD3	581
PLA2G2A	19
PLA2G5	13
PLA2G2D	346
PLA2G2F	1
PLA2G2C	1
UBXN10	109
101928017	3
LOC105376825	8
VWA5B1	3
LINC01141	0
CAMK2N1	82
MUL1	1015
FAM43B	2
CDA	14
PINK1	1828
MIR6084	51
PINK1-AS	1629
DDOST	6177
KIF17	17
SH2D5	0
112268222	1010
HP1BP3	3723
EIF4G3	2561
LOC105376830	4
LOC105376829	3
ECE1	1268
ECE1-AS1	11
NBPF3	226
ALPL	318
LINC02596	0
RAP1GAP	52
USP48	3320
LDLRAD2	880
HSPG2	3858
LINC01635	22
LINC00339	245
CDC42-AS1	6
CDC42	5107
WNT4	68
LOC105376845	6
LOC105376850	0
LOC107985377	0
ZBTB40	1255
EPHA8	3
C1QA	6174
C1QC	7372
C1QB	6759
EPHB2	157
MIR4253	3
KDM1A	2705
LUZP1	714
HTR1D	1
LINC01355	169
HNRNPR	2794
ZNF436	494
ZNF436-AS1	100
TCEA3	476
ASAP3	337
E2F2	51
LOC101928163	4
LOC105376859	4
ID3	663
MDS2	3
RPL11	7277
ELOA	1043
ELOA-AS1	140
PITHD1	707
LOC105376860	169
LYPLA2	1008
GALE	953
HMGCL	1446
LOC105376861	1
FUCA1	8047
CNR2	7
PNRC2	2359
SRSF10	2348
LOC105376863	0
LOC107984931	4
MYOM3	76
IL22RA1	1244
IFNLR1	435
LINC02800	0
GRHL3-AS1	3
GRHL3	60
STPG1	235
NIPAL3	1496
RCAN3AS	10
RCAN3	1109
NCMAP-DT	97
NCMAP	161
SRRM1	2074
CLIC4	4355
RUNX3	1680
107984932	8
RUNX3-AS1	87
SYF2	1282
RSRP1	9073
LOC105376882	152
RHD	303
TMEM50A	1961
RHCE	1232
MACO1	1275
LDLRAP1	1677
MAN1C1	596
SELENON	3702
MTFR1L	902
LOC646471	260
AUNIP	210
PAQR7	44
STMN1	488
MIR3917	41
PAFAH2	595
101928216	0
EXTL1	0
SLC30A2	2
TRIM63	4
PDIK1L	412
FAM110D	39
ZNF593	491
CNKSR1	683
CATSPER4	1
ZPLD2P	10
CEP85	541
SH3BGRL3	2441
UBXN11	523
CD52	350
CRYBG2	302
ZNF683	495
DHDDS	856
DHDDS-AS1	19
HMGN2	4066
RPS6KA1	926
LOC101928728	21
ARID1A	2191
PIGV	974
ZDHHC18	1096
SFN	1681
GPN2	733
GPATCH3	260
NUDC	1447
NR0B2	2
KDF1	316
TRNP1	13
TENT5B	4
LOC101928391	2
SLC9A1	3322
WDTC1	1970
TMEM222	1150
ACTG1P20	22
SYTL1	1319
MAP3K6	512
FCN3	123
CD164L2	10
GPR3	21
WASF2	2623
LOC105376892	8
AHDC1	464
FGR	335
LINC02574	11
IFI6	61046
FAM76A	249
STX12	1555
PPP1R8	948
THEMIS2	1017
RPA2	937
SMPDL3B	492
XKR8	258
EYA3	500
PTAFR	247
DNAJC8	1563
ATP5IF1	1913
SESN2	987
MED18	192
PHACTR4	1129
RCC1	1013
SNHG3	603
SNORA73A	8
SNORA73B	15
TRNAU1AP	269
SNHG12	432
SNORD99	3
SNORA61	39
SNORA44	15
SNORA16A	26
RAB42	51
TAF12	413
LINC01715	12
RNU11	0
GMEB1	337
YTHDF2	1793
OPRD1	4
EPB41	1108
TMEM200B	117
SRSF4	1984
MECR	585
PTPRU	667
LOC105378617	0
MATN1	22
MATN1-AS1	31
LAPTM5	6993
MIR4420	2
LOC105378620	11
LINC01778	0
SDC3	1727
PUM1	2764
SNORD103A	12
SNORD103B	5
LOC107984935	0
NKAIN1	0
SNRNP40	447
ZCCHC17	568
FABP3	38
SERINC2	7924
LOC105378625	0
LOC105379772	0
LDC1P	0
LINC01226	0
LOC105378626	25
TINAGL1	723
HCRTR1	172
PEF1	1305
PEF1-AS1	64
105378628	0
COL16A1	97
LOC101929444	6
ADGRB2	33
SPOCD1	3
PTP4A2	3336
KHDRBS1	2186
TMEM39B	218
KPNA6	1886
TXLNA	1916
CCDC28B	63
TMEM234	221
IQCC	58
DCDC2B	42
EIF3I	2591
MTMR9LP	442
FAM167B	154
LCK	814
HDAC1	1999
MARCKSL1	347
LOC105378629	1
TSSK3	205
FAM229A	50
BSDC1	2663
ZBTB8B	12
ZBTB8A	129
LOC102723870	10
ZBTB8OS	399
RBBP4	2120
SYNC	567
KIAA1522	3389
YARS1	2675
S100PBP	569
FNDC5	6
HPCA	18
TMEM54	496
LOC105378632	0
RNF19B	544
AK2	1889
AZIN2	100
112268224	13
TRIM62	1199
ZNF362	729
A3GALT2	2
PHC2	1100
MIR3605	40
PHC2-AS1	0
ZSCAN20	130
CSMD2	14
105378640	0
LOC105378641	0
LOC105378642	1
GJB5	48
GJB4	12
GJB3	29
GJA4	222
SMIM12	1036
DLGAP3	20
GPR199P	61
TMEM35B	626
ZMYM6	660
ZMYM1	332
LOC105378644	37
SFPQ	5372
ZMYM4	1341
ZMYM4-AS1	32
KIAA0319L	4393
NCDN	1186
TFAP2E	97
TFAP2E-AS1	26
PSMB2	1730
C1orf216	195
CLSPN	96
AGO4	953
AGO1	732
AGO3	698
TEKT2	3
ADPRS	754
COL8A2	74
TRAPPC3	967
MAP7D1	1062
THRAP3	3453
SH3D21	87
EVA1B	112
STK40	1343
LSM10	603
OSCP1	118
MRPS15	1203
CSF3R	194
GRIK3	1
LINC01137	58
ZC3H12A	236
MIR6732	4
MEAF6	1038
MIR5581	8
LOC105378649	35
SNIP1	402
DNALI1	110
GNL2	1023
RSPO1	1
C1orf109	431
CDCA8	85
EPHA10	58
MANEAL	170
YRDC	298
C1orf122	730
MTF1	601
INPP5B	374
LOC105378651	13
SF3A3	1218
FHL3	142
UTP11	575
POU3F1	10
MIR3659HG	7
LOC105378657	1
RRAGC	638
GJA9-MYCBP	293
MYCBP	287
LOC105378663	2
GJA9	5
RHBDL2	28
LOC105378662	14
AKIRIN1	958
NDUFS5	1702
MACF1	4556
643314	166
105378950	0
BMP8A	124
OXCT2P1	12
PPIEL	67
PABPC4	1993
PABPC4-AS1	364
SNORA55	4
HEYL	173
NT5C1A	3
HPCAL4	3
PPIE	1014
BMP8B	143
OXCT2	33
LOC101929536	0
105378951	11
LINC02811	5
105378665	3
TRIT1	307
MYCL	17
MYCL-AS1	0
MFSD2A	42
CAP1	4380
PPT1	4514
RLF	501
TMCO2	0
ZMPSTE24	2031
COL9A2	80
107984945	3
SMAP2	1314
ZFP69B	42
ZFP69	41
LOC105378672	1
EXO5	109
ZNF684	75
RIMS3	24
LOC105378675	1
NFYC-AS1	156
NFYC	1437
KCNQ4	10
CITED4	56
CTPS1	486
SLFNL1-AS1	83
SLFNL1	18
SCMH1	556
FOXO6	9
FOXO6-AS1	3
LOC105378678	2
EDN2	306
HIVEP3	266
GUCA2B	0
GUCA2A	0
FOXJ3	1171
RIMKLA	23
ZMYND12	94
CCDC30	393
PPCS	1504
PPIH	266
YBX1	5313
CLDN19	0
P3H1	740
C1orf50	246
TMEM269-DT	7
TMEM269	7
LOC107984946	1
SVBP	138
ERMAP	595
ZNF691	195
LOC339539	2
SLC2A1	3850
SLC2A1-AS1	27
FAM183A	45
EBNA1BP2	654
CFAP57	18
LOC105378685	9
TMEM125	933
C1orf210	277
TIE1	318
MPL	20
LOC105378687	12
CDC20	96
ELOVL1	1484
MIR6734	4
LOC112268225	9
MED8	702
MED8-AS1	121
SZT2	1475
SZT2-AS1	102
HYI	229
PTPRF	6352
KDM4A	1063
KDM4A-AS1	151
ST3GAL3	277
ARTN	129
LOC105378688	11
LOC101929609	106
IPO13	1084
DPH2	335
ATP6V0B	4815
B4GALT2	797
CCDC24	125
SLC6A9	1326
LOC107984948	17
KLF17	0
DMAP1	724
ERI3	816
ERI3-IT1	22
RNF220	892
LOC107984950	285
TMEM53	214
ARMH1	28
LOC105378690	5
RNU5F-1	1
RNU5D-1	0
KIF2C	100
RPS8	10406
SNORD55	28
SNORD46	4
SNORD38A	9
SNORD38B	12
BEST4	14
PLK3	278
DYNLT4	23
BTBD19	35
LOC107984952	13
PTCH2	43
EIF2B3	452
HECTD3	1522
UROD	1832
ZSWIM5	140
LOC105378691	27
LINC01144	26
HPDL	19
MUTYH	468
TOE1	412
TESK2	153
CCDC163	59
MMACHC	4288
PRDX1	18655
AKR1A1	2532
NASP	975
CCDC17	31
GPBP1L1	2598
RPS15AP10	6
TMEM69	539
IPP	294
MAST2	545
P3R3URF-PIK3R3	226
PIK3R3	267
LOC101929626	3
TSPAN1	153
POMGNT1	1701
LURAP1	10
RAD54L	61
LRRC41	2053
UQCRH	1368
NSUN4	426
FAAH	556
FAAHP1	2
LINC01398	0
DMBX1	0
MKNK1-AS1	122
MKNK1	952
MOB3C	709
ATPAF1	1417
EFCAB14-AS1	216
EFCAB14	5706
LOC105378698	20
LOC105378699	2
CYP4B1	84
CYP4Z2P	0
CYP4A11	0
CYP4X1	22
CYP4Z1	0
CYP4A22	0
LOC105378701	2
LINC00853	0
PDZK1IP1	30
TAL1	41
STIL	119
CMPK1	3878
LINC01389	5
FOXE3	0
FOXD2-AS1	16
FOXD2	0
LINC01738	0
TRABD2B	0
LINC02794	0
SKINT1L	4
SLC5A9	33
SPATA6	126
AGBL4	5
BEND5	24
ELAVL4	5
DMRTA2	145
LOC105378714	3
FAF1	717
FAF1-AS1	4
CDKN2C	282
LINC01562	1
RNF11	1914
TTC39A	18
TTC39A-AS1	0
EPS15	1363
EPS15-AS1	3
CALR4P	3
OSBPL9	1949
NRDC	3328
105378721	295
MIR761	21
RAB3B	29
TXNDC12	2920
KTI12	113
BTF3L4	1155
ZFYVE9	646
CC2D1B	1210
ORC1	70
PRPF38A	655
TUT4	846
GPX7	270
SHISAL2A	29
COA7	215
ZYG11B	933
ZYG11A	37
ECHDC2	1984
SCP2	3839
PODN	171
SLC1A7	6
CPT2	953
CZIB	729
MAGOH	342
LOC100507564	49
LRP8	169
LOC105378728	6
LOC105378726	8
LOC105378731	6
105378730	2
LINC02812	13
GLIS1	5
NDC1	444
YIPF1	936
DIO1	8
HSPB11	426
LRRC42	286
LDLRAD1	23
TMEM59	22128
TCEANC2	218
CDCP2	3
CYB5RL	198
MRPL37	1607
SSBP3	1658
SSBP3-AS1	27
ACOT11	82
FAM151A	19
MROH7-TTC4	211
MROH7	11
TTC4	201
PARS2	110
TTC22	261
LEXM	1
DHCR24	1922
DHCR24-DT	4
TMEM61	506
BSND	2
PCSK9	361
USP24	2098
LOC100507634	13
LINC01767	3
PLPP3	1855
PRKAA2	826
FYB2	14
C8A	1
C8B	0
105378745	0
LOC112267900	0
DAB1	4
LOC107984960	2
OMA1	656
TACSTD2	16793
MYSM1	1225
LOC112268263	36
LOC105378751	72
JUN	1446
LINC01135	12
LOC101926907	22
LINC02777	29
LINC01358	34
FGGY-DT	6
FGGY	423
LOC101926944	7
LOC105378758	1
HOOK1	626
CYP2J2	102
C1orf87	3
LINC01748	2
LOC101926964	0
LOC105378764	0
NFIA-AS2	1
NFIA	106
NFIA-AS1	0
LOC107984964	0
MGC34796	0
TM2D1	770
PATJ	1424
LOC107984965	1
L1TD1	1
KANK4	7
USP1	1108
DOCK7	949
ANGPTL3	0
ATG4C	445
LINC00466	0
FOXD3-AS1	3
FOXD3	0
ALG6	406
ITGB3BP	159
LOC102724319	1
EFCAB7	156
DLEU2L	11
PGM1	1007
ROR1	42
ROR1-AS1	2
LOC105378773	0
UBE2U	0
LOC107984966	0
CACHD1	87
RAVER2	345
JAK1	3125
LINC01359	14
MIR3671	4
AK4	16
DNAJC6	86
LOC102724416	2
LEPR	391
LEPROT	3138
PDE4B	4253
LOC105378776	0
SGIP1	108
DYNLT5	31
DNAI4	44
MIER1	1136
SLC35D1	487
C1orf141	2
IL23R	2
IL12RB2	67
105378779	4
SERBP1	5717
GADD45A	1024
GNG12	1312
LOC105378781	2
GNG12-AS1	43
DIRAS3	82
WLS	1072
RPE65	2
DEPDC1	69
LRRC7	34
LRRC40	362
SRSF11	5324
ANKRD13C	647
HHLA3	164
HHLA3-AS1	8
CTH	115
PTGER3	43
ZRANB2-AS1	225
ZRANB2	1994
MIR186	40
ZRANB2-AS2	6
LOC105378795	0
NEGR1	216
LOC105378797	4
LOC105378798	0
LRRIQ3	16
FPGT-TNNI3K	79
FPGT	606
TNNI3K	8
105378805	3
ERICH3	24
ERICH3-AS1	0
CRYZ	1093
TYW3	443
LHX8	2
SLC44A5	4
ACADM	1328
DLSTP1	52
RABGGTB	1376
SNORD45C	13
SNORD45A	16
SNORD45B	28
MSH4	2
ST6GALNAC3	61
LOC105378807	0
ST6GALNAC5	22
PIGK	3479
LOC105378808	5
AK5	9
ZZZ3	924
USP33	5325
MIGA1	1011
NEXN-AS1	4
NEXN	621
FUBP1	2372
DNAJB4	925
GIPC2	90
LOC107984997	0
MGC27382	0
PTGFR	14
IFI44L	3256
IFI44	2016
ADGRL4	422
LOC107984998	1
LOC105378810	0
LINC01781	13
ADGRL2	3043
LOC101927434	0
LINC01361	0
107985037	4
LOC105378816	1
LINC01725	13
LOC101927560	13
107985041	7
TTLL7	63
PRKACB	1616
107985046	0
SAMD13	32
UOX	0
DNASE2B	7
RPF1	735
GNG5	1523
SPATA1	92
CTBS	1212
LOC105378819	4
LINC01461	0
SSX2IP	366
LOC102724892	0
LPAR3	24
MCOLN2	401
MCOLN3	552
DNAI3	55
SYDE2	162
C1orf52	743
BCL10	300
LOC646626	38
DDAH1	850
107985054	9
CCN1	2422
LOC107985057	1
LOC112268231	0
ZNHIT6	371
COL24A1	40
LINC02795	6
LOC105378825	7
ODF2L	881
MIR7856	0
CLCA2	15
CLCA1	2
LOC105378827	8
CLCA4	7
CLCA4-AS1	41
CLCA3P	2
SH3GLB1	2449
SELENOF	5711
HS2ST1	821
LINC01140	30
LMO4	2719
LOC105378833	4
LOC105378839	0
PKN2-AS1	7
PKN2	1752
GTF2B	623
KYAT3	895
RBMXL1	520
GBP3	2096
LOC105378841	34
GBP1	2496
GBP2	2464
LOC112268267	774
LOC105378842	9
GBP7	5
GBP4	2367
LOC107985076	20
GBP5	4617
GBP6	18
GBP1P1	187
LOC105378844	4
LRRC8B	755
LRRC8C	478
LRRC8C-DT	11
LOC107985743	1
101927952	5
LOC107985744	0
LOC101927975	3
LRRC8D	2081
GEMIN8P4	55
ZNF326	796
LOC105378849	0
LOC107985088	2
LINC02609	11
LINC02788	1
ZNF644	1049
HFM1	3
CDC7	164
LOC102723436	2
TGFBR3	224
BRDT	7
EPHX4	1622
SETSIP	4
BTBD8	53
23285	209
C1orf146	2
GLMN	206
RPAP2	552
GFI1	334
EVI5	445
RPL5	8776
DIPK1A	633
SNORD21	4
SNORA66	7
MTF2	459
TMED5	3375
CCDC18	303
LOC107985521	1
CCDC18-AS1	589
DR1	1147
FNBP1L	1479
BCAR3	469
BCAR3-AS1	20
LOC102723480	4
723788	4
TRR-TCT1-1	7
DNTTIP2	979
GCLM	656
ABCA4	3
LOC105378858	5
ARHGAP29	2370
ARHGAP29-AS1	0
105378859	7
ABCD3	1410
F3	264
LOC105378861	7
SLC44A3-AS1	73
105378860	1
SLC44A3	910
CNN3	3011
105378862	6
CNN3-DT	72
ALG14	423
LOC105378863	1
TLCD4	493
TLCD4-RWDD3	106
LOC101928118	16
RWDD3	218
PTBP2	314
DPYD	1381
DPYD-AS1	68
LOC105378867	4
MIR137HG	0
SNX7	346
PLPPR5	0
PLPPR4	1599
LINC01708	0
PALMD	1622
FRRS1	100
AGL	756
SLC35A3	1617
MFSD14A	1467
SASS6	428
TRMT13	610
LRRC39	116
DBT	844
RTCA-AS1	20
RTCA	820
CDC14A	189
LOC105379827	0
GPR88	5
VCAM1	695
EXTL2	565
SLC30A7	942
DPH5	972
LOC102606465	149
LOC101928334	2
LOC101928370	16
S1PR1	371
COL11A1	151
LOC101928436	0
RNPC3	668
AMY2B	536
ACTG1P4	11
AMY2A	14
AMY1A	20
AMY1B	14
LOC105378878	0
AMY1C	21
LOC100129138	0
PRMT6	340
NTNG1	9
VAV3	131
LINC02785	1
SLC25A24	873
NBPF4	1
NBPF6	1
FAM102B	541
HENMT1	295
LOC105378890	13
PRPF38B	2156
STXBP3	1524
LOC105378891	1
AKNAD1	7
GPSM2	492
CLCC1	1012
WDR47	378
TAF13	488
TMEM167B-DT	5
TMEM167B	2022
SCARNA2	9
C1orf194	4
ELAPOR1	5820
SARS1	3631
CELSR2	1930
PSRC1	39
MYBPHL	3
SORT1	5871
PSMA5	1748
SYPL2	54
ATXN7L2	124
CYB561D1	330
AMIGO1	530
GNAI3	1411
GNAT2	12
AMPD2	442
GSTM4	253
GSTM2	253
GSTM1	26
GSTM5	4
GSTM3	53
EPS8L3	1
CSF1	774
AHCYL1	3888
STRIP1	910
ALX3	76
UBL4B	1
SLC6A17	2690
LINC02586	0
KCNC4	124
RBM15-AS1	16
RBM15	236
SLC16A4	66
LAMTOR5	1247
LAMTOR5-AS1	12
PROK1	0
CYMP	0
CYMP-AS1	0
KCNA10	0
KCNA2	107
LOC107985174	5
KCNA3	1098
LOC105378901	0
CD53	2278
LRIF1	466
DRAM2	1330
CEPT1	1302
DENND2D	2375
107985180	6
CHI3L2	77
CHIAP2	0
CHIA	4
PIFO	22
OVGP1	43
WDR77	624
ATP5PB	3919
C1orf162	252
TMIGD3	53
ADORA3	68
RAP1A	2584
LINC01160	19
LOC107985184	32
INKA2	214
INKA2-AS1	5
LOC101928718	5
DDX20	501
KCND3	5967
LINC01750	339
LINC02884	1
CTTNBP2NL	1649
WNT2B	228
ST7L	541
CAPZA1	3308
MOV10	2235
RHOC	1098
PPM1J	84
TAFA3	2
LINC01356	9
LINC01357	4
SLC16A1	366
AKR7A2P1	3
SLC16A1-AS1	21
LOC107985189	1
LRIG2-DT	9
LRIG2	506
LOC643441	0
MAGI3	290
PHTF1	202
RSBN1	673
AP4B1-AS1	144
PTPN22	633
BCL2L15	16
AP4B1	296
DCLRE1B	158
HIPK1-AS1	11
HIPK1	2017
OLFML3	4041
SYT6	1666
TRIM33	1420
BCAS2	876
LOC105378914	7
DENND2C	85
AMPD1	157
NRAS	1086
CSDE1	12857
SIKE1	992
TSHB	0
TSPAN2	23
LINC01765	1
NGF	2
112268287	0
VANGL1	885
CASQ2	19
NHLH2	12
LINC01649	0
LOC101928977	0
SLC22A15	75
MAB21L3	1
LINC01779	0
ATP1A1	15722
ATP1A1-AS1	3920
LINC01762	0
LOC112268235	36
CD58	605
LOC105378925	3
IGSF3	211
LOC105378924	1
CD2	1343
PTGFRN	7224
CD101	1869
LOC101929099	37
TTF2	386
TRIM45	438
VTCN1	61
MAN1A2	2296
TENT5C	4008
LOC105378929	2
GDAP2	455
WDR3	571
SPAG17	38
TBX15	8
LOC105378933	0
WARS2	269
WARS2-IT1	3
WARS2-AS1	110
LOC107985192	7
HSD3B2	0
LOC105378935	1
HSD3BP4	7
LINC00622	8
ZNF697	177
PHGDH	821
105378936	24
HMGCS2	0
REG4	0
NOTCH2	1897
SEC22B	2446
107985522	13
105378941	2
105378954	65
LOC101929788	0
NBPF8	475
107985523	8
PFN1P2	31
PDE4DIPP2	327
LOC107985524	27
NOTCH2NLR	36
NBPF26	482
RNVU1-19	1
LINC00623	355
LOC100996720	92
RNVU1-4	1
TRN-GTT11-1	5
LOC105369199	3
PDE4DIPP4	3
H3P4	25
FCGR1B	137
LOC100996318	11
H2BP1	11
FAM72B	25
SRGAP2C	186
LOC107985193	1
LINC02798	3
EMBP1	122
LINC01691	10
LOC105371175	0
LOC107985200	1
LOC107985201	1
LOC105369140	5
PDE4DIPP3	3
H2BP2	30
FCGR1CP	103
H3-2	37
FAM72C	13
SRGAP2D	43
LOC105371206	0
LINC02802	3
105373467	11
NBPF15	511
LOC105371211	1
LSP1P5	1
LOC105371216	0
SRGAP2B	187
LOC107985595	1
FAM72D	24
LOC101929805	10
LINC01145	305
LOC100996740	160
RNVU1-14	2
NBPF20	148
LOC105371312	22
NBPF25P	113
GPR89A	375
PDZK1	19
CD160	135
RNF115	905
POLR3C	505
NUDT17	155
PIAS3	693
ANKRD35	66
LOC107985593	1
ITGA10	102
PEX11B	789
GNRHR2	241
RBM8A	1307
LIX1L-AS1	322
LIX1L	610
POLR3GL	527
ANKRD34A	35
TXNIP	15042
HJV	1
RNVU1-6	2
LINC01719	9
NBPF10	648
NOTCH2NLA	242
LOC105371254	4
NUDT4P2	142
SEC22B4P	110
PPIAL4H	2
LOC112268274	2
LOC100996756	50
LOC105371235	1
107985591	1
HYDIN2	13
NBPF12	882
LOC728989	5
105371231	1
PRKAB2	645
CHD1L	696
PDIA3P1	981
FMO5	110
LINC00624	1
BCL9	351
ACP6	383
GJA5	241
GPR89B	343
PDZK1P1	9
LINC02804	20
PDE4DIPP1	2
NBPF11	692
LOC105371227	1
LOC101927468	1
LINC02806	304
LOC105371225	48
PDE4DIPP6	48
RNVU1-3	1
107985525	23
LINC01138	246
LOC105371224	148
NBPF14	768
NOTCH2NLB	184
LOC105371223	2
NUDT4B	197
SEC22B3P	36
PDE4DIP	942
LOC112268272	73
NBPF9	220
LOC101929790	0
LOC653513	21
SEC22B2P	67
NOTCH2NLC	217
NBPF19	846
PPIAL4C	0
LINC00869	228
112268236	16
LOC644634	35
PDE4DIPP7	5
LOC105371406	1
FCGR1A	393
H2BC18	74
112268237	14
H3C13	5
H4C14	156
H3C14	7
H2AC18	433
H2BC20P	35
H2AC19	409
H3C15	6
112268238	179
H4C15	119
H2BC21	696
H2AC20	18
H2AC21	1
BOLA1	355
SV2A	20
SF3B4	997
MTMR11	61
OTUD7B	1286
105371427	3
VPS45	944
PLEKHO1	688
LOC105371433	7
ANP32E	1231
CA14	344
APH1A	3314
C1orf54	153
CIART	20
MRPS21	992
