GeneID	RNA-seq_normal_lung28
DHDDS-AS1	37
HMGN2	9540
RPS6KA1	1679
LOC101928728	31
ARID1A	1369
PIGV	370
ZDHHC18	971
SFN	1037
GPN2	1273
GPATCH3	544
NUDC	5016
NR0B2	149
KDF1	177
TRNP1	759
TENT5B	930
LOC101928391	4
SLC9A1	964
WDTC1	2413
TMEM222	1959
ACTG1P20	7
SYTL1	949
MAP3K6	2160
FCN3	3843
CD164L2	24
GPR3	45
WASF2	5431
LOC105376892	60
AHDC1	817
FGR	800
LINC02574	4
IFI6	6840
FAM76A	626
STX12	2199
PPP1R8	928
THEMIS2	700
RPA2	1830
SMPDL3B	249
XKR8	342
EYA3	601
PTAFR	478
DNAJC8	3605
ATP5IF1	2946
SESN2	418
MED18	673
PHACTR4	1282
RCC1	421
SNHG3	498
SNORA73A	7
SNORA73B	8
TRNAU1AP	716
SNHG12	711
SNORD99	18
SNORA61	69
SNORA44	36
SNORA16A	23
RAB42	17
TAF12	582
LINC01715	18
RNU11	1
GMEB1	568
YTHDF2	1574
OPRD1	16
EPB41	1357
TMEM200B	1130
SRSF4	3332
MECR	558
PTPRU	1082
LOC105378617	9
MATN1	28
MATN1-AS1	72
LAPTM5	6233
MIR4420	0
LOC105378620	5
LINC01778	6
SDC3	2627
PUM1	1598
SNORD103A	1
SNORD103B	1
LOC107984935	0
NKAIN1	0
SNRNP40	713
ZCCHC17	890
FABP3	125
SERINC2	647
LOC105378625	0
LOC105379772	0
LDC1P	0
LINC01226	0
LOC105378626	35
TINAGL1	3398
HCRTR1	198
PEF1	3058
PEF1-AS1	82
105378628	22
COL16A1	5207
LOC101929444	9
ADGRB2	108
SPOCD1	145
PTP4A2	4661
KHDRBS1	3578
TMEM39B	601
KPNA6	1744
TXLNA	2424
CCDC28B	119
TMEM234	454
IQCC	140
DCDC2B	129
EIF3I	4440
MTMR9LP	1382
FAM167B	995
LCK	464
HDAC1	2236
MARCKSL1	2858
LOC105378629	12
TSSK3	309
FAM229A	628
BSDC1	1733
ZBTB8B	0
ZBTB8A	526
LOC102723870	0
ZBTB8OS	628
RBBP4	1770
SYNC	858
KIAA1522	1453
YARS1	1499
S100PBP	629
FNDC5	48
HPCA	64
TMEM54	1227
LOC105378632	0
RNF19B	701
AK2	2963
AZIN2	286
112268224	3
TRIM62	133
ZNF362	1093
A3GALT2	2
PHC2	3841
MIR3605	47
PHC2-AS1	0
ZSCAN20	118
CSMD2	11
105378640	0
LOC105378641	0
LOC105378642	5
GJB5	1
GJB4	0
GJB3	15
GJA4	1259
SMIM12	1193
DLGAP3	32
GPR199P	185
TMEM35B	1333
ZMYM6	469
ZMYM1	261
LOC105378644	3
SFPQ	7809
ZMYM4	857
ZMYM4-AS1	0
KIAA0319L	2160
NCDN	638
TFAP2E	111
TFAP2E-AS1	31
PSMB2	2551
C1orf216	703
CLSPN	10
AGO4	897
AGO1	1192
AGO3	811
TEKT2	160
ADPRS	1254
COL8A2	266
TRAPPC3	1401
MAP7D1	5094
THRAP3	3356
SH3D21	424
EVA1B	2912
STK40	2181
LSM10	826
OSCP1	392
MRPS15	1644
CSF3R	2415
GRIK3	13
LINC01137	190
ZC3H12A	483
MIR6732	0
MEAF6	1965
MIR5581	0
LOC105378649	11
SNIP1	470
DNALI1	1168
GNL2	1133
RSPO1	528
C1orf109	303
CDCA8	31
EPHA10	8
MANEAL	81
YRDC	295
C1orf122	1484
MTF1	420
INPP5B	1194
LOC105378651	5
SF3A3	1982
FHL3	367
UTP11	686
POU3F1	8
MIR3659HG	0
LOC105378657	8
RRAGC	920
GJA9-MYCBP	215
MYCBP	212
LOC105378663	0
GJA9	3
RHBDL2	31
LOC105378662	6
AKIRIN1	1175
NDUFS5	4092
MACF1	23457
643314	13
105378950	8
BMP8A	231
OXCT2P1	49
PPIEL	315
PABPC4	2274
PABPC4-AS1	164
SNORA55	2
HEYL	1729
NT5C1A	0
HPCAL4	19
PPIE	1700
BMP8B	222
OXCT2	37
LOC101929536	5
105378951	0
LINC02811	0
105378665	0
TRIT1	432
MYCL	107
MYCL-AS1	9
MFSD2A	1597
CAP1	2842
PPT1	5390
RLF	499
TMCO2	3
ZMPSTE24	928
COL9A2	213
107984945	0
SMAP2	733
ZFP69B	25
ZFP69	107
LOC105378672	5
EXO5	138
ZNF684	104
RIMS3	377
LOC105378675	1
NFYC-AS1	108
NFYC	1433
KCNQ4	176
CITED4	880
CTPS1	406
SLFNL1-AS1	146
SLFNL1	102
SCMH1	1057
FOXO6	124
FOXO6-AS1	19
LOC105378678	17
EDN2	0
HIVEP3	603
GUCA2B	0
GUCA2A	1
FOXJ3	1501
RIMKLA	282
ZMYND12	49
CCDC30	267
PPCS	979
PPIH	774
YBX1	15800
CLDN19	4
P3H1	875
C1orf50	397
TMEM269-DT	3
TMEM269	18
LOC107984946	8
SVBP	541
ERMAP	703
ZNF691	273
LOC339539	0
SLC2A1	217
SLC2A1-AS1	0
FAM183A	81
EBNA1BP2	1324
CFAP57	101
LOC105378685	2
TMEM125	4745
C1orf210	267
TIE1	4045
MPL	61
LOC105378687	35
CDC20	34
ELOVL1	2073
MIR6734	2
LOC112268225	20
MED8	750
MED8-AS1	144
SZT2	2451
SZT2-AS1	116
HYI	1823
PTPRF	2575
KDM4A	917
KDM4A-AS1	119
ST3GAL3	713
ARTN	47
LOC105378688	30
LOC101929609	16
IPO13	838
DPH2	312
ATP6V0B	3050
B4GALT2	935
CCDC24	245
SLC6A9	432
LOC107984948	19
KLF17	35
DMAP1	1853
ERI3	1307
ERI3-IT1	31
RNF220	1976
LOC107984950	317
TMEM53	379
ARMH1	145
LOC105378690	11
RNU5F-1	0
RNU5D-1	0
KIF2C	33
RPS8	50546
SNORD55	77
SNORD46	13
SNORD38A	44
SNORD38B	36
BEST4	29
PLK3	2050
DYNLT4	239
BTBD19	260
LOC107984952	158
PTCH2	72
EIF2B3	448
HECTD3	1005
UROD	2534
ZSWIM5	197
LOC105378691	27
LINC01144	27
HPDL	19
MUTYH	749
TOE1	357
TESK2	224
CCDC163	23
MMACHC	2444
PRDX1	5100
AKR1A1	2335
NASP	2668
CCDC17	112
GPBP1L1	2314
RPS15AP10	7
TMEM69	378
IPP	244
MAST2	1365
P3R3URF-PIK3R3	710
PIK3R3	711
LOC101929626	0
TSPAN1	396
POMGNT1	1513
LURAP1	57
RAD54L	122
LRRC41	1411
UQCRH	3244
NSUN4	568
FAAH	1140
FAAHP1	63
LINC01398	6
DMBX1	0
MKNK1-AS1	105
MKNK1	896
MOB3C	1134
ATPAF1	871
EFCAB14-AS1	3
EFCAB14	3290
LOC105378698	0
LOC105378699	1
CYP4B1	6883
CYP4Z2P	25
CYP4A11	1
CYP4X1	277
CYP4Z1	13
CYP4A22	6
LOC105378701	5
LINC00853	8
PDZK1IP1	952
TAL1	776
STIL	37
CMPK1	3702
LINC01389	2
FOXE3	0
FOXD2-AS1	95
FOXD2	48
LINC01738	0
TRABD2B	213
LINC02794	6
SKINT1L	25
SLC5A9	241
SPATA6	399
AGBL4	18
BEND5	258
ELAVL4	3
DMRTA2	2
LOC105378714	0
FAF1	1068
FAF1-AS1	0
CDKN2C	441
LINC01562	4
RNF11	2888
TTC39A	399
TTC39A-AS1	6
EPS15	2204
EPS15-AS1	8
CALR4P	0
OSBPL9	2929
NRDC	2545
105378721	209
MIR761	0
RAB3B	6
TXNDC12	1622
KTI12	102
BTF3L4	861
ZFYVE9	904
CC2D1B	1677
ORC1	6
PRPF38A	1472
TUT4	482
GPX7	211
SHISAL2A	34
COA7	348
ZYG11B	800
ZYG11A	0
ECHDC2	4276
SCP2	3340
PODN	5510
SLC1A7	321
CPT2	635
CZIB	1988
MAGOH	1123
LOC100507564	16
LRP8	57
LOC105378728	3
LOC105378726	0
LOC105378731	2
105378730	0
LINC02812	34
GLIS1	23
NDC1	340
YIPF1	615
DIO1	11
HSPB11	448
LRRC42	582
LDLRAD1	59
TMEM59	7692
TCEANC2	355
CDCP2	8
CYB5RL	239
MRPL37	1564
SSBP3	2888
SSBP3-AS1	37
ACOT11	126
FAM151A	38
MROH7-TTC4	509
MROH7	94
TTC4	427
PARS2	90
TTC22	149
LEXM	7
DHCR24	8353
DHCR24-DT	2
TMEM61	39
BSND	10
PCSK9	563
USP24	1184
LOC100507634	17
LINC01767	11
PLPP3	9590
PRKAA2	162
FYB2	88
C8A	0
C8B	38
105378745	0
LOC112267900	7
DAB1	112
LOC107984960	4
OMA1	355
TACSTD2	4782
MYSM1	706
LOC112268263	2
LOC105378751	14
JUN	10700
LINC01135	12
LOC101926907	91
LINC02777	76
LINC01358	18
FGGY-DT	13
FGGY	392
LOC101926944	15
LOC105378758	1
HOOK1	177
CYP2J2	34
C1orf87	11
LINC01748	2
LOC101926964	11
LOC105378764	0
NFIA-AS2	36
NFIA	2185
NFIA-AS1	0
LOC107984964	3
MGC34796	0
TM2D1	906
PATJ	925
LOC107984965	6
L1TD1	39
KANK4	271
USP1	853
DOCK7	400
ANGPTL3	0
ATG4C	326
LINC00466	0
FOXD3-AS1	0
FOXD3	0
ALG6	283
ITGB3BP	312
LOC102724319	0
EFCAB7	170
DLEU2L	0
PGM1	1887
ROR1	373
ROR1-AS1	15
LOC105378773	0
UBE2U	0
LOC107984966	11
CACHD1	566
RAVER2	1801
JAK1	3108
LINC01359	19
MIR3671	27
AK4	162
DNAJC6	61
LOC102724416	6
LEPR	2323
LEPROT	3886
PDE4B	303
LOC105378776	6
SGIP1	958
DYNLT5	92
DNAI4	106
MIER1	1172
SLC35D1	263
C1orf141	4
IL23R	0
IL12RB2	22
105378779	0
SERBP1	5127
GADD45A	1163
GNG12	2448
LOC105378781	0
GNG12-AS1	125
DIRAS3	277
WLS	1949
RPE65	0
DEPDC1	3
LRRC7	26
LRRC40	376
SRSF11	3789
ANKRD13C	537
HHLA3	147
HHLA3-AS1	11
CTH	105
PTGER3	129
ZRANB2-AS1	105
ZRANB2	2817
MIR186	0
ZRANB2-AS2	12
LOC105378795	1
NEGR1	1153
LOC105378797	9
LOC105378798	17
LRRIQ3	5
FPGT-TNNI3K	34
FPGT	227
TNNI3K	25
105378805	0
ERICH3	33
ERICH3-AS1	0
CRYZ	673
TYW3	634
LHX8	0
SLC44A5	6
ACADM	774
DLSTP1	9
RABGGTB	1174
SNORD45C	0
SNORD45A	3
SNORD45B	9
MSH4	7
ST6GALNAC3	270
LOC105378807	0
ST6GALNAC5	656
PIGK	926
LOC105378808	3
AK5	16
ZZZ3	712
USP33	1230
MIGA1	536
NEXN-AS1	12
NEXN	1941
FUBP1	1250
DNAJB4	1326
GIPC2	487
LOC107984997	5
MGC27382	57
PTGFR	149
IFI44L	1150
IFI44	1797
ADGRL4	957
LOC107984998	0
LOC105378810	3
LINC01781	0
ADGRL2	2752
LOC101927434	15
LINC01361	0
107985037	0
LOC105378816	0
LINC01725	1
LOC101927560	3
107985041	1
TTLL7	481
PRKACB	808
107985046	0
SAMD13	24
UOX	3
DNASE2B	5
RPF1	1027
GNG5	2519
SPATA1	129
CTBS	405
LOC105378819	21
LINC01461	3
SSX2IP	151
LOC102724892	0
LPAR3	126
MCOLN2	477
MCOLN3	545
DNAI3	15
SYDE2	395
C1orf52	773
BCL10	490
LOC646626	24
DDAH1	1552
107985054	11
CCN1	9429
LOC107985057	7
LOC112268231	0
ZNHIT6	593
COL24A1	3
LINC02795	6
LOC105378825	6
ODF2L	1074
MIR7856	0
CLCA2	0
CLCA1	0
LOC105378827	0
CLCA4	0
CLCA4-AS1	26
CLCA3P	2
SH3GLB1	2783
SELENOF	3919
HS2ST1	669
LINC01140	859
LMO4	2864
LOC105378833	1
LOC105378839	56
PKN2-AS1	11
PKN2	1440
GTF2B	757
KYAT3	659
RBMXL1	386
GBP3	1323
LOC105378841	21
GBP1	1470
GBP2	3484
LOC112268267	217
LOC105378842	2
GBP7	3
GBP4	2208
LOC107985076	19
GBP5	253
GBP6	3
GBP1P1	163
LOC105378844	0
LRRC8B	364
LRRC8C	491
LRRC8C-DT	21
LOC107985743	4
101927952	3
LOC107985744	0
LOC101927975	5
LRRC8D	200
GEMIN8P4	12
ZNF326	759
LOC105378849	0
LOC107985088	0
LINC02609	144
LINC02788	0
ZNF644	769
HFM1	52
CDC7	147
LOC102723436	5
TGFBR3	2883
BRDT	0
EPHX4	51
SETSIP	0
BTBD8	2
23285	169
C1orf146	3
GLMN	242
RPAP2	387
GFI1	89
EVI5	612
RPL5	36808
DIPK1A	216
SNORD21	6
SNORA66	8
MTF2	506
TMED5	1470
CCDC18	129
LOC107985521	2
CCDC18-AS1	304
DR1	1215
FNBP1L	793
BCAR3	662
BCAR3-AS1	9
LOC102723480	10
723788	5
TRR-TCT1-1	4
DNTTIP2	1529
GCLM	272
ABCA4	52
LOC105378858	18
ARHGAP29	2093
ARHGAP29-AS1	13
105378859	4
ABCD3	889
F3	1411
LOC105378861	0
SLC44A3-AS1	30
105378860	0
SLC44A3	351
CNN3	4676
105378862	89
CNN3-DT	310
ALG14	222
LOC105378863	0
TLCD4	401
TLCD4-RWDD3	63
LOC101928118	27
RWDD3	404
PTBP2	652
DPYD	1194
DPYD-AS1	10
LOC105378867	4
MIR137HG	0
SNX7	510
PLPPR5	19
PLPPR4	18
LINC01708	0
PALMD	1810
FRRS1	336
AGL	421
SLC35A3	992
MFSD14A	635
SASS6	501
TRMT13	350
LRRC39	75
DBT	757
RTCA-AS1	14
RTCA	670
CDC14A	312
LOC105379827	4
GPR88	7
VCAM1	232
EXTL2	491
SLC30A7	308
DPH5	919
LOC102606465	207
LOC101928334	1
LOC101928370	62
S1PR1	2499
COL11A1	0
LOC101928436	5
RNPC3	165
AMY2B	999
ACTG1P4	33
AMY2A	66
AMY1A	67
AMY1B	27
LOC105378878	0
AMY1C	56
LOC100129138	0
PRMT6	190
NTNG1	990
VAV3	171
LINC02785	10
SLC25A24	755
NBPF4	0
NBPF6	0
FAM102B	689
HENMT1	209
LOC105378890	15
PRPF38B	1330
STXBP3	1184
LOC105378891	1
AKNAD1	30
GPSM2	777
CLCC1	709
WDR47	348
TAF13	107
TMEM167B-DT	0
TMEM167B	1599
SCARNA2	32
C1orf194	42
ELAPOR1	180
SARS1	4806
CELSR2	180
PSRC1	113
MYBPHL	27
SORT1	2412
PSMA5	1675
SYPL2	60
ATXN7L2	252
CYB561D1	359
AMIGO1	344
GNAI3	1739
GNAT2	10
AMPD2	929
GSTM4	556
GSTM2	2142
GSTM1	517
GSTM5	2190
GSTM3	1539
EPS8L3	3
CSF1	2149
AHCYL1	2274
STRIP1	892
ALX3	100
UBL4B	3
SLC6A17	0
LINC02586	17
KCNC4	718
RBM15-AS1	14
RBM15	260
SLC16A4	466
LAMTOR5	1978
LAMTOR5-AS1	15
PROK1	0
CYMP	4
CYMP-AS1	4
KCNA10	0
KCNA2	6
LOC107985174	7
KCNA3	204
LOC105378901	0
CD53	898
LRIF1	270
DRAM2	861
CEPT1	1004
DENND2D	425
107985180	0
CHI3L2	494
CHIAP2	444
CHIA	105
PIFO	332
OVGP1	129
WDR77	635
ATP5PB	2723
C1orf162	929
TMIGD3	10
ADORA3	37
RAP1A	3656
LINC01160	19
LOC107985184	24
INKA2	728
INKA2-AS1	15
LOC101928718	23
DDX20	381
KCND3	57
LINC01750	1
LINC02884	67
CTTNBP2NL	619
WNT2B	441
ST7L	392
CAPZA1	2112
MOV10	5557
RHOC	6163
PPM1J	21
TAFA3	0
LINC01356	2
LINC01357	0
SLC16A1	259
AKR7A2P1	0
SLC16A1-AS1	12
LOC107985189	7
LRIG2-DT	8
LRIG2	636
LOC643441	40
MAGI3	779
PHTF1	246
RSBN1	593
AP4B1-AS1	135
PTPN22	160
BCL2L15	38
AP4B1	706
DCLRE1B	284
HIPK1-AS1	20
HIPK1	1465
OLFML3	3458
SYT6	2
TRIM33	1058
BCAS2	852
LOC105378914	1
DENND2C	150
AMPD1	22
NRAS	847
CSDE1	14070
SIKE1	619
TSHB	1
TSPAN2	449
LINC01765	22
NGF	110
112268287	0
VANGL1	281
CASQ2	165
NHLH2	0
LINC01649	4
LOC101928977	2
SLC22A15	110
MAB21L3	0
LINC01779	3
ATP1A1	10095
ATP1A1-AS1	2323
LINC01762	6
LOC112268235	66
CD58	379
LOC105378925	0
IGSF3	438
LOC105378924	0
CD2	512
PTGFRN	371
CD101	402
LOC101929099	20
TTF2	190
TRIM45	212
VTCN1	4
MAN1A2	900
TENT5C	641
LOC105378929	2
GDAP2	304
WDR3	299
SPAG17	29
TBX15	57
LOC105378933	0
WARS2	516
WARS2-IT1	19
WARS2-AS1	321
LOC107985192	22
HSD3B2	4
LOC105378935	28
HSD3BP4	24
LINC00622	237
ZNF697	323
PHGDH	1627
105378936	1
HMGCS2	221
REG4	0
NOTCH2	2750
SEC22B	1683
107985522	3
105378941	3
105378954	247
LOC101929788	1
NBPF8	812
107985523	5
PFN1P2	25
PDE4DIPP2	265
LOC107985524	18
NOTCH2NLR	98
NBPF26	546
RNVU1-19	0
LINC00623	449
LOC100996720	45
RNVU1-4	0
TRN-GTT11-1	8
LOC105369199	0
PDE4DIPP4	0
H3P4	15
FCGR1B	53
LOC100996318	7
H2BP1	14
FAM72B	11
SRGAP2C	487
LOC107985193	1
LINC02798	0
EMBP1	8
LINC01691	3
LOC105371175	11
LOC107985200	44
LOC107985201	6
LOC105369140	1
PDE4DIPP3	6
H2BP2	10
FCGR1CP	46
H3-2	25
FAM72C	19
SRGAP2D	143
LOC105371206	77
LINC02802	59
105373467	3
NBPF15	713
LOC105371211	0
LSP1P5	81
LOC105371216	57
SRGAP2B	430
LOC107985595	0
FAM72D	27
LOC101929805	2
LINC01145	188
LOC100996740	186
RNVU1-14	3
NBPF20	244
LOC105371312	12
NBPF25P	324
GPR89A	374
PDZK1	13
CD160	49
RNF115	971
POLR3C	677
NUDT17	266
PIAS3	514
ANKRD35	659
LOC107985593	1
ITGA10	272
PEX11B	762
GNRHR2	155
RBM8A	2293
LIX1L-AS1	381
LIX1L	1664
POLR3GL	1272
ANKRD34A	12
TXNIP	18173
HJV	3
RNVU1-6	0
LINC01719	0
NBPF10	836
NOTCH2NLA	639
LOC105371254	5
NUDT4P2	203
SEC22B4P	183
PPIAL4H	15
LOC112268274	0
LOC100996756	174
LOC105371235	0
107985591	0
HYDIN2	87
NBPF12	553
LOC728989	14
105371231	0
PRKAB2	554
CHD1L	861
PDIA3P1	415
FMO5	933
LINC00624	0
BCL9	268
ACP6	413
GJA5	1637
GPR89B	318
PDZK1P1	6
LINC02804	28
PDE4DIPP1	7
NBPF11	488
LOC105371227	2
LOC101927468	28
LINC02806	4
LOC105371225	5
PDE4DIPP6	36
RNVU1-3	3
107985525	3
LINC01138	179
LOC105371224	200
NBPF14	1081
NOTCH2NLB	658
LOC105371223	3
NUDT4B	387
SEC22B3P	81
PDE4DIP	1002
LOC112268272	244
NBPF9	470
LOC101929790	3
LOC653513	131
SEC22B2P	145
NOTCH2NLC	670
NBPF19	974
PPIAL4C	30
LINC00869	527
112268236	9
LOC644634	52
PDE4DIPP7	18
LOC105371406	11
FCGR1A	214
H2BC18	7
112268237	10
H3C13	0
H4C14	36
H3C14	0
H2AC18	228
H2BC20P	20
H2AC19	228
H3C15	0
112268238	108
H4C15	31
H2BC21	269
H2AC20	37
H2AC21	0
BOLA1	470
SV2A	119
SF3B4	1544
MTMR11	579
OTUD7B	1010
105371427	16
VPS45	827
PLEKHO1	2092
