GeneID	RNA-seq_LADC41
RERE-AS1	44
ENO1	26517
MIR6728	6
ENO1-AS1	9
CA6	2
SLC2A5	415
GPR157	502
MIR34AHG	547
MIR34A	6
LNCTAM34A	27
H6PD	3938
SPSB1	1313
LINC02606	38
SLC25A33	159
TMEM201	452
107985734	9
PIK3CD	997
PIK3CD-AS1	8
PIK3CD-AS2	27
CLSTN1	5397
CTNNBIP1	2267
LOC105376717	181
LZIC	968
NMNAT1	313
RBP7	47
UBE4B	1757
KIF1B	2234
105376725	7
PGD	2591
CENPS-CORT	261
CENPS	265
CORT	27
DFFA	1122
PEX14	680
CASZ1	621
LOC105376733	0
C1orf127	17
TARDBP	4928
MASP2	195
SRM	927
EXOSC10	1564
EXOSC10-AS1	72
MTOR	2152
MTOR-AS1	37
ANGPTL7	12
UBIAD1	630
LOC105376739	9
LOC105376740	4
DISP3	161
112268221	10
FBXO2	641
FBXO44	1291
FBXO6	555
MAD2L2	377
DRAXIN	15
AGTRAP	989
C1orf167	481
MTHFR	1525
CLCN6	1054
NPPA-AS1	222
NPPA	55
KIAA2013	1368
PLOD1	2177
MFN2	3000
MIIP	747
MIR6729	2
TNFRSF8	32
MIR7846	0
TNFRSF1B	2986
107984917	5
VPS13D	4451
SNORA59A	29
LINC02766	15
DHRS3	3079
MIR6730	9
AADACL4	7
C1orf158	41
LRRC38	5
PDPN	238
PRDM2	2042
KAZN	387
LOC107985467	11
LOC105376759	0
LOC107985469	0
TMEM51-AS1	191
TMEM51	569
TMEM51-AS2	2
FHAD1	278
FHAD1-AS1	32
LOC101927441	20
EFHD2	2575
CTRC	6
CELA2A	2
CELA2B	17
CASP9	442
DNAJC16	829
AGMAT	31
DDI2	1736
RSC1A1	244
PLEKHM2	2162
SLC25A34	71
SLC25A34-AS1	8
TMEM82	0
FBLIM1	721
UQCRHL	33
FLJ37453	153
SPEN	3074
ZBTB17	1079
SRARP	6
HSPB7	213
CLCNKA	49
CLCNKB	102
FAM131C	4
EPHA2	1591
LOC101927479	62
ARHGEF19	1095
ANO7L1	141
CPLANE2	222
FBXO42	1196
SZRD1	2273
SPATA21	1256
NECAP2	1984
LINC01772	100
CROCCP3	495
RNU1-1	0
LINC01783	1
NBPF1	1164
105376794	1004
CROCCP2	518
MST1P2	842
LOC107985736	148
RNU1-3	2
ESPNP	4
MST1L	3804
LOC112267871	4
LOC105376805	135
CROCC	1727
MFAP2	443
LOC105376806	188
ATP13A2	1975
SDHB	1282
PADI2	335
LINC02783	0
PADI1	14
PADI3	2
PADI4	4
PADI6	0
RCC2	2867
ARHGEF10L	2172
ACTL8	0
IGSF21	24
KLHDC7A	448
PAX7	113
ALDH4A1	576
IFFO2	753
UBR4	6809
EMC1-AS1	72
EMC1	1383
MRTO4	493
AKR7L	25
AKR7A3	41
LOC100506730	109
AKR7A2	1041
SLC66A1	433
CAPZB	4751
MICOS10	571
MICOS10-NBL1	3248
RPS14P3	39
NBL1	3028
HTR6	29
TMCO4	644
RNF186	0
OTUD3	486
PLA2G2A	38
PLA2G5	73
PLA2G2D	1279
PLA2G2F	0
PLA2G2C	0
UBXN10	430
101928017	2
LOC105376825	24
VWA5B1	17
LINC01141	2
CAMK2N1	411
MUL1	905
FAM43B	26
CDA	89
PINK1	1217
MIR6084	52
PINK1-AS	1093
DDOST	5141
KIF17	167
SH2D5	5
112268222	1594
HP1BP3	6967
EIF4G3	1761
LOC105376830	5
LOC105376829	3
ECE1	4165
ECE1-AS1	18
NBPF3	338
ALPL	978
LINC02596	0
RAP1GAP	2186
USP48	2307
LDLRAD2	2314
HSPG2	17330
LINC01635	34
LINC00339	358
CDC42-AS1	8
CDC42	7535
WNT4	115
LOC105376845	5
LOC105376850	1
LOC107985377	3
ZBTB40	1998
EPHA8	1
C1QA	7811
C1QC	10471
C1QB	11089
EPHB2	1082
MIR4253	33
KDM1A	1677
LUZP1	1076
HTR1D	3
LINC01355	258
HNRNPR	3632
ZNF436	559
ZNF436-AS1	99
TCEA3	1957
ASAP3	1194
E2F2	79
LOC101928163	2
LOC105376859	23
ID3	870
MDS2	20
RPL11	13975
ELOA	1992
ELOA-AS1	271
PITHD1	854
LOC105376860	305
LYPLA2	1560
GALE	611
HMGCL	930
LOC105376861	3
FUCA1	4142
CNR2	76
PNRC2	4124
SRSF10	5364
LOC105376863	1
LOC107984931	1
MYOM3	16
IL22RA1	75
IFNLR1	246
LINC02800	0
GRHL3-AS1	4
GRHL3	24
STPG1	205
NIPAL3	1630
RCAN3AS	7
RCAN3	1181
NCMAP-DT	86
NCMAP	130
SRRM1	3736
CLIC4	4323
RUNX3	1368
107984932	5
RUNX3-AS1	76
SYF2	1529
RSRP1	4576
LOC105376882	6
RHD	56
TMEM50A	2062
RHCE	1124
MACO1	906
LDLRAP1	2325
MAN1C1	855
SELENON	4500
MTFR1L	1110
LOC646471	370
AUNIP	259
PAQR7	426
STMN1	1346
MIR3917	162
PAFAH2	804
101928216	48
EXTL1	68
SLC30A2	7
TRIM63	18
PDIK1L	1115
FAM110D	36
ZNF593	444
CNKSR1	1082
CATSPER4	1
ZPLD2P	2
CEP85	649
SH3BGRL3	2946
UBXN11	1412
CD52	617
CRYBG2	196
ZNF683	98
DHDDS	877
DHDDS-AS1	28
HMGN2	7116
RPS6KA1	2112
LOC101928728	10
ARID1A	4133
PIGV	794
ZDHHC18	1291
SFN	1667
GPN2	900
GPATCH3	343
NUDC	2036
NR0B2	5
KDF1	365
TRNP1	110
TENT5B	261
LOC101928391	9
SLC9A1	1997
WDTC1	2790
TMEM222	963
ACTG1P20	47
SYTL1	1996
MAP3K6	4330
FCN3	107
CD164L2	544
GPR3	13
WASF2	6531
LOC105376892	28
AHDC1	3186
FGR	1293
LINC02574	2
IFI6	5782
FAM76A	530
STX12	2413
PPP1R8	984
THEMIS2	1588
RPA2	1368
SMPDL3B	3242
XKR8	827
EYA3	779
PTAFR	1063
DNAJC8	2020
ATP5IF1	1106
SESN2	329
MED18	226
PHACTR4	1440
RCC1	862
SNHG3	530
SNORA73A	10
SNORA73B	13
TRNAU1AP	386
SNHG12	578
SNORD99	17
SNORA61	42
SNORA44	21
SNORA16A	48
RAB42	152
TAF12	456
LINC01715	9
RNU11	2
GMEB1	291
YTHDF2	1973
OPRD1	29
EPB41	2995
TMEM200B	316
SRSF4	2599
MECR	478
PTPRU	2618
LOC105378617	6
MATN1	48
MATN1-AS1	93
LAPTM5	14458
MIR4420	3
LOC105378620	12
LINC01778	5
SDC3	3764
PUM1	3586
SNORD103A	21
SNORD103B	13
LOC107984935	1
NKAIN1	7
SNRNP40	765
ZCCHC17	597
FABP3	147
SERINC2	3094
LOC105378625	0
LOC105379772	1
LDC1P	0
LINC01226	0
LOC105378626	36
TINAGL1	772
HCRTR1	266
PEF1	2027
PEF1-AS1	140
105378628	7
COL16A1	2860
LOC101929444	51
ADGRB2	138
SPOCD1	152
PTP4A2	5305
KHDRBS1	3380
TMEM39B	490
KPNA6	2313
TXLNA	2775
CCDC28B	116
TMEM234	339
IQCC	139
DCDC2B	127
EIF3I	2486
MTMR9LP	363
FAM167B	56
LCK	980
HDAC1	1662
MARCKSL1	2031
LOC105378629	5
TSSK3	310
FAM229A	40
BSDC1	2632
ZBTB8B	7
ZBTB8A	457
LOC102723870	9
ZBTB8OS	452
RBBP4	3876
SYNC	1481
KIAA1522	5122
YARS1	1888
S100PBP	1172
FNDC5	188
HPCA	30
TMEM54	920
LOC105378632	2
RNF19B	990
AK2	3336
AZIN2	248
112268224	9
TRIM62	254
ZNF362	1317
A3GALT2	3
PHC2	5651
MIR3605	250
PHC2-AS1	10
ZSCAN20	191
CSMD2	51
105378640	0
LOC105378641	0
LOC105378642	1
GJB5	13
GJB4	17
GJB3	47
GJA4	219
SMIM12	597
DLGAP3	108
GPR199P	208
TMEM35B	1296
ZMYM6	946
ZMYM1	510
LOC105378644	13
SFPQ	8961
ZMYM4	1806
ZMYM4-AS1	37
KIAA0319L	5046
NCDN	2112
TFAP2E	133
TFAP2E-AS1	36
PSMB2	2238
C1orf216	428
CLSPN	156
AGO4	1558
AGO1	1367
AGO3	1290
TEKT2	117
ADPRS	783
COL8A2	795
TRAPPC3	1057
MAP7D1	3501
THRAP3	4754
SH3D21	500
EVA1B	335
STK40	1616
LSM10	545
OSCP1	244
MRPS15	913
CSF3R	462
GRIK3	19
LINC01137	216
ZC3H12A	914
MIR6732	21
MEAF6	1968
MIR5581	33
LOC105378649	64
SNIP1	699
DNALI1	478
GNL2	1145
RSPO1	82
C1orf109	550
CDCA8	105
EPHA10	391
MANEAL	844
YRDC	361
C1orf122	452
MTF1	692
INPP5B	926
LOC105378651	18
SF3A3	1599
FHL3	333
UTP11	616
POU3F1	32
MIR3659HG	2
LOC105378657	2
RRAGC	894
GJA9-MYCBP	353
MYCBP	341
LOC105378663	2
GJA9	10
RHBDL2	116
LOC105378662	19
AKIRIN1	1182
NDUFS5	1502
MACF1	15039
643314	148
105378950	0
BMP8A	258
OXCT2P1	12
PPIEL	314
PABPC4	3634
PABPC4-AS1	798
SNORA55	15
HEYL	1238
NT5C1A	9
HPCAL4	200
PPIE	1067
BMP8B	245
OXCT2	18
LOC101929536	12
105378951	20
LINC02811	6
105378665	7
TRIT1	510
MYCL	499
MYCL-AS1	35
MFSD2A	7033
CAP1	5660
PPT1	8202
RLF	963
TMCO2	1
ZMPSTE24	1352
COL9A2	384
107984945	17
SMAP2	6654
ZFP69B	152
ZFP69	111
LOC105378672	8
EXO5	315
ZNF684	134
RIMS3	416
LOC105378675	1
NFYC-AS1	206
NFYC	1580
KCNQ4	23
CITED4	17
CTPS1	470
SLFNL1-AS1	237
SLFNL1	130
SCMH1	1195
FOXO6	54
FOXO6-AS1	0
LOC105378678	11
EDN2	716
HIVEP3	336
GUCA2B	0
GUCA2A	3
FOXJ3	1822
RIMKLA	155
ZMYND12	65
CCDC30	475
PPCS	1424
PPIH	464
YBX1	6371
CLDN19	4
P3H1	752
C1orf50	300
TMEM269-DT	6
TMEM269	9
LOC107984946	4
SVBP	141
ERMAP	606
ZNF691	366
LOC339539	5
SLC2A1	1476
SLC2A1-AS1	16
FAM183A	62
EBNA1BP2	893
CFAP57	110
LOC105378685	19
TMEM125	3473
C1orf210	501
TIE1	577
MPL	16
LOC105378687	7
CDC20	185
ELOVL1	2581
MIR6734	12
LOC112268225	25
MED8	716
MED8-AS1	125
SZT2	2575
SZT2-AS1	158
HYI	430
PTPRF	13454
KDM4A	1160
KDM4A-AS1	151
ST3GAL3	238
ARTN	12
LOC105378688	32
LOC101929609	135
IPO13	1125
DPH2	722
ATP6V0B	1735
B4GALT2	425
CCDC24	390
SLC6A9	450
LOC107984948	6
KLF17	0
DMAP1	680
ERI3	883
ERI3-IT1	41
RNF220	1258
LOC107984950	376
TMEM53	177
ARMH1	128
LOC105378690	13
RNU5F-1	0
RNU5D-1	0
KIF2C	160
RPS8	19145
SNORD55	9
SNORD46	9
SNORD38A	15
SNORD38B	23
BEST4	48
PLK3	537
DYNLT4	75
BTBD19	99
LOC107984952	14
PTCH2	67
EIF2B3	338
HECTD3	1463
UROD	1378
ZSWIM5	419
LOC105378691	13
LINC01144	13
HPDL	14
MUTYH	431
TOE1	252
TESK2	187
CCDC163	156
MMACHC	1433
PRDX1	5808
AKR1A1	3172
NASP	2633
CCDC17	400
GPBP1L1	4330
RPS15AP10	26
TMEM69	529
IPP	387
MAST2	2673
P3R3URF-PIK3R3	601
PIK3R3	718
LOC101929626	9
TSPAN1	4244
POMGNT1	1956
LURAP1	28
RAD54L	105
LRRC41	2675
UQCRH	1370
NSUN4	806
FAAH	581
FAAHP1	35
LINC01398	1
DMBX1	52
MKNK1-AS1	225
MKNK1	1575
MOB3C	977
ATPAF1	889
EFCAB14-AS1	209
EFCAB14	5308
LOC105378698	30
LOC105378699	6
CYP4B1	24937
CYP4Z2P	207
CYP4A11	30
CYP4X1	1163
CYP4Z1	67
CYP4A22	49
LOC105378701	19
LINC00853	19
PDZK1IP1	1551
TAL1	186
STIL	205
CMPK1	5236
LINC01389	10
FOXE3	0
FOXD2-AS1	107
FOXD2	31
LINC01738	0
TRABD2B	272
LINC02794	1
SKINT1L	15
SLC5A9	126
SPATA6	442
AGBL4	40
BEND5	153
ELAVL4	29
DMRTA2	78
LOC105378714	9
FAF1	963
FAF1-AS1	4
CDKN2C	485
LINC01562	1
RNF11	2043
TTC39A	513
TTC39A-AS1	18
EPS15	3240
EPS15-AS1	14
CALR4P	3
OSBPL9	2592
NRDC	3231
105378721	278
MIR761	25
RAB3B	31
TXNDC12	1726
KTI12	173
BTF3L4	1381
ZFYVE9	665
CC2D1B	2096
ORC1	40
PRPF38A	1409
TUT4	1314
GPX7	156
SHISAL2A	66
COA7	471
ZYG11B	1716
ZYG11A	4
ECHDC2	3055
SCP2	3873
PODN	2503
SLC1A7	141
CPT2	731
CZIB	969
MAGOH	387
LOC100507564	21
LRP8	394
LOC105378728	15
LOC105378726	12
LOC105378731	11
105378730	8
LINC02812	33
GLIS1	35
NDC1	632
YIPF1	830
DIO1	13
HSPB11	405
LRRC42	515
LDLRAD1	240
TMEM59	8218
TCEANC2	504
CDCP2	6
CYB5RL	313
MRPL37	994
SSBP3	1102
SSBP3-AS1	46
ACOT11	136
FAM151A	24
MROH7-TTC4	313
MROH7	32
TTC4	281
PARS2	147
TTC22	437
LEXM	29
DHCR24	20170
DHCR24-DT	24
TMEM61	128
BSND	13
PCSK9	5
USP24	2970
LOC100507634	18
LINC01767	29
PLPP3	4449
PRKAA2	202
FYB2	144
C8A	0
C8B	0
105378745	0
LOC112267900	1
DAB1	14
LOC107984960	12
OMA1	732
TACSTD2	9691
MYSM1	2143
LOC112268263	15
LOC105378751	57
JUN	5906
LINC01135	10
LOC101926907	68
LINC02777	33
LINC01358	23
FGGY-DT	15
FGGY	352
LOC101926944	11
LOC105378758	5
HOOK1	1349
CYP2J2	242
C1orf87	107
LINC01748	2
LOC101926964	2
LOC105378764	0
NFIA-AS2	8
NFIA	1582
NFIA-AS1	0
LOC107984964	0
MGC34796	0
TM2D1	616
PATJ	2824
LOC107984965	0
L1TD1	38
KANK4	60
USP1	1390
DOCK7	776
ANGPTL3	6
ATG4C	478
LINC00466	8
FOXD3-AS1	90
FOXD3	13
ALG6	392
ITGB3BP	247
LOC102724319	5
EFCAB7	194
DLEU2L	31
PGM1	2561
ROR1	429
ROR1-AS1	15
LOC105378773	0
UBE2U	0
LOC107984966	4
CACHD1	3077
RAVER2	718
JAK1	5901
LINC01359	12
MIR3671	16
AK4	200
DNAJC6	86
LOC102724416	0
LEPR	1147
LEPROT	3468
PDE4B	696
LOC105378776	2
SGIP1	351
DYNLT5	49
DNAI4	236
MIER1	1962
SLC35D1	1203
C1orf141	15
IL23R	8
IL12RB2	107
105378779	7
SERBP1	7123
GADD45A	1114
GNG12	3289
LOC105378781	0
GNG12-AS1	62
DIRAS3	144
WLS	1615
RPE65	0
DEPDC1	42
LRRC7	10
LRRC40	551
SRSF11	8933
ANKRD13C	1030
HHLA3	294
HHLA3-AS1	8
CTH	237
PTGER3	36
ZRANB2-AS1	579
ZRANB2	5626
MIR186	139
ZRANB2-AS2	16
LOC105378795	56
NEGR1	367
LOC105378797	3
LOC105378798	0
LRRIQ3	17
FPGT-TNNI3K	129
FPGT	617
TNNI3K	68
105378805	2
ERICH3	298
ERICH3-AS1	16
CRYZ	4075
TYW3	775
LHX8	0
SLC44A5	7
ACADM	1354
DLSTP1	72
RABGGTB	1543
SNORD45C	45
SNORD45A	36
SNORD45B	42
MSH4	12
ST6GALNAC3	59
LOC105378807	2
ST6GALNAC5	136
PIGK	1212
LOC105378808	4
AK5	4
ZZZ3	1151
USP33	1905
MIGA1	891
NEXN-AS1	35
NEXN	1595
FUBP1	3569
DNAJB4	341
GIPC2	70
LOC107984997	143
MGC27382	52
PTGFR	170
IFI44L	5551
IFI44	5570
ADGRL4	399
LOC107984998	0
LOC105378810	1
LINC01781	51
ADGRL2	1062
LOC101927434	0
LINC01361	3
107985037	2
LOC105378816	0
LINC01725	5
LOC101927560	14
107985041	17
TTLL7	185
PRKACB	2390
107985046	8
SAMD13	183
UOX	8
DNASE2B	81
RPF1	697
GNG5	2421
SPATA1	143
CTBS	911
LOC105378819	17
LINC01461	3
SSX2IP	454
LOC102724892	0
LPAR3	80
MCOLN2	731
MCOLN3	180
DNAI3	102
SYDE2	467
C1orf52	1132
BCL10	485
LOC646626	55
DDAH1	3772
107985054	11
CCN1	731
LOC107985057	14
LOC112268231	5
ZNHIT6	656
COL24A1	85
LINC02795	17
LOC105378825	20
ODF2L	1759
MIR7856	2
CLCA2	86
CLCA1	0
LOC105378827	6
CLCA4	1
CLCA4-AS1	22
CLCA3P	2
SH3GLB1	3458
SELENOF	4406
HS2ST1	1731
LINC01140	198
LMO4	1847
LOC105378833	11
LOC105378839	1
PKN2-AS1	8
PKN2	2232
GTF2B	653
KYAT3	448
RBMXL1	799
GBP3	2777
LOC105378841	53
GBP1	2532
GBP2	3084
LOC112268267	905
LOC105378842	4
GBP7	5
GBP4	3309
LOC107985076	16
GBP5	2046
GBP6	48
GBP1P1	200
LOC105378844	7
LRRC8B	921
LRRC8C	1040
LRRC8C-DT	18
LOC107985743	11
101927952	18
LOC107985744	4
LOC101927975	2
LRRC8D	779
GEMIN8P4	32
ZNF326	1185
LOC105378849	0
LOC107985088	0
LINC02609	142
LINC02788	3
ZNF644	1847
HFM1	17
CDC7	303
LOC102723436	6
TGFBR3	873
BRDT	4
EPHX4	2
SETSIP	4
BTBD8	35
23285	229
C1orf146	6
GLMN	159
RPAP2	932
GFI1	594
EVI5	977
RPL5	15141
DIPK1A	583
SNORD21	13
SNORA66	28
MTF2	747
TMED5	3974
CCDC18	483
LOC107985521	9
CCDC18-AS1	1305
DR1	2093
FNBP1L	3663
BCAR3	679
BCAR3-AS1	41
LOC102723480	4
723788	5
TRR-TCT1-1	6
DNTTIP2	1133
GCLM	701
ABCA4	2152
LOC105378858	1
ARHGAP29	1761
ARHGAP29-AS1	0
105378859	0
ABCD3	3072
F3	4073
LOC105378861	6
SLC44A3-AS1	161
105378860	5
SLC44A3	361
CNN3	4814
105378862	12
CNN3-DT	182
ALG14	152
LOC105378863	5
TLCD4	736
TLCD4-RWDD3	182
LOC101928118	15
RWDD3	237
PTBP2	861
DPYD	4974
DPYD-AS1	334
LOC105378867	1
MIR137HG	2
SNX7	349
PLPPR5	3
PLPPR4	67
LINC01708	2
PALMD	254
FRRS1	340
AGL	2319
SLC35A3	1634
MFSD14A	1537
SASS6	427
TRMT13	1202
LRRC39	208
DBT	995
RTCA-AS1	29
RTCA	843
CDC14A	522
LOC105379827	19
GPR88	9
VCAM1	1440
EXTL2	363
SLC30A7	874
DPH5	1099
LOC102606465	103
LOC101928334	0
LOC101928370	13
S1PR1	1225
COL11A1	120
LOC101928436	7
RNPC3	1480
AMY2B	1123
ACTG1P4	92
AMY2A	39
AMY1A	1091
AMY1B	749
LOC105378878	64
AMY1C	910
LOC100129138	1
PRMT6	459
NTNG1	105
VAV3	443
LINC02785	8
SLC25A24	1848
NBPF4	8
NBPF6	6
FAM102B	1488
HENMT1	275
LOC105378890	11
PRPF38B	3129
STXBP3	1325
LOC105378891	4
AKNAD1	8
GPSM2	1165
CLCC1	1229
WDR47	573
TAF13	341
TMEM167B-DT	1
TMEM167B	1726
SCARNA2	8
C1orf194	95
ELAPOR1	887
SARS1	3255
CELSR2	1254
PSRC1	169
MYBPHL	408
SORT1	4253
PSMA5	1549
SYPL2	9
ATXN7L2	267
CYB561D1	856
AMIGO1	208
GNAI3	2093
GNAT2	14
AMPD2	1139
GSTM4	353
GSTM2	797
GSTM1	1078
GSTM5	195
GSTM3	285
EPS8L3	1
CSF1	1933
AHCYL1	5804
STRIP1	1166
ALX3	198
UBL4B	4
SLC6A17	2
LINC02586	1
KCNC4	484
RBM15-AS1	18
RBM15	503
SLC16A4	490
LAMTOR5	1146
LAMTOR5-AS1	18
PROK1	527
CYMP	1311
CYMP-AS1	1065
KCNA10	0
KCNA2	115
LOC107985174	8
KCNA3	1074
LOC105378901	0
CD53	5167
LRIF1	600
DRAM2	1424
CEPT1	1415
DENND2D	1728
107985180	9
CHI3L2	120
CHIAP2	5
CHIA	267
PIFO	458
OVGP1	81
WDR77	758
ATP5PB	2522
C1orf162	1021
TMIGD3	235
ADORA3	526
RAP1A	3052
LINC01160	25
LOC107985184	54
INKA2	186
INKA2-AS1	3
LOC101928718	2
DDX20	623
KCND3	674
LINC01750	55
LINC02884	143
CTTNBP2NL	1089
WNT2B	173
ST7L	475
CAPZA1	3811
MOV10	3602
RHOC	2133
PPM1J	169
TAFA3	2
LINC01356	11
LINC01357	1
SLC16A1	435
AKR7A2P1	1
SLC16A1-AS1	37
LOC107985189	4
LRIG2-DT	25
LRIG2	1384
LOC643441	86
MAGI3	4208
PHTF1	542
RSBN1	1369
AP4B1-AS1	307
PTPN22	620
BCL2L15	747
AP4B1	684
DCLRE1B	403
HIPK1-AS1	10
HIPK1	4128
OLFML3	991
SYT6	14
TRIM33	2061
BCAS2	690
LOC105378914	8
DENND2C	107
AMPD1	346
NRAS	1639
CSDE1	16622
SIKE1	1241
TSHB	0
TSPAN2	148
LINC01765	23
NGF	6
112268287	1
VANGL1	670
CASQ2	118
NHLH2	3
LINC01649	30
LOC101928977	8
SLC22A15	1022
MAB21L3	12
LINC01779	3
ATP1A1	47183
ATP1A1-AS1	11305
LINC01762	2
LOC112268235	131
CD58	616
LOC105378925	9
IGSF3	1076
LOC105378924	3
CD2	1743
PTGFRN	635
CD101	403
LOC101929099	29
TTF2	762
TRIM45	257
VTCN1	27
MAN1A2	2691
TENT5C	3150
LOC105378929	0
GDAP2	591
WDR3	975
SPAG17	571
TBX15	29
LOC105378933	0
WARS2	433
WARS2-IT1	7
WARS2-AS1	255
LOC107985192	25
HSD3B2	1
LOC105378935	0
HSD3BP4	16
LINC00622	18
ZNF697	148
PHGDH	215
105378936	3
HMGCS2	0
REG4	0
NOTCH2	9140
SEC22B	3109
107985522	15
105378941	6
105378954	130
LOC101929788	5
NBPF8	1506
107985523	41
PFN1P2	131
PDE4DIPP2	1150
LOC107985524	94
NOTCH2NLR	67
NBPF26	1363
RNVU1-19	5
LINC00623	479
LOC100996720	109
RNVU1-4	8
TRN-GTT11-1	4
LOC105369199	30
PDE4DIPP4	7
H3P4	90
FCGR1B	82
LOC100996318	10
H2BP1	38
FAM72B	52
SRGAP2C	714
LOC107985193	3
LINC02798	13
EMBP1	135
LINC01691	4
LOC105371175	6
LOC107985200	3
LOC107985201	1
LOC105369140	13
PDE4DIPP3	5
H2BP2	42
FCGR1CP	79
H3-2	139
FAM72C	44
SRGAP2D	205
LOC105371206	2
LINC02802	10
105373467	15
NBPF15	1033
LOC105371211	1
LSP1P5	8
LOC105371216	1
SRGAP2B	791
LOC107985595	3
FAM72D	70
LOC101929805	19
LINC01145	480
LOC100996740	172
RNVU1-14	2
NBPF20	550
LOC105371312	94
NBPF25P	324
GPR89A	358
PDZK1	45
CD160	72
RNF115	1586
POLR3C	769
NUDT17	281
PIAS3	1292
ANKRD35	129
LOC107985593	6
ITGA10	500
PEX11B	1008
GNRHR2	389
RBM8A	1791
LIX1L-AS1	371
LIX1L	1081
POLR3GL	1190
ANKRD34A	101
TXNIP	62856
HJV	4
RNVU1-6	0
LINC01719	17
NBPF10	2207
NOTCH2NLA	898
LOC105371254	13
NUDT4P2	369
SEC22B4P	229
PPIAL4H	2
LOC112268274	3
LOC100996756	77
LOC105371235	8
107985591	2
HYDIN2	68
NBPF12	1710
LOC728989	29
105371231	13
PRKAB2	1182
CHD1L	1676
PDIA3P1	678
FMO5	17456
LINC00624	9
BCL9	951
ACP6	903
GJA5	547
GPR89B	334
PDZK1P1	23
LINC02804	54
PDE4DIPP1	8
NBPF11	943
LOC105371227	2
LOC101927468	6
LINC02806	6
LOC105371225	2
PDE4DIPP6	51
RNVU1-3	5
107985525	31
LINC01138	316
LOC105371224	247
NBPF14	2905
NOTCH2NLB	1046
LOC105371223	22
NUDT4B	496
SEC22B3P	78
PDE4DIP	2235
LOC112268272	140
NBPF9	812
LOC101929790	9
LOC653513	84
SEC22B2P	137
NOTCH2NLC	794
NBPF19	2771
PPIAL4C	2
LINC00869	405
112268236	30
LOC644634	59
PDE4DIPP7	20
LOC105371406	7
FCGR1A	378
H2BC18	90
112268237	7
H3C13	11
H4C14	88
H3C14	3
H2AC18	270
H2BC20P	49
H2AC19	254
H3C15	3
112268238	100
H4C15	59
H2BC21	213
H2AC20	7
H2AC21	0
BOLA1	396
SV2A	75
SF3B4	1346
